ID,filename,session,trial,visStimLeft,secondStim,mod2Type,frequency,rewardAccurate,yesKey,mod2Stim,stimPair,match,key,reactionTime,choice,choiceAccurate,reward,simpleSurprise
CBC_1086,CBC_1086_MSI_AV_v1_Vset4_Aset2_2024-04-23_16h20.43.546.csv,1,1,1,0,aud,0.36,1,z,C,1C,0,b,2.29891510000016,0,1,1,2.19722457733622
CBC_1086,CBC_1086_MSI_AV_v1_Vset4_Aset2_2024-04-23_16h20.43.546.csv,1,2,0,1,aud,0.5,1,z,A,0A,1,b,2.3450458999996,0,0,0,2.30258509299405
CBC_1086,CBC_1086_MSI_AV_v1_Vset4_Aset2_2024-04-23_16h20.43.546.csv,1,3,2,0,aud,0.5,1,z,C,2C,1,z,1.27598499999931,1,1,1,2.39789527279837
CBC_1086,CBC_1086_MSI_AV_v1_Vset4_Aset2_2024-04-23_16h20.43.546.csv,1,4,0,1,aud,0.5,1,z,A,0A,1,z,3.54725659999895,1,1,1,1.79175946922805
CBC_1086,CBC_1086_MSI_AV_v1_Vset4_Aset2_2024-04-23_16h20.43.546.csv,1,5,2,2,aud,0.14,1,z,B,2B,0,b,1.48475299999973,0,1,1,2.56494935746154
CBC_1086,CBC_1086_MSI_AV_v1_Vset4_Aset2_2024-04-23_16h20.43.546.csv,1,6,0,1,aud,0.5,1,z,A,0A,1,z,1.42794549999962,1,1,1,1.54044504094715
CBC_1086,CBC_1086_MSI_AV_v1_Vset4_Aset2_2024-04-23_16h20.43.546.csv,1,7,1,0,aud,0.36,1,z,C,1C,0,b,2.33975670000018,0,1,1,2.01490302054226
CBC_1086,CBC_1086_MSI_AV_v1_Vset4_Aset2_2024-04-23_16h20.43.546.csv,1,8,2,1,aud,0.36,1,z,A,2A,0,b,1.56292249999933,0,1,1,2.77258872223978
CBC_1086,CBC_1086_MSI_AV_v1_Vset4_Aset2_2024-04-23_16h20.43.546.csv,1,9,1,2,aud,0.5,1,z,B,1B,1,z,1.64127299999927,1,1,1,2.83321334405622
CBC_1086,CBC_1086_MSI_AV_v1_Vset4_Aset2_2024-04-23_16h20.43.546.csv,1,10,2,1,aud,0.36,1,z,A,2A,0,b,1.3323562000005,0,1,1,2.19722457733622
CBC_1086,CBC_1086_MSI_AV_v1_Vset4_Aset2_2024-04-23_16h20.43.546.csv,1,11,1,2,aud,0.5,1,z,B,1B,1,b,2.41027870000016,0,0,0,2.2512917986065
