ID,session,trialNr,visStimLeft,mod2Stim,match,correctKey,frequency,rewardAccurate,stimPair,probFB,surprise,0A belief,1A belief,2A belief,0B belief,1B belief,2B belief,0C belief,1C belief,2C belief,reactionTime,choice,beliefPair,choiceAccurate,reward,rewardPE,update2,choicePE,update1,sim_percModel,sim_respModel,sim_startBelief,sim_alpha1,sim_alpha2,sim_nonDecisionTime,sim_weight,sim_startingBoundary,sim_startingPoint,lik,corrLik,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha2,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
191,1,1,1,C,0,left,36,1,1C,0.95,2.19722457733622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.38473243350373,1,0.5,0,0,-0.5,-0.297000271134478,-0.5,-0.297000271134478,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.651977186551126,0.602125399396089,1.64473243350373,9.50714284202522,2.50119775136646,0.5,0.255392495449734,0.500186557138003,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.594000542268956,0.622004510495831,1.64199881755648,10.8372507643745,2.63393958388147,0.5,-62.3326542705933
191,1,2,0,A,1,left,50,1,0A,0.95,2.30258509299405,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.202999728865522,0.5,3.67473243350373,0,0.5,0,0,-0.5,0.297000271134478,0.5,0.297000271134478,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.651977186551126,0.602125399396089,1.64473243350373,9.50714284202522,2.50119775136646,0.5,0.106549093132009,0.499506072180779,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.594000542268956,0.622004510495831,1.64199881755648,10.8372507643745,2.63393958388147,0.5,-62.3326542705933
191,1,3,2,C,1,left,50,1,2C,0.95,2.39789527279837,0.797000271134478,0.5,0.5,0.5,0.5,0.5,0.5,0.202999728865522,0.5,2.47173243350373,1,0.5,1,1,0.5,0.297000271134478,0.5,0.297000271134478,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.651977186551126,0.602125399396089,1.64473243350373,9.50714284202522,2.50119775136646,0.5,0.244241972931738,0.499947606406741,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.594000542268956,0.622004510495831,1.64199881755648,10.8372507643745,2.63393958388147,0.5,-62.3326542705933
191,1,4,2,C,1,left,50,1,2C,0.95,1.79175946922805,0.797000271134478,0.5,0.188997744752085,0.5,0.5,0.188997744752085,0.188997744752085,0.0767329818817366,0.797000271134478,1.94073243350373,1,0.797000271134478,1,1,0.202999728865522,0.120581949026571,0.202999728865522,0.120581949026571,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.651977186551126,0.602125399396089,1.64473243350373,9.50714284202522,2.50119775136646,0.5,1.73961514759997,0.999999956760623,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.594000542268956,0.622004510495831,1.64199881755648,10.8372507643745,2.63393958388147,0.5,-62.3326542705933
191,1,5,1,B,1,left,50,1,1B,0.95,2.56494935746154,0.797000271134478,0.5,0.0714402950427482,0.5,0.5,0.0714402950427482,0.0714402950427482,0.0290047210475015,0.917582220161049,2.78673243350373,0,0.5,0,0,-0.5,0.297000271134478,0.5,0.297000271134478,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.651977186551126,0.602125399396089,1.64473243350373,9.50714284202522,2.50119775136646,0.5,0.199844724964075,0.500366615121206,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.594000542268956,0.622004510495831,1.64199881755648,10.8372507643745,2.63393958388147,0.5,-62.3326542705933
191,1,6,0,A,1,left,50,1,0A,0.95,1.94591014905531,0.797000271134478,0.5,0.0714402950427482,0.5,0.797000271134478,0.0714402950427482,0.0714402950427482,0.0290047210475015,0.917582220161049,1.89573243350373,1,0.797000271134478,1,1,0.202999728865522,0.120581949026571,0.202999728865522,0.120581949026571,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.651977186551126,0.602125399396089,1.64473243350373,9.50714284202522,2.50119775136646,0.5,3.37398790629845,0.999999956803587,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.594000542268956,0.622004510495831,1.64199881755648,10.8372507643745,2.63393958388147,0.5,-62.3326542705933
191,1,7,2,B,0,left,14,1,2B,0.95,2.70805020110221,0.917582220161049,0.188997744752085,0.0270041092950059,0.188997744752085,0.797000271134478,0.0714402950427482,0.0270041092950059,0.0290047210475015,0.917582220161049,1.81973243350373,0,0.0714402950427482,1,1,0.0714402950427482,-0.0424355739952467,-0.0714402950427482,-0.0424355739952467,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.651977186551126,0.602125399396089,1.64473243350373,9.50714284202522,2.50119775136646,0.5,5.12723504207939,0.999999999976178,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.594000542268956,0.622004510495831,1.64199881755648,10.8372507643745,2.63393958388147,0.5,-62.3326542705933
191,1,8,0,A,1,left,50,1,0A,0.95,1.67397643357167,0.917582220161049,0.188997744752085,0.0270041092950059,0.188997744752085,0.797000271134478,0.0290047210475016,0.0270041092950059,0.0290047210475015,0.917582220161049,1.86473243350373,1,0.917582220161049,1,1,0.0824177798389507,0.0489562059169402,0.0824177798389507,0.0489562059169402,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.651977186551126,0.602125399396089,1.64473243350373,9.50714284202522,2.50119775136646,0.5,1.66860852362655,0.999999999955734,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.594000542268956,0.622004510495831,1.64199881755648,10.8372507643745,2.63393958388147,0.5,-62.3326542705933
191,1,9,1,C,0,left,36,1,1C,0.95,2.14006616349627,0.966538426077989,0.0714402950427482,0.0102074315115898,0.0714402950427482,0.797000271134478,0.0290047210475016,0.0102074315115898,0.0290047210475015,0.917582220161049,1.76373243350373,0,0.0290047210475015,1,1,0.0290047210475015,-0.0172288200305757,-0.0290047210475015,-0.0172288200305757,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.651977186551126,0.602125399396089,1.64473243350373,9.50714284202522,2.50119775136646,0.5,12.0932140491553,0.9999999999979,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.594000542268956,0.622004510495831,1.64199881755648,10.8372507643745,2.63393958388147,0.5,-62.3326542705933
191,1,10,2,A,0,left,36,1,2A,0.95,2.89037175789616,0.966538426077989,0.0714402950427482,0.0102074315115898,0.0714402950427482,0.797000271134478,0.0290047210475016,0.0102074315115898,0.0117759010169258,0.917582220161049,1.71573243350373,0,0.0102074315115898,1,1,0.0102074315115899,-0.00606321985305762,-0.0102074315115898,-0.0060632198530576,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.651977186551126,0.602125399396089,1.64473243350373,9.50714284202522,2.50119775136646,0.5,3.79099058507409,0.999999999999284,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.594000542268956,0.622004510495831,1.64199881755648,10.8372507643745,2.63393958388147,0.5,-62.3326542705933
