ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPairNorm,beliefOtherPairNorm,beliefPair,beliefOtherPair,lik,corrLik,rewardPE,update2,rewardPEOP,update2OP,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha12,fit_alpha2,fit_alpha22,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
CBC_1075,CBC_1075_MSI_AV_v3_Vset3_Aset3_2024-03-13_15h01.44.828.csv,2,1,1,0,b,1,0,0,aud,B,63,1,1B,0B,1,0,z,0.912142800001675,0,1,0,0,0B,1B,B10,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0403508197167257,0.500158293274799,-0.5,-0.00105569180263437,-0.5,0.0269681020980948,CBCbothPairsAsymRW,CBCdriftDiffusionLR,0.5,0.994376815198865,0.00211138360526875,0.00627622626123259,0.0539362041961896,0.711807925354804,0.825070960101053,2.84664858982354,0.5,92.8380727529198
CBC_1075,CBC_1075_MSI_AV_v3_Vset3_Aset3_2024-03-13_15h01.44.828.csv,2,2,1,0,z,0,1,1,aud,A,63,1,1A,0A,0,1,b,1.85668040000019,1,0,0,0,1A,0A,A10,2.83321334405622,0.5,0.5,0.5,0.5,0.498944308197366,0.526968102098095,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.190511601943918,0.499062852451772,-0.5,-0.00105569180263437,-0.5,0.0269681020980948,CBCbothPairsAsymRW,CBCdriftDiffusionLR,0.5,0.994376815198865,0.00211138360526875,0.00627622626123259,0.0539362041961896,0.711807925354804,0.825070960101053,2.84664858982354,0.5,92.8380727529198
CBC_1075,CBC_1075_MSI_AV_v3_Vset3_Aset3_2024-03-13_15h01.44.828.csv,2,3,3,2,b,1,0,3,aud,D,63,1,3D,2D,1,0,z,1.12403900000027,0,1,0,0,2D,3D,D32,2.89037175789616,0.526968102098095,0.498944308197366,0.5,0.5,0.498944308197366,0.526968102098095,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.183923864713959,0.500316672346177,-0.5,-0.00105569180263437,-0.5,0.0269681020980948,CBCbothPairsAsymRW,CBCdriftDiffusionLR,0.5,0.994376815198865,0.00211138360526875,0.00627622626123259,0.0539362041961896,0.711807925354804,0.825070960101053,2.84664858982354,0.5,92.8380727529198
CBC_1075,CBC_1075_MSI_AV_v3_Vset3_Aset3_2024-03-13_15h01.44.828.csv,2,4,1,2,b,1,0,0,aud,B,9,1,1B,2B,1,0,z,2.22112689999994,0,1,0,0,2B,1B,B12,2.94443897916644,0.526968102098095,0.498944308197366,0.5,0.5,0.498944308197366,0.526968102098095,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.498944308197366,0.526968102098095,0.486870039077651,0.513129960922349,0.5,0.526968102098095,0.149411421529814,0.483981691831812,-0.5,-0.00105569180263437,-0.473031897901905,0.0255135450365483,CBCbothPairsAsymRW,CBCdriftDiffusionLR,0.5,0.994376815198865,0.00211138360526875,0.00627622626123259,0.0539362041961896,0.711807925354804,0.825070960101053,2.84664858982354,0.5,92.8380727529198
CBC_1075,CBC_1075_MSI_AV_v3_Vset3_Aset3_2024-03-13_15h01.44.828.csv,2,5,2,0,z,0,1,1,aud,A,27,1,2A,0A,0,1,z,1.51490770000055,0,1,1,1,0A,2A,A20,2.99573227355399,0.526968102098095,0.498944308197366,0.5,0.5,0.498944308197366,0.552481647134643,0.498944308197366,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.498944308197366,0.526968102098095,0.513129960922349,0.486870039077651,0.526968102098095,0.5,0.230353048465578,0.515228093798913,0.473031897901905,0.470371952123171,0.5,-0.00313811313061629,CBCbothPairsAsymRW,CBCdriftDiffusionLR,0.5,0.994376815198865,0.00211138360526875,0.00627622626123259,0.0539362041961896,0.711807925354804,0.825070960101053,2.84664858982354,0.5,92.8380727529198
CBC_1075,CBC_1075_MSI_AV_v3_Vset3_Aset3_2024-03-13_15h01.44.828.csv,2,6,3,2,z,0,1,2,aud,C,63,1,3C,2C,0,1,b,1.73350030000256,1,0,0,0,3C,2C,C32,3.04452243772342,0.997340054221266,0.498944308197366,0.496861886869384,0.5,0.498944308197366,0.552481647134643,0.498944308197366,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.498944308197366,0.526968102098095,0.5,0.5,0.5,0.5,0.203680289134743,0.499714308898238,-0.5,-0.00105569180263437,-0.5,0.0269681020980948,CBCbothPairsAsymRW,CBCdriftDiffusionLR,0.5,0.994376815198865,0.00211138360526875,0.00627622626123259,0.0539362041961896,0.711807925354804,0.825070960101053,2.84664858982354,0.5,92.8380727529198
CBC_1075,CBC_1075_MSI_AV_v3_Vset3_Aset3_2024-03-13_15h01.44.828.csv,2,7,3,1,b,1,0,3,aud,D,27,1,3D,1D,1,0,z,3.26812640000207,0,1,0,0,1D,3D,D31,3.09104245335832,0.997340054221266,0.498944308197366,0.496861886869384,0.5,0.498944308197366,0.552481647134643,0.498944308197366,0.5,0.5,0.5,0.526968102098095,0.498944308197366,0.5,0.5,0.498944308197366,0.526968102098095,0.486870039077651,0.513129960922349,0.5,0.526968102098095,0.0792590225967082,0.484929235876744,-0.5,-0.00105569180263437,-0.473031897901905,0.0255135450365483,CBCbothPairsAsymRW,CBCdriftDiffusionLR,0.5,0.994376815198865,0.00211138360526875,0.00627622626123259,0.0539362041961896,0.711807925354804,0.825070960101053,2.84664858982354,0.5,92.8380727529198
CBC_1075,CBC_1075_MSI_AV_v3_Vset3_Aset3_2024-03-13_15h01.44.828.csv,2,8,0,1,b,1,0,1,aud,A,63,1,0A,1A,1,0,b,1.71383930000229,1,0,1,1,0A,1A,A01,3.13549421592915,0.997340054221266,0.498944308197366,0.496861886869384,0.5,0.498944308197366,0.552481647134643,0.498944308197366,0.5,0.5,0.5,0.526968102098095,0.498944308197366,0.5,0.498944308197366,0.498944308197366,0.552481647134643,0.66654446124742,0.33345553875258,0.997340054221266,0.498944308197366,0.293311142165189,0.68668270727418,0.00265994577873419,0.00264498841205936,0.498944308197366,-0.00313148737000083,CBCbothPairsAsymRW,CBCdriftDiffusionLR,0.5,0.994376815198865,0.00211138360526875,0.00627622626123259,0.0539362041961896,0.711807925354804,0.825070960101053,2.84664858982354,0.5,92.8380727529198
CBC_1075,CBC_1075_MSI_AV_v3_Vset3_Aset3_2024-03-13_15h01.44.828.csv,2,9,0,2,z,0,1,2,aud,C,27,1,0C,2C,0,1,z,1.51240700000017,0,1,1,1,2C,0C,C02,3.17805383034795,0.999985042633325,0.495812820827365,0.496861886869384,0.5,0.498944308197366,0.552481647134643,0.498944308197366,0.5,0.5,0.5,0.526968102098095,0.498944308197366,0.5,0.498944308197366,0.498944308197366,0.552481647134643,0.513129960922349,0.486870039077651,0.526968102098095,0.5,0.231081726700655,0.516449934962912,0.473031897901905,0.470371952123171,0.5,-0.00313811313061629,CBCbothPairsAsymRW,CBCdriftDiffusionLR,0.5,0.994376815198865,0.00211138360526875,0.00627622626123259,0.0539362041961896,0.711807925354804,0.825070960101053,2.84664858982354,0.5,92.8380727529198
CBC_1075,CBC_1075_MSI_AV_v3_Vset3_Aset3_2024-03-13_15h01.44.828.csv,2,10,3,2,b,1,0,3,aud,D,63,1,3D,2D,1,0,z,2.56606100000135,0,1,0,0,2D,3D,D32,2.52572864430826,0.999985042633325,0.495812820827365,0.496861886869384,0.5,0.498944308197366,0.552481647134643,0.498944308197366,0.5,0.496861886869384,0.5,0.997340054221266,0.498944308197366,0.5,0.498944308197366,0.498944308197366,0.552481647134643,0.474540604278514,0.525459395721486,0.498944308197366,0.552481647134643,0.117996414457765,0.470820451564299,-0.498944308197366,-0.00105346283227007,-0.447518352865357,0.0241374412616883,CBCbothPairsAsymRW,CBCdriftDiffusionLR,0.5,0.994376815198865,0.00211138360526875,0.00627622626123259,0.0539362041961896,0.711807925354804,0.825070960101053,2.84664858982354,0.5,92.8380727529198
