ID,filename,session,trial,visStimLeft,secondStim,mod2Type,frequency,rewardAccurate,yesKey,mod2Stim,stimPair,match,key,reactionTime,choice,choiceAccurate,reward,simpleSurprise
CBC_1032,CBC_1032_MSI_AV_v1_Vset2_Aset2_2023-10-20_11h21.24.835.csv,1,1,1,1,aud,0.36,1,b,C,1C,0,z,2.56192399999964,0,1,1,2.19722457733622
CBC_1032,CBC_1032_MSI_AV_v1_Vset2_Aset2_2023-10-20_11h21.24.835.csv,1,2,0,2,aud,0.36,1,b,B,0B,0,z,1.69096360000003,0,1,1,2.30258509299405
CBC_1032,CBC_1032_MSI_AV_v1_Vset2_Aset2_2023-10-20_11h21.24.835.csv,1,3,1,0,aud,0.14,1,b,A,1A,0,b,2.65958259999934,1,0,0,2.39789527279837
CBC_1032,CBC_1032_MSI_AV_v1_Vset2_Aset2_2023-10-20_11h21.24.835.csv,1,4,2,1,aud,0.5,1,b,C,2C,1,z,2.4364115999997,0,0,0,2.484906649788
CBC_1032,CBC_1032_MSI_AV_v1_Vset2_Aset2_2023-10-20_11h21.24.835.csv,1,5,0,0,aud,0.5,1,b,A,0A,1,z,2.37767259999964,0,0,0,2.56494935746154
CBC_1032,CBC_1032_MSI_AV_v1_Vset2_Aset2_2023-10-20_11h21.24.835.csv,1,6,0,0,aud,0.5,1,b,A,0A,1,b,2.57614610000019,1,1,1,1.94591014905531
CBC_1032,CBC_1032_MSI_AV_v1_Vset2_Aset2_2023-10-20_11h21.24.835.csv,1,7,2,1,aud,0.5,1,b,C,2C,1,b,2.82512119999956,1,1,1,2.01490302054226
CBC_1032,CBC_1032_MSI_AV_v1_Vset2_Aset2_2023-10-20_11h21.24.835.csv,1,8,0,2,aud,0.36,1,b,B,0B,0,z,2.44817539999895,0,1,1,2.07944154167984
CBC_1032,CBC_1032_MSI_AV_v1_Vset2_Aset2_2023-10-20_11h21.24.835.csv,1,9,2,1,aud,0.5,1,b,C,2C,1,z,1.83946019999894,0,0,0,1.73460105538811
CBC_1032,CBC_1032_MSI_AV_v1_Vset2_Aset2_2023-10-20_11h21.24.835.csv,1,10,1,2,aud,0.5,1,b,B,1B,1,z,2.34856910000053,0,0,0,2.89037175789616
CBC_1032,CBC_1032_MSI_AV_v1_Vset2_Aset2_2023-10-20_11h21.24.835.csv,1,11,0,1,aud,0.14,1,b,C,0C,0,b,1.8554294000005,1,0,0,2.94443897916644
CBC_1032,CBC_1032_MSI_AV_v1_Vset2_Aset2_2023-10-20_11h21.24.835.csv,1,12,1,2,aud,0.5,1,b,B,1B,1,z,1.89805080000042,0,0,0,2.30258509299405
CBC_1032,CBC_1032_MSI_AV_v1_Vset2_Aset2_2023-10-20_11h21.24.835.csv,1,13,2,0,aud,0.36,1,b,A,2A,0,b,2.47998670000015,1,0,0,3.04452243772342
CBC_1032,CBC_1032_MSI_AV_v1_Vset2_Aset2_2023-10-20_11h21.24.835.csv,1,14,1,1,aud,0.36,1,b,C,1C,0,z,1.71766810000008,0,1,1,2.39789527279837
