ID,session,trialNr,visStimLeft,mod2Stim,match,correctKey,frequency,rewardAccurate,stimPair,probFB,surprise,0A belief,1A belief,2A belief,0B belief,1B belief,2B belief,0C belief,1C belief,2C belief,reactionTime,choice,beliefPair,choiceAccurate,reward,rewardPE,update2,sim_percModel,sim_respModel,sim_startBelief,sim_alpha1,sim_nonDecisionTime,sim_weight,sim_startingBoundary,sim_startingPoint,lik,corrLik,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
188,1,1,1,B,1,left,50,1,1B,0.71,2.19722457733622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4.06730092218277,0,0.5,0,0,-0.5,0.166018332020599,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.33470383361847,1.18230092218277,12.0724776867299,4.44925901881631,0.5,0.0752830527562079,0.498769875577807,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.332036664041198,1.18629738528387,12.9200927656612,4.5462075678221,0.5,22.7381764481351
188,1,2,2,C,1,left,50,1,2C,0.71,2.30258509299405,0.5,0.5,0.5,0.5,0.666018332020599,0.5,0.5,0.5,0.5,7.44930092218277,0,0.5,0,0,-0.5,0.166018332020599,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.33470383361847,1.18230092218277,12.0724776867299,4.44925901881631,0.5,0.0340079117863353,0.499052043303157,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.332036664041198,1.18629738528387,12.9200927656612,4.5462075678221,0.5,22.7381764481351
188,1,3,0,B,0,left,36,1,0B,0.71,2.39789527279837,0.5,0.5,0.5,0.5,0.666018332020599,0.5,0.5,0.5,0.666018332020599,6.39030092218277,0,0.5,1,1,0.5,-0.166018332020599,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.33470383361847,1.18230092218277,12.0724776867299,4.44925901881631,0.5,0.0437999666917838,0.499208016462347,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.332036664041198,1.18629738528387,12.9200927656612,4.5462075678221,0.5,22.7381764481351
188,1,4,1,C,0,left,36,0,1C,0.71,2.484906649788,0.5,0.5,0.5,0.333981667979401,0.666018332020599,0.5,0.5,0.5,0.666018332020599,4.36330092218277,1,0.5,0,1,0.5,0.166018332020599,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.33470383361847,1.18230092218277,12.0724776867299,4.44925901881631,0.5,0.0707898817316181,0.500672397123295,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.332036664041198,1.18629738528387,12.9200927656612,4.5462075678221,0.5,22.7381764481351
188,1,5,0,A,1,left,50,1,0A,0.71,2.56494935746154,0.5,0.5,0.5,0.333981667979401,0.666018332020599,0.5,0.5,0.666018332020599,0.666018332020599,2.34330092218277,0,0.5,0,0,-0.5,0.166018332020599,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.33470383361847,1.18230092218277,12.0724776867299,4.44925901881631,0.5,0.0778750112891752,0.498408572316042,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.332036664041198,1.18629738528387,12.9200927656612,4.5462075678221,0.5,22.7381764481351
188,1,6,2,B,0,left,14,1,2B,0.71,2.63905732961526,0.666018332020599,0.5,0.5,0.333981667979401,0.666018332020599,0.5,0.5,0.666018332020599,0.666018332020599,6.78730092218277,0,0.5,1,1,0.5,-0.166018332020599,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.33470383361847,1.18230092218277,12.0724776867299,4.44925901881631,0.5,0.0398157586828652,0.498880091601485,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.332036664041198,1.18629738528387,12.9200927656612,4.5462075678221,0.5,22.7381764481351
188,1,7,0,C,0,left,14,1,0C,0.71,2.70805020110221,0.666018332020599,0.5,0.5,0.333981667979401,0.666018332020599,0.333981667979401,0.5,0.666018332020599,0.666018332020599,11.1803009221828,1,0.5,0,0,-0.5,-0.166018332020599,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.33470383361847,1.18230092218277,12.0724776867299,4.44925901881631,0.5,0.0139599928596891,0.499260336487314,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.332036664041198,1.18629738528387,12.9200927656612,4.5462075678221,0.5,22.7381764481351
188,1,8,1,B,1,left,50,1,1B,0.71,2.07944154167984,0.666018332020599,0.5,0.5,0.333981667979401,0.666018332020599,0.333981667979401,0.333981667979401,0.666018332020599,0.666018332020599,1.71630092218277,1,0.666018332020599,1,1,0.333981667979401,0.110894158886795,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.33470383361847,1.18230092218277,12.0724776867299,4.44925901881631,0.5,2.35023298790382,0.999999996618127,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.332036664041198,1.18629738528387,12.9200927656612,4.5462075678221,0.5,22.7381764481351
188,1,9,2,A,0,left,36,0,2A,0.71,2.83321334405622,0.666018332020599,0.5,0.5,0.333981667979401,0.776912490907395,0.333981667979401,0.333981667979401,0.666018332020599,0.666018332020599,7.14530092218277,1,0.5,0,1,0.5,0.166018332020599,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.33470383361847,1.18230092218277,12.0724776867299,4.44925901881631,0.5,0.0365852115339122,0.499292185112439,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.332036664041198,1.18629738528387,12.9200927656612,4.5462075678221,0.5,22.7381764481351
188,1,10,0,B,0,left,36,1,0B,0.71,2.19722457733622,0.666018332020599,0.5,0.666018332020599,0.333981667979401,0.776912490907395,0.333981667979401,0.333981667979401,0.666018332020599,0.666018332020599,1.58530092218277,0,0.333981667979401,1,1,0.333981667979401,-0.110894158886795,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.33470383361847,1.18230092218277,12.0724776867299,4.44925901881631,0.5,2.423941452415,0.999999996610661,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.332036664041198,1.18629738528387,12.9200927656612,4.5462075678221,0.5,22.7381764481351
