ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPairNorm,beliefOtherPairNorm,beliefPair,beliefOtherPair,lik,corrLik,rewardPE,update2,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha12,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
CBC_1020,CBC_1020_MSI_TV_v3_Vset1_Tset2_2023-06-28_15h03.37.595.csv,1,1,1,0,b,1,0,0,tac,B,63,1,1B,0B,1,0,z,2.3386438,0,1,0,0,0B,1B,B10,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.235203049796271,0.5001305472276,-0.5,-0.0117416686150029,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0141899285722623,0.0234833372300058,1.34734025354417,0.0533367978996048,2.29866193361291,0.5,70.0483335310248
CBC_1020,CBC_1020_MSI_TV_v3_Vset1_Tset2_2023-06-28_15h03.37.595.csv,1,2,1,0,z,0,1,3,tac,A,63,1,1A,0A,0,1,z,2.3928044,0,1,1,1,0A,1A,A10,2.83321334405622,0.5,0.5,0.5,0.5,0.488258331384997,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.223708255012053,0.500065136736457,0.5,0.00709496428613116,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0141899285722623,0.0234833372300058,1.34734025354417,0.0533367978996048,2.29866193361291,0.5,70.0483335310248
CBC_1020,CBC_1020_MSI_TV_v3_Vset1_Tset2_2023-06-28_15h03.37.595.csv,1,3,3,2,b,1,0,1,tac,D,63,1,3D,2D,1,0,b,2.2867541,1,0,1,1,3D,2D,D32,2.89037175789616,0.507094964286131,0.5,0.5,0.5,0.488258331384997,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.246766323490379,0.500328322851952,0.5,0.00709496428613116,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0141899285722623,0.0234833372300058,1.34734025354417,0.0533367978996048,2.29866193361291,0.5,70.0483335310248
CBC_1020,CBC_1020_MSI_TV_v3_Vset1_Tset2_2023-06-28_15h03.37.595.csv,1,4,1,2,b,1,0,0,tac,B,9,1,1B,2B,1,0,z,2.3800762,0,1,0,0,2B,1B,B12,2.94443897916644,0.507094964286131,0.5,0.5,0.5,0.488258331384997,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.507094964286131,0.5,0.5,0.5,0.5,0.226319077382269,0.499983689567901,-0.5,-0.0117416686150029,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0141899285722623,0.0234833372300058,1.34734025354417,0.0533367978996048,2.29866193361291,0.5,70.0483335310248
CBC_1020,CBC_1020_MSI_TV_v3_Vset1_Tset2_2023-06-28_15h03.37.595.csv,1,5,2,0,z,0,1,3,tac,A,27,1,2A,0A,0,1,b,2.3697365,1,0,0,0,2A,0A,A20,2.99573227355399,0.507094964286131,0.5,0.5,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.507094964286131,0.492905035713869,0.507094964286131,0.5,0.507094964286131,0.228782776348184,0.500622973684833,-0.5,-0.0117416686150029,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0141899285722623,0.0234833372300058,1.34734025354417,0.0533367978996048,2.29866193361291,0.5,70.0483335310248
CBC_1020,CBC_1020_MSI_TV_v3_Vset1_Tset2_2023-06-28_15h03.37.595.csv,1,6,3,2,z,0,1,2,tac,C,63,1,3C,2C,0,1,b,2.1898982,1,0,0,0,3C,2C,C32,3.04452243772342,0.507094964286131,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.507094964286131,0.5,0.5,0.5,0.5,0.269424034358586,0.500453160216336,-0.5,-0.0117416686150029,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0141899285722623,0.0234833372300058,1.34734025354417,0.0533367978996048,2.29866193361291,0.5,70.0483335310248
CBC_1020,CBC_1020_MSI_TV_v3_Vset1_Tset2_2023-06-28_15h03.37.595.csv,1,7,3,1,b,1,0,1,tac,D,27,1,3D,1D,1,0,z,2.1256749,0,1,0,0,1D,3D,D31,3.09104245335832,0.507094964286131,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.5,0.5,0.5,0.488258331384997,0.5,0.5,0.5,0.507094964286131,0.492905035713869,0.507094964286131,0.5,0.507094964286131,0.284755184542344,0.499851130611106,-0.5,-0.0117416686150029,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0141899285722623,0.0234833372300058,1.34734025354417,0.0533367978996048,2.29866193361291,0.5,70.0483335310248
CBC_1020,CBC_1020_MSI_TV_v3_Vset1_Tset2_2023-06-28_15h03.37.595.csv,1,8,0,1,b,1,0,3,tac,A,63,1,0A,1A,1,0,z,2.5859114,0,1,0,0,1A,0A,A01,3.13549421592915,0.507094964286131,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.5,0.5,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.507094964286131,0.492905035713869,0.507094964286131,0.5,0.507094964286131,0.186804314780498,0.499635470984175,-0.5,-0.0117416686150029,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0141899285722623,0.0234833372300058,1.34734025354417,0.0533367978996048,2.29866193361291,0.5,70.0483335310248
CBC_1020,CBC_1020_MSI_TV_v3_Vset1_Tset2_2023-06-28_15h03.37.595.csv,1,9,0,2,z,0,1,2,tac,C,27,1,0C,2C,0,1,b,2.4336349,1,0,0,0,0C,2C,C02,3.17805383034795,0.507094964286131,0.488258331384997,0.488258331384997,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.5,0.5,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.507094964286131,0.5,0.5,0.5,0.5,0.215439716813744,0.500141014148122,-0.5,-0.0117416686150029,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0141899285722623,0.0234833372300058,1.34734025354417,0.0533367978996048,2.29866193361291,0.5,70.0483335310248
CBC_1020,CBC_1020_MSI_TV_v3_Vset1_Tset2_2023-06-28_15h03.37.595.csv,1,10,3,2,b,1,0,1,tac,D,63,1,3D,2D,1,0,z,2.3966332,0,1,0,0,2D,3D,D32,2.52572864430826,0.507094964286131,0.488258331384997,0.488258331384997,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.507094964286131,0.492905035713869,0.507094964286131,0.5,0.507094964286131,0.222384093311988,0.498868562688549,-0.5,-0.0117416686150029,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0141899285722623,0.0234833372300058,1.34734025354417,0.0533367978996048,2.29866193361291,0.5,70.0483335310248
CBC_1020,CBC_1020_MSI_TV_v3_Vset1_Tset2_2023-06-28_15h03.37.595.csv,1,11,0,1,z,0,1,0,tac,B,63,1,0B,1B,0,1,b,2.4091885,1,0,0,0,0B,1B,B01,3.25809653802148,0.507094964286131,0.488258331384997,0.488258331384997,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.5,0.488258331384997,0.5,0.488258331384997,0.488258331384997,0.507094964286131,0.488258331384997,0.511741668615003,0.488258331384997,0.5,0.21962836926265,0.49844493029582,-0.488258331384997,-0.0114659350512738,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0141899285722623,0.0234833372300058,1.34734025354417,0.0533367978996048,2.29866193361291,0.5,70.0483335310248
CBC_1020,CBC_1020_MSI_TV_v3_Vset1_Tset2_2023-06-28_15h03.37.595.csv,1,12,1,0,z,0,1,3,tac,A,63,1,1A,0A,0,1,b,2.2873354,1,0,0,0,1A,0A,A10,2.60268968544438,0.507094964286131,0.488258331384997,0.488258331384997,0.5,0.476792396333723,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.5,0.488258331384997,0.5,0.488258331384997,0.488258331384997,0.507094964286131,0.481169641880313,0.518830358119687,0.488258331384997,0.507094964286131,0.24577783689245,0.498588383152416,-0.488258331384997,-0.0114659350512738,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0141899285722623,0.0234833372300058,1.34734025354417,0.0533367978996048,2.29866193361291,0.5,70.0483335310248
CBC_1020,CBC_1020_MSI_TV_v3_Vset1_Tset2_2023-06-28_15h03.37.595.csv,1,13,3,2,b,1,0,1,tac,D,63,1,3D,2D,1,0,z,1.4602272,0,1,0,0,2D,3D,D32,2.23359222150709,0.507094964286131,0.476792396333723,0.488258331384997,0.5,0.476792396333723,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.5,0.488258331384997,0.5,0.488258331384997,0.488258331384997,0.507094964286131,0.481169641880313,0.518830358119687,0.488258331384997,0.507094964286131,0.0346821986107563,0.498497137546063,-0.488258331384997,-0.0114659350512738,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0141899285722623,0.0234833372300058,1.34734025354417,0.0533367978996048,2.29866193361291,0.5,70.0483335310248
CBC_1020,CBC_1020_MSI_TV_v3_Vset1_Tset2_2023-06-28_15h03.37.595.csv,1,14,0,2,z,0,1,2,tac,C,27,1,0C,2C,0,1,b,3.0042409,1,0,0,0,0C,2C,C02,2.67414864942653,0.507094964286131,0.476792396333723,0.488258331384997,0.5,0.476792396333723,0.5,0.488258331384997,0.5,0.488258331384997,0.5,0.5,0.488258331384997,0.5,0.488258331384997,0.476792396333723,0.507094964286131,0.488258331384997,0.511741668615003,0.488258331384997,0.5,0.126466501367185,0.499803590513495,-0.488258331384997,-0.0114659350512738,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0141899285722623,0.0234833372300058,1.34734025354417,0.0533367978996048,2.29866193361291,0.5,70.0483335310248
CBC_1020,CBC_1020_MSI_TV_v3_Vset1_Tset2_2023-06-28_15h03.37.595.csv,1,15,1,0,z,0,1,3,tac,A,63,1,1A,0A,0,1,z,2.6848113,0,1,1,1,0A,1A,A10,2.30258509299405,0.507094964286131,0.476792396333723,0.488258331384997,0.5,0.476792396333723,0.5,0.488258331384997,0.5,0.476792396333723,0.5,0.5,0.488258331384997,0.5,0.488258331384997,0.476792396333723,0.507094964286131,0.53028262295458,0.46971737704542,0.507094964286131,0.476792396333723,0.17110418297281,0.501852638137978,0.492905035713869,0.0069942872496882,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0141899285722623,0.0234833372300058,1.34734025354417,0.0533367978996048,2.29866193361291,0.5,70.0483335310248
CBC_1020,CBC_1020_MSI_TV_v3_Vset1_Tset2_2023-06-28_15h03.37.595.csv,1,16,3,1,z,0,1,0,tac,B,27,1,3B,1B,0,1,z,2.2661636,0,1,1,1,1B,3B,B31,3.43398720448515,0.514089251535819,0.476792396333723,0.488258331384997,0.5,0.476792396333723,0.5,0.488258331384997,0.5,0.476792396333723,0.5,0.5,0.488258331384997,0.5,0.488258331384997,0.476792396333723,0.507094964286131,0.5,0.5,0.5,0.5,0.251220934653541,0.499882446416089,0.5,0.00709496428613116,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0141899285722623,0.0234833372300058,1.34734025354417,0.0533367978996048,2.29866193361291,0.5,70.0483335310248
