ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0 belief,1 belief,2 belief,3 belief,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,prob,lik,rewardPE,update2,fitCBCuniVsimpleRW_CBCsimpleSigmoid_startBelief,fitCBCuniVsimpleRW_CBCsimpleSigmoid_alpha1,fitCBCuniVsimpleRW_CBCsimpleSigmoid_beta,fit_CBCuniVsimpleRW_CBCsimpleSigmoid_NLL
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,1,0,1,z,0,1,1,aud,B,63,1,0,1,0,1,b,2.52432620000218,1,0,0,0,0,1,B01,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-2.03851667589586e-07,0.5,4.07703335179171e-07,1.00021119927647,29.8053293830771
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,2,1,0,z,0,1,2,aud,A,63,1,1,0,0,1,z,1.46392700000069,0,1,1,1,0,1,A10,2.83321334405622,0.499999796148332,0.5,0.5,0.5,0.499999796148332,0.5,0.499999898074145,0.500000101925855,0.499999949026309,0.499999949026309,0.500000101925855,2.03851709145097e-07,0.5,4.07703335179171e-07,1.00021119927647,29.8053293830771
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,3,2,1,b,1,0,0,aud,C,9,1,2,1,1,0,z,2.73696070000187,0,1,0,0,1,2,C21,2.89037175789616,0.500000101925855,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-2.03851667589586e-07,0.5,4.07703335179171e-07,1.00021119927647,29.8053293830771
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,4,0,1,b,1,0,2,aud,A,63,1,0,1,1,0,b,2.26682199999959,1,0,1,1,0,1,A01,2.94443897916644,0.500000101925855,0.499999796148332,0.5,0.5,0.500000101925855,0.499999796148332,0.500000152888777,0.499999847111223,0.500000076460533,0.500000076460533,0.499999847111223,2.03851605256322e-07,0.5,4.07703335179171e-07,1.00021119927647,29.8053293830771
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,5,1,3,z,0,1,3,aud,D,27,1,1,3,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,,,D13,2.99573227355399,0.500000356740382,0.499999796148332,0.5,0.5,0,0,0,0,0,NaN,0,0,0.5,4.07703335179171e-07,1.00021119927647,29.8053293830771
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,6,1,0,b,1,0,1,aud,B,63,1,1,0,1,0,b,1.68916580000223,1,0,1,1,1,0,B10,3.04452243772342,0.500000356740382,0.499999796148332,0.5,0.5,0.499999796148332,0.500000356740382,0.499999719704018,0.500000280295982,0.49999985982241,0.49999985982241,0.500000280295982,2.03851781867192e-07,0.5,4.07703335179171e-07,1.00021119927647,29.8053293830771
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,7,3,2,z,0,1,0,aud,C,63,1,3,2,0,1,z,1.40234740000233,0,1,1,1,2,3,C32,3.09104245335832,0.500000356740382,0.4999999235558,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.03851667589586e-07,0.5,4.07703335179171e-07,1.00021119927647,29.8053293830771
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,8,0,2,b,1,0,2,aud,A,27,1,0,2,1,0,b,1.66318180000053,1,0,1,1,0,2,A02,3.13549421592915,0.500000356740382,0.4999999235558,0.500000203851668,0.5,0.500000356740382,0.500000203851668,0.500000076444314,0.499999923555686,0.50000003823023,0.50000003823023,0.499999923555686,2.03851636422984e-07,0.5,4.07703335179171e-07,1.00021119927647,29.8053293830771
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,9,2,3,z,0,1,3,aud,D,63,1,2,3,0,1,z,1.02831110000079,0,1,1,1,3,2,D23,3.17805383034795,0.500000280295951,0.4999999235558,0.500000203851668,0.5,0.5,0.500000203851668,0.499999898074187,0.500000101925813,0.49999994902633,0.49999994902633,0.500000101925813,2.0385170914508e-07,0.5,4.07703335179171e-07,1.00021119927647,29.8053293830771
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,10,1,3,b,1,0,1,aud,B,27,1,1,3,1,0,b,1.57242120000046,1,0,1,1,1,3,B13,3.2188758248682,0.500000280295951,0.4999999235558,0.500000203851668,0.500000101925896,0.4999999235558,0.500000101925896,0.499999910814954,0.500000089185046,0.499999955398059,0.499999955398059,0.500000089185046,2.03851703950626e-07,0.5,4.07703335179171e-07,1.00021119927647,29.8053293830771
