ID,session,trialNr,visStimLeft,mod2Stim,match,correctKey,frequency,rewardAccurate,stimPair,probFB,surprise,0A belief,1A belief,2A belief,0B belief,1B belief,2B belief,0C belief,1C belief,2C belief,reactionTime,choice,beliefPair,choiceAccurate,reward,rewardPE,update2,choicePE,update1,sim_percModel,sim_respModel,sim_startBelief,sim_alpha1,sim_alpha2,sim_nonDecisionTime,sim_weight,sim_startingBoundary,sim_startingPoint,lik,corrLik,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha2,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
193,1,1,1,C,0,right,36,1,1C,1,2.19722457733622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4.31549533439628,1,0.5,0,0,-0.5,-0.489172980997667,-0.5,-0.489172980997667,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.860417026888213,0.412185895223568,2.65149533439628,3.01182853858161,3.16081917430936,0.5,0.144883866800542,0.49943562370458,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.978345961995334,0.266196075117854,2.73944524842573,3.46621186139409,3.09054239931408,0.5,0.266901497061661
193,1,2,0,A,1,right,50,1,0A,1,2.30258509299405,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.010827019002333,0.5,4.49249533439628,0,0.5,0,0,-0.5,0.489172980997667,0.5,0.489172980997667,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.860417026888213,0.412185895223568,2.65149533439628,3.01182853858161,3.16081917430936,0.5,0.133060046182473,0.501437445164966,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.978345961995334,0.266196075117854,2.73944524842573,3.46621186139409,3.09054239931408,0.5,0.266901497061661
193,1,3,2,C,1,right,50,1,2C,1,2.39789527279837,0.989172980997667,0.5,0.5,0.5,0.5,0.5,0.5,0.010827019002333,0.5,8.18049533439628,1,0.5,1,1,0.5,0.489172980997667,0.5,0.489172980997667,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.860417026888213,0.412185895223568,2.65149533439628,3.01182853858161,3.16081917430936,0.5,0.0198275930125341,0.501216572213495,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.978345961995334,0.266196075117854,2.73944524842573,3.46621186139409,3.09054239931408,0.5,0.266901497061661
193,1,4,0,A,1,right,50,1,0A,1,1.79175946922805,0.989172980997667,0.5,0.366901962441073,0.5,0.5,0.366901962441073,0.366901962441073,0.0079449090386855,0.989172980997667,3.22949533439628,1,0.989172980997667,1,1,0.010827019002333,0.0105925703213792,0.010827019002333,0.0105925703213792,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.860417026888213,0.412185895223568,2.65149533439628,3.01182853858161,3.16081917430936,0.5,1.77220640953402,0.999971954969984,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.978345961995334,0.266196075117854,2.73944524842573,3.46621186139409,3.09054239931408,0.5,0.266901497061661
193,1,5,2,B,0,right,14,1,2B,1,2.56494935746154,0.999765551319046,0.366901962441073,0.269234100086221,0.366901962441073,0.5,0.366901962441073,0.269234100086221,0.0079449090386855,0.989172980997667,3.45149533439628,0,0.366901962441073,1,1,0.366901962441073,-0.358957053402387,-0.366901962441073,-0.358957053402387,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.860417026888213,0.412185895223568,2.65149533439628,3.01182853858161,3.16081917430936,0.5,0.589346478164535,0.945337711921994,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.978345961995334,0.266196075117854,2.73944524842573,3.46621186139409,3.09054239931408,0.5,0.266901497061661
193,1,6,0,A,1,right,50,1,0A,1,1.54044504094715,0.999765551319046,0.366901962441073,0.269234100086221,0.366901962441073,0.5,0.0079449090386855,0.269234100086221,0.0079449090386855,0.989172980997667,3.00749533439628,1,0.999765551319046,1,1,0.000234448680953792,0.000229371920306274,0.000234448680953792,0.000229371920306274,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.860417026888213,0.412185895223568,2.65149533439628,3.01182853858161,3.16081917430936,0.5,2.1854979703976,0.999977608540937,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.978345961995334,0.266196075117854,2.73944524842573,3.46621186139409,3.09054239931408,0.5,0.266901497061661
193,1,7,1,C,0,right,36,1,1C,1,2.01490302054226,0.999994923239352,0.269234100086221,0.197565039355381,0.269234100086221,0.5,0.0079449090386855,0.197565039355381,0.0079449090386855,0.989172980997667,3.43249533439628,0,0.0079449090386855,1,1,0.0079449090386855,-0.00777286967641819,-0.0079449090386855,-0.00777286967641819,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.860417026888213,0.412185895223568,2.65149533439628,3.01182853858161,3.16081917430936,0.5,0.658944562332681,0.999973568800242,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.978345961995334,0.266196075117854,2.73944524842573,3.46621186139409,3.09054239931408,0.5,0.266901497061661
193,1,8,2,A,0,right,36,1,2A,1,2.77258872223978,0.999994923239352,0.269234100086221,0.197565039355381,0.269234100086221,0.5,0.0079449090386855,0.197565039355381,0.00017203936226731,0.989172980997667,3.52149533439628,0,0.197565039355381,1,1,0.197565039355381,-0.193286958484787,-0.197565039355381,-0.193286958484787,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.860417026888213,0.412185895223568,2.65149533439628,3.01182853858161,3.16081917430936,0.5,0.88629423368146,0.998468605628379,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.978345961995334,0.266196075117854,2.73944524842573,3.46621186139409,3.09054239931408,0.5,0.266901497061661
193,1,9,1,B,1,right,50,1,1B,1,2.83321334405622,0.999994923239352,0.269234100086221,0.0042780808705947,0.269234100086221,0.5,0.0079449090386855,0.197565039355381,0.00017203936226731,0.989172980997667,3.28249533439628,1,0.5,1,1,0.5,0.489172980997667,0.5,0.489172980997667,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.860417026888213,0.412185895223568,2.65149533439628,3.01182853858161,3.16081917430936,0.5,0.170698770057619,0.499310053414196,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.978345961995334,0.266196075117854,2.73944524842573,3.46621186139409,3.09054239931408,0.5,0.266901497061661
193,1,10,2,A,0,right,36,1,2A,1,2.19722457733622,0.999994923239352,0.197565039355381,0.0042780808705947,0.197565039355381,0.989172980997667,0.00583000543541905,0.197565039355381,0.000126243159265973,0.989172980997667,3.06949533439628,0,0.0042780808705947,1,1,0.00427808087059467,-0.00418544314483578,-0.0042780808705947,-0.00418544314483581,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.860417026888213,0.412185895223568,2.65149533439628,3.01182853858161,3.16081917430936,0.5,2.51746778258996,0.999975629705026,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.978345961995334,0.266196075117854,2.73944524842573,3.46621186139409,3.09054239931408,0.5,0.266901497061661
