trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,tactile.started,response.keys,allKeys.keys,fixationCross_11.started,fixationCross_11.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,response2.keys,response2.rt,response2.started,response2.stopped,get_keys_8.keys,get_keys_8.started,get_keys_8.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,response.rt,allKeys.rt,get_keys_8.rt,get_keys_7.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.durTactile,trials_runs.durVisual,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],tactile set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,2.0784833561945097,1.55403782363402,137.48858010000004,None,137.48858010000004,None,137.48858010000004,None,139.04348744999987,139.06011875000075,b,['b'],141.04244830000061,None,141.04244830000061,None,141.04244830000061,None,None,,141.04244830000061,None,None,141.04244830000061,None,b,1.66708799999833,1,1,0.6666666666666666,143.13279440000042,None,143.13279440000042,None,143.13279440000042,None,None,143.13279440000042,None,1.66708799999833,[1.66708799999833],,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,4.19624908154748,3.26446861731854,145.13845089999995,None,145.13845089999995,None,145.13845089999995,None,148.40935214999917,148.42634164999907,None,[],150.40417049999996,None,150.40417049999996,None,150.40417049999996,None,b,0.2290395999989414,150.40417049999996,None,None,150.40417049999996,None,b,2.2290395999989414,1,1,0.7,154.6432248000001,None,154.6432248000001,None,154.6432248000001,None,None,154.6432248000001,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,1.8749846827473111,2.68488128149974,156.65508090000003,None,156.65508090000003,None,156.65508090000003,None,159.34373345000057,159.36020064999974,None,[],161.34141649999947,None,161.34141649999947,None,161.34141649999947,None,z,0.16210510000018985,161.34141649999947,None,None,161.34141649999947,None,z,2.16210510000019,1,1,0.7272727272727273,163.2589762000007,None,163.2589762000007,None,163.2589762000007,None,None,163.2589762000007,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,3.88444949943153,2.50277407648956,165.2732861000004,None,165.2732861000004,None,165.2732861000004,None,167.77698555000023,167.7934721499998,b,['b'],169.77517859999898,None,169.77517859999898,None,169.77517859999898,None,None,,169.77517859999898,None,None,169.77517859999898,None,b,1.8407873999985895,0,0,0.6666666666666666,173.66827960000046,None,173.66827960000046,None,173.66827960000046,None,None,173.66827960000046,None,1.8407873999985895,[1.8407873999985895],,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,3.50182449656669,2.3497497577282,175.68870070000048,None,175.68870070000048,None,175.68870070000048,None,178.04390234999954,178.06017254999932,None,[],180.04054279999946,None,180.04054279999946,None,180.04054279999946,None,b,0.3092586000002484,180.04054279999946,None,None,180.04054279999946,None,b,2.3092586000002484,1,1,0.6923076923076923,183.57793239999955,None,183.57793239999955,None,183.57793239999955,None,None,183.57793239999955,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.15,3.47854712582944,2.5736109380813,185.59173559999908,None,185.59173559999908,None,185.59173559999908,None,188.17710474999984,188.19356495000028,None,[],190.1752149999993,None,190.1752149999993,None,190.1752149999993,None,z,0.06784829999924114,190.1752149999993,None,None,190.1752149999993,None,z,2.067848299999241,1,1,0.7142857142857143,193.69283580000047,None,193.69283580000047,None,193.69283580000047,None,None,193.69283580000047,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.15,1.2199655720291709,0.971483558655564,195.7062017999997,None,195.7062017999997,None,195.7062017999997,None,196.69321554999914,196.7098430500002,None,[],198.68723689999933,None,198.68723689999933,None,198.68723689999933,None,z,0.2637648999989324,198.68723689999933,None,None,198.68723689999933,None,z,2.2637648999989324,1,1,0.7333333333333333,199.94277019999936,None,199.94277019999936,None,199.94277019999936,None,None,199.94277019999936,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0.15,1.556335756354144,1.84422310959985,201.93126859999938,None,201.93126859999938,None,201.93126859999938,None,203.7772219499995,203.7936805500005,z,['z'],205.7749445999998,None,205.7749445999998,None,205.7749445999998,None,None,,205.7749445999998,None,None,205.7749445999998,None,z,1.6658485000007204,1,0,0.75,207.34814089999963,None,207.34814089999963,None,207.34814089999963,None,None,207.34814089999963,None,1.6658485000007204,[1.6658485000007204],,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,2.39750191607,0.977134614530179,209.35647570000037,None,209.35647570000037,None,209.35647570000037,None,210.3442232499994,210.36051195,None,[],212.33462130000044,None,212.33462130000044,None,212.33462130000044,None,None,,212.33462130000044,None,['b'],212.33462130000044,None,[],[],0,3,0.7058823529411765,214.7463346000004,None,214.7463346000004,None,214.7463346000004,None,['b'],214.7463346000004,None,,,[0.14191930000015418],[0.9033366999992722],,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,1.595506577165096,1.41191114387976,216.76142830000026,None,216.76142830000026,None,216.76142830000026,None,218.17724245000062,218.1938156499993,None,[],220.16993849999926,None,220.16993849999926,None,220.16993849999926,None,z,0.29265510000004724,220.16993849999926,None,None,220.16993849999926,None,z,2.2926551000000472,0,0,0.6666666666666666,221.80892279999898,None,221.80892279999898,None,221.80892279999898,None,None,221.80892279999898,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,2.67601812978374,1.29306073609301,223.8223754999999,None,223.8223754999999,None,223.8223754999999,None,225.126258649999,225.14363825000072,None,[],227.12089650000053,None,227.12089650000053,None,227.12089650000053,None,z,0.01110289999996894,227.12089650000053,None,None,227.12089650000053,None,z,2.011102899999969,1,1,0.6842105263157895,229.84557510000013,None,229.84557510000013,None,229.84557510000013,None,None,229.84557510000013,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,4.26803291533611,2.23299083390853,231.86063210000066,None,231.86063210000066,None,231.86063210000066,None,234.09399064999997,234.11079014999922,b,['b'],236.091300099999,None,236.091300099999,None,236.091300099999,None,None,,236.091300099999,None,None,236.091300099999,None,b,1.9184322000000975,0,0,0.65,240.36665080000057,None,240.36665080000057,None,240.36665080000057,None,None,240.36665080000057,None,1.9184322000000975,[1.9184322000000975],,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,3.04482772403364,1.31360018091897,242.37349729999914,None,242.37349729999914,None,242.37349729999914,None,243.69418924999917,243.71063285000054,b,['b'],245.68700050000007,None,245.68700050000007,None,245.68700050000007,None,None,,245.68700050000007,None,None,245.68700050000007,None,b,1.5905449000001681,1,1,0.6666666666666666,248.7786133999998,None,248.7786133999998,None,248.7786133999998,None,None,248.7786133999998,None,1.5905449000001681,[1.5905449000001681],,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,1.671897605000652,1.44889042899439,250.76227879999897,None,250.76227879999897,None,250.76227879999897,None,252.21060705000053,252.22747805000034,b,['b'],254.20981559999927,None,254.20981559999927,None,254.20981559999927,None,None,,254.20981559999927,None,None,254.20981559999927,None,b,1.6590351999984705,0,0,0.6363636363636364,255.8982689000004,None,255.8982689000004,None,255.8982689000004,None,None,255.8982689000004,None,1.6590351999984705,[1.6590351999984705],,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,4.33462955345931,1.37809841776001,257.90548429999944,None,257.90548429999944,None,257.90548429999944,None,259.2942103500001,259.3108334500004,b,['b'],261.2918042000001,None,261.2918042000001,None,261.2918042000001,None,None,,261.2918042000001,None,None,261.2918042000001,None,b,1.8331379999999626,1,1,0.6521739130434783,265.66269400000056,None,265.66269400000056,None,265.66269400000056,None,None,265.66269400000056,None,1.8331379999999626,[1.8331379999999626],,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,3.58943852196035,3.32142038400957,267.6679000000004,None,267.6679000000004,None,267.6679000000004,None,270.99362774999935,271.01038945,None,[],272.987771099999,None,272.987771099999,None,272.987771099999,None,b,0.1863268999986758,272.987771099999,None,None,272.987771099999,None,b,2.186326899998676,1,1,0.6666666666666666,276.59772200000043,None,276.59772200000043,None,276.59772200000043,None,None,276.59772200000043,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,3.95666246474662,1.73294357419019,278.61008670000047,None,278.61008670000047,None,278.61008670000047,None,280.34433024999925,280.36104344999984,None,[],282.34172749999925,None,282.34172749999925,None,282.34172749999925,None,z,0.02936499999850639,282.34172749999925,None,None,282.34172749999925,None,z,2.0293649999985064,1,1,0.68,286.3176631999995,None,286.3176631999995,None,286.3176631999995,None,None,286.3176631999995,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,2.11780998338946,1.08099245958022,288.32262810000066,None,288.32262810000066,None,288.32262810000066,None,289.4111078500002,289.4277130500006,None,[],291.4038168999996,None,291.4038168999996,None,291.4038168999996,None,z,0.2534978999992745,291.4038168999996,None,None,291.4038168999996,None,z,2.2534978999992745,1,1,0.6923076923076923,293.5621145999994,None,293.5621145999994,None,293.5621145999994,None,None,293.5621145999994,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0.5,4.21669271035117,2.29713937746779,295.57762619999994,None,295.57762619999994,None,295.57762619999994,None,297.8777367499999,297.89419344999914,None,[],299.87372270000014,None,299.87372270000014,None,299.87372270000014,None,b,0.07575980000001437,299.87372270000014,None,None,299.87372270000014,None,b,2.0757598000000144,1,0,0.7037037037037037,304.1279777,None,304.1279777,None,304.1279777,None,None,304.1279777,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,1.905730910449904,2.96222466864387,306.1402973999993,None,306.1402973999993,None,306.1402973999993,None,309.11112905000044,309.1277251500007,z,['z'],311.1096139000001,None,311.1096139000001,None,311.1096139000001,None,None,,311.1096139000001,None,None,311.1096139000001,None,z,1.3800536999988253,0,0,0.6785714285714286,313.05823729999975,None,313.05823729999975,None,313.05823729999975,None,None,313.05823729999975,None,1.3800536999988253,[1.3800536999988253],,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.27860294189526,3.38809030570968,315.0787872000001,None,315.0787872000001,None,315.0787872000001,None,318.47796945000044,318.4945513499999,None,[],320.476979699999,None,320.476979699999,None,320.476979699999,None,b,0.36954249999871536,320.476979699999,None,None,320.476979699999,None,b,2.3695424999987154,1,1,0.6896551724137931,322.7949387999997,None,322.7949387999997,None,322.7949387999997,None,None,322.7949387999997,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.15,3.86983191325091,3.27666037293199,324.782280899999,None,324.782280899999,None,324.782280899999,None,328.0614121499995,328.077922149999,z,['z'],330.05338929999925,None,330.05338929999925,None,330.05338929999925,None,None,,330.05338929999925,None,None,330.05338929999925,None,z,1.260888699998759,1,1,0.7,333.9579407000001,None,333.9579407000001,None,333.9579407000001,None,None,333.9579407000001,None,1.260888699998759,[1.260888699998759],,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.3725274662429303,1.48342455087402,335.9782369000004,None,335.9782369000004,None,335.9782369000004,None,337.4613153500006,337.4776549499995,None,[],339.4553892999993,None,339.4553892999993,None,339.4553892999993,None,b,0.28146299999934854,339.4553892999993,None,None,339.4553892999993,None,b,2.2814629999993485,1,1,0.7096774193548387,341.8598655000005,None,341.8598655000005,None,341.8598655000005,None,None,341.8598655000005,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,2.94912276105146,1.14263865585167,343.87639280000076,None,343.87639280000076,None,343.87639280000076,None,345.0279369499996,345.0444332500003,z,['z'],347.02560190000077,None,347.02560190000077,None,347.02560190000077,None,None,,347.02560190000077,None,None,347.02560190000077,None,z,1.875784100000601,0,0,0.6875,350.01136849999966,None,350.01136849999966,None,350.01136849999966,None,None,350.01136849999966,None,1.875784100000601,[1.875784100000601],,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,3.27810873521582,1.08604824075189,352.0235040000007,None,352.0235040000007,None,352.0235040000007,None,353.1106936499993,353.1272670499995,b,['b'],355.1044689999999,None,355.1044689999999,None,355.1044689999999,None,None,,355.1044689999999,None,None,355.1044689999999,None,b,1.0246583999996801,1,1,0.696969696969697,358.4009446,None,358.4009446,None,358.4009446,None,None,358.4009446,None,1.0246583999996801,[1.0246583999996801],,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0.35,2.0845750455934002,3.27418780206312,360.4079430999991,None,360.4079430999991,None,360.4079430999991,None,363.6947868500003,363.7115241500007,b,['b'],365.6887177999997,None,365.6887177999997,None,365.6887177999997,None,None,,365.6887177999997,None,None,365.6887177999997,None,b,1.8830519999992248,0,1,0.6764705882352942,367.80733449999934,None,367.80733449999934,None,367.80733449999934,None,None,367.80733449999934,None,1.8830519999992248,[1.8830519999992248],,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,2.0889201672230797,1.91520730139263,369.82707019999907,None,369.82707019999907,None,369.82707019999907,None,371.7447803499992,371.76077894999906,z,['z'],373.737607699999,None,373.737607699999,None,373.737607699999,None,None,,373.737607699999,None,None,373.737607699999,None,z,1.3636381999986043,1,1,0.6857142857142857,375.8594892000001,None,375.8594892000001,None,375.8594892000001,None,None,375.8594892000001,None,1.3636381999986043,[1.3636381999986043],,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,1.758742575863891,2.10833202116216,377.8727608999998,None,377.8727608999998,None,377.8727608999998,None,379.99476944999986,380.0112906499991,z,['z'],381.99450380000053,None,381.99450380000053,None,381.99450380000053,None,None,,381.99450380000053,None,None,381.99450380000053,None,z,1.1899558999994042,1,1,0.6944444444444444,383.7642945000007,None,383.7642945000007,None,383.7642945000007,None,None,383.7642945000007,None,1.1899558999994042,[1.1899558999994042],,,,,,,,,,,,,,,,,,,,,,CBC_P019,002,set2,set3,3,0.9,2023-03-31_17h22.32.458,TV_prob,2022.1.1,59.97120182929926,
