trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,response.keys,allKeys.keys,response.rt,allKeys.rt,fixationCross_11.started,fixationCross_11.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,response2.keys,response2.started,response2.stopped,get_keys_8.keys,get_keys_8.started,get_keys_8.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,response2.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.durTactile,trials_runs.durVisual,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],tactile set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
,,,,112.11395979999998,None,112.11395979999998,None,z,9.451788499999566,112.28751379999994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
,,,,,,,,,,,,121.77162020000014,None,t,62.070873499999834,121.77162020000014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
0,0,0,0,,,,,,,,,,,,,,,183.87069280000014,None,183.87069280000014,None,183.87069280000014,None,1,1,0,1,0.15,2.91771467486041,2.3497497577282,184.88099599999987,None,184.88099599999987,None,184.88099599999987,None,187.23872330999993,b,['b'],2.3354319000000032,[2.3354319000000032],189.7163429000002,None,189.7163429000002,None,189.7163429000002,None,None,189.7163429000002,None,None,189.7163429000002,None,b,2.3354319000000032,0,0,0.0,192.74281880000035,None,192.74281880000035,None,192.74281880000035,None,None,192.74281880000035,None,,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0.5,4.30975216432768,3.26446861731854,194.85502499999984,None,194.85502499999984,None,194.85502499999984,None,198.1220879100002,z,['z'],1.02898820000064,[1.02898820000064],200.17890549999993,None,200.17890549999993,None,200.17890549999993,None,None,200.17890549999993,None,None,200.17890549999993,None,z,1.02898820000064,0,1,0.0,204.52640059999976,None,204.52640059999976,None,204.52640059999976,None,None,204.52640059999976,None,,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,2.0845750455934002,2.93536812882172,206.64523700000063,None,206.64523700000063,None,206.64523700000063,None,209.58728511000035,z,['z'],1.2377182999998695,[1.2377182999998695],211.63632229999985,None,211.63632229999985,None,211.63632229999985,None,None,211.63632229999985,None,None,211.63632229999985,None,z,1.2377182999998695,0,0,0.0,213.75767630000064,None,213.75767630000064,None,213.75767630000064,None,None,213.75767630000064,None,,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.15,2.3725274662429303,1.08604824075189,215.83674599999995,None,215.83674599999995,None,215.83674599999995,None,216.92206021000047,None,[],,,218.97815859999992,None,218.97815859999992,None,218.97815859999992,None,z,218.97815859999992,None,None,218.97815859999992,None,z,2.4488822000002983,1,1,0.25,221.37640740000006,None,221.37640740000006,None,221.37640740000006,None,None,221.37640740000006,None,0.4488822000002983,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,1.758742575863891,2.7570014520733,223.4749972999998,None,223.4749972999998,None,223.4749972999998,None,226.23887700999975,b,['b'],1.7614596000003075,[1.7614596000003075],228.29533730000003,None,228.29533730000003,None,228.29533730000003,None,None,228.29533730000003,None,None,228.29533730000003,None,b,1.7614596000003075,0,0,0.2,230.08191400000032,None,230.08191400000032,None,230.08191400000032,None,None,230.08191400000032,None,,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,3.95666246474662,1.73294357419019,232.18500240000049,None,232.18500240000049,None,232.18500240000049,None,233.92188171000006,None,[],,,235.97837270000036,None,235.97837270000036,None,235.97837270000036,None,z,235.97837270000036,None,None,235.97837270000036,None,z,2.289147299999968,0,0,0.16666666666666666,239.97494650000044,None,239.97494650000044,None,239.97494650000044,None,None,239.97494650000044,None,0.2891472999999678,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,2.67601812978374,2.10833202116216,242.05754210000032,None,242.05754210000032,None,242.05754210000032,None,244.17201531000055,b,['b'],1.62376470000072,[1.62376470000072],246.22868870000002,None,246.22868870000002,None,246.22868870000002,None,None,246.22868870000002,None,None,246.22868870000002,None,b,1.62376470000072,1,1,0.2857142857142857,248.94459929999994,None,248.94459929999994,None,248.94459929999994,None,None,248.94459929999994,None,,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,4.21669271035117,2.64870493261766,251.02285819999997,None,251.02285819999997,None,251.02285819999997,None,253.6722431099998,None,[],,,255.73142520000056,None,255.73142520000056,None,255.73142520000056,None,b,255.73142520000056,None,None,255.73142520000056,None,b,2.0540952999999718,0,0,0.25,259.9912654,None,259.9912654,None,259.9912654,None,None,259.9912654,None,0.05409529999997176,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,3.04482772403364,3.27666037293199,262.07361690000016,None,262.07361690000016,None,262.07361690000016,None,265.35579771000005,z,['z'],1.8737989000001107,[1.8737989000001107],267.41123400000015,None,267.41123400000015,None,267.41123400000015,None,None,267.41123400000015,None,None,267.41123400000015,None,z,1.8737989000001107,1,1,0.3333333333333333,270.4921353999998,None,270.4921353999998,None,270.4921353999998,None,None,270.4921353999998,None,,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,3.50182449656669,1.44889042899439,272.57553689999986,None,272.57553689999986,None,272.57553689999986,None,274.03890461000003,None,[],,,276.0962386000001,None,276.0962386000001,None,276.0962386000001,None,b,276.0962386000001,None,None,276.0962386000001,None,b,3.2433071999994354,0,0,0.3,279.64262340000005,None,279.64262340000005,None,279.64262340000005,None,None,279.64262340000005,None,1.2433071999994354,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,2.74209998091573,1.91520730139263,281.72516090000045,None,281.72516090000045,None,281.72516090000045,None,283.65547271000025,z,['z'],1.1686426000005667,[1.1686426000005667],285.71179250000023,None,285.71179250000023,None,285.71179250000023,None,None,285.71179250000023,None,None,285.71179250000023,None,z,1.1686426000005667,1,1,0.36363636363636365,288.49196550000033,None,288.49196550000033,None,288.49196550000033,None,None,288.49196550000033,None,,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,3.58943852196035,2.49579389304826,290.5749476000001,None,290.5749476000001,None,290.5749476000001,None,293.0723525100003,None,[],,,295.1270813000001,None,295.1270813000001,None,295.1270813000001,None,z,295.1270813000001,None,None,295.1270813000001,None,z,2.3520214999998643,0,0,0.3333333333333333,298.75788830000056,None,298.75788830000056,None,298.75788830000056,None,None,298.75788830000056,None,0.3520214999998643,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0.5,4.33462955345931,2.40738395932908,300.8382139000005,None,300.8382139000005,None,300.8382139000005,None,303.2559073100002,z,['z'],1.2724011999998766,[1.2724011999998766],305.312645,None,305.312645,None,305.312645,None,None,305.312645,None,None,305.312645,None,z,1.2724011999998766,0,1,0.3076923076923077,309.6915161000006,None,309.6915161000006,None,309.6915161000006,None,None,309.6915161000006,None,,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,3.27810873521582,2.23439856631263,311.77551889999995,None,311.77551889999995,None,311.77551889999995,None,314.02243331000057,b,['b'],0.9873204999994414,[0.9873204999994414],316.07846340000015,None,316.07846340000015,None,316.07846340000015,None,None,316.07846340000015,None,None,316.07846340000015,None,b,0.9873204999994414,1,1,0.35714285714285715,319.3925552999999,None,319.3925552999999,None,319.3925552999999,None,None,319.3925552999999,None,,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,1.2199655720291709,1.2479618399002,321.52275030000055,None,321.52275030000055,None,321.52275030000055,None,322.77224921000027,b,['b'],1.290666400000191,[1.290666400000191],324.8275429000005,None,324.8275429000005,None,324.8275429000005,None,None,324.8275429000005,None,None,324.8275429000005,None,b,1.290666400000191,1,1,0.4,326.0896567,None,326.0896567,None,326.0896567,None,None,326.0896567,None,,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,1.899747326335302,3.27418780206312,328.1740303000006,None,328.1740303000006,None,328.1740303000006,None,331.4560803100004,None,[],,,333.51143460000003,None,333.51143460000003,None,333.51143460000003,None,z,333.51143460000003,None,None,333.51143460000003,None,z,2.162625800000569,1,1,0.4375,335.4542074000001,None,335.4542074000001,None,335.4542074000001,None,None,335.4542074000001,None,0.16262580000056914,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,4.26803291533611,1.55403782363402,337.54650889999994,None,337.54650889999994,None,337.54650889999994,None,339.10606891000054,None,[],,,341.15991290000056,None,341.15991290000056,None,341.15991290000056,None,z,341.15991290000056,None,None,341.15991290000056,None,z,2.2932923999997,1,1,0.47058823529411764,345.47441249999974,None,345.47441249999974,None,345.47441249999974,None,None,345.47441249999974,None,0.29329239999970014,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,1.556335756354144,2.68488128149974,347.56743710000046,None,347.56743710000046,None,347.56743710000046,None,350.2561781100004,z,['z'],1.0653558000003613,[1.0653558000003613],352.31235319999996,None,352.31235319999996,None,352.31235319999996,None,None,352.31235319999996,None,None,352.31235319999996,None,z,1.0653558000003613,1,1,0.5,353.90687330000037,None,353.90687330000037,None,353.90687330000037,None,None,353.90687330000037,None,,,,,,,,,,,,,,,,,,,,,CBC_P030,001,set3,set1,2,0.9,2024-05-15_15h11.00.190,TV_prob,2022.1.1,59.74557942467151,
