trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,response.keys,allKeys.keys,response.rt,allKeys.rt,fixationCross_11.started,fixationCross_11.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,response2.keys,response2.started,response2.stopped,get_keys_8.keys,get_keys_8.started,get_keys_8.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,response2.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.durTactile,trials_runs.durVisual,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],tactile set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
,,,,38.221197900000334,None,38.221197900000334,None,z,1.4315743999995902,38.41778970000087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P037,002,set1,set2,2,0.9,2024-05-16_14h07.46.941,TV_prob,2022.1.1,60.089473225317796,
,,,,,,,,,,,,39.867899700000635,None,t,54.91281839999829,39.867899700000635,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P037,002,set1,set2,2,0.9,2024-05-16_14h07.46.941,TV_prob,2022.1.1,60.089473225317796,
0,0,0,0,,,,,,,,,,,,,,,94.80067919999965,None,94.80067919999965,None,94.80067919999965,None,1,1,0,1,0.15,3.47854712582944,2.10833202116216,95.83718520000002,None,95.83718520000002,None,95.83718520000002,None,97.95114589000059,z,['z'],1.9355774999985442,[1.9355774999985442],100.37798269999985,None,100.37798269999985,None,100.37798269999985,None,None,100.37798269999985,None,None,100.37798269999985,None,z,1.9355774999985442,0,0,0.0,103.92754070000046,None,103.92754070000046,None,103.92754070000046,None,None,103.92754070000046,None,,,,,,,,,,,,,,,,,,,,,CBC_P037,002,set1,set2,2,0.9,2024-05-16_14h07.46.941,TV_prob,2022.1.1,60.089473225317796,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,1.8749846827473111,2.7570014520733,106.06864959999984,None,106.06864959999984,None,106.06864959999984,None,108.83452789000057,z,['z'],1.9207618000000366,[1.9207618000000366],110.89412960000118,None,110.89412960000118,None,110.89412960000118,None,None,110.89412960000118,None,None,110.89412960000118,None,z,1.9207618000000366,1,1,0.5,112.79097480000019,None,112.79097480000019,None,112.79097480000019,None,None,112.79097480000019,None,,,,,,,,,,,,,,,,,,,,,CBC_P037,002,set1,set2,2,0.9,2024-05-16_14h07.46.941,TV_prob,2022.1.1,60.089473225317796,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0.5,4.33462955345931,2.78012240036799,114.92549470000085,None,114.92549470000085,None,114.92549470000085,None,117.71818159000122,None,[],,,119.77425820000099,None,119.77425820000099,None,119.77425820000099,None,b,119.77425820000099,None,None,119.77425820000099,None,b,2.4089663999984623,0,1,0.3333333333333333,124.15310820000013,None,124.15310820000013,None,124.15310820000013,None,None,124.15310820000013,None,0.4089663999984623,,,,,,,,,,,,,,,,,,,,CBC_P037,002,set1,set2,2,0.9,2024-05-16_14h07.46.941,TV_prob,2022.1.1,60.089473225317796,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.15,2.67601812978374,1.41191114387976,126.23259210000106,None,126.23259210000106,None,126.23259210000106,None,127.65192898999976,None,[],,,129.7087399000011,None,129.7087399000011,None,129.7087399000011,None,b,129.7087399000011,None,None,129.7087399000011,None,b,2.317536399999881,1,1,0.5,132.41798990000098,None,132.41798990000098,None,132.41798990000098,None,None,132.41798990000098,None,0.3175363999998808,,,,,,,,,,,,,,,,,,,,CBC_P037,002,set1,set2,2,0.9,2024-05-16_14h07.46.941,TV_prob,2022.1.1,60.089473225317796,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,1.556335756354144,0.977134614530179,134.4984166000013,None,134.4984166000013,None,134.4984166000013,None,135.48485109000012,None,[],,,137.53399730000092,None,137.53399730000092,None,137.53399730000092,None,b,137.53399730000092,None,None,137.53399730000092,None,b,2.189606999998432,1,1,0.6,139.1356837000003,None,139.1356837000003,None,139.1356837000003,None,None,139.1356837000003,None,0.189606999998432,,,,,,,,,,,,,,,,,,,,CBC_P037,002,set1,set2,2,0.9,2024-05-16_14h07.46.941,TV_prob,2022.1.1,60.089473225317796,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,2.27860294189526,2.68488128149974,141.21397360000083,None,141.21397360000083,None,141.21397360000083,None,143.90170669000054,None,[],,,145.95044299999972,None,145.95044299999972,None,145.95044299999972,None,b,145.95044299999972,None,None,145.95044299999972,None,b,2.6773044999990816,0,0,0.5,148.26211690000127,None,148.26211690000127,None,148.26211690000127,None,None,148.26211690000127,None,0.6773044999990816,,,,,,,,,,,,,,,,,,,,CBC_P037,002,set1,set2,2,0.9,2024-05-16_14h07.46.941,TV_prob,2022.1.1,60.089473225317796,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,1.905730910449904,3.26446861731854,150.349593500001,None,150.349593500001,None,150.349593500001,None,153.61794249000104,None,[],,,155.66565679999985,None,155.66565679999985,None,155.66565679999985,None,b,155.66565679999985,None,None,155.66565679999985,None,b,2.4198515999978554,0,0,0.42857142857142855,157.61870480000107,None,157.61870480000107,None,157.61870480000107,None,None,157.61870480000107,None,0.4198515999978554,,,,,,,,,,,,,,,,,,,,CBC_P037,002,set1,set2,2,0.9,2024-05-16_14h07.46.941,TV_prob,2022.1.1,60.089473225317796,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,1.2199655720291709,2.23299083390853,159.6987554999996,None,159.6987554999996,None,159.6987554999996,None,161.93516879000072,None,[],,,163.98807400000078,None,163.98807400000078,None,163.98807400000078,None,b,163.98807400000078,None,None,163.98807400000078,None,b,2.2988978999983374,1,1,0.5,165.2548093000005,None,165.2548093000005,None,165.2548093000005,None,None,165.2548093000005,None,0.2988978999983374,,,,,,,,,,,,,,,,,,,,CBC_P037,002,set1,set2,2,0.9,2024-05-16_14h07.46.941,TV_prob,2022.1.1,60.089473225317796,
