trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_11.started,fixationCross_11.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_6.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [1-4],FB probability,date,expName,psychopyVersion,frameRate,
,,,,305.0030839000028,None,305.0030839000028,None,b,10.102664499994717,305.19394589999865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P005,001,set2,set2,1,0.9,2023-03-15_17h40.11.534,AV_prob,2022.1.1,59.97969087564203,
,,,,,,,,,,,,315.3272380999988,None,t,72.17497879999428,315.3272380999988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P005,001,set2,set2,1,0.9,2023-03-15_17h40.11.534,AV_prob,2022.1.1,59.97969087564203,
0,0,0,0,,,,,,,,,,,,,,,387.52706410000246,None,387.52706410000246,None,387.52706410000246,None,0,1,0,0,0.35,0.671897605000652,3.27418780206312,388.42651869999827,None,388.42651869999827,None,388.42651869999827,None,391.8284562999979,393.8941047999979,391.82810726000025,None,393.87738289999834,394.87726439999824,394.87726439999824,395.5604635999989,b,0,2.355740099999821,391.8284562999979,None,391.8284562999979,None,391.8284562999979,None,None,391.8284562999979,395.5108278999978,0,1,0.0,395.64161330000206,None,395.64161330000206,None,395.64161330000206,None,None,395.64161330000206,None,,,,,,,,,,,,,,,,,,,CBC_P005,001,set2,set2,1,0.9,2023-03-15_17h40.11.534,AV_prob,2022.1.1,59.97969087564203,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,3.19624908154748,1.75396267962373,397.67729939999845,None,397.67729939999845,None,397.67729939999845,None,399.4955942000015,401.5605418999985,399.4944987800045,None,401.5605418999985,402.5603848000028,402.5603848000028,None,z,0,0.7384552999938023,399.4955942000015,None,399.4955942000015,None,399.4955942000015,None,None,399.4955942000015,405.6941278000013,0,0,0.0,405.8048521000019,None,405.8048521000019,None,405.8048521000019,None,None,405.8048521000019,None,,,,,,,,,,,,,,,,,,,CBC_P005,001,set2,set2,1,0.9,2023-03-15_17h40.11.534,AV_prob,2022.1.1,59.97969087564203,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,0.556335756354144,1.84422310959985,407.8607095999978,None,407.8607095999978,None,407.8607095999978,None,409.7419521999982,411.8107786000037,409.7444126099981,None,411.8107786000037,412.81080089999887,412.81080089999887,None,z,0,1.25799189999816,409.7419521999982,None,409.7419521999982,None,409.7419521999982,None,None,409.7419521999982,413.3105781999984,0,0,0.0,413.39727120000316,None,413.39727120000316,None,413.39727120000316,None,None,413.39727120000316,None,,,,,,,,,,,,,,,,,,,CBC_P005,001,set2,set2,1,0.9,2023-03-15_17h40.11.534,AV_prob,2022.1.1,59.97969087564203,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,2.04482772403364,1.53162701008885,415.4771744000027,None,415.4771744000027,None,415.4771744000027,None,417.02891880000243,419.10981300000276,417.0278659399992,None,419.0935945000019,420.0940944000031,420.0940944000031,None,b,1,1.1766258999996353,417.02891880000243,None,417.02891880000243,None,417.02891880000243,None,None,417.02891880000243,422.07737669999915,1,1,0.25,422.1654858000038,None,422.1654858000038,None,422.1654858000038,None,None,422.1654858000038,None,,,,,,,,,,,,,,,,,,,CBC_P005,001,set2,set2,1,0.9,2023-03-15_17h40.11.534,AV_prob,2022.1.1,59.97969087564203,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,1.37252746624293,2.49579389304826,424.2435590000023,None,424.2435590000023,None,424.2435590000023,None,426.746141100004,428.8275322000045,426.74344136999935,None,428.8108330000032,429.81089390000125,429.81089390000125,None,z,0,1.3162197999990894,426.746141100004,None,426.746141100004,None,426.746141100004,None,None,426.746141100004,431.1275569999998,0,0,0.2,431.2135995999997,None,431.2135995999997,None,431.2135995999997,None,None,431.2135995999997,None,,,,,,,,,,,,,,,,,,,CBC_P005,001,set2,set2,1,0.9,2023-03-15_17h40.11.534,AV_prob,2022.1.1,59.97969087564203,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,0.543156518078604,2.78012240036799,433.2940512999994,None,433.2940512999994,None,433.2940512999994,None,436.119572399999,438.1942205000014,436.1278926800005,None,438.1774454000042,439.1774347000028,439.1774347000028,439.72685820000333,z,1,1.5099195999937365,436.119572399999,None,436.119572399999,None,436.119572399999,None,None,436.119572399999,439.67636199999833,1,1,0.3333333333333333,439.74806309999985,None,439.74806309999985,None,439.74806309999985,None,None,439.74806309999985,None,,,,,,,,,,,,,,,,,,,CBC_P005,001,set2,set2,1,0.9,2023-03-15_17h40.11.534,AV_prob,2022.1.1,59.97969087564203,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,3.26803291533611,1.44889042899439,441.843306200004,None,441.843306200004,None,441.843306200004,None,443.31181630000356,445.37732430000324,443.3118673400022,None,445.37732430000324,446.3776036999989,446.3776036999989,None,None,0,,443.31181630000356,None,443.31181630000356,None,443.31181630000356,None,['b'],443.31181630000356,449.59355399999913,0,3,0.2857142857142857,449.6926108999978,None,449.6926108999978,None,449.6926108999978,None,None,449.6926108999978,None,[1.3143873999943025],,,,,,,,,,,,,,,,,,CBC_P005,001,set2,set2,1,0.9,2023-03-15_17h40.11.534,AV_prob,2022.1.1,59.97969087564203,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,3.21669271035117,2.23439856631263,451.7611612000037,None,451.7611612000037,None,451.7611612000037,None,454.02789779999875,456.0943158000009,454.0278242400018,None,456.0943158000009,457.0941860000021,457.0941860000021,None,b,0,1.4126338999922154,454.02789779999875,None,454.02789779999875,None,454.02789779999875,None,None,454.02789779999875,460.26007209999807,0,0,0.25,460.3328563000032,None,460.3328563000032,None,460.3328563000032,None,None,460.3328563000032,None,,,,,,,,,,,,,,,,,,,CBC_P005,001,set2,set2,1,0.9,2023-03-15_17h40.11.534,AV_prob,2022.1.1,59.97969087564203,
