trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,response.keys,allKeys.keys,fixationCross_11.started,fixationCross_11.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,response2.keys,response2.rt,response2.started,response2.stopped,get_keys_8.keys,get_keys_8.started,get_keys_8.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,response.rt,allKeys.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.durTactile,trials_runs.durVisual,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],tactile set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,1.595506577165096,1.08099245958022,239.52549460000046,None,239.52549460000046,None,239.52549460000046,None,240.6189183999999,b,['b'],242.67368069999975,None,242.67368069999975,None,242.67368069999975,None,None,,242.67368069999975,None,None,242.67368069999975,None,b,1.383044099999097,1,1,0.5555555555555556,244.30182830000012,None,244.30182830000012,None,244.30182830000012,None,None,244.30182830000012,None,1.383044099999097,[1.383044099999097],,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,3.04482772403364,2.29713937746779,246.38449050000054,None,246.38449050000054,None,246.38449050000054,None,248.68506209999978,b,['b'],250.74512660000073,None,250.74512660000073,None,250.74512660000073,None,None,,250.74512660000073,None,None,250.74512660000073,None,b,1.8688840999984677,0,0,0.5,253.83656250000058,None,253.83656250000058,None,253.83656250000058,None,None,253.83656250000058,None,1.8688840999984677,[1.8688840999984677],,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,3.58943852196035,1.88377296598415,255.9180997000003,None,255.9180997000003,None,255.9180997000003,None,257.8016425999998,None,[],259.85297790000004,None,259.85297790000004,None,259.85297790000004,None,b,0.13439439999820024,259.85297790000004,None,None,259.85297790000004,None,b,2.1343943999982002,1,1,0.5454545454545454,263.4882574000003,None,263.4882574000003,None,263.4882574000003,None,None,263.4882574000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,1.326293484834196,0.971483558655564,265.5675578999999,None,265.5675578999999,None,265.5675578999999,None,266.5515959999997,None,[],268.60985249999976,None,268.60985249999976,None,268.60985249999976,None,z,0.11745289999998931,268.60985249999976,None,None,268.60985249999976,None,z,2.1174528999999893,0,0,0.5,269.97119380000004,None,269.97119380000004,None,269.97119380000004,None,None,269.97119380000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.15,2.27860294189526,2.23299083390853,272.0667701000002,None,272.0667701000002,None,272.0667701000002,None,274.3017125000009,None,[],276.3592454000009,None,276.3592454000009,None,276.3592454000009,None,z,0.21966749999774038,276.3592454000009,None,None,276.3592454000009,None,z,2.2196674999977404,1,1,0.5384615384615384,278.6880395999997,None,278.6880395999997,None,278.6880395999997,None,None,278.6880395999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.15,3.86983191325091,3.27666037293199,280.74353169999995,None,280.74353169999995,None,280.74353169999995,None,284.03504009999995,None,[],286.09148170000117,None,286.09148170000117,None,286.09148170000117,None,z,0.16272790000039095,286.09148170000117,None,None,286.09148170000117,None,z,2.162727900000391,1,1,0.5714285714285714,290.0003878000007,None,290.0003878000007,None,290.0003878000007,None,None,290.0003878000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0.35,4.1766095715889495,2.07121332922762,292.0837539000004,None,292.0837539000004,None,292.0837539000004,None,294.1684160000008,None,[],296.2299574000008,None,296.2299574000008,None,296.2299574000008,None,b,0.22749739999926533,296.2299574000008,None,None,296.2299574000008,None,b,2.2274973999992653,0,1,0.5333333333333333,300.45073390000107,None,300.45073390000107,None,300.45073390000107,None,None,300.45073390000107,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.15,4.30975216432768,2.78012240036799,302.5341294000009,None,302.5341294000009,None,302.5341294000009,None,305.31865890000006,z,['z'],307.37696160000087,None,307.37696160000087,None,307.37696160000087,None,None,,307.37696160000087,None,None,307.37696160000087,None,z,1.9950478999999177,1,1,0.5625,311.73578240000097,None,311.73578240000097,None,311.73578240000097,None,None,311.73578240000097,None,1.9950478999999177,[1.9950478999999177],,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,4.19624908154748,1.2479618399002,313.7912441999997,None,313.7912441999997,None,313.7912441999997,None,315.0518042000007,None,[],317.1087014000004,None,317.1087014000004,None,317.1087014000004,None,z,0.17482789999849047,317.1087014000004,None,None,317.1087014000004,None,z,2.1748278999984905,0,0,0.5294117647058824,321.3537995000006,None,321.3537995000006,None,321.3537995000006,None,None,321.3537995000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,2.91771467486041,2.49579389304826,323.4368332000013,None,323.4368332000013,None,323.4368332000013,None,325.93521030000045,b,['b'],327.9901890000001,None,327.9901890000001,None,327.9901890000001,None,None,,327.9901890000001,None,None,327.9901890000001,None,b,1.912053099998957,1,1,0.5555555555555556,330.95345240000097,None,330.95345240000097,None,330.95345240000097,None,None,330.95345240000097,None,1.912053099998957,[1.912053099998957],,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,1.899747326335302,2.68488128149974,333.0320287000013,None,333.0320287000013,None,333.0320287000013,None,335.7188445000014,None,[],337.7754971000013,None,337.7754971000013,None,337.7754971000013,None,z,0.2294644999983575,337.7754971000013,None,None,337.7754971000013,None,z,2.2294644999983575,0,0,0.5263157894736842,339.7195511000009,None,339.7195511000009,None,339.7195511000009,None,None,339.7195511000009,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0.5,1.109698721182561,0.789129602716002,341.7763501999998,None,341.7763501999998,None,341.7763501999998,None,342.5688794000001,None,[],344.62373670000125,None,344.62373670000125,None,344.62373670000125,None,z,0.009214899999278714,344.62373670000125,None,None,344.62373670000125,None,z,2.0092148999992787,0,1,0.5,345.77300450000075,None,345.77300450000075,None,345.77300450000075,None,None,345.77300450000075,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,2.0845750455934002,2.23439856631263,347.8509806000002,None,347.8509806000002,None,347.8509806000002,None,350.0854473000003,None,[],352.13987199999974,None,352.13987199999974,None,352.13987199999974,None,z,0.21236399999907007,352.13987199999974,None,None,352.13987199999974,None,z,2.21236399999907,1,1,0.5238095238095238,354.2695523000002,None,354.2695523000002,None,354.2695523000002,None,None,354.2695523000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,1.671897605000652,1.14263865585167,356.3502838000004,None,356.3502838000004,None,356.3502838000004,None,357.5026051999997,b,['b'],359.55838550000044,None,359.55838550000044,None,359.55838550000044,None,None,,359.55838550000044,None,None,359.55838550000044,None,b,1.6780947999995988,0,0,0.5,361.2702762000008,None,361.2702762000008,None,361.2702762000008,None,None,361.2702762000008,None,1.6780947999995988,[1.6780947999995988],,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,2.0784833561945097,2.3497497577282,363.34968330000083,None,363.34968330000083,None,363.34968330000083,None,365.70221210000125,None,[],367.7599207000003,None,367.7599207000003,None,367.7599207000003,None,b,0.15859139999884064,367.7599207000003,None,None,367.7599207000003,None,b,2.1585913999988406,1,1,0.5217391304347826,369.8880704000003,None,369.8880704000003,None,369.8880704000003,None,None,369.8880704000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,3.50182449656669,3.32142038400957,371.96933030000037,None,371.96933030000037,None,371.96933030000037,None,375.30225370000005,None,[],377.3606443999997,None,377.3606443999997,None,377.3606443999997,None,b,0.17036429999825486,377.3606443999997,None,None,377.3606443999997,None,b,2.170364299998255,1,1,0.5416666666666666,380.90308410000034,None,380.90308410000034,None,380.90308410000034,None,None,380.90308410000034,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,3.27810873521582,2.10833202116216,382.984960400001,None,382.984960400001,None,382.984960400001,None,385.1026052000001,b,['b'],387.1597294000003,None,387.1597294000003,None,387.1597294000003,None,None,,387.1597294000003,None,None,387.1597294000003,None,b,1.3184956999994029,1,1,0.56,390.4837666000003,None,390.4837666000003,None,390.4837666000003,None,None,390.4837666000003,None,1.3184956999994029,[1.3184956999994029],,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,2.3725274662429303,3.38809030570968,392.5671954999998,None,392.5671954999998,None,392.5671954999998,None,395.96888160000015,None,[],398.02698800000144,None,398.02698800000144,None,398.02698800000144,None,z,0.2920507999988331,398.02698800000144,None,None,398.02698800000144,None,z,2.292050799998833,1,1,0.5769230769230769,400.43557880000117,None,400.43557880000117,None,400.43557880000117,None,None,400.43557880000117,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0.15,2.74209998091573,1.41191114387976,402.5167051999997,None,402.5167051999997,None,402.5167051999997,None,403.9355436999998,b,['b'],405.9926986999999,None,405.9926986999999,None,405.9926986999999,None,None,,405.9926986999999,None,None,405.9926986999999,None,b,1.9493616999989172,0,1,0.5555555555555556,408.76768000000084,None,408.76768000000084,None,408.76768000000084,None,None,408.76768000000084,None,1.9493616999989172,[1.9493616999989172],,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0.35,1.2199655720291709,1.08604824075189,410.8492485000006,None,410.8492485000006,None,410.8492485000006,None,411.93605270000114,None,[],413.99507620000077,None,413.99507620000077,None,413.99507620000077,None,z,0.0734229999998206,413.99507620000077,None,None,413.99507620000077,None,z,2.0734229999998206,1,0,0.5714285714285714,415.2545984999997,None,415.2545984999997,None,415.2545984999997,None,None,415.2545984999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,1.556335756354144,0.977134614530179,417.3342018000003,None,417.3342018000003,None,417.3342018000003,None,418.31887719999975,b,['b'],420.37983110000096,None,420.37983110000096,None,420.37983110000096,None,None,,420.37983110000096,None,None,420.37983110000096,None,b,1.2382160999986809,0,0,0.5517241379310345,421.9669943000008,None,421.9669943000008,None,421.9669943000008,None,None,421.9669943000008,None,1.2382160999986809,[1.2382160999986809],,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,1.905730910449904,1.73294357419019,424.0491896000003,None,424.0491896000003,None,424.0491896000003,None,425.78592330000026,None,[],427.8447960000012,None,427.8447960000012,None,427.8447960000012,None,b,0.15341689999877417,427.8447960000012,None,None,427.8447960000012,None,b,2.153416899998774,1,1,0.5666666666666667,429.78971120000097,None,429.78971120000097,None,429.78971120000097,None,None,429.78971120000097,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,2.0889201672230797,1.55403782363402,431.86776400000053,None,431.86776400000053,None,431.86776400000053,None,433.4357915000004,b,['b'],435.4932052000004,None,435.4932052000004,None,435.4932052000004,None,None,,435.4932052000004,None,None,435.4932052000004,None,b,1.1849080999982107,1,1,0.5806451612903226,437.6180750000003,None,437.6180750000003,None,437.6180750000003,None,None,437.6180750000003,None,1.1849080999982107,[1.1849080999982107],,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.15,3.62250581484608,2.40738395932908,439.7010054000002,None,439.7010054000002,None,439.7010054000002,None,442.1190547000009,None,[],444.17795990000013,None,444.17795990000013,None,444.17795990000013,None,b,0.14310440000008384,444.17795990000013,None,None,444.17795990000013,None,b,2.143104400000084,0,0,0.5625,447.8379445999999,None,447.8379445999999,None,447.8379445999999,None,None,447.8379445999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,4.33462955345931,2.64870493261766,449.91924780000045,None,449.91924780000045,None,449.91924780000045,None,452.56925550000085,None,[],454.6257179000004,None,454.6257179000004,None,454.6257179000004,None,z,0.25354629999856115,454.6257179000004,None,None,454.6257179000004,None,z,2.253546299998561,1,1,0.5757575757575758,459.0043553000014,None,459.0043553000014,None,459.0043553000014,None,None,459.0043553000014,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,2.2089046382315303,2.7570014520733,461.0837151000014,None,461.0837151000014,None,461.0837151000014,None,463.85259540000004,z,['z'],465.9107158000006,None,465.9107158000006,None,465.9107158000006,None,None,,465.9107158000006,None,None,465.9107158000006,None,z,1.5503174999994371,1,1,0.5882352941176471,468.1526251000014,None,468.1526251000014,None,468.1526251000014,None,None,468.1526251000014,None,1.5503174999994371,[1.5503174999994371],,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,3.95666246474662,2.96222466864387,470.2360509000009,None,470.2360509000009,None,470.2360509000009,None,473.20253489999993,b,['b'],475.25849860000017,None,475.25849860000017,None,475.25849860000017,None,None,,475.25849860000017,None,None,475.25849860000017,None,b,2.0329607000003307,1,1,0.6,479.25413320000007,None,479.25413320000007,None,479.25413320000007,None,None,479.25413320000007,None,2.0329607000003307,[2.0329607000003307],,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.15,1.758742575863891,1.31360018091897,481.3338367000015,None,481.3338367000015,None,481.3338367000015,None,482.6533641999998,z,['z'],484.7153864000011,None,484.7153864000011,None,484.7153864000011,None,None,,484.7153864000011,None,None,484.7153864000011,None,z,1.2524339999981748,1,1,0.6111111111111112,486.5203089000006,None,486.5203089000006,None,486.5203089000006,None,None,486.5203089000006,None,1.2524339999981748,[1.2524339999981748],,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,2.94912276105146,1.48342455087402,488.6019105000014,None,488.6019105000014,None,488.6019105000014,None,490.08591980000017,None,[],492.1461096000003,None,492.1461096000003,None,492.1461096000003,None,b,0.10902069999974628,492.1461096000003,None,None,492.1461096000003,None,b,2.1090206999997463,1,1,0.6216216216216216,495.1365151000009,None,495.1365151000009,None,495.1365151000009,None,None,495.1365151000009,None,,,,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0.35,2.11780998338946,3.27418780206312,497.2178417000014,None,497.2178417000014,None,497.2178417000014,None,500.5027578000012,z,['z'],502.56333540000014,None,502.56333540000014,None,502.56333540000014,None,None,,502.56333540000014,None,None,502.56333540000014,None,z,1.1396628999991663,1,0,0.631578947368421,504.7205912999998,None,504.7205912999998,None,504.7205912999998,None,None,504.7205912999998,None,1.1396628999991663,[1.1396628999991663],,,,,,,,,,,,,,,,,,,,CBC_P038,001,set3,set4,1,0.8,2024-05-17_16h03.03.804,TV_prob,2022.1.1,59.846195277884604,
