trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_11.started,fixationCross_11.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0.5,1.67601812978374,3.27418780206312,130.3457628999995,None,130.3457628999995,None,130.3457628999995,None,133.64460039999994,135.71141839999927,133.64569707999982,None,135.71141839999927,136.71275759999935,136.71275759999935,None,z,0,1.4707469000004494,133.64460039999994,None,133.64460039999994,None,133.64460039999994,None,None,133.64460039999994,138.3280221999994,0,1,0.5555555555555556,138.39937009999994,None,138.39937009999994,None,138.39937009999994,None,None,138.39937009999994,None,,,,,,,,,,,,,,,,,,CBC_p=30,002,set1,set3,1,0.9,2024-05-15_15h19.17.092,AV_prob,2022.1.1,59.953871491188025,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,2.27810873521582,3.38809030570968,140.49570889999995,None,140.49570889999995,None,140.49570889999995,None,143.9101071999994,145.9782312999996,143.9120730799994,None,145.9782312999996,146.97890619999998,146.97890619999998,None,b,0,2.5306768000000375,143.9101071999994,None,143.9101071999994,None,143.9101071999994,None,None,143.9101071999994,149.19591159999982,0,0,0.5,149.28379769999992,None,149.28379769999992,None,149.28379769999992,None,None,149.28379769999992,None,,,,,,,,,,,,,,,,,,CBC_p=30,002,set1,set3,1,0.9,2024-05-15_15h19.17.092,AV_prob,2022.1.1,59.953871491188025,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,1.0845750455934,1.88377296598415,151.36203569999998,None,151.36203569999998,None,151.36203569999998,None,153.26091769999948,155.32908769999995,153.26263378000004,None,155.32908769999995,156.32802939999965,156.32802939999965,None,z,0,2.5139546000000337,153.26091769999948,None,153.26091769999948,None,153.26091769999948,None,None,153.26091769999948,157.3460682999994,0,0,0.45454545454545453,157.4286151999995,None,157.4286151999995,None,157.4286151999995,None,None,157.4286151999995,None,,,,,,,,,,,,,,,,,,CBC_p=30,002,set1,set3,1,0.9,2024-05-15_15h19.17.092,AV_prob,2022.1.1,59.953871491188025,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0.5,0.556335756354144,1.08604824075189,159.5124014999992,None,159.5124014999992,None,159.5124014999992,None,160.6269859999993,162.69582829999945,160.62958017999955,None,162.69582829999945,163.69644229999994,163.69644229999994,None,b,1,1.4546632999999929,160.6269859999993,None,160.6269859999993,None,160.6269859999993,None,None,160.6269859999993,164.1944427999997,1,0,0.5,164.28304239999943,None,164.28304239999943,None,164.28304239999943,None,None,164.28304239999943,None,,,,,,,,,,,,,,,,,,CBC_p=30,002,set1,set3,1,0.9,2024-05-15_15h19.17.092,AV_prob,2022.1.1,59.953871491188025,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.15,1.27860294189526,1.31360018091897,166.3615962999993,None,166.3615962999993,None,166.3615962999993,None,167.69858899999963,169.77914679999958,167.6963811799995,None,169.76281819999986,170.76249539999935,170.76249539999935,None,z,1,3.0007865999996284,167.69858899999963,None,167.69858899999963,None,167.69858899999963,None,None,167.69858899999963,171.9790811999992,1,1,0.5384615384615384,172.06709210000008,None,172.06709210000008,None,172.06709210000008,None,None,172.06709210000008,None,,,,,,,,,,,,,,,,,,CBC_p=30,002,set1,set3,1,0.9,2024-05-15_15h19.17.092,AV_prob,2022.1.1,59.953871491188025,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.15,0.326293484834196,2.93536812882172,174.14452669999991,None,174.14452669999991,None,174.14452669999991,None,177.1019938999998,179.17830159999994,177.11170698000006,None,179.16211549999935,180.16250639999998,180.16250639999998,None,b,0,2.3960587999999916,177.1019938999998,None,177.1019938999998,None,177.1019938999998,None,None,177.1019938999998,180.42987689999973,0,0,0.5,180.51138809999975,None,180.51138809999975,None,180.51138809999975,None,None,180.51138809999975,None,,,,,,,,,,,,,,,,,,CBC_p=30,002,set1,set3,1,0.9,2024-05-15_15h19.17.092,AV_prob,2022.1.1,59.953871491188025,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,3.17660957158895,3.32142038400957,182.59606519999943,None,182.59606519999943,None,182.59606519999943,None,185.94856009999967,188.0290484999996,185.94593777999927,None,188.01243569999951,189.0126068999998,189.0126068999998,None,b,0,1.532788100000289,185.94856009999967,None,185.94856009999967,None,185.94856009999967,None,None,185.94856009999967,192.12831649999953,0,0,0.4666666666666667,192.1995711999998,None,192.1995711999998,None,192.1995711999998,None,None,192.1995711999998,None,,,,,,,,,,,,,,,,,,CBC_p=30,002,set1,set3,1,0.9,2024-05-15_15h19.17.092,AV_prob,2022.1.1,59.953871491188025,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.15,1.23248806235745,2.29713937746779,194.29576759999964,None,194.29576759999964,None,194.29576759999964,None,196.60828029999993,198.67949989999943,196.61282427999942,None,198.6632052999994,199.67918529999952,199.66185899999982,200.89550809999946,b,0,1.948818900000333,196.60828029999993,None,196.60828029999993,None,196.60828029999993,None,None,196.60828029999993,200.84663099999943,0,0,0.4375,200.92589489999955,None,200.92589489999955,None,200.92589489999955,None,None,200.92589489999955,None,,,,,,,,,,,,,,,,,,CBC_p=30,002,set1,set3,1,0.9,2024-05-15_15h19.17.092,AV_prob,2022.1.1,59.953871491188025,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,1.08892016722308,3.27666037293199,203.01256529999955,None,203.01256529999955,None,203.01256529999955,None,206.31472269999995,208.39620489999925,206.31301497999976,None,208.37934619999942,209.37946529999954,209.37946529999954,None,b,1,2.858788400000776,206.31472269999995,None,206.31472269999995,None,206.31472269999995,None,None,206.31472269999995,210.41281729999992,1,1,0.47058823529411764,210.49902389999988,None,210.49902389999988,None,210.49902389999988,None,None,210.49902389999988,None,,,,,,,,,,,,,,,,,,CBC_p=30,002,set1,set3,1,0.9,2024-05-15_15h19.17.092,AV_prob,2022.1.1,59.953871491188025,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,3.26803291533611,0.971483558655564,212.5782965999997,None,212.5782965999997,None,212.5782965999997,None,213.57733800000005,215.64627539999947,213.57948347999974,None,215.64627539999947,216.6461206999993,216.6461206999993,None,z,0,2.5365899999997055,213.57733800000005,219.91291449999972,213.57733800000005,219.91291449999972,213.57733800000005,219.91291449999972,None,213.57733800000005,219.8463240000001,0,0,0.4444444444444444,219.95553689999997,None,219.95553689999997,None,219.95553689999997,None,None,219.95553689999997,None,,,,,,,,,,,,,,,,,,CBC_p=30,002,set1,set3,1,0.9,2024-05-15_15h19.17.092,AV_prob,2022.1.1,59.953871491188025,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.88444949943153,1.73294357419019,222.02922510000008,None,222.02922510000008,None,222.02922510000008,None,223.77575809999962,225.84662039999967,223.77980517999987,None,225.82972809999956,226.82974449999983,226.82974449999983,None,b,1,3.0012046000001646,223.77575809999962,None,223.77575809999962,None,223.77575809999962,None,None,223.77575809999962,229.66310599999997,1,1,0.47368421052631576,229.74618229999942,None,229.74618229999942,None,229.74618229999942,None,None,229.74618229999942,None,,,,,,,,,,,,,,,,,,CBC_p=30,002,set1,set3,1,0.9,2024-05-15_15h19.17.092,AV_prob,2022.1.1,59.953871491188025,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,1.91771467486041,2.3497497577282,231.8296518999996,None,231.8296518999996,None,231.8296518999996,None,234.19322769999962,236.26304579999942,234.19684067999953,None,236.26304579999942,237.26307929999984,237.24630539999998,None,z,0,3.9638371000000916,234.19322769999962,None,234.19322769999962,None,234.19322769999962,None,None,234.19322769999962,239.11297509999986,0,0,0.45,239.20237499999985,None,239.20237499999985,None,239.20237499999985,None,None,239.20237499999985,None,,,,,,,,,,,,,,,,,,CBC_p=30,002,set1,set3,1,0.9,2024-05-15_15h19.17.092,AV_prob,2022.1.1,59.953871491188025,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,2.95666246474662,1.14263865585167,241.2793976999992,None,241.2793976999992,None,241.2793976999992,None,242.44713859999956,244.51316769999994,242.44672217999943,None,244.51316769999994,245.5134105999996,245.5134105999996,None,z,1,1.3847124000003532,242.44713859999956,None,242.44713859999956,None,242.44713859999956,None,None,242.44713859999956,248.41167979999955,1,1,0.47619047619047616,248.48303889999988,None,248.48303889999988,None,248.48303889999988,None,None,248.48303889999988,None,,,,,,,,,,,,,,,,,,CBC_p=30,002,set1,set3,1,0.9,2024-05-15_15h19.17.092,AV_prob,2022.1.1,59.953871491188025,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,0.671897605000652,2.96222466864387,250.5797290999999,None,250.5797290999999,None,250.5797290999999,None,253.54920129999937,255.629954,253.56213717999964,None,255.59658769999987,256.59678239999994,256.59678239999994,257.2799581999998,z,1,2.801936000000751,253.54920129999937,None,253.54920129999937,None,253.54920129999937,None,None,253.54920129999937,257.22989249999955,1,1,0.5,257.3197571999999,None,257.3197571999999,None,257.3197571999999,None,None,257.3197571999999,None,,,,,,,,,,,,,,,,,,CBC_p=30,002,set1,set3,1,0.9,2024-05-15_15h19.17.092,AV_prob,2022.1.1,59.953871491188025,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,0.543156518078604,2.23439856631263,259.3963890999994,None,259.3963890999994,None,259.3963890999994,None,261.6438632999998,263.7121096000001,261.64650247999975,None,263.7121096000001,264.7135126999992,264.7135126999992,None,b,1,1.829771200000323,261.6438632999998,None,261.6438632999998,None,261.6438632999998,None,None,261.6438632999998,265.1965688,1,1,0.5217391304347826,265.2863847999997,None,265.2863847999997,None,265.2863847999997,None,None,265.2863847999997,None,,,,,,,,,,,,,,,,,,CBC_p=30,002,set1,set3,1,0.9,2024-05-15_15h19.17.092,AV_prob,2022.1.1,59.953871491188025,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,2.58943852196035,1.29306073609301,267.36298009999973,None,267.36298009999973,None,267.36298009999973,None,268.67788539999947,270.7466261999998,268.67993998,None,270.7466261999998,271.7451123000001,271.7451123000001,None,z,0,2.0907507000001715,268.67788539999947,None,268.67788539999947,None,268.67788539999947,None,None,268.67788539999947,274.2789346999998,0,0,0.5,274.3670911999998,None,274.3670911999998,None,274.3670911999998,None,None,274.3670911999998,None,,,,,,,,,,,,,,,,,,CBC_p=30,002,set1,set3,1,0.9,2024-05-15_15h19.17.092,AV_prob,2022.1.1,59.953871491188025,
