trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [1-4 / 5-8],audio set [1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,2.27860294189526,2.29713937746779,312.40714110000044,None,312.40714110000044,None,312.40714110000044,None,314.7207392,316.7234265999996,314.72402499999987,316.7234265999996,316.7234265999996,None,z,1,0.8614477999999508,314.7207392,None,314.7207392,None,314.7207392,None,None,314.7207392,None,1,1,0.8275862068965517,319.0268861000004,None,319.0268861000004,None,319.0268861000004,None,None,319.0268861000004,None,,,,,,,,,,,,,,,,,,CBC_P028,002,2,1,1,0.8,2023-04-05_16h14.34.651,AV_prob,2022.1.1,59.96368599186047,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,3.95666246474662,3.27418780206312,321.0234894999994,None,321.0234894999994,None,321.0234894999994,None,324.31097650000083,326.32367180000074,324.32334409999964,None,326.3077211,None,b,1,1.4861203999989812,324.31097650000083,None,324.31097650000083,None,324.31097650000083,None,None,324.31097650000083,None,1,1,0.8333333333333334,330.2914624999994,None,330.2914624999994,None,330.2914624999994,None,None,330.2914624999994,None,,,,,,,,,,,,,,,,,,CBC_P028,002,2,1,1,0.8,2023-04-05_16h14.34.651,AV_prob,2022.1.1,59.96368599186047,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,3.88444949943153,1.55403782363402,332.28962839999986,None,332.28962839999986,None,332.28962839999986,None,333.8735390999991,335.8739917999992,333.874087999999,None,335.8739917999992,None,b,1,0.8826833000002807,333.8735390999991,None,333.8735390999991,None,333.8735390999991,None,None,333.8735390999991,None,1,1,0.8387096774193549,339.77895250000074,None,339.77895250000074,None,339.77895250000074,None,None,339.77895250000074,None,,,,,,,,,,,,,,,,,,CBC_P028,002,2,1,1,0.8,2023-04-05_16h14.34.651,AV_prob,2022.1.1,59.96368599186047,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.15,2.0845750455934002,0.977134614530179,341.79042780000054,None,341.79042780000054,None,341.79042780000054,None,342.7917832000003,344.80656160000035,342.7909440999996,344.78990859999976,344.78990859999976,346.87382400000024,z,1,1.6440456000000268,342.7917832000003,None,342.7917832000003,None,342.7917832000003,None,None,342.7917832000003,None,1,1,0.84375,346.90845380000064,None,346.90845380000064,None,346.90845380000064,None,None,346.90845380000064,None,,,,,,,,,,,,,,,,,,CBC_P028,002,2,1,1,0.8,2023-04-05_16h14.34.651,AV_prob,2022.1.1,59.96368599186047,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,3.04482772403364,3.32142038400957,348.9073616000005,None,348.9073616000005,None,348.9073616000005,None,352.2587110000004,354.27375779999966,352.25716259999933,354.2568773999992,354.2568773999992,None,z,1,1.810384200000044,352.2587110000004,None,352.2587110000004,None,352.2587110000004,None,None,352.2587110000004,None,1,1,0.8484848484848485,357.3267161999993,None,357.3267161999993,None,357.3267161999993,None,None,357.3267161999993,None,,,,,,,,,,,,,,,,,,CBC_P028,002,2,1,1,0.8,2023-04-05_16h14.34.651,AV_prob,2022.1.1,59.96368599186047,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0.35,2.91771467486041,2.23299083390853,359.3235244000007,None,359.3235244000007,None,359.3235244000007,None,361.57181800000035,363.5741323000002,361.57403379999994,363.5741323000002,363.5741323000002,None,z,1,1.152552999999898,361.57181800000035,366.4908230000001,361.57181800000035,366.4908230000001,361.57181800000035,366.4908230000001,None,361.57181800000035,366.4908230000001,1,0,0.8529411764705882,366.5321461000003,None,366.5321461000003,None,366.5321461000003,None,None,366.5321461000003,None,,,,,,,,,,,,,,,,,,CBC_P028,002,2,1,1,0.8,2023-04-05_16h14.34.651,AV_prob,2022.1.1,59.96368599186047,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,4.26803291533611,2.10833202116216,368.52372970000033,None,368.52372970000033,None,368.52372970000033,None,370.64239140000063,372.6574368999991,370.6395849499997,372.64068640000005,372.64068640000005,None,b,1,1.7227825000009034,370.64239140000063,None,370.64239140000063,None,370.64239140000063,None,None,370.64239140000063,None,1,1,0.8571428571428571,376.9471964000004,None,376.9471964000004,None,376.9471964000004,None,None,376.9471964000004,None,,,,,,,,,,,,,,,,,,CBC_P028,002,2,1,1,0.8,2023-04-05_16h14.34.651,AV_prob,2022.1.1,59.96368599186047,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.15,3.58943852196035,1.91520730139263,378.9407420999996,None,378.9407420999996,None,378.9407420999996,None,380.8583429999999,382.8574809999991,380.85682555000056,382.8574809999991,382.8574809999991,None,z,1,1.3056637999998202,380.8583429999999,None,380.8583429999999,None,380.8583429999999,None,None,380.8583429999999,None,1,1,0.8611111111111112,386.4756603000005,None,386.4756603000005,None,386.4756603000005,None,None,386.4756603000005,None,,,,,,,,,,,,,,,,,,CBC_P028,002,2,1,1,0.8,2023-04-05_16h14.34.651,AV_prob,2022.1.1,59.96368599186047,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0.5,2.11780998338946,1.75396267962373,388.47345459999997,None,388.47345459999997,None,388.47345459999997,None,390.25636850000046,392.2573009000007,390.25723549999964,392.2573009000007,392.2573009000007,None,b,1,1.8370916999992914,390.25636850000046,394.37407840000014,390.25636850000046,394.37407840000014,390.25636850000046,394.37407840000014,None,390.25636850000046,394.37407840000014,1,0,0.8648648648648649,394.4141483000003,None,394.4141483000003,None,394.4141483000003,None,None,394.4141483000003,None,,,,,,,,,,,,,,,,,,CBC_P028,002,2,1,1,0.8,2023-04-05_16h14.34.651,AV_prob,2022.1.1,59.96368599186047,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,1.671897605000652,1.14263865585167,396.4072157999999,None,396.4072157999999,None,396.4072157999999,None,397.5727392000008,399.5741954999994,397.5741132000006,399.5741954999994,399.5741954999994,None,z,1,1.8082426999990275,397.5727392000008,None,397.5727392000008,None,397.5727392000008,None,None,397.5727392000008,None,1,1,0.868421052631579,401.26380120000067,None,401.26380120000067,None,401.26380120000067,None,None,401.26380120000067,None,,,,,,,,,,,,,,,,,,CBC_P028,002,2,1,1,0.8,2023-04-05_16h14.34.651,AV_prob,2022.1.1,59.96368599186047,
38,0,38,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,2.39750191607,1.88377296598415,403.2739683,None,403.2739683,None,403.2739683,None,405.1771685999993,407.19101090000004,405.17400010000017,407.17392219999965,407.17392219999965,None,z,1,1.8481287999984488,405.1771685999993,None,405.1771685999993,None,405.1771685999993,None,None,405.1771685999993,None,1,1,0.8717948717948718,409.5944746999994,None,409.5944746999994,None,409.5944746999994,None,None,409.5944746999994,None,,,,,,,,,,,,,,,,,,CBC_P028,002,2,1,1,0.8,2023-04-05_16h14.34.651,AV_prob,2022.1.1,59.96368599186047,
39,0,39,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,4.30975216432768,2.3497497577282,411.59025719999954,None,411.59025719999954,None,411.59025719999954,None,413.94469749999917,415.9574790000006,413.9569424999994,None,415.9411569999993,None,b,1,0.8500811999983853,413.94469749999917,None,413.94469749999917,None,413.94469749999917,None,None,413.94469749999917,None,1,1,0.875,420.27475439999944,None,420.27475439999944,None,420.27475439999944,None,None,420.27475439999944,None,,,,,,,,,,,,,,,,,,CBC_P028,002,2,1,1,0.8,2023-04-05_16h14.34.651,AV_prob,2022.1.1,59.96368599186047,
40,0,40,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,4.19624908154748,2.78012240036799,422.2740209000003,None,422.2740209000003,None,422.2740209000003,None,425.0757642000008,427.0905717000005,425.07402880000006,427.0738330999993,427.0738330999993,None,b,1,1.5517904999996972,425.0757642000008,None,425.0757642000008,None,425.0757642000008,None,None,425.0757642000008,None,1,1,0.8780487804878049,431.29473490000055,None,431.29473490000055,None,431.29473490000055,None,None,431.29473490000055,None,,,,,,,,,,,,,,,,,,CBC_P028,002,2,1,1,0.8,2023-04-05_16h14.34.651,AV_prob,2022.1.1,59.96368599186047,
41,0,41,0,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0.5,2.3725274662429303,0.971483558655564,433.29063209999913,None,433.29063209999913,None,433.29063209999913,None,434.27847250000013,436.2907966999992,434.29003059999957,436.2907966999992,436.27400409999973,None,b,1,1.4258210000007239,434.27847250000013,None,434.27847250000013,None,434.27847250000013,None,None,434.27847250000013,None,1,0,0.8809523809523809,438.6817787,None,438.6817787,None,438.6817787,None,None,438.6817787,None,,,,,,,,,,,,,,,,,,CBC_P028,002,2,1,1,0.8,2023-04-05_16h14.34.651,AV_prob,2022.1.1,59.96368599186047,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.6744232000001,None,445.6744017000001,None,445.6744017000001,None,None,445.6744017000001,None,,,,,,,,,CBC_P028,002,2,1,1,0.8,2023-04-05_16h14.34.651,AV_prob,2022.1.1,59.96368599186047,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,b,z,2,2,0.7142857142857143,0.9285714285714285,0.9999999999999999,,,,,,,,,,,
