trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,response.keys,allKeys.keys,fixationCross_11.started,fixationCross_11.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,response2.keys,response2.rt,response2.started,response2.stopped,get_keys_8.keys,get_keys_8.started,get_keys_8.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,response.rt,allKeys.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.durTactile,trials_runs.durVisual,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],tactile set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0.5,1.2199655720291709,1.53162701008885,162.28859469999952,None,162.28859469999952,None,162.28859469999952,None,163.82165182999853,None,[],165.87211580000076,None,165.87211580000076,None,165.87211580000076,None,z,0.47717520000151126,165.87211580000076,None,None,165.87211580000076,None,z,2.4771752000015113,1,0,0.7777777777777778,167.13983870000084,None,167.13983870000084,None,167.13983870000084,None,None,167.13983870000084,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.74209998091573,2.3497497577282,169.22305100000085,None,169.22305100000085,None,169.22305100000085,None,171.5891197299996,None,[],173.64076289999866,None,173.64076289999866,None,173.64076289999866,None,z,0.1677715999976499,173.64076289999866,None,None,173.64076289999866,None,z,2.16777159999765,1,1,0.8,176.39578919999985,None,176.39578919999985,None,176.39578919999985,None,None,176.39578919999985,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,3.62250581484608,2.23439856631263,178.50456000000122,None,178.50456000000122,None,178.50456000000122,None,180.7392030299987,None,[],182.79729229999793,None,182.79729229999793,None,182.79729229999793,None,b,0.4383237000038207,182.79729229999793,None,None,182.79729229999793,None,b,2.4383237000038207,1,1,0.8181818181818182,186.43230570000014,None,186.43230570000014,None,186.43230570000014,None,None,186.43230570000014,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,4.26803291533611,1.73294357419019,188.53900710000016,None,188.53900710000016,None,188.53900710000016,None,190.273058829999,b,['b'],192.33083009999973,None,192.33083009999973,None,192.33083009999973,None,None,,192.33083009999973,None,None,192.33083009999973,None,b,2.037696200000937,1,1,0.8333333333333334,196.62837890000083,None,196.62837890000083,None,196.62837890000083,None,None,196.62837890000083,None,2.037696200000937,[2.037696200000937],,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,2.2089046382315303,2.7570014520733,198.7261808000003,None,198.7261808000003,None,198.7261808000003,None,201.48940593000117,z,['z'],203.54501059999893,None,203.54501059999893,None,203.54501059999893,None,None,,203.54501059999893,None,None,203.54501059999893,None,z,2.0280482999987726,1,1,0.8461538461538461,205.7903867999994,None,205.7903867999994,None,205.7903867999994,None,None,205.7903867999994,None,2.0280482999987726,[2.0280482999987726],,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0.15,1.671897605000652,3.26446861731854,207.8715161,None,207.8715161,None,207.8715161,None,211.1397011299985,None,[],213.19371630000023,None,213.19371630000023,None,213.19371630000023,None,b,0.10085700000126963,213.19371630000023,None,None,213.19371630000023,None,b,2.1008570000012696,1,0,0.8571428571428571,214.87709819999873,None,214.87709819999873,None,214.87709819999873,None,None,214.87709819999873,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.15,3.50182449656669,2.50277407648956,216.98817580000104,None,216.98817580000104,None,216.98817580000104,None,219.48997812999988,None,[],221.5477237999985,None,221.5477237999985,None,221.5477237999985,None,b,0.17417690000365837,221.5477237999985,None,None,221.5477237999985,None,b,2.1741769000036584,1,1,0.8666666666666667,225.06269880000036,None,225.06269880000036,None,225.06269880000036,None,None,225.06269880000036,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.15,2.24205805775432,2.12802719374523,227.1762764999985,None,227.1762764999985,None,227.1762764999985,None,229.30655593000012,None,[],231.36382619999858,None,231.36382619999858,None,231.36382619999858,None,b,0.7739168999978574,231.36382619999858,None,None,231.36382619999858,None,b,2.7739168999978574,1,1,0.875,233.6383152999988,None,233.6383152999988,None,233.6383152999988,None,None,233.6383152999988,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0.5,2.3725274662429303,1.31360018091897,235.71729190000042,None,235.71729190000042,None,235.71729190000042,None,237.03980372999905,None,[],239.0948028999992,None,239.0948028999992,None,239.0948028999992,None,z,0.3589919000005466,239.0948028999992,None,None,239.0948028999992,None,z,2.3589919000005466,1,0,0.8823529411764706,241.50808609999876,None,241.50808609999876,None,241.50808609999876,None,None,241.50808609999876,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.67601812978374,2.29713937746779,243.58975669999927,None,243.58975669999927,None,243.58975669999927,None,245.88931823000058,z,['z'],247.93505799999912,None,247.93505799999912,None,247.93505799999912,None,None,,247.93505799999912,None,None,247.93505799999912,None,z,1.9263923000034993,1,1,0.8888888888888888,250.6287568000007,None,250.6287568000007,None,250.6287568000007,None,None,250.6287568000007,None,1.9263923000034993,[1.9263923000034993],,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.35,1.6105816849230599,3.27666037293199,252.73790670000017,None,252.73790670000017,None,252.73790670000017,None,256.0217135299998,None,[],258.0733221999981,None,258.0733221999981,None,258.0733221999981,None,b,0.3330497999995714,258.0733221999981,None,None,258.0733221999981,None,b,2.3330497999995714,1,0,0.8947368421052632,259.72496730000057,None,259.72496730000057,None,259.72496730000057,None,None,259.72496730000057,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,3.86983191325091,0.971483558655564,261.8056485999987,None,261.8056485999987,None,261.8056485999987,None,262.79001843000043,b,['b'],264.8479202999988,None,264.8479202999988,None,264.8479202999988,None,None,,264.8479202999988,None,None,264.8479202999988,None,b,1.503471100000752,1,1,0.9,268.72776539999904,None,268.72776539999904,None,268.72776539999904,None,None,268.72776539999904,None,1.503471100000752,[1.503471100000752],,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,2.94912276105146,2.10833202116216,270.83883530000094,None,270.83883530000094,None,270.83883530000094,None,272.9565450299986,None,[],275.01021910000054,None,275.01021910000054,None,275.01021910000054,None,z,0.014325199997983873,275.01021910000054,None,None,275.01021910000054,None,z,2.014325199997984,1,1,0.9047619047619048,278.0079673,None,278.0079673,None,278.0079673,None,None,278.0079673,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,2.0845750455934002,2.07121332922762,280.0874483000007,None,280.0874483000007,None,280.0874483000007,None,282.17301132999893,None,[],284.2328954000004,None,284.2328954000004,None,284.2328954000004,None,b,0.35433560000092257,284.2328954000004,None,None,284.2328954000004,None,b,2.3543356000009226,1,1,0.9090909090909091,286.32944789999965,None,286.32944789999965,None,286.32944789999965,None,None,286.32944789999965,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,4.30975216432768,0.977134614530179,288.4386790999997,None,288.4386790999997,None,288.4386790999997,None,289.4234438299998,None,[],291.4721178,None,291.4721178,None,291.4721178,None,z,0.2066778999978851,291.4721178,None,None,291.4721178,None,z,2.206677899997885,1,1,0.9130434782608695,295.8251639000009,None,295.8251639000009,None,295.8251639000009,None,None,295.8251639000009,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.11780998338946,3.38809030570968,297.9046180000005,None,297.9046180000005,None,297.9046180000005,None,301.30671972999954,z,['z'],303.3655712,None,303.3655712,None,303.3655712,None,None,,303.3655712,None,None,303.3655712,None,z,2.0434158999996725,1,1,0.9166666666666666,305.5260491000008,None,305.5260491000008,None,305.5260491000008,None,None,305.5260491000008,None,2.0434158999996725,[2.0434158999996725],,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,1.8749846827473111,1.41191114387976,307.6032465999997,None,307.6032465999997,None,307.6032465999997,None,309.023361129998,None,[],311.07953780000025,None,311.07953780000025,None,311.07953780000025,None,b,0.43509830000039074,311.07953780000025,None,None,311.07953780000025,None,b,2.4350983000003907,1,1,0.92,312.98740819999875,None,312.98740819999875,None,312.98740819999875,None,None,312.98740819999875,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0.35,3.88444949943153,1.14263865585167,315.07102099999975,None,315.07102099999975,None,315.07102099999975,None,316.22353193000055,b,['b'],318.2788335000005,None,318.2788335000005,None,318.2788335000005,None,None,,318.2788335000005,None,None,318.2788335000005,None,b,2.032093800000439,1,0,0.9230769230769231,322.18136310000045,None,322.18136310000045,None,322.18136310000045,None,None,322.18136310000045,None,2.032093800000439,[2.032093800000439],,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,1.543156518078604,1.08604824075189,324.2879900000007,None,324.2879900000007,None,324.2879900000007,None,325.37332932999817,None,[],327.4197172999993,None,327.4197172999993,None,327.4197172999993,None,z,0.46138319999954547,327.4197172999993,None,None,327.4197172999993,None,z,2.4613831999995455,1,1,0.9259259259259259,329.0050537999996,None,329.0050537999996,None,329.0050537999996,None,None,329.0050537999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0.5,3.27810873521582,1.91520730139263,331.0900443999999,None,331.0900443999999,None,331.0900443999999,None,333.00689162999953,None,[],335.0578067999995,None,335.0578067999995,None,335.0578067999995,None,z,0.3926019000027736,335.0578067999995,None,None,335.0578067999995,None,z,2.3926019000027736,1,0,0.9285714285714286,338.3752010999997,None,338.3752010999997,None,338.3752010999997,None,None,338.3752010999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,4.33462955345931,0.789129602716002,340.43039040000076,None,340.43039040000076,None,340.43039040000076,None,341.2235357300004,None,[],343.2796139999991,None,343.2796139999991,None,343.2796139999991,None,z,0.785245600000053,343.2796139999991,None,None,343.2796139999991,None,z,2.785245600000053,1,1,0.9310344827586207,347.6585100000011,None,347.6585100000011,None,347.6585100000011,None,None,347.6585100000011,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0.15,2.0784833561945097,1.88377296598415,349.7356484000011,None,349.7356484000011,None,349.7356484000011,None,351.62336923000004,None,[],353.68060409999816,None,353.68060409999816,None,353.68060409999816,None,b,0.41975770000135526,353.68060409999816,None,None,353.68060409999816,None,b,2.4197577000013553,1,0,0.9333333333333333,355.77861660000053,None,355.77861660000053,None,355.77861660000053,None,None,355.77861660000053,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.39750191607,1.84422310959985,357.8880993999992,None,357.8880993999992,None,357.8880993999992,None,359.73996702999904,None,[],361.7982210000009,None,361.7982210000009,None,361.7982210000009,None,z,0.23229250000076718,361.7982210000009,None,None,361.7982210000009,None,z,2.232292500000767,1,1,0.9354838709677419,364.2420792999983,None,364.2420792999983,None,364.2420792999983,None,None,364.2420792999983,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,4.19624908154748,1.29306073609301,366.3212944000006,None,366.3212944000006,None,366.3212944000006,None,367.6232216300003,None,[],369.6781658,None,369.6781658,None,369.6781658,None,z,0.3148241999988386,369.6781658,None,None,369.6781658,None,z,2.3148241999988386,1,1,0.9375,373.9049354999988,None,373.9049354999988,None,373.9049354999988,None,None,373.9049354999988,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0.5,2.91771467486041,1.44889042899439,375.9627756000009,None,375.9627756000009,None,375.9627756000009,None,377.4234490299994,None,[],379.47639490000074,None,379.47639490000074,None,379.47639490000074,None,z,0.1519860999978846,379.47639490000074,None,None,379.47639490000074,None,z,2.1519860999978846,1,0,0.9393939393939394,382.4423008999984,None,382.4423008999984,None,382.4423008999984,None,None,382.4423008999984,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,1.899747326335302,1.08099245958022,384.5244739000009,None,384.5244739000009,None,384.5244739000009,None,385.6066540300006,None,[],387.66548369999873,None,387.66548369999873,None,387.66548369999873,None,b,0.7571435999998357,387.66548369999873,None,None,387.66548369999873,None,b,2.7571435999998357,1,1,0.9411764705882353,389.6101767,None,389.6101767,None,389.6101767,None,None,389.6101767,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0.35,3.58943852196035,2.96222466864387,391.65989479999917,None,391.65989479999917,None,391.65989479999917,None,394.62336292999936,None,[],396.67241360000116,None,396.67241360000116,None,396.67241360000116,None,b,0.3011863000028825,396.67241360000116,None,None,396.67241360000116,None,b,2.3011863000028825,1,0,0.9428571428571428,400.30875899999955,None,400.30875899999955,None,400.30875899999955,None,None,400.30875899999955,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,2.27860294189526,2.49579389304826,402.3869558000006,None,402.3869558000006,None,402.3869558000006,None,404.89066342999905,None,[],406.9419544000011,None,406.9419544000011,None,406.9419544000011,None,b,0.3157861000036064,406.9419544000011,None,None,406.9419544000011,None,b,2.3157861000036064,1,1,0.9444444444444444,409.23100200000044,None,409.23100200000044,None,409.23100200000044,None,None,409.23100200000044,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0.5,1.905730910449904,1.2479618399002,411.3407475999993,None,411.3407475999993,None,411.3407475999993,None,412.5903716300007,None,[],414.64262999999846,None,414.64262999999846,None,414.64262999999846,None,z,0.4824999000011303,414.64262999999846,None,None,414.64262999999846,None,z,2.4824999000011303,1,0,0.9459459459459459,416.5895930000006,None,416.5895930000006,None,416.5895930000006,None,None,416.5895930000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,1.109698721182561,1.37809841776001,418.67005620000054,None,418.67005620000054,None,418.67005620000054,None,420.0571575300008,None,[],422.1094008,None,422.1094008,None,422.1094008,None,b,0.71703350000098,422.1094008,None,None,422.1094008,None,b,2.71703350000098,1,1,0.9473684210526315,423.25971899999786,None,423.25971899999786,None,423.25971899999786,None,None,423.25971899999786,None,,,,,,,,,,,,,,,,,,,,,,CBC_P01,2,set2,set2,3,0.7,2024-05-17_19h36.22.442,TV_prob,2022.1.1,60.055154654966415,
