trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,tactile.started,response.keys,allKeys.keys,fixationCross_11.started,fixationCross_11.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,response2.keys,response2.rt,response2.started,response2.stopped,get_keys_8.keys,get_keys_8.started,get_keys_8.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,response.rt,allKeys.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.durTactile,trials_runs.durVisual,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [1-4 / 5-8],tactile set [1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0.5,3.27810873521582,1.08099245958022,148.9102114000002,None,148.9102114000002,None,148.9102114000002,None,150.00195836000006,150.01822836000014,None,[],152.0093753000001,None,152.0093753000001,None,152.0093753000001,None,z,0.8208091999999851,152.0093753000001,None,None,152.0093753000001,None,z,2.820809199999985,1,0,0.7777777777777778,155.33861810000008,None,155.33861810000008,None,155.33861810000008,None,None,155.33861810000008,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,1.8749846827473111,0.971483558655564,157.40521610000042,None,157.40521610000042,None,157.40521610000042,None,158.38491756000025,158.4016194600003,None,[],160.39089300000023,None,160.39089300000023,None,160.39089300000023,None,b,0.4328650999996171,160.39089300000023,None,None,160.39089300000023,None,b,2.432865099999617,1,1,0.8,162.3012391000002,None,162.3012391000002,None,162.3012391000002,None,None,162.3012391000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,2.24205805775432,2.93536812882172,164.32710210000005,None,164.32710210000005,None,164.32710210000005,None,167.26811376000018,167.28474406000026,None,[],169.27078210000036,None,169.27078210000036,None,169.27078210000036,None,z,1.5673604999997224,169.27078210000036,None,None,169.27078210000036,None,z,3.5673604999997224,1,1,0.8181818181818182,171.5506005000002,None,171.5506005000002,None,171.5506005000002,None,None,171.5506005000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,4.19624908154748,1.2479618399002,173.575734,None,173.575734,None,173.575734,None,174.83518736000036,174.85199986000038,None,[],176.8398927000003,None,176.8398927000003,None,176.8398927000003,None,b,1.629824500000268,176.8398927000003,None,None,176.8398927000003,None,b,3.629824500000268,0,0,0.75,181.08675530000028,None,181.08675530000028,None,181.08675530000028,None,None,181.08675530000028,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.15,3.50182449656669,2.23439856631263,183.10477170000013,None,183.10477170000013,None,183.10477170000013,None,185.3515434600003,185.36831636000028,None,[],187.35720270000002,None,187.35720270000002,None,187.35720270000002,None,b,0.6854711000000862,187.35720270000002,None,None,187.35720270000002,None,b,2.685471100000086,1,1,0.7692307692307693,190.9040825000002,None,190.9040825000002,None,190.9040825000002,None,None,190.9040825000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.15,2.39750191607,2.96222466864387,192.92334610000034,None,192.92334610000034,None,192.92334610000034,None,195.88555235999996,195.90203606000017,None,[],197.89261380000016,None,197.89261380000016,None,197.89261380000016,None,b,0.6307256999998572,197.89261380000016,None,None,197.89261380000016,None,b,2.630725699999857,1,1,0.7857142857142857,200.3364671000004,None,200.3364671000004,None,200.3364671000004,None,None,200.3364671000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,4.33462955345931,1.73294357419019,202.35597400000006,None,202.35597400000006,None,202.35597400000006,None,204.10224006000038,204.11872076000003,None,[],206.1069120000002,None,206.1069120000002,None,206.1069120000002,None,b,0.28449279999949795,206.1069120000002,None,None,206.1069120000002,None,b,2.284492799999498,1,1,0.8,210.48369280000043,None,210.48369280000043,None,210.48369280000043,None,None,210.48369280000043,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.15,2.0784833561945097,3.26446861731854,212.50619940000024,None,212.50619940000024,None,212.50619940000024,None,215.78525166000003,215.8020011600001,None,[],217.7891582000002,None,217.7891582000002,None,217.7891582000002,None,b,0.6049204999999347,217.7891582000002,None,None,217.7891582000002,None,b,2.6049204999999347,1,1,0.8125,219.9019346,None,219.9019346,None,219.9019346,None,None,219.9019346,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,3.62250581484608,1.48342455087402,221.92413140000008,None,221.92413140000008,None,221.92413140000008,None,223.41856506000016,223.43600276,None,[],225.42391830000042,None,225.42391830000042,None,225.42391830000042,None,z,0.6853618000000097,225.42391830000042,None,None,225.42391830000042,None,z,2.6853618000000097,1,1,0.8235294117647058,229.08630370000037,None,229.08630370000037,None,229.08630370000037,None,None,229.08630370000037,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,1.556335756354144,2.40738395932908,231.10918410000022,None,231.10918410000022,None,231.10918410000022,None,233.51862976000024,233.5362123600002,None,[],235.52235130000008,None,235.52235130000008,None,235.52235130000008,None,z,0.23785999999972773,235.52235130000008,None,None,235.52235130000008,None,z,2.2378599999997277,1,1,0.8333333333333334,237.11874410000019,None,237.11874410000019,None,237.11874410000019,None,None,237.11874410000019,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0.5,2.23248806235745,2.49579389304826,239.14254710000023,None,239.14254710000023,None,239.14254710000023,None,241.6519396600001,241.66889266000038,None,[],243.65685390000044,None,243.65685390000044,None,243.65685390000044,None,z,1.4782789000000776,243.65685390000044,None,None,243.65685390000044,None,z,3.4782789000000776,1,0,0.8421052631578947,245.93953260000035,None,245.93953260000035,None,245.93953260000035,None,None,245.93953260000035,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0.5,1.595506577165096,1.41191114387976,247.95700820000002,None,247.95700820000002,None,247.95700820000002,None,249.36889616000002,249.38588436000003,None,[],251.37467940000033,None,251.37467940000033,None,251.37467940000033,None,b,0.053237499999795546,251.37467940000033,None,None,251.37467940000033,None,b,2.0532374999997955,0,1,0.8,253.021389,None,253.021389,None,253.021389,None,None,253.021389,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,3.95666246474662,0.977134614530179,255.03908310000043,None,255.03908310000043,None,255.03908310000043,None,256.0188993600004,256.03576946000015,None,[],258.0227378000004,None,258.0227378000004,None,258.0227378000004,None,b,0.3067844999995941,258.0227378000004,None,None,258.0227378000004,None,b,2.306784499999594,1,1,0.8095238095238095,262.0196513000001,None,262.0196513000001,None,262.0196513000001,None,None,262.0196513000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,1.109698721182561,1.31360018091897,264.0368755000004,None,264.0368755000004,None,264.0368755000004,None,265.35247536000037,265.3691460600002,b,['b'],267.35692500000005,None,267.35692500000005,None,267.35692500000005,None,None,,267.35692500000005,None,None,267.35692500000005,None,b,1.0765448000001925,1,1,0.8181818181818182,268.5022017000001,None,268.5022017000001,None,268.5022017000001,None,None,268.5022017000001,None,1.0765448000001925,[1.0765448000001925],,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,1.899747326335302,1.75396267962373,270.5275813000003,None,270.5275813000003,None,270.5275813000003,None,272.28607956000036,272.3025551600003,None,[],274.29009920000044,None,274.29009920000044,None,274.29009920000044,None,z,0.8596288999997341,274.29009920000044,None,None,274.29009920000044,None,z,2.859628899999734,1,1,0.8260869565217391,276.23583830000007,None,276.23583830000007,None,276.23583830000007,None,None,276.23583830000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,2.91771467486041,1.44889042899439,278.2534694000001,None,278.2534694000001,None,278.2534694000001,None,279.70222036000035,279.71875145999996,b,['b'],281.70617440000024,None,281.70617440000024,None,281.70617440000024,None,None,,281.70617440000024,None,None,281.70617440000024,None,b,1.54462999999987,0,0,0.7916666666666666,284.6710866000003,None,284.6710866000003,None,284.6710866000003,None,None,284.6710866000003,None,1.54462999999987,[1.54462999999987],,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,1.758742575863891,2.5736109380813,286.68575720000035,None,286.68575720000035,None,286.68575720000035,None,289.26935176,289.28606876,None,[],291.27519540000003,None,291.27519540000003,None,291.27519540000003,None,z,0.2664578999997502,291.27519540000003,None,None,291.27519540000003,None,z,2.2664578999997502,1,1,0.8,293.0728637000002,None,293.0728637000002,None,293.0728637000002,None,None,293.0728637000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,1.887650177272661,3.27666037293199,295.0898172000002,None,295.0898172000002,None,295.0898172000002,None,298.36945985999995,298.38616336000035,None,[],300.37465740000016,None,300.37465740000016,None,300.37465740000016,None,z,1.6026732999998785,300.37465740000016,None,None,300.37465740000016,None,z,3.6026732999998785,0,0,0.7692307692307693,302.3030127000002,None,302.3030127000002,None,302.3030127000002,None,None,302.3030127000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0.15,1.326293484834196,1.91520730139263,304.3276721000002,None,304.3276721000002,None,304.3276721000002,None,306.25267535999996,306.2694947600002,b,['b'],308.25948130000006,None,308.25948130000006,None,308.25948130000006,None,None,,308.25948130000006,None,None,308.25948130000006,None,b,1.537043100000119,1,0,0.7777777777777778,309.61751710000044,None,309.61751710000044,None,309.61751710000044,None,None,309.61751710000044,None,1.537043100000119,[1.537043100000119],,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0.35,2.0845750455934002,3.38809030570968,311.6411667000002,None,311.6411667000002,None,311.6411667000002,None,315.0359732600004,315.05262516000033,None,[],317.0408526000001,None,317.0408526000001,None,317.0408526000001,None,b,1.0051658000002135,317.0408526000001,None,None,317.0408526000001,None,b,3.0051658000002135,1,0,0.7857142857142857,319.17058320000024,None,319.17058320000024,None,319.17058320000024,None,None,319.17058320000024,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,1.905730910449904,2.7570014520733,321.19139670000004,None,321.19139670000004,None,321.19139670000004,None,323.95266606000035,323.9695959600003,b,['b'],325.9596150000002,None,325.9596150000002,None,325.9596150000002,None,None,,325.9596150000002,None,None,325.9596150000002,None,b,1.5983200999999099,1,1,0.7931034482758621,327.90392180000026,None,327.90392180000026,None,327.90392180000026,None,None,327.90392180000026,None,1.5983200999999099,[1.5983200999999099],,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,2.27860294189526,2.68488128149974,329.92188910000004,None,329.92188910000004,None,329.92188910000004,None,332.61925616,332.63588016000034,None,[],334.6256096000002,None,334.6256096000002,None,334.6256096000002,None,z,0.2201611999994384,334.6256096000002,None,None,334.6256096000002,None,z,2.2201611999994384,1,1,0.8,336.9508022,None,336.9508022,None,336.9508022,None,None,336.9508022,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,1.6105816849230599,1.55403782363402,338.97608880000007,None,338.97608880000007,None,338.97608880000007,None,340.5361782600002,340.5525382600003,None,[],342.54305320000003,None,342.54305320000003,None,342.54305320000003,None,z,0.4127157999996598,342.54305320000003,None,None,342.54305320000003,None,z,2.41271579999966,1,1,0.8064516129032258,344.20225870000013,None,344.20225870000013,None,344.20225870000013,None,None,344.20225870000013,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.15,4.26803291533611,3.32142038400957,346.2203983000004,None,346.2203983000004,None,346.2203983000004,None,349.5526153600003,349.5692421600001,b,['b'],351.5581626000003,None,351.5581626000003,None,351.5581626000003,None,None,,351.5581626000003,None,None,351.5581626000003,None,b,1.89629049999985,1,1,0.8125,355.8676096000004,None,355.8676096000004,None,355.8676096000004,None,None,355.8676096000004,None,1.89629049999985,[1.89629049999985],,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,3.47854712582944,1.08604824075189,357.8921300000002,None,357.8921300000002,None,357.8921300000002,None,358.9861583600004,359.0025972600001,None,[],360.9910812000003,None,360.9910812000003,None,360.9910812000003,None,b,1.240632000000005,360.9910812000003,None,None,360.9910812000003,None,b,3.240632000000005,1,1,0.8181818181818182,364.5033712000004,None,364.5033712000004,None,364.5033712000004,None,None,364.5033712000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,4.30975216432768,2.78012240036799,366.52082240000027,None,366.52082240000027,None,366.52082240000027,None,369.3030064600002,369.31973586,None,[],371.3084821000002,None,371.3084821000002,None,371.3084821000002,None,b,0.29590189999998984,371.3084821000002,None,None,371.3084821000002,None,b,2.29590189999999,1,1,0.8235294117647058,375.6515605000004,None,375.6515605000004,None,375.6515605000004,None,None,375.6515605000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,2.74209998091573,1.29306073609301,377.6696506000003,None,377.6696506000003,None,377.6696506000003,None,378.9695610600001,378.9862128600002,None,[],380.9754643000001,None,380.9754643000001,None,380.9754643000001,None,z,0.1081147999998393,380.9754643000001,None,None,380.9754643000001,None,z,2.1081147999998393,1,1,0.8285714285714286,383.7520579000002,None,383.7520579000002,None,383.7520579000002,None,None,383.7520579000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0.15,2.11780998338946,2.10833202116216,385.770352,None,385.770352,None,385.770352,None,387.88618356,387.90300776,None,[],389.89128580000033,None,389.89128580000033,None,389.89128580000033,None,b,0.21312999999963722,389.89128580000033,None,None,389.89128580000033,None,b,2.213129999999637,1,0,0.8333333333333334,392.0534953000001,None,392.0534953000001,None,392.0534953000001,None,None,392.0534953000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,4.1766095715889495,3.27418780206312,394.0707206000002,None,394.0707206000002,None,394.0707206000002,None,397.3530479600003,397.3695720600003,z,['z'],399.3579609000003,None,399.3579609000003,None,399.3579609000003,None,None,,399.3579609000003,None,None,399.3579609000003,None,z,1.0554529999999431,1,1,0.8378378378378378,403.56950240000015,None,403.56950240000015,None,403.56950240000015,None,None,403.56950240000015,None,1.0554529999999431,[1.0554529999999431],,,,,,,,,,,,,,,,,,,,CBC_P025,002,1,1,1,0.8,2023-04-04_13h52.48.528,TV_prob,2022.1.1,60.00837716949447,
