trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,2.3725274662429303,1.75396267962373,376.83974280000075,None,376.83974280000075,None,376.83974280000075,None,378.6228291999996,380.6230658000004,378.6229218200002,380.6230658000004,380.6230658000004,None,z,1,1.1159822999998141,378.6228291999996,None,378.6228291999996,None,378.6228291999996,None,None,378.6228291999996,None,1,1,0.8275862068965517,383.029114500001,None,383.029114500001,None,383.029114500001,None,None,383.029114500001,None,,,,,,,,,,,,,,,,,,CBC_P019,001,set3,set1,1,0.9,2023-03-31_17h14.34.139,AV_prob,2022.1.1,59.912312340008604,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0.5,2.74209998091573,2.50277407648956,385.02318709999963,None,385.02318709999963,None,385.02318709999963,None,387.5547026000004,389.55621729999984,387.55616171999975,389.55621729999984,389.55621729999984,None,b,1,1.3257252000003064,387.5547026000004,None,387.5547026000004,None,387.5547026000004,None,None,387.5547026000004,None,1,0,0.8333333333333334,392.3282256000002,None,392.3282256000002,None,392.3282256000002,None,None,392.3282256000002,None,,,,,,,,,,,,,,,,,,CBC_P019,001,set3,set1,1,0.9,2023-03-31_17h14.34.139,AV_prob,2022.1.1,59.912312340008604,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0.5,2.11780998338946,2.96222466864387,394.3234367999994,None,394.3234367999994,None,394.3234367999994,None,397.3036828000004,399.3062186999996,397.3058822199997,399.3062186999996,399.3062186999996,None,b,1,0.8806092999984685,397.3036828000004,401.4229529999993,397.3036828000004,401.4229529999993,397.3036828000004,401.4229529999993,None,397.3036828000004,401.4229529999993,1,0,0.8387096774193549,401.46195160000025,None,401.46195160000025,None,401.46195160000025,None,None,401.46195160000025,None,,,,,,,,,,,,,,,,,,CBC_P019,001,set3,set1,1,0.9,2023-03-31_17h14.34.139,AV_prob,2022.1.1,59.912312340008604,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.15,3.04482772403364,3.27418780206312,403.4561002999999,None,403.4561002999999,None,403.4561002999999,None,406.75257559999955,408.7563725,406.75618262000137,None,408.7563725,None,z,1,1.1749313999989681,406.75257559999955,None,406.75257559999955,None,406.75257559999955,None,None,406.75257559999955,None,1,1,0.84375,411.82368680000036,None,411.82368680000036,None,411.82368680000036,None,None,411.82368680000036,None,,,,,,,,,,,,,,,,,,CBC_P019,001,set3,set1,1,0.9,2023-03-31_17h14.34.139,AV_prob,2022.1.1,59.912312340008604,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,3.88444949943153,1.53162701008885,413.8229907999994,None,413.8229907999994,None,413.8229907999994,None,415.3713602000007,417.3730907999998,415.3729163200002,417.3730907999998,417.3730907999998,None,b,0,1.1279350999993767,415.3713602000007,421.25620920000074,415.3713602000007,421.25620920000074,415.3713602000007,421.25620920000074,None,415.3713602000007,421.25620920000074,0,0,0.8181818181818182,421.29041529999995,None,421.29041529999995,None,421.29041529999995,None,None,421.29041529999995,None,,,,,,,,,,,,,,,,,,CBC_P019,001,set3,set1,1,0.9,2023-03-31_17h14.34.139,AV_prob,2022.1.1,59.912312340008604,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,4.30975216432768,1.29306073609301,423.2897475999998,None,423.2897475999998,None,423.2897475999998,None,424.60729530000026,426.60648609999953,424.6063779200009,None,426.60648609999953,None,z,1,1.3728289999980916,424.60729530000026,None,424.60729530000026,None,424.60729530000026,None,None,424.60729530000026,None,1,1,0.8235294117647058,430.94353000000046,None,430.94353000000046,None,430.94353000000046,None,None,430.94353000000046,None,,,,,,,,,,,,,,,,,,CBC_P019,001,set3,set1,1,0.9,2023-03-31_17h14.34.139,AV_prob,2022.1.1,59.912312340008604,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,2.24205805775432,3.27666037293199,432.93961239999953,None,432.93961239999953,None,432.93961239999953,None,436.2379772000004,438.2399889999997,436.23995202000117,438.2399889999997,438.2399889999997,None,b,1,2.012251099999048,436.2379772000004,None,436.2379772000004,None,436.2379772000004,None,None,436.2379772000004,None,1,1,0.8285714285714286,440.5086088999997,None,440.5086088999997,None,440.5086088999997,None,None,440.5086088999997,None,,,,,,,,,,,,,,,,,,CBC_P019,001,set3,set1,1,0.9,2023-03-31_17h14.34.139,AV_prob,2022.1.1,59.912312340008604,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.15,2.23248806235745,2.23299083390853,442.5065128999995,None,442.5065128999995,None,442.5065128999995,None,444.75462010000047,446.7569980999997,444.75640582000017,446.7569980999997,446.7569980999997,None,z,1,0.9076382000002923,444.75462010000047,None,444.75462010000047,None,444.75462010000047,None,None,444.75462010000047,None,1,1,0.8333333333333334,449.0065659000011,None,449.0065659000011,None,449.0065659000011,None,None,449.0065659000011,None,,,,,,,,,,,,,,,,,,CBC_P019,001,set3,set1,1,0.9,2023-03-31_17h14.34.139,AV_prob,2022.1.1,59.912312340008604,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,3.95666246474662,3.26446861731854,451.0064034999996,None,451.0064034999996,None,451.0064034999996,None,454.28795549999995,456.2900112999996,454.28980981999996,456.2900112999996,456.2900112999996,None,z,0,1.573278500000015,454.28795549999995,None,454.28795549999995,None,454.28795549999995,None,None,454.28795549999995,None,0,0,0.8108108108108109,460.2763895999997,None,460.2763895999997,None,460.2763895999997,None,None,460.2763895999997,None,,,,,,,,,,,,,,,,,,CBC_P019,001,set3,set1,1,0.9,2023-03-31_17h14.34.139,AV_prob,2022.1.1,59.912312340008604,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,3.50182449656669,1.41191114387976,462.2731727999999,None,462.2731727999999,None,462.2731727999999,None,463.7079852000006,465.7236130000001,463.70649212000137,None,465.70667850000063,None,z,1,1.0277833999989525,463.7079852000006,None,463.7079852000006,None,463.7079852000006,None,None,463.7079852000006,None,1,1,0.8157894736842105,469.244380600001,None,469.244380600001,None,469.244380600001,None,None,469.244380600001,None,,,,,,,,,,,,,,,,,,CBC_P019,001,set3,set1,1,0.9,2023-03-31_17h14.34.139,AV_prob,2022.1.1,59.912312340008604,
38,0,38,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,2.94912276105146,2.78012240036799,471.23996950000037,None,471.23996950000037,None,471.23996950000037,None,474.04328800000076,476.0568543999998,474.0399865200012,476.0401944000005,476.0401944000005,478.9901891999998,b,0,1.2192592000010336,474.04328800000076,None,474.04328800000076,None,474.04328800000076,None,None,474.04328800000076,None,0,0,0.7948717948717948,479.0296681,None,479.0296681,None,479.0296681,None,None,479.0296681,None,,,,,,,,,,,,,,,,,,CBC_P019,001,set3,set1,1,0.9,2023-03-31_17h14.34.139,AV_prob,2022.1.1,59.912312340008604,
39,0,39,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,2.0845750455934002,2.07121332922762,481.0233547000007,None,481.0233547000007,None,481.0233547000007,None,483.1204493000005,485.12356080000063,483.12320732000046,485.12356080000063,485.12356080000063,None,b,1,0.9721609999996872,483.1204493000005,487.2070452000007,483.1204493000005,487.2070452000007,483.1204493000005,487.2070452000007,None,483.1204493000005,487.2070452000007,1,1,0.8,487.24689860000035,None,487.24689860000035,None,487.24689860000035,None,None,487.24689860000035,None,,,,,,,,,,,,,,,,,,CBC_P019,001,set3,set1,1,0.9,2023-03-31_17h14.34.139,AV_prob,2022.1.1,59.912312340008604,
40,0,40,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,1.887650177272661,1.37809841776001,489.2401933000001,None,489.2401933000001,None,489.2401933000001,None,490.6423070000001,492.65693140000076,490.6400843200005,492.6401201000008,492.6401201000008,None,b,1,2.5184257999990223,490.6423070000001,None,490.6423070000001,None,490.6423070000001,None,None,490.6423070000001,None,1,1,0.8048780487804879,494.56115750000026,None,494.56115750000026,None,494.56115750000026,None,None,494.56115750000026,None,,,,,,,,,,,,,,,,,,CBC_P019,001,set3,set1,1,0.9,2023-03-31_17h14.34.139,AV_prob,2022.1.1,59.912312340008604,
41,0,41,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,1.326293484834196,3.38809030570968,496.5571123999998,None,496.5571123999998,None,496.5571123999998,None,499.9720722000002,501.9735030000011,499.9740230200001,501.9735030000011,501.9735030000011,None,b,1,1.2962901999999303,499.9720722000002,None,499.9720722000002,None,499.9720722000002,None,None,499.9720722000002,None,1,1,0.8095238095238095,503.3248273999998,None,503.3248273999998,None,503.3248273999998,None,None,503.3248273999998,None,,,,,,,,,,,,,,,,,,CBC_P019,001,set3,set1,1,0.9,2023-03-31_17h14.34.139,AV_prob,2022.1.1,59.912312340008604,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.3236195999998,None,510.32356360000085,None,510.32356360000085,None,None,510.32356360000085,None,,,,,,,,,CBC_P019,001,set3,set1,1,0.9,2023-03-31_17h14.34.139,AV_prob,2022.1.1,59.912312340008604,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,b,z,2,2,0.8571428571428571,0.7857142857142857,0.7857142857142859,,,,,,,,,,,
