trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_11.started,fixationCross_11.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_6.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [1-4],FB probability,date,expName,psychopyVersion,frameRate,
,,,,119.18300719999752,None,119.18300719999752,None,z,1.0781848000005994,119.37347669999872,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,001,set1,set4,3,0.8,2023-03-17_14h16.00.846,AV_prob,2022.1.1,60.110531244570716,
,,,,,,,,,,,,120.47265089999928,None,t,73.72584959999949,120.47265089999928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P007,001,set1,set4,3,0.8,2023-03-17_14h16.00.846,AV_prob,2022.1.1,60.110531244570716,
0,0,0,0,,,,,,,,,,,,,,,194.2232183999986,None,194.2232183999986,None,194.2232183999986,None,0,2,0,1,0.35,3.30975216432768,2.7570014520733,195.12618989999828,None,195.12618989999828,None,195.12618989999828,None,197.98476179999852,200.0565996999976,197.98981670000103,None,200.04020359999777,201.03994819999934,201.03994819999934,204.3568411999986,b,1,1.19102600000042,197.98476179999852,None,197.98476179999852,None,197.98476179999852,None,None,197.98476179999852,204.30686240000068,1,1,1.0,204.46394370000053,None,204.46394370000053,None,204.46394370000053,None,None,204.46394370000053,None,,,,,,,,,,,,,,,,,,,CBC_P007,001,set1,set4,3,0.8,2023-03-17_14h16.00.846,AV_prob,2022.1.1,60.110531244570716,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0.5,0.556335756354144,2.5736109380813,206.38997249999738,None,206.38997249999738,None,206.38997249999738,None,209.09614959999817,211.1731190999999,209.09052359999987,None,211.15644619999875,212.15649589999884,212.15649589999884,None,b,0,2.461847400001716,209.09614959999817,None,209.09614959999817,None,209.09614959999817,None,None,209.09614959999817,212.6555754000001,0,1,0.5,212.72475959999792,None,212.72475959999792,None,212.72475959999792,None,None,212.72475959999792,None,,,,,,,,,,,,,,,,,,,CBC_P007,001,set1,set4,3,0.8,2023-03-17_14h16.00.846,AV_prob,2022.1.1,60.110531244570716,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,1.23248806235745,2.10833202116216,214.73971320000055,None,214.73971320000055,None,214.73971320000055,None,216.8901709999991,218.9565713999982,216.88988639999843,None,218.9565713999982,219.9572272000005,219.9572272000005,None,z,1,2.465865700003633,216.8901709999991,None,216.8901709999991,None,216.8901709999991,None,None,216.8901709999991,221.12343150000015,1,1,0.6666666666666666,221.2105085000003,None,221.2105085000003,None,221.2105085000003,None,None,221.2105085000003,None,,,,,,,,,,,,,,,,,,,CBC_P007,001,set1,set4,3,0.8,2023-03-17_14h16.00.846,AV_prob,2022.1.1,60.110531244570716,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,1.0845750455934,0.977134614530179,223.20648710000023,None,223.20648710000023,None,223.20648710000023,None,224.20933629999854,226.28998219999994,224.20679639999798,None,226.2731610999981,227.27323459999752,227.27323459999752,228.3568708999992,b,0,1.9429175000004761,224.20933629999854,None,224.20933629999854,None,224.20933629999854,None,None,224.20933629999854,228.30675549999796,0,0,0.5,228.42315640000015,None,228.42315640000015,None,228.42315640000015,None,None,228.42315640000015,None,,,,,,,,,,,,,,,,,,,CBC_P007,001,set1,set4,3,0.8,2023-03-17_14h16.00.846,AV_prob,2022.1.1,60.110531244570716,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0.5,1.27860294189526,1.73294357419019,230.3896449999993,None,230.3896449999993,None,230.3896449999993,None,232.1377637000005,234.20666209999763,232.14009989999977,None,234.20666209999763,235.2065853999993,235.2065853999993,None,b,0,2.174557400001504,232.1377637000005,None,232.1377637000005,None,232.1377637000005,None,None,232.1377637000005,236.42363660000046,0,1,0.4,236.50950620000003,None,236.50950620000003,None,236.50950620000003,None,None,236.50950620000003,None,,,,,,,,,,,,,,,,,,,CBC_P007,001,set1,set4,3,0.8,2023-03-17_14h16.00.846,AV_prob,2022.1.1,60.110531244570716,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,3.21669271035117,1.29306073609301,238.50667899999826,None,238.50667899999826,None,238.50667899999826,None,239.85306219999984,241.92312469999888,239.8568125999991,None,241.90674579999904,242.90661360000013,242.90661360000013,246.12324609999996,b,1,1.3250148000006448,239.85306219999984,None,239.85306219999984,None,239.85306219999984,None,None,239.85306219999984,246.07289209999726,1,1,0.5,246.16491469999892,None,246.16491469999892,None,246.16491469999892,None,None,246.16491469999892,None,,,,,,,,,,,,,,,,,,,CBC_P007,001,set1,set4,3,0.8,2023-03-17_14h16.00.846,AV_prob,2022.1.1,60.110531244570716,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,3.19624908154748,1.84422310959985,248.1557111000002,None,248.1557111000002,None,248.1557111000002,None,250.02296410000054,252.08986709999954,250.0232974999999,None,252.08986709999954,253.0901015999989,253.0901015999989,None,b,1,2.2065909000011743,250.02296410000054,None,250.02296410000054,None,250.02296410000054,None,None,250.02296410000054,256.22241589999976,1,1,0.5714285714285714,256.29238199999963,None,256.29238199999963,None,256.29238199999963,None,None,256.29238199999963,None,,,,,,,,,,,,,,,,,,,CBC_P007,001,set1,set4,3,0.8,2023-03-17_14h16.00.846,AV_prob,2022.1.1,60.110531244570716,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,1.91771467486041,2.68488128149974,258.30654270000014,None,258.30654270000014,None,258.30654270000014,None,261.0095364999979,263.0899884999999,261.0227596000004,None,263.0571859999982,264.0565820999982,264.0565820999982,265.97343360000013,z,0,1.0671093000019027,261.0095364999979,None,261.0095364999979,None,261.0095364999979,None,None,261.0095364999979,265.940101199998,0,0,0.5,266.03065069999866,None,266.03065069999866,None,266.03065069999866,None,None,266.03065069999866,None,,,,,,,,,,,,,,,,,,,CBC_P007,001,set1,set4,3,0.8,2023-03-17_14h16.00.846,AV_prob,2022.1.1,60.110531244570716,
