trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_11.started,fixationCross_11.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_6.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [1-4],FB probability,date,expName,psychopyVersion,frameRate,
,,,,416.17583039999954,None,416.17583039999954,None,z,1.4502586999988125,416.37020589999884,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P009,001,set2,set4,0,0.9,2023-03-17_16h27.01.985,AV_prob,2022.1.1,60.12224054025417,
,,,,,,,,,,,,417.83705869999903,None,t,72.96785239999735,417.83705869999903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P009,001,set2,set4,0,0.9,2023-03-17_16h27.01.985,AV_prob,2022.1.1,60.12224054025417,
0,0,0,0,,,,,,,,,,,,,,,490.8367158000001,None,490.8367158000001,None,490.8367158000001,None,0,2,0,1,0.35,2.58943852196035,2.07121332922762,491.73676010000054,None,491.73676010000054,None,491.73676010000054,None,493.8708398999988,495.93691240000044,493.8698003199999,None,495.93691240000044,496.93680160000076,496.93680160000076,None,b,0,1.9591261999994458,493.8708398999988,None,493.8708398999988,None,493.8708398999988,None,None,493.8708398999988,499.4698141999979,0,0,0.0,499.5936273999978,None,499.5936273999978,None,499.5936273999978,None,None,499.5936273999978,None,,,,,,,,,,,,,,,,,,,CBC_P009,001,set2,set4,0,0.9,2023-03-17_16h27.01.985,AV_prob,2022.1.1,60.12224054025417,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,1.24205805775432,2.5736109380813,501.63686959999905,None,501.63686959999905,None,501.63686959999905,None,504.2524001999991,506.3200152999998,504.25340824000017,None,506.3200152999998,507.32012119999854,507.32012119999854,None,b,1,1.1479221000008692,504.2524001999991,None,504.2524001999991,None,504.2524001999991,None,None,504.2524001999991,508.50309109999944,1,1,0.5,508.60479829999895,None,508.60479829999895,None,508.60479829999895,None,None,508.60479829999895,None,,,,,,,,,,,,,,,,,,,CBC_P009,001,set2,set4,0,0.9,2023-03-17_16h27.01.985,AV_prob,2022.1.1,60.12224054025417,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,0.556335756354144,2.96222466864387,510.66996500000096,None,510.66996500000096,None,510.66996500000096,None,513.6698386999997,515.7368274,513.6703405399988,None,515.7368274,516.7369118999995,516.7369118999995,None,b,1,1.2519384999977774,513.6698386999997,None,513.6698386999997,None,513.6698386999997,None,None,513.6698386999997,517.2367298999998,1,1,0.6666666666666666,517.3187001000006,None,517.3187001000006,None,517.3187001000006,None,None,517.3187001000006,None,,,,,,,,,,,,,,,,,,,CBC_P009,001,set2,set4,0,0.9,2023-03-17_16h27.01.985,AV_prob,2022.1.1,60.12224054025417,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,0.595506577165096,3.27666037293199,519.4032536999985,None,519.4032536999985,None,519.4032536999985,None,522.7045263,524.7700250999987,522.7035766599997,None,524.7700250999987,525.7702437999978,525.7702437999978,None,b,1,0.9543541999992158,522.7045263,None,522.7045263,None,522.7045263,None,None,522.7045263,526.3033432999982,1,1,0.75,526.3844242999985,None,526.3844242999985,None,526.3844242999985,None,None,526.3844242999985,None,,,,,,,,,,,,,,,,,,,CBC_P009,001,set2,set4,0,0.9,2023-03-17_16h27.01.985,AV_prob,2022.1.1,60.12224054025417,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0.5,0.61058168492306,2.68488128149974,528.4699746999977,None,528.4699746999977,None,528.4699746999977,None,531.1863980999988,533.253405200001,531.1866342599983,None,533.253405200001,534.253516599998,534.253516599998,None,b,1,0.8575701000008848,531.1863980999988,None,531.1863980999988,None,531.1863980999988,None,None,531.1863980999988,534.8036432999979,1,1,0.8,534.8884789999975,None,534.8884789999975,None,534.8884789999975,None,None,534.8884789999975,None,,,,,,,,,,,,,,,,,,,CBC_P009,001,set2,set4,0,0.9,2023-03-17_16h27.01.985,AV_prob,2022.1.1,60.12224054025417,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,0.326293484834196,2.23299083390853,536.9696775999982,None,536.9696775999982,None,536.9696775999982,None,539.2232957999986,541.3034320000006,539.2201172599976,None,541.286750700001,542.2867411999978,542.2867411999978,None,z,1,1.1168437999986054,539.2232957999986,None,539.2232957999986,None,539.2232957999986,None,None,539.2232957999986,542.5536247999989,1,1,0.8333333333333334,542.6403919999975,None,542.6403919999975,None,542.6403919999975,None,None,542.6403919999975,None,,,,,,,,,,,,,,,,,,,CBC_P009,001,set2,set4,0,0.9,2023-03-17_16h27.01.985,AV_prob,2022.1.1,60.12224054025417,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.35,2.88444949943153,2.7570014520733,544.7201561000002,None,544.7201561000002,None,544.7201561000002,None,547.4922645000006,549.5701835,547.5035345599986,None,549.5534774999978,550.5533427999981,550.5533427999981,None,z,1,1.5494516999970074,547.4922645000006,None,547.4922645000006,None,547.4922645000006,None,None,547.4922645000006,553.3867165000011,1,1,0.8571428571428571,553.4726088999996,None,553.4726088999996,None,553.4726088999996,None,None,553.4726088999996,None,,,,,,,,,,,,,,,,,,,CBC_P009,001,set2,set4,0,0.9,2023-03-17_16h27.01.985,AV_prob,2022.1.1,60.12224054025417,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,3.33462955345931,0.789129602716002,555.5534564000009,None,555.5534564000009,None,555.5534564000009,None,556.367038299999,558.4368613000006,556.3703144599981,None,558.4368613000006,559.4369738999994,559.4369738999994,None,None,0,,556.367038299999,562.7703101000006,556.367038299999,562.7703101000006,556.367038299999,562.7703101000006,['z'],556.367038299999,562.7035792999995,0,3,0.75,562.8266194999997,None,562.8266194999997,None,562.8266194999997,None,None,562.8266194999997,None,[1.7198975999999675],,,,,,,,,,,,,,,,,,CBC_P009,001,set2,set4,0,0.9,2023-03-17_16h27.01.985,AV_prob,2022.1.1,60.12224054025417,
