trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_7.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [1-4 / 5-8],audio set [1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,2.74209998091573,1.41191114387976,342.81374940000023,None,342.81374940000023,None,342.81374940000023,None,344.2456686999999,346.2463668999999,344.24638588000005,346.2463668999999,346.2463668999999,None,b,1,1.6036259999996219,344.2456686999999,None,344.2456686999999,None,344.2456686999999,None,None,344.2456686999999,None,1,1,0.3793103448275862,349.0145428999999,None,349.0145428999999,None,349.0145428999999,None,None,349.0145428999999,None,,,,,,,,,,,,,,,,,,,CBC_P027,001,4,3,1,0.8,2023-04-05_14h07.04.127,AV_prob,2022.1.1,60.365586062303,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,1.326293484834196,0.971483558655564,351.01333890000024,None,351.01333890000024,None,351.01333890000024,None,352.01441179999983,354.02946250000014,352.01311987999986,354.01368030000003,354.01368030000003,None,z,1,1.5794928999998774,352.01441179999983,None,352.01441179999983,None,352.01441179999983,None,None,352.01441179999983,None,1,1,0.4,355.3667270000001,None,355.3667270000001,None,355.3667270000001,None,None,355.3667270000001,None,,,,,,,,,,,,,,,,,,,CBC_P027,001,4,3,1,0.8,2023-04-05_14h07.04.127,AV_prob,2022.1.1,60.365586062303,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,2.94912276105146,1.14263865585167,357.36280209999995,None,357.36280209999995,None,357.36280209999995,None,358.5280762000002,360.5297341999999,358.52976148000005,360.5297341999999,360.5297341999999,None,z,1,1.1586973999997099,358.5280762000002,None,358.5280762000002,None,358.5280762000002,None,None,358.5280762000002,None,1,1,0.41935483870967744,363.4984889000002,None,363.4984889000002,None,363.4984889000002,None,None,363.4984889000002,None,,,,,,,,,,,,,,,,,,,CBC_P027,001,4,3,1,0.8,2023-04-05_14h07.04.127,AV_prob,2022.1.1,60.365586062303,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.15,2.39750191607,1.55403782363402,365.49628930000017,None,365.49628930000017,None,365.49628930000017,None,367.07451089999995,369.079917,367.0793584800002,369.079917,369.06322690000025,371.4632139,b,1,1.2436420999997608,367.07451089999995,None,367.07451089999995,None,367.07451089999995,None,None,367.07451089999995,None,1,1,0.4375,371.5029647000001,None,371.5029647000001,None,371.5029647000001,None,None,371.5029647000001,None,,,,,,,,,,,,,,,,,,,CBC_P027,001,4,3,1,0.8,2023-04-05_14h07.04.127,AV_prob,2022.1.1,60.365586062303,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,3.58943852196035,1.08099245958022,373.49629649999997,None,373.49629649999997,None,373.49629649999997,None,374.59776009999996,376.6138139999998,374.5965018800001,376.59646729999986,376.59646729999986,None,b,1,1.6556841999995413,374.59776009999996,None,374.59776009999996,None,374.59776009999996,None,None,374.59776009999996,None,1,1,0.45454545454545453,380.2141302,None,380.2141302,None,380.2141302,None,None,380.2141302,None,,,,,,,,,,,,,,,,,,,CBC_P027,001,4,3,1,0.8,2023-04-05_14h07.04.127,AV_prob,2022.1.1,60.365586062303,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,1.595506577165096,1.08604824075189,382.21326850000014,None,382.21326850000014,None,382.21326850000014,None,383.3323866999999,385.3464924,383.3298800800002,385.3297938999999,385.3297938999999,None,b,1,1.4301402000000962,383.3323866999999,None,383.3323866999999,None,383.3323866999999,None,None,383.3323866999999,None,1,1,0.47058823529411764,386.9487454,None,386.9487454,None,386.9487454,None,None,386.9487454,None,,,,,,,,,,,,,,,,,,,CBC_P027,001,4,3,1,0.8,2023-04-05_14h07.04.127,AV_prob,2022.1.1,60.365586062303,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,2.3725274662429303,2.12802719374523,388.9463300000002,None,388.9463300000002,None,388.9463300000002,None,391.09060580000005,393.09626000000026,391.0962406799998,None,393.0796888,None,z,1,2.471996699999636,391.09060580000005,None,391.09060580000005,None,391.09060580000005,None,None,391.09060580000005,None,1,1,0.4857142857142857,395.4834185999998,None,395.4834185999998,None,395.4834185999998,None,None,395.4834185999998,None,,,,,,,,,,,,,,,,,,,CBC_P027,001,4,3,1,0.8,2023-04-05_14h07.04.127,AV_prob,2022.1.1,60.365586062303,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.15,1.2199655720291709,2.23299083390853,397.47955219999994,None,397.47955219999994,None,397.47955219999994,None,399.72932679999985,401.73019460000023,399.72977118000006,401.73019460000023,401.73019460000023,None,b,1,2.779138899999907,399.72932679999985,None,399.72932679999985,None,399.72932679999985,None,None,399.72932679999985,None,1,1,0.5,402.9814322999996,None,402.9814322999996,None,402.9814322999996,None,None,402.9814322999996,None,,,,,,,,,,,,,,,,,,,CBC_P027,001,4,3,1,0.8,2023-04-05_14h07.04.127,AV_prob,2022.1.1,60.365586062303,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,1.6105816849230599,2.23439856631263,404.9798152999997,None,404.9798152999997,None,404.9798152999997,None,407.22880360000045,409.2303968000001,407.23038787999974,None,409.2303968000001,None,z,1,2.8306110000003173,407.22880360000045,None,407.22880360000045,None,407.22880360000045,None,None,407.22880360000045,None,1,1,0.5135135135135135,410.8682401000001,None,410.8682401000001,None,410.8682401000001,None,None,410.8682401000001,None,,,,,,,,,,,,,,,,,,,CBC_P027,001,4,3,1,0.8,2023-04-05_14h07.04.127,AV_prob,2022.1.1,60.365586062303,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,3.62250581484608,1.73294357419019,412.86328470000035,None,412.86328470000035,None,412.86328470000035,None,414.6125890999997,416.6140062999998,414.6132858799996,416.6140062999998,416.6140062999998,None,b,1,1.8337464999995063,414.6125890999997,None,414.6125890999997,None,414.6125890999997,None,None,414.6125890999997,None,1,1,0.5263157894736842,420.26870629999985,None,420.26870629999985,None,420.26870629999985,None,None,420.26870629999985,None,,,,,,,,,,,,,,,,,,,CBC_P027,001,4,3,1,0.8,2023-04-05_14h07.04.127,AV_prob,2022.1.1,60.365586062303,
38,0,38,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0.35,1.758742575863891,1.37809841776001,422.2631825000003,None,422.2631825000003,None,422.2631825000003,None,423.6606667000001,425.66328509999994,423.6633851800001,None,425.66328509999994,None,b,1,1.1124221000000034,423.6606667000001,None,423.6606667000001,None,423.6606667000001,None,None,423.6606667000001,None,1,0,0.5384615384615384,427.4531498000001,None,427.4531498000001,None,427.4531498000001,None,None,427.4531498000001,None,,,,,,,,,,,,,,,,,,,CBC_P027,001,4,3,1,0.8,2023-04-05_14h07.04.127,AV_prob,2022.1.1,60.365586062303,
39,0,39,0,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0.5,1.556335756354144,2.64870493261766,429.4464482999997,None,429.4464482999997,None,429.4464482999997,None,432.11255349999965,434.11324769999965,432.11318298000003,434.11324769999965,434.11324769999965,None,z,1,1.1767033999994965,432.11255349999965,None,432.11255349999965,None,432.11255349999965,None,None,432.11255349999965,None,1,0,0.55,435.69395510000004,None,435.69395510000004,None,435.69395510000004,None,None,435.69395510000004,None,,,,,,,,,,,,,,,,,,,CBC_P027,001,4,3,1,0.8,2023-04-05_14h07.04.127,AV_prob,2022.1.1,60.365586062303,
40,0,40,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0.5,1.543156518078604,1.44889042899439,437.6965887000001,None,437.6965887000001,None,437.6965887000001,None,439.1641918999999,441.16341520000014,439.16351987999985,441.16341520000014,441.16341520000014,None,b,0,2.942092899999807,439.1641918999999,None,439.1641918999999,None,439.1641918999999,None,None,439.1641918999999,None,0,1,0.5365853658536586,442.7321042999997,None,442.7321042999997,None,442.7321042999997,None,None,442.7321042999997,None,,,,,,,,,,,,,,,,,,,CBC_P027,001,4,3,1,0.8,2023-04-05_14h07.04.127,AV_prob,2022.1.1,60.365586062303,
41,0,41,0,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0.5,2.0784833561945097,2.49579389304826,444.7302000000004,None,444.7302000000004,None,444.7302000000004,None,447.2440671999998,449.2466386000001,447.2466475799996,449.2466386000001,449.2466386000001,None,z,1,1.172969600000215,447.2440671999998,None,447.2440671999998,None,447.2440671999998,None,None,447.2440671999998,None,1,0,0.5476190476190477,451.3513177,None,451.3513177,None,451.3513177,None,None,451.3513177,None,,,,,,,,,,,,,,,,,,,CBC_P027,001,4,3,1,0.8,2023-04-05_14h07.04.127,AV_prob,2022.1.1,60.365586062303,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.4647952,None,458.3472471,None,458.3472471,None,None,458.3472471,None,,,,,,,,,CBC_P027,001,4,3,1,0.8,2023-04-05_14h07.04.127,AV_prob,2022.1.1,60.365586062303,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,z,b,2,2,0.42857142857142855,0.28571428571428575,0.9285714285714286,,,,,,,,,,,
