trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,response.keys,allKeys.keys,response.rt,allKeys.rt,fixationCross_11.started,fixationCross_11.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,response2.keys,response2.started,response2.stopped,get_keys_8.keys,get_keys_8.started,get_keys_8.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,response2.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.durTactile,trials_runs.durVisual,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],tactile set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
,,,,32.76380540000173,None,32.76380540000173,None,space,3.5816558999995323,32.9628442000012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P031,002,set3,set1,2,0.8,2024-05-15_16h32.04.093,TV_prob,2022.1.1,60.034135409636704,
,,,,,,,,,,,,36.562665900000866,None,t,55.68500939999831,36.562665900000866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P031,002,set3,set1,2,0.8,2024-05-15_16h32.04.093,TV_prob,2022.1.1,60.034135409636704,
0,0,0,0,,,,,,,,,,,,,,,92.2785367000015,None,92.2785367000015,None,92.2785367000015,None,1,2,0,0,0.15,3.88444949943153,2.10833202116216,93.2765887000005,None,93.2765887000005,None,93.2765887000005,None,95.39614647000035,z,['z'],1.7498627999975724,[1.7498627999975724],97.88308990000041,None,97.88308990000041,None,97.88308990000041,None,None,97.88308990000041,None,None,97.88308990000041,None,z,1.7498627999975724,1,0,1.0,101.83911830000034,None,101.83911830000034,None,101.83911830000034,None,None,101.83911830000034,None,,,,,,,,,,,,,,,,,,,,,CBC_P031,002,set3,set1,2,0.8,2024-05-15_16h32.04.093,TV_prob,2022.1.1,60.034135409636704,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0.5,1.543156518078604,1.2479618399002,103.94328610000048,None,103.94328610000048,None,103.94328610000048,None,105.1952643700004,None,[],,,107.24321840000084,None,107.24321840000084,None,107.24321840000084,None,b,107.24321840000084,None,None,107.24321840000084,None,b,2.302587799998946,1,0,1.0,108.8292390000006,None,108.8292390000006,None,108.8292390000006,None,None,108.8292390000006,None,0.30258779999894614,,,,,,,,,,,,,,,,,,,,CBC_P031,002,set3,set1,2,0.8,2024-05-15_16h32.04.093,TV_prob,2022.1.1,60.034135409636704,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,1.671897605000652,1.55403782363402,110.90934440000092,None,110.90934440000092,None,110.90934440000092,None,112.46320067000106,z,['z'],1.1774884999977075,[1.1774884999977075],114.52069790000132,None,114.52069790000132,None,114.52069790000132,None,None,114.52069790000132,None,None,114.52069790000132,None,z,1.1774884999977075,0,0,0.6666666666666666,116.2283253000005,None,116.2283253000005,None,116.2283253000005,None,None,116.2283253000005,None,,,,,,,,,,,,,,,,,,,,,CBC_P031,002,set3,set1,2,0.8,2024-05-15_16h32.04.093,TV_prob,2022.1.1,60.034135409636704,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.15,1.8749846827473111,1.29306073609301,118.30598970000028,None,118.30598970000028,None,118.30598970000028,None,119.61309967000106,b,['b'],1.6088219999983266,[1.6088219999983266],121.67133640000065,None,121.67133640000065,None,121.67133640000065,None,None,121.67133640000065,None,None,121.67133640000065,None,b,1.6088219999983266,0,0,0.5,123.57885510000051,None,123.57885510000051,None,123.57885510000051,None,None,123.57885510000051,None,,,,,,,,,,,,,,,,,,,,,CBC_P031,002,set3,set1,2,0.8,2024-05-15_16h32.04.093,TV_prob,2022.1.1,60.034135409636704,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,2.11780998338946,1.08604824075189,125.63513250000142,None,125.63513250000142,None,125.63513250000142,None,126.72986237000059,None,[],,,128.78815150000082,None,128.78815150000082,None,128.78815150000082,None,b,128.78815150000082,None,None,128.78815150000082,None,b,2.772259199999098,0,0,0.4,130.9325516000008,None,130.9325516000008,None,130.9325516000008,None,None,130.9325516000008,None,0.7722591999990982,,,,,,,,,,,,,,,,,,,,CBC_P031,002,set3,set1,2,0.8,2024-05-15_16h32.04.093,TV_prob,2022.1.1,60.034135409636704,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,3.27810873521582,1.84422310959985,133.02988080000068,None,133.02988080000068,None,133.02988080000068,None,134.87988777000083,None,[],,,136.93716570000106,None,136.93716570000106,None,136.93716570000106,None,z,136.93716570000106,None,None,136.93716570000106,None,z,2.1501895999990666,0,0,0.3333333333333333,140.26122600000053,None,140.26122600000053,None,140.26122600000053,None,None,140.26122600000053,None,0.15018959999906656,,,,,,,,,,,,,,,,,,,,CBC_P031,002,set3,set1,2,0.8,2024-05-15_16h32.04.093,TV_prob,2022.1.1,60.034135409636704,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,1.595506577165096,1.91520730139263,142.34420500000124,None,142.34420500000124,None,142.34420500000124,None,144.26388557000047,None,[],,,146.32064810000156,None,146.32064810000156,None,146.32064810000156,None,b,146.32064810000156,None,None,146.32064810000156,None,b,2.41400209999847,1,1,0.42857142857142855,147.96387210000103,None,147.96387210000103,None,147.96387210000103,None,None,147.96387210000103,None,0.41400209999846993,,,,,,,,,,,,,,,,,,,,CBC_P031,002,set3,set1,2,0.8,2024-05-15_16h32.04.093,TV_prob,2022.1.1,60.034135409636704,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,1.556335756354144,0.971483558655564,150.0426862000004,None,150.0426862000004,None,150.0426862000004,None,151.02901047000142,z,['z'],1.0458176999982243,[1.0458176999982243],153.07930960000158,None,153.07930960000158,None,153.07930960000158,None,None,153.07930960000158,None,None,153.07930960000158,None,z,1.0458176999982243,1,1,0.5,154.67928460000076,None,154.67928460000076,None,154.67928460000076,None,None,154.67928460000076,None,,,,,,,,,,,,,,,,,,,,,CBC_P031,002,set3,set1,2,0.8,2024-05-15_16h32.04.093,TV_prob,2022.1.1,60.034135409636704,
