trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_11.started,fixationCross_11.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_6.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
,,,,32.51233280000088,None,32.51233280000088,None,b,3.3166439999986324,32.7028322999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P013,001,set3,set4,3,0.7,2023-03-24_16h50.28.064,AV_prob,2022.1.1,60.293702684669874,
,,,,,,,,,,,,36.05302920000031,None,t,58.558291700001064,36.05302920000031,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P013,001,set3,set4,3,0.7,2023-03-24_16h50.28.064,AV_prob,2022.1.1,60.293702684669874,
0,0,0,0,,,,,,,,,,,,,,,94.63641850000022,None,94.63641850000022,None,94.63641850000022,None,2,0,1,0,0.5,1.74209998091573,3.27418780206312,95.53649869999936,None,95.53649869999936,None,95.53649869999936,None,98.89776320000055,100.90285799999947,98.9022048200004,None,100.88654970000061,101.88680729999942,101.88680729999942,103.63637329999983,b,1,2.3675417999984347,98.89776320000055,None,98.89776320000055,None,98.89776320000055,None,None,98.89776320000055,None,1,0,1.0,103.7324693999999,None,103.7324693999999,None,103.7324693999999,None,None,103.7324693999999,None,,,,,,,,,,,,,,,,,,,CBC_P013,001,set3,set4,3,0.7,2023-03-24_16h50.28.064,AV_prob,2022.1.1,60.293702684669874,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,2.50182449656669,2.40738395932908,105.75290390000009,None,105.75290390000009,None,105.75290390000009,None,108.23127150000073,110.23649189999924,108.23640005000107,110.23649189999924,110.21980860000076,111.21973059999982,111.21973059999982,None,b,1,2.3070372000001953,108.23127150000073,None,108.23127150000073,None,108.23127150000073,None,None,108.23127150000073,None,1,1,1.0,113.77971570000045,None,113.77971570000045,None,113.77971570000045,None,None,113.77971570000045,None,,,,,,,,,,,,,,,,,,,CBC_P013,001,set3,set4,3,0.7,2023-03-24_16h50.28.064,AV_prob,2022.1.1,60.293702684669874,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.15,2.62250581484608,2.12802719374523,115.83631509999941,None,115.83631509999941,None,115.83631509999941,None,118.00993519999975,120.01966240000002,118.01955258000089,120.01966240000002,120.00313350000033,121.00303290000011,121.00303290000011,None,b,0,2.0339542999990954,118.00993519999975,None,118.00993519999975,None,118.00993519999975,None,None,118.00993519999975,None,0,0,0.6666666666666666,123.6558602999994,None,123.6558602999994,None,123.6558602999994,None,None,123.6558602999994,None,,,,,,,,,,,,,,,,,,,CBC_P013,001,set3,set4,3,0.7,2023-03-24_16h50.28.064,AV_prob,2022.1.1,60.293702684669874,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,2.88444949943153,3.38809030570968,125.73641959999986,None,125.73641959999986,None,125.73641959999986,None,129.19196919999922,131.20314320000034,129.18651108000086,131.18642940000063,131.18642940000063,132.18592510000053,132.18592510000053,135.069371900001,b,0,1.318665199998577,129.19196919999922,None,129.19196919999922,None,129.19196919999922,None,None,129.19196919999922,None,0,0,0.5,135.0897387999994,None,135.0897387999994,None,135.0897387999994,None,None,135.0897387999994,None,,,,,,,,,,,,,,,,,,,CBC_P013,001,set3,set4,3,0.7,2023-03-24_16h50.28.064,AV_prob,2022.1.1,60.293702684669874,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0.35,3.30975216432768,1.88377296598415,137.16975230000025,None,137.16975230000025,None,137.16975230000025,None,139.07054219999918,141.0699072999996,139.06983113999922,141.0699072999996,141.0699072999996,142.07042460000048,142.07042460000048,None,z,1,2.1922985000001063,139.07054219999918,None,139.07054219999918,None,139.07054219999918,None,None,139.07054219999918,None,1,0,0.6,145.40806220000013,None,145.40806220000013,None,145.40806220000013,None,None,145.40806220000013,None,,,,,,,,,,,,,,,,,,,CBC_P013,001,set3,set4,3,0.7,2023-03-24_16h50.28.064,AV_prob,2022.1.1,60.293702684669874,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,0.671897605000652,2.07121332922762,147.48662420000073,None,147.48662420000073,None,147.48662420000073,None,149.5880589999997,151.60316050000074,149.58661263999966,None,151.58663680000063,152.5857644000007,152.5857644000007,None,b,0,2.657215199998973,149.5880589999997,None,149.5880589999997,None,149.5880589999997,None,None,149.5880589999997,None,0,0,0.5,153.2909997000006,None,153.2909997000006,None,153.2909997000006,None,None,153.2909997000006,None,,,,,,,,,,,,,,,,,,,CBC_P013,001,set3,set4,3,0.7,2023-03-24_16h50.28.064,AV_prob,2022.1.1,60.293702684669874,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,1.94912276105146,2.68488128149974,155.36941260000094,None,155.36941260000094,None,155.36941260000094,None,158.0706943999994,160.06992329999957,158.06941047000055,160.06992329999957,160.06992329999957,161.0704554999993,161.0704554999993,None,b,1,2.3175843999997596,158.0706943999994,None,158.0706943999994,None,158.0706943999994,None,None,158.0706943999994,None,1,1,0.5714285714285714,163.02406750000046,None,163.02406750000046,None,163.02406750000046,None,None,163.02406750000046,None,,,,,,,,,,,,,,,,,,,CBC_P013,001,set3,set4,3,0.7,2023-03-24_16h50.28.064,AV_prob,2022.1.1,60.293702684669874,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,0.595506577165096,0.971483558655564,165.1034208000001,None,165.1034208000001,None,165.1034208000001,None,166.1017726000009,168.10274989999925,166.1037502399995,None,168.10274989999925,169.10321900000054,169.10321900000054,None,b,1,2.4664446000006137,166.1017726000009,None,166.1017726000009,None,166.1017726000009,None,None,166.1017726000009,None,1,1,0.625,169.7195799000001,None,169.7195799000001,None,169.7195799000001,None,None,169.7195799000001,None,,,,,,,,,,,,,,,,,,,CBC_P013,001,set3,set4,3,0.7,2023-03-24_16h50.28.064,AV_prob,2022.1.1,60.293702684669874,
