trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_6.rt,get_keys_7.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,3.95666246474662,0.789129602716002,147.53880760000175,None,147.53880760000175,None,147.53880760000175,None,148.35324300000138,150.35561909999888,148.35553732000045,150.35561909999888,150.35561909999888,None,z,1,1.1455000999994809,148.35324300000138,None,148.35324300000138,None,148.35324300000138,None,None,148.35324300000138,None,1,1,1.0,154.3398898000014,None,154.3398898000014,None,154.3398898000014,None,None,154.3398898000014,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0.5,4.30975216432768,1.08604824075189,156.33870079999906,None,156.33870079999906,None,156.33870079999906,None,157.45630050000182,159.45565210000132,157.45566722000223,159.45565210000132,159.45565210000132,None,z,1,1.1314845999986574,157.45630050000182,None,157.45630050000182,None,157.45630050000182,None,None,157.45630050000182,None,1,0,1.0,163.79121600000144,None,163.79121600000144,None,163.79121600000144,None,None,163.79121600000144,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0.35,2.94912276105146,2.10833202116216,165.78880729999946,None,165.78880729999946,None,165.78880729999946,None,167.92033110000193,169.92243059999964,167.92295762000214,169.92243059999964,169.92243059999964,None,b,1,2.350198399999499,167.92033110000193,None,167.92033110000193,None,167.92033110000193,None,None,167.92033110000193,None,1,0,1.0,172.89299910000045,None,172.89299910000045,None,172.89299910000045,None,None,172.89299910000045,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0.35,2.0889201672230797,2.3497497577282,174.88892660000056,None,174.88892660000056,None,174.88892660000056,None,177.2577951000021,179.27203360000203,177.25578302000287,179.25498230000085,179.25498230000085,None,b,1,2.088574500001414,177.2577951000021,None,177.2577951000021,None,177.2577951000021,None,None,177.2577951000021,None,1,0,1.0,181.37337950000074,None,181.37337950000074,None,181.37337950000074,None,None,181.37337950000074,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0.5,1.671897605000652,2.29713937746779,183.37252330000047,None,183.37252330000047,None,183.37252330000047,None,185.68818549999924,187.68925239999953,185.68923722000255,187.68925239999953,187.68925239999953,None,z,1,2.365214900000865,185.68818549999924,None,185.68818549999924,None,185.68818549999924,None,None,185.68818549999924,None,1,0,1.0,189.38869970000087,None,189.38869970000087,None,189.38869970000087,None,None,189.38869970000087,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.15,3.47854712582944,2.49579389304826,191.38929780000035,None,191.38929780000035,None,191.38929780000035,None,193.90705760000128,195.9226110999989,193.90591302000104,195.90567410000222,195.90567410000222,None,b,1,2.4275104999978794,193.90705760000128,None,193.90705760000128,None,193.90705760000128,None,None,193.90705760000128,None,1,1,1.0,199.40633829999933,None,199.40633829999933,None,199.40633829999933,None,None,199.40633829999933,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.15,4.21669271035117,1.29306073609301,201.4057623000008,None,201.4057623000008,None,201.4057623000008,None,202.70687399999952,204.70592960000067,202.70497796000237,204.70592960000067,204.70592960000067,208.92265720000069,b,1,1.691581800001586,202.70687399999952,None,202.70687399999952,None,202.70687399999952,None,None,202.70687399999952,None,1,1,1.0,208.96207520000098,None,208.96207520000098,None,208.96207520000098,None,None,208.96207520000098,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.15,4.26803291533611,1.48342455087402,210.95665110000118,None,210.95665110000118,None,210.95665110000118,None,212.45544430000155,214.45597550000093,212.4559397199999,214.45597550000093,214.45597550000093,None,z,0,1.4815285000004224,212.45544430000155,218.72276740000234,212.45544430000155,218.72276740000234,212.45544430000155,218.72276740000234,None,212.45544430000155,218.72276740000234,0,0,0.9375,218.76321879999887,None,218.76321879999887,None,218.76321879999887,None,None,218.76321879999887,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,2.67601812978374,2.64870493261766,220.75665020000088,None,220.75665020000088,None,220.75665020000088,None,223.42441150000013,225.4384482000023,223.42278892000178,225.42209210000146,225.42209210000146,None,z,1,2.3504175999987638,223.42441150000013,None,223.42441150000013,None,223.42441150000013,None,None,223.42441150000013,None,1,1,0.9411764705882353,228.1113974,None,228.1113974,None,228.1113974,None,None,228.1113974,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,3.04482772403364,1.55403782363402,230.1225704999997,None,230.1225704999997,None,230.1225704999997,None,231.70406790000197,233.7061386000023,231.70612542000237,233.7061386000023,233.7061386000023,None,z,1,1.5943013999967661,231.70406790000197,None,231.70406790000197,None,231.70406790000197,None,None,231.70406790000197,None,1,1,0.9444444444444444,236.7731057000019,None,236.7731057000019,None,236.7731057000019,None,None,236.7731057000019,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,3.88444949943153,1.44889042899439,238.77266109999982,None,238.77266109999982,None,238.77266109999982,None,240.23407009999937,242.2395389000012,240.2391850200009,None,242.22267420000207,None,None,0,,240.23407009999937,None,240.23407009999937,None,240.23407009999937,None,['b'],240.23407009999937,None,0,3,0.8947368421052632,246.12541359999886,None,246.12541359999886,None,246.12541359999886,None,['b'],246.12541359999886,None,[2.4390578999991703],[1.4503598000010243],,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,1.899747326335302,0.977134614530179,248.13947570000164,None,248.13947570000164,None,248.13947570000164,None,249.13936280000053,251.13857540000026,249.13962482000062,251.13857540000026,251.13857540000026,None,b,1,1.4030901000005542,249.13936280000053,None,249.13936280000053,None,249.13936280000053,None,None,249.13936280000053,None,1,1,0.9,253.05718720000004,None,253.05718720000004,None,253.05718720000004,None,None,253.05718720000004,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,2.11780998338946,3.27418780206312,255.05603990000236,None,255.05603990000236,None,255.05603990000236,None,258.3575760999993,260.3734872000023,258.3563394199998,260.35618030000114,260.35618030000114,262.4732982000023,z,1,1.3588516999989224,258.3575760999993,None,258.3575760999993,None,258.3575760999993,None,None,258.3575760999993,None,1,1,0.9047619047619048,262.4990633000016,None,262.4990633000016,None,262.4990633000016,None,None,262.4990633000016,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,1.556335756354144,2.5736109380813,264.50616509999963,None,264.50616509999963,None,264.50616509999963,None,267.10375470000145,269.10574350000024,267.1062835199998,269.10574350000024,269.10574350000024,None,b,1,1.3670710999977018,267.10375470000145,None,267.10375470000145,None,267.10375470000145,None,None,267.10375470000145,None,1,1,0.9090909090909091,270.6931571999994,None,270.6931571999994,None,270.6931571999994,None,None,270.6931571999994,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,3.62250581484608,3.27666037293199,272.6895301000004,None,272.6895301000004,None,272.6895301000004,None,275.9889733000018,277.98967750000156,275.98973592000107,277.98967750000156,277.98967750000156,None,z,1,2.0455947000009473,275.9889733000018,None,275.9889733000018,None,275.9889733000018,None,None,275.9889733000018,None,1,1,0.9130434782608695,281.6281254000023,None,281.6281254000023,None,281.6281254000023,None,None,281.6281254000023,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,2.74209998091573,3.26446861731854,283.6395804999993,None,283.6395804999993,None,283.6395804999993,None,286.908202300001,288.92300270000123,286.90634096000247,288.90639360000205,288.90639360000205,None,z,1,1.5674380999989808,286.908202300001,None,286.908202300001,None,286.908202300001,None,None,286.908202300001,None,1,1,0.9166666666666666,291.67812459999914,None,291.67812459999914,None,291.67812459999914,None,None,291.67812459999914,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0.35,1.758742575863891,1.91520730139263,293.6729078999997,None,293.6729078999997,None,293.6729078999997,None,295.60698720000073,297.6065086000017,295.60657502000026,297.6065086000017,297.6065086000017,None,b,1,2.412738700000773,295.60698720000073,None,295.60698720000073,None,295.60698720000073,None,None,295.60698720000073,None,1,0,0.92,299.39062009999907,None,299.39062009999907,None,299.39062009999907,None,None,299.39062009999907,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0.35,1.326293484834196,2.68488128149974,301.38981830000193,None,301.38981830000193,None,301.38981830000193,None,304.10781280000083,306.12314360000164,304.10675722000155,306.1064355000017,306.1064355000017,None,b,1,1.5445871000010811,304.10781280000083,None,304.10781280000083,None,304.10781280000083,None,None,304.10781280000083,None,1,0,0.9230769230769231,307.4432412000024,None,307.4432412000024,None,307.4432412000024,None,None,307.4432412000024,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,3.27810873521582,1.88377296598415,309.456379700001,None,309.456379700001,None,309.456379700001,None,311.35675510000146,313.3570122000019,311.3564993200023,313.3570122000019,313.3570122000019,None,z,1,2.0348425999982283,311.35675510000146,None,311.35675510000146,None,311.35675510000146,None,None,311.35675510000146,None,1,1,0.9259259259259259,316.66000279999935,None,316.66000279999935,None,316.66000279999935,None,None,316.66000279999935,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0.5,1.8749846827473111,3.38809030570968,318.65633349999916,None,318.65633349999916,None,318.65633349999916,None,322.07065720000173,324.0733590999989,322.0733544200018,324.0733590999989,324.0733590999989,None,z,1,1.3685628000021097,322.07065720000173,None,322.07065720000173,None,322.07065720000173,None,None,322.07065720000173,None,1,0,0.9285714285714286,325.9787247999993,None,325.9787247999993,None,325.9787247999993,None,None,325.9787247999993,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,1.887650177272661,1.75396267962373,327.97384500000044,None,327.97384500000044,None,327.97384500000044,None,329.75624700000117,331.7565863999989,329.7566471200014,331.7565863999989,331.7565863999989,None,z,1,1.647811400001956,329.75624700000117,None,329.75624700000117,None,329.75624700000117,None,None,329.75624700000117,None,1,1,0.9310344827586207,333.67816870000024,None,333.67816870000024,None,333.67816870000024,None,None,333.67816870000024,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.15,3.50182449656669,2.78012240036799,335.67309960000057,None,335.67309960000057,None,335.67309960000057,None,338.4730457000005,340.473256199999,338.4732835200018,340.473256199999,340.473256199999,None,b,1,1.2054274999973131,338.4730457000005,None,338.4730457000005,None,338.4730457000005,None,None,338.4730457000005,None,1,1,0.9333333333333333,344.0047770000019,None,344.0047770000019,None,344.0047770000019,None,None,344.0047770000019,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,2.3725274662429303,1.73294357419019,346.00658269999985,None,346.00658269999985,None,346.00658269999985,None,347.7582366000024,349.77387810000073,347.7569542200006,349.75659409999935,349.75659409999935,None,None,0,,347.7582366000024,None,347.7582366000024,None,347.7582366000024,None,['z'],347.7582366000024,None,0,3,0.9032258064516129,352.1585606000008,None,352.1585606000008,None,352.1585606000008,None,['z'],352.1585606000008,None,[1.382358099999692],[1.047933699999703],,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,3.86983191325091,2.50277407648956,354.15713750000214,None,354.15713750000214,None,354.15713750000214,None,356.69126270000197,358.6901876000011,356.6901748200005,None,358.6901876000011,None,z,1,1.237811299997702,356.69126270000197,None,356.69126270000197,None,356.69126270000197,None,None,356.69126270000197,None,1,1,0.90625,362.59393160000036,None,362.59393160000036,None,362.59393160000036,None,None,362.59393160000036,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,1.905730910449904,1.84422310959985,364.59013790000245,None,364.59013790000245,None,364.59013790000245,None,366.45966939999926,368.4736370999999,366.45700402000216,368.4570889000024,368.4570889000024,None,z,1,1.19506569999794,366.45966939999926,None,366.45966939999926,None,366.45966939999926,None,None,366.45966939999926,None,1,1,0.9090909090909091,370.38611390000005,None,370.38611390000005,None,370.38611390000005,None,None,370.38611390000005,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,2.0784833561945097,0.971483558655564,372.3902740000012,None,372.3902740000012,None,372.3902740000012,None,373.3866111999996,375.39058959999966,373.39006482000036,None,375.39058959999966,None,b,1,1.2552571999985958,373.3866111999996,None,373.3866111999996,None,373.3866111999996,None,None,373.3866111999996,None,1,1,0.9117647058823529,377.49547130000064,None,377.49547130000064,None,377.49547130000064,None,None,377.49547130000064,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0.35,2.91771467486041,2.23299083390853,379.4901267000023,None,379.4901267000023,None,379.4901267000023,None,381.7421748000015,383.7569230000008,381.74041532000115,None,383.7405800000015,None,b,1,1.3113625999976648,381.7421748000015,None,381.7421748000015,None,381.7421748000015,None,None,381.7421748000015,None,1,0,0.9142857142857143,386.6945321000021,None,386.6945321000021,None,386.6945321000021,None,None,386.6945321000021,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,1.595506577165096,2.07121332922762,388.6901833000011,None,388.6901833000011,None,388.6901833000011,None,390.78983080000035,392.79023830000006,390.7909723199998,392.79023830000006,392.79023830000006,None,b,1,1.2802645999981905,390.78983080000035,None,390.78983080000035,None,390.78983080000035,None,None,390.78983080000035,None,1,1,0.9166666666666666,394.4079974000015,None,394.4079974000015,None,394.4079974000015,None,None,394.4079974000015,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,1.543156518078604,2.96222466864387,396.4068518999993,None,396.4068518999993,None,396.4068518999993,None,399.3885365000024,401.39035570000124,399.39042292000227,401.39035570000124,401.39035570000124,None,z,1,1.4077072000000044,399.3885365000024,None,399.3885365000024,None,399.3885365000024,None,None,399.3885365000024,None,1,1,0.918918918918919,402.9539865000006,None,402.9539865000006,None,402.9539865000006,None,None,402.9539865000006,None,,,,,,,,,,,,,,,,,,,,CBC_P020,002,set3,set3,3,0.7,2023-03-31_18h19.39.958,AV_prob,2022.1.1,60.005964592891395,
