trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_11.started,fixationCross_11.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_6.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
,,,,34.029960400000164,None,34.029960400000164,None,z,1.2332968999990044,34.22785810000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P011,001,set2,set2,0,0.7,2023-03-24_14h55.10.281,AV_prob,2022.1.1,59.946575612069346,
,,,,,,,,,,,,35.47755789999974,None,t,65.80049979999967,35.47755789999974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P011,001,set2,set2,0,0.7,2023-03-24_14h55.10.281,AV_prob,2022.1.1,59.946575612069346,
0,0,0,0,,,,,,,,,,,,,,,101.3105859999996,None,101.3105859999996,None,101.3105859999996,None,0,1,0,1,0.35,0.109698721182561,1.29306073609301,102.21109890000025,None,102.21109890000025,None,102.21109890000025,None,103.55934400000024,105.56119339999987,103.56022549999962,105.56119339999987,105.56119339999987,106.56078720000005,106.56078720000005,None,z,0,2.466400999999678,103.55934400000024,None,103.55934400000024,None,103.55934400000024,None,None,103.55934400000024,None,0,0,0.0,106.7344680999995,None,106.7344680999995,None,106.7344680999995,None,None,106.7344680999995,None,,,,,,,,,,,,,,,,,,,CBC_P011,001,set2,set2,0,0.7,2023-03-24_14h55.10.281,AV_prob,2022.1.1,59.946575612069346,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,0.899747326335302,1.84422310959985,108.77664259999983,None,108.77664259999983,None,108.77664259999983,None,110.66851719999977,112.6777774000002,110.67781219999979,112.6777774000002,112.66106140000011,113.66042459999971,113.66042459999971,114.56103830000029,z,1,2.5844312999997783,110.66851719999977,None,110.66851719999977,None,110.66851719999977,None,None,110.66851719999977,None,1,1,0.5,114.61574829999972,None,114.61574829999972,None,114.61574829999972,None,None,114.61574829999972,None,,,,,,,,,,,,,,,,,,,CBC_P011,001,set2,set2,0,0.7,2023-03-24_14h55.10.281,AV_prob,2022.1.1,59.946575612069346,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0.5,1.20890463823153,2.50277407648956,116.67759969999952,None,116.67759969999952,None,116.67759969999952,None,119.2019236999995,121.21115329999975,119.21062479999964,121.21115329999975,121.19452459999957,122.1947209,122.1947209,None,z,1,2.332756099999642,119.2019236999995,None,119.2019236999995,None,119.2019236999995,None,None,119.2019236999995,None,1,0,0.6666666666666666,123.43386610000016,None,123.43386610000016,None,123.43386610000016,None,None,123.43386610000016,None,,,,,,,,,,,,,,,,,,,CBC_P011,001,set2,set2,0,0.7,2023-03-24_14h55.10.281,AV_prob,2022.1.1,59.946575612069346,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0.5,1.91771467486041,3.27666037293199,125.51089479999973,None,125.51089479999973,None,125.51089479999973,None,128.81149670000013,130.81117540000014,128.81127849999996,130.81117540000014,130.81117540000014,131.81029209999997,131.81029209999997,133.72798259999945,z,1,2.456527299999834,128.81149670000013,None,128.81149670000013,None,128.81149670000013,None,None,128.81149670000013,None,1,0,0.75,133.7661135999997,None,133.7661135999997,None,133.7661135999997,None,None,133.7661135999997,None,,,,,,,,,,,,,,,,,,,CBC_P011,001,set2,set2,0,0.7,2023-03-24_14h55.10.281,AV_prob,2022.1.1,59.946575612069346,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,2.86983191325091,2.96222466864387,135.84455789999993,None,135.84455789999993,None,135.84455789999993,None,138.83077669999966,140.84474080000018,138.82808259999968,140.82792400000017,140.82792400000017,141.82683649999944,141.82683649999944,None,z,1,2.571784800000387,138.83077669999966,None,138.83077669999966,None,138.83077669999966,None,None,138.83077669999966,None,1,1,0.8,144.7164028999996,None,144.7164028999996,None,144.7164028999996,None,None,144.7164028999996,None,,,,,,,,,,,,,,,,,,,CBC_P011,001,set2,set2,0,0.7,2023-03-24_14h55.10.281,AV_prob,2022.1.1,59.946575612069346,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,0.61058168492306,3.38809030570968,146.79440999999952,None,146.79440999999952,None,146.79440999999952,None,150.22718290000012,152.2272479000003,150.22817300000034,152.2272479000003,152.2272479000003,153.22814899999958,153.22814899999958,None,z,0,2.034270799999831,150.22718290000012,None,150.22718290000012,None,150.22718290000012,None,None,150.22718290000012,None,0,0,0.6666666666666666,153.86906110000018,None,153.86906110000018,None,153.86906110000018,None,None,153.86906110000018,None,,,,,,,,,,,,,,,,,,,CBC_P011,001,set2,set2,0,0.7,2023-03-24_14h55.10.281,AV_prob,2022.1.1,59.946575612069346,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,0.556335756354144,1.37809841776001,155.9444695000002,None,155.9444695000002,None,155.9444695000002,None,157.33238520000032,159.34459090000018,157.34389309999972,None,159.32800409999982,160.32802900000024,160.32802900000024,None,b,1,2.4967556999999942,157.33238520000032,None,157.33238520000032,None,157.33238520000032,None,None,157.33238520000032,None,1,1,0.7142857142857143,160.91592010000022,None,160.91592010000022,None,160.91592010000022,None,None,160.91592010000022,None,,,,,,,,,,,,,,,,,,,CBC_P011,001,set2,set2,0,0.7,2023-03-24_14h55.10.281,AV_prob,2022.1.1,59.946575612069346,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0.35,0.874984682747311,2.64870493261766,162.9946242999995,None,162.9946242999995,None,162.9946242999995,None,165.65733780000028,167.66037249999954,165.66118210000025,167.66037249999954,167.66037249999954,168.66113659999974,168.64475399999992,169.52796229999967,b,1,2.625840499998958,165.65733780000028,None,165.65733780000028,None,165.65733780000028,None,None,165.65733780000028,None,1,0,0.75,169.56879190000018,None,169.56879190000018,None,169.56879190000018,None,None,169.56879190000018,None,,,,,,,,,,,,,,,,,,,CBC_P011,001,set2,set2,0,0.7,2023-03-24_14h55.10.281,AV_prob,2022.1.1,59.946575612069346,
