trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,tactile.started,response.keys,allKeys.keys,fixationCross_11.started,fixationCross_11.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,response2.keys,response2.started,response2.stopped,get_keys_8.keys,get_keys_8.rt,get_keys_8.started,get_keys_8.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,response.rt,allKeys.rt,response2.rt,get_keys_7.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.durTactile,trials_runs.durVisual,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],tactile set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,2.2089046382315303,1.88377296598415,392.0315671000001,None,392.0315671000001,None,392.0315671000001,None,393.92019592,393.93671662,None,[],395.9267669000001,None,395.9267669000001,None,395.9267669000001,None,z,395.9267669000001,None,None,,395.9267669000001,None,z,3.187853600000153,0,0,0.5517241379310345,398.1392742999999,None,398.1392742999999,None,398.1392742999999,None,None,398.1392742999999,None,,,1.1878536000001532,,,,,,,,,,,,,,,,,,,,,CBC_P014,001,set3,set1,3,0.8,2023-03-29_15h27.38.049,TV_prob,2022.1.1,60.0013560306033,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.15,4.1766095715889495,2.50277407648956,400.14973469999995,None,400.14973469999995,None,400.14973469999995,None,402.6533107200001,402.67003041999993,b,['b'],404.65920589999996,None,404.65920589999996,None,404.65920589999996,None,None,404.65920589999996,None,None,,404.65920589999996,None,b,1.7621003000001565,0,0,0.5333333333333333,408.85637070000007,None,408.85637070000007,None,408.85637070000007,None,None,408.85637070000007,None,1.7621003000001565,[1.7621003000001565],,,,,,,,,,,,,,,,,,,,,,CBC_P014,001,set3,set1,3,0.8,2023-03-29_15h27.38.049,TV_prob,2022.1.1,60.0013560306033,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,3.04482772403364,1.37809841776001,410.8398913000001,None,410.8398913000001,None,410.8398913000001,None,412.22008442,412.23673242,None,[],414.2252845999999,None,414.2252845999999,None,414.2252845999999,None,b,414.2252845999999,None,None,,414.2252845999999,None,b,2.5009327000002486,1,1,0.5483870967741935,417.3044500000001,None,417.3044500000001,None,417.3044500000001,None,None,417.3044500000001,None,,,0.5009327000002486,,,,,,,,,,,,,,,,,,,,,CBC_P014,001,set3,set1,3,0.8,2023-03-29_15h27.38.049,TV_prob,2022.1.1,60.0013560306033,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,1.556335756354144,1.48342455087402,419.31650609999997,None,419.31650609999997,None,419.31650609999997,None,420.80284622000005,420.81907022,None,[],422.7990442,None,422.7990442,None,422.7990442,None,b,422.7990442,None,None,,422.7990442,None,b,2.548365800000056,1,1,0.5625,424.40187360000004,None,424.40187360000004,None,424.40187360000004,None,None,424.40187360000004,None,,,0.548365800000056,,,,,,,,,,,,,,,,,,,,,CBC_P014,001,set3,set1,3,0.8,2023-03-29_15h27.38.049,TV_prob,2022.1.1,60.0013560306033,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,3.86983191325091,1.2479618399002,426.3936847,None,426.3936847,None,426.3936847,None,427.6535621199999,427.6702135199999,None,[],429.65758189999997,None,429.65758189999997,None,429.65758189999997,None,b,429.65758189999997,None,None,,429.65758189999997,None,b,2.597573900000043,1,1,0.5757575757575758,433.544222,None,433.544222,None,433.544222,None,None,433.544222,None,,,0.5975739000000431,,,,,,,,,,,,,,,,,,,,,CBC_P014,001,set3,set1,3,0.8,2023-03-29_15h27.38.049,TV_prob,2022.1.1,60.0013560306033,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0.35,1.899747326335302,2.64870493261766,435.55110360000003,None,435.55110360000003,None,435.55110360000003,None,438.20351222000005,438.2202359199999,z,['z'],440.2085386000001,None,440.2085386000001,None,440.2085386000001,None,None,440.2085386000001,None,None,,440.2085386000001,None,z,1.5753764000000956,1,0,0.5882352941176471,442.15387310000006,None,442.15387310000006,None,442.15387310000006,None,None,442.15387310000006,None,1.5753764000000956,[1.5753764000000956],,,,,,,,,,,,,,,,,,,,,,CBC_P014,001,set3,set1,3,0.8,2023-03-29_15h27.38.049,TV_prob,2022.1.1,60.0013560306033,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,1.543156518078604,1.75396267962373,444.1385865,None,444.1385865,None,444.1385865,None,445.90361822000006,445.92028162,None,[],447.91033330000005,None,447.91033330000005,None,447.91033330000005,None,z,447.91033330000005,None,None,,447.91033330000005,None,z,2.274885300000051,1,1,0.6,449.4860308,None,449.4860308,None,449.4860308,None,None,449.4860308,None,,,0.27488530000005085,,,,,,,,,,,,,,,,,,,,,CBC_P014,001,set3,set1,3,0.8,2023-03-29_15h27.38.049,TV_prob,2022.1.1,60.0013560306033,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,2.23248806235745,1.29306073609301,451.49628729999995,None,451.49628729999995,None,451.49628729999995,None,452.80373612,452.8203768199999,None,[],454.80837969999993,None,454.80837969999993,None,454.80837969999993,None,z,454.80837969999993,None,None,,454.80837969999993,None,z,2.4127462999999807,1,1,0.6111111111111112,457.08264140000006,None,457.08264140000006,None,457.08264140000006,None,None,457.08264140000006,None,,,0.4127462999999807,,,,,,,,,,,,,,,,,,,,,CBC_P014,001,set3,set1,3,0.8,2023-03-29_15h27.38.049,TV_prob,2022.1.1,60.0013560306033,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,2.24205805775432,1.44889042899439,459.103255,None,459.103255,None,459.103255,None,460.5535949200001,460.57033271999995,None,[],462.55959110000003,None,462.55959110000003,None,462.55959110000003,None,b,462.55959110000003,None,None,,462.55959110000003,None,b,2.433136500000046,1,1,0.6216216216216216,464.8349699999999,None,464.8349699999999,None,464.8349699999999,None,None,464.8349699999999,None,,,0.433136500000046,,,,,,,,,,,,,,,,,,,,,CBC_P014,001,set3,set1,3,0.8,2023-03-29_15h27.38.049,TV_prob,2022.1.1,60.0013560306033,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,1.595506577165096,2.07121332922762,466.8482395000001,None,466.8482395000001,None,466.8482395000001,None,468.9204428199999,468.93711792000005,None,[],470.9240563999999,None,470.9240563999999,None,470.9240563999999,None,None,470.9240563999999,None,None,,470.9240563999999,None,[],[],0,3,0.6052631578947368,472.5519362,None,472.5519362,None,472.5519362,None,['b'],472.5519362,None,,,,[0.25738190000015493],,,,,,,,,,,,,,,,,,,,CBC_P014,001,set3,set1,3,0.8,2023-03-29_15h27.38.049,TV_prob,2022.1.1,60.0013560306033,
38,0,38,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,3.62250581484608,2.3497497577282,474.54631429999995,None,474.54631429999995,None,474.54631429999995,None,476.9039622200001,476.92056912000004,z,['z'],478.9085155,None,478.9085155,None,478.9085155,None,None,478.9085155,None,None,,478.9085155,None,z,1.1699432000002616,1,1,0.6153846153846154,482.5413458999999,None,482.5413458999999,None,482.5413458999999,None,None,482.5413458999999,None,1.1699432000002616,[1.1699432000002616],,,,,,,,,,,,,,,,,,,,,,CBC_P014,001,set3,set1,3,0.8,2023-03-29_15h27.38.049,TV_prob,2022.1.1,60.0013560306033,
39,0,39,0,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0.15,2.0845750455934002,2.96222466864387,484.6008669,None,484.6008669,None,484.6008669,None,487.5698534199999,487.58656032000005,None,[],489.56662499999993,None,489.56662499999993,None,489.56662499999993,None,b,489.56662499999993,None,None,,489.56662499999993,None,b,2.2591829000000416,0,1,0.6,491.6711445000001,None,491.6711445000001,None,491.6711445000001,None,None,491.6711445000001,None,,,0.2591829000000416,,,,,,,,,,,,,,,,,,,,,CBC_P014,001,set3,set1,3,0.8,2023-03-29_15h27.38.049,TV_prob,2022.1.1,60.0013560306033,
40,0,40,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,4.19624908154748,1.91520730139263,493.6844742999999,None,493.6844742999999,None,493.6844742999999,None,495.60387692,495.6205835199999,None,[],497.6032725,None,497.6032725,None,497.6032725,None,z,497.6032725,None,None,,497.6032725,None,z,2.1257347999999183,0,0,0.5853658536585366,501.8353353,None,501.8353353,None,501.8353353,None,None,501.8353353,None,,,0.12573479999991832,,,,,,,,,,,,,,,,,,,,,CBC_P014,001,set3,set1,3,0.8,2023-03-29_15h27.38.049,TV_prob,2022.1.1,60.0013560306033,
41,0,41,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0.5,1.109698721182561,1.73294357419019,503.8510819999999,None,503.8510819999999,None,503.8510819999999,None,505.58642072000004,505.60306182000005,None,[],507.58395870000004,None,507.58395870000004,None,507.58395870000004,None,b,507.58395870000004,None,None,,507.58395870000004,None,b,2.750948299999891,1,0,0.5952380952380952,508.73446519999993,None,508.73446519999993,None,508.73446519999993,None,None,508.73446519999993,None,,,0.7509482999998909,,,,,,,,,,,,,,,,,,,,,CBC_P014,001,set3,set1,3,0.8,2023-03-29_15h27.38.049,TV_prob,2022.1.1,60.0013560306033,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.65304089999995,None,515.6534314,None,515.6534314,None,None,515.6534314,None,,,,,,,,,,,CBC_P014,001,set3,set1,3,0.8,2023-03-29_15h27.38.049,TV_prob,2022.1.1,60.0013560306033,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,b,z,2,2,1,2,0.5714285714285714,0.5714285714285714,0.6428571428571428,,,,,,,,,,,
