trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,tactile.started,response.keys,allKeys.keys,fixationCross_11.started,fixationCross_11.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,response2.keys,response2.rt,response2.started,response2.stopped,get_keys_8.keys,get_keys_8.started,get_keys_8.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,response.rt,allKeys.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.durTactile,trials_runs.durVisual,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [1-4 / 5-8],tactile set [1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.35,1.671897605000652,2.40738395932908,389.2576718,None,389.2576718,None,389.2576718,None,391.67275780999955,391.6894020099995,b,['b'],393.68148089999977,None,393.68148089999977,None,393.68148089999977,None,None,,393.68148089999977,None,None,393.68148089999977,None,b,1.1090444999999818,1,1,0.7714285714285715,395.3633871000002,None,395.3633871000002,None,395.3633871000002,None,None,395.3633871000002,None,1.1090444999999818,[1.1090444999999818],,,,,,,,,,,,,,,,,,,,CBC_P027,002,3,2,0,0.8,2023-04-05_14h14.43.405,TV_prob,2022.1.1,59.93726965356044,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,1.905730910449904,1.84422310959985,397.37369209999997,None,397.37369209999997,None,397.37369209999997,None,399.2227631100001,399.2395568099997,b,['b'],401.22875529999965,None,401.22875529999965,None,401.22875529999965,None,None,,401.22875529999965,None,None,401.22875529999965,None,b,1.9205871000003754,1,1,0.7777777777777778,403.14385909999964,None,403.14385909999964,None,403.14385909999964,None,None,403.14385909999964,None,1.9205871000003754,[1.9205871000003754],,,,,,,,,,,,,,,,,,,,CBC_P027,002,3,2,0,0.8,2023-04-05_14h14.43.405,TV_prob,2022.1.1,59.93726965356044,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.15,2.0784833561945097,1.88377296598415,405.15872539999964,None,405.15872539999964,None,405.15872539999964,None,407.0561244099996,407.07303361000015,b,['b'],409.06292829999984,None,409.06292829999984,None,409.06292829999984,None,None,,409.06292829999984,None,None,409.06292829999984,None,b,1.6795384999995804,1,1,0.7837837837837838,411.1876408999997,None,411.1876408999997,None,411.1876408999997,None,None,411.1876408999997,None,1.6795384999995804,[1.6795384999995804],,,,,,,,,,,,,,,,,,,,CBC_P027,002,3,2,0,0.8,2023-04-05_14h14.43.405,TV_prob,2022.1.1,59.93726965356044,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,3.86983191325091,1.29306073609301,413.1806446999999,None,413.1806446999999,None,413.1806446999999,None,414.47290441000007,414.4894805099999,z,['z'],416.47787739999967,None,416.47787739999967,None,416.47787739999967,None,None,,416.47787739999967,None,None,416.47787739999967,None,z,1.809218200000032,1,1,0.7894736842105263,420.38902270000017,None,420.38902270000017,None,420.38902270000017,None,None,420.38902270000017,None,1.809218200000032,[1.809218200000032],,,,,,,,,,,,,,,,,,,,CBC_P027,002,3,2,0,0.8,2023-04-05_14h14.43.405,TV_prob,2022.1.1,59.93726965356044,
38,0,38,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,4.26803291533611,1.08604824075189,422.4060638000001,None,422.4060638000001,None,422.4060638000001,None,423.5057064099998,423.52198890999955,None,[],425.50090459999956,None,425.50090459999956,None,425.50090459999956,None,z,1.93582779999997,425.50090459999956,None,None,425.50090459999956,None,z,3.93582779999997,1,1,0.7948717948717948,429.80149489999985,None,429.80149489999985,None,429.80149489999985,None,None,429.80149489999985,None,,,,,,,,,,,,,,,,,,,,,,CBC_P027,002,3,2,0,0.8,2023-04-05_14h14.43.405,TV_prob,2022.1.1,59.93726965356044,
39,0,39,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,2.0845750455934002,1.91520730139263,431.8235163999998,None,431.8235163999998,None,431.8235163999998,None,433.73901800999977,433.75534111000036,None,[],435.73539749999964,None,435.73539749999964,None,435.73539749999964,None,z,0.03758950000064942,435.73539749999964,None,None,435.73539749999964,None,z,2.0375895000006494,1,1,0.8,437.8549032000001,None,437.8549032000001,None,437.8549032000001,None,None,437.8549032000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_P027,002,3,2,0,0.8,2023-04-05_14h14.43.405,TV_prob,2022.1.1,59.93726965356044,
40,0,40,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,1.543156518078604,2.7570014520733,439.8736904999996,None,439.8736904999996,None,439.8736904999996,None,442.6396842099999,442.65639560999955,b,['b'],444.64545069999986,None,444.64545069999986,None,444.64545069999986,None,None,,444.64545069999986,None,None,444.64545069999986,None,b,1.235859899999923,1,1,0.8048780487804879,446.2223197000003,None,446.2223197000003,None,446.2223197000003,None,None,446.2223197000003,None,1.235859899999923,[1.235859899999923],,,,,,,,,,,,,,,,,,,,CBC_P027,002,3,2,0,0.8,2023-04-05_14h14.43.405,TV_prob,2022.1.1,59.93726965356044,
41,0,41,0,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0.35,2.24205805775432,1.14263865585167,448.24604459999955,None,448.24604459999955,None,448.24604459999955,None,449.3888664100001,449.40560680999954,b,['b'],451.3896345000003,None,451.3896345000003,None,451.3896345000003,None,None,,451.3896345000003,None,None,451.3896345000003,None,b,1.0249644000004992,1,0,0.8095238095238095,453.67353120000007,None,453.67353120000007,None,453.67353120000007,None,None,453.67353120000007,None,1.0249644000004992,[1.0249644000004992],,,,,,,,,,,,,,,,,,,,CBC_P027,002,3,2,0,0.8,2023-04-05_14h14.43.405,TV_prob,2022.1.1,59.93726965356044,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.58938169999965,None,460.5898722000002,None,460.5898722000002,None,None,460.5898722000002,None,,,,,,,,,,,CBC_P027,002,3,2,0,0.8,2023-04-05_14h14.43.405,TV_prob,2022.1.1,59.93726965356044,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,z,b,2,2,1,2,1.0,0.5714285714285714,0.8571428571428574,,,,,,,,,,,
