trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_11.started,fixationCross_11.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_6.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [1-4],FB probability,date,expName,psychopyVersion,frameRate,
,,,,25.02246770000056,None,25.02246770000056,None,b,1.7599335000013525,25.221085299999686,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
,,,,,,,,,,,,27.004962300001353,None,t,56.43557839999994,27.004962300001353,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
0,0,0,0,,,,,,,,,,,,,,,83.47139959999913,None,83.47139959999913,None,83.47139959999913,None,0,2,1,1,0.5,0.905730910449904,2.3497497577282,84.37040179999894,None,84.37040179999894,None,84.37040179999894,None,86.78495599999951,88.85514770000009,86.78850554999917,None,88.83846809999886,89.85427770000024,89.85427770000024,None,z,0,1.3296412999989116,86.78495599999951,None,86.78495599999951,None,86.78495599999951,None,None,86.78495599999951,90.70506219999879,0,0,0.0,90.81791140000132,None,90.81791140000132,None,90.81791140000132,None,None,90.81791140000132,None,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0.35,1.11780998338946,2.10833202116216,92.87174669999877,None,92.87174669999877,None,92.87174669999877,None,95.00704770000084,97.08758279999893,95.00423920000031,None,97.07176089999848,98.07198589999825,98.07198589999825,None,z,1,1.1368421000006492,95.00704770000084,None,95.00704770000084,None,95.00704770000084,None,None,95.00704770000084,99.13879629999792,1,0,0.5,99.22080060000008,None,99.22080060000008,None,99.22080060000008,None,None,99.22080060000008,None,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.35,3.26803291533611,2.50277407648956,101.30468979999932,None,101.30468979999932,None,101.30468979999932,None,103.83635660000073,105.90518760000123,103.83853519999758,None,105.90518760000123,106.90526519999912,106.90526519999912,None,b,0,1.5584183999962988,103.83635660000073,110.17060839999976,103.83635660000073,110.17060839999976,103.83635660000073,110.17060839999976,None,103.83635660000073,110.10394389999783,0,1,0.3333333333333333,110.19243989999813,None,110.19243989999813,None,110.19243989999813,None,None,110.19243989999813,None,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,3.30975216432768,2.23439856631263,112.28797389999818,None,112.28797389999818,None,112.28797389999818,None,114.54812400000083,116.62164439999833,114.5549966499977,None,116.60512069999822,117.6045269999995,117.6045269999995,120.92192219999924,b,1,2.0501377999971737,114.54812400000083,None,114.54812400000083,None,114.54812400000083,None,None,114.54812400000083,120.87170929999775,1,1,0.5,120.95715769999879,None,120.95715769999879,None,120.95715769999879,None,None,120.95715769999879,None,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,2.58943852196035,1.88377296598415,123.03750880000007,None,123.03750880000007,None,123.03750880000007,None,124.93659099999786,127.00532749999911,124.93853050000035,None,127.00532749999911,128.02060999999958,128.0045041000012,None,z,0,1.242616799998359,124.93659099999786,None,124.93659099999786,None,124.93659099999786,None,None,124.93659099999786,130.5372787999986,0,0,0.4,130.60893159999978,None,130.60893159999978,None,130.60893159999978,None,None,130.60893159999978,None,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,3.21669271035117,2.64870493261766,132.70511369999804,None,132.70511369999804,None,132.70511369999804,None,135.36919269999999,137.43825429999924,135.37174979999764,None,137.43825429999924,138.43726199999946,138.43726199999946,None,z,1,2.3384624999998778,135.36919269999999,None,135.36919269999999,None,135.36919269999999,None,None,135.36919269999999,141.58862109999973,1,1,0.5,141.67583879999802,None,141.67583879999802,None,141.67583879999802,None,None,141.67583879999802,None,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,2.88444949943153,1.73294357419019,143.7551287999995,None,143.7551287999995,None,143.7551287999995,None,145.50496890000068,147.57182699999976,145.505199,None,147.57182699999976,148.57094499999948,148.57094499999948,None,None,0,,145.50496890000068,None,145.50496890000068,None,145.50496890000068,None,['b'],145.50496890000068,151.40496580000035,0,3,0.42857142857142855,151.49287280000135,None,151.49287280000135,None,151.49287280000135,None,None,151.49287280000135,None,[1.1844941999988805],,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0.5,1.07848335619451,1.48342455087402,153.55444889999853,None,153.55444889999853,None,153.55444889999853,None,155.05645209999784,157.12187020000056,155.05543520000066,None,157.12187020000056,158.12189450000005,158.12189450000005,None,b,1,1.7522209999988263,155.05645209999784,None,155.05645209999784,None,155.05645209999784,None,None,155.05645209999784,159.1387340000001,1,1,0.5,159.223547900001,None,159.223547900001,None,159.223547900001,None,None,159.223547900001,None,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,2.04482772403364,3.38809030570968,161.30420179999783,None,161.30420179999783,None,161.30420179999783,None,164.72441809999873,166.80536790000042,164.72209489999733,None,166.7886585999986,167.78880729999946,167.78880729999946,None,z,0,1.4380221999999776,164.72441809999873,None,164.72441809999873,None,164.72441809999873,None,None,164.72441809999873,169.7720405,0,0,0.4444444444444444,169.85910689999946,None,169.85910689999946,None,169.85910689999946,None,None,169.85910689999946,None,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0.35,1.20890463823153,1.75396267962373,171.93852250000054,None,171.93852250000054,None,171.93852250000054,None,173.719644599998,175.78880239999853,173.72198219999774,None,175.78880239999853,176.80429279999953,176.7875931999988,None,z,1,1.475507800001651,173.719644599998,None,173.719644599998,None,173.719644599998,None,None,173.719644599998,177.93878029999905,1,0,0.5,178.01936569999816,None,178.01936569999816,None,178.01936569999816,None,None,178.01936569999816,None,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,3.33462955345931,1.2479618399002,180.10527939999884,None,180.10527939999884,None,180.10527939999884,None,181.37194950000048,183.43833620000078,181.3716595999984,None,183.43833620000078,184.43744049999805,184.43744049999805,None,b,1,1.5389575000008335,181.37194950000048,None,181.37194950000048,None,181.37194950000048,None,None,181.37194950000048,187.7220997000004,1,1,0.5454545454545454,187.79152890000114,None,187.79152890000114,None,187.79152890000114,None,None,187.79152890000114,None,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,0.326293484834196,1.08604824075189,189.8719893999987,None,189.8719893999987,None,189.8719893999987,None,190.98704499999803,193.05552579999858,190.9887272999993,None,193.05552579999858,194.05533600000126,194.05533600000126,None,b,1,1.6579046999977436,190.98704499999803,None,190.98704499999803,None,190.98704499999803,None,None,190.98704499999803,194.32157480000023,1,1,0.5833333333333334,194.39564999999857,None,194.39564999999857,None,194.39564999999857,None,None,194.39564999999857,None,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0.15,0.874984682747311,1.44889042899439,196.48831630000132,None,196.48831630000132,None,196.48831630000132,None,197.95484289999877,200.0221348999985,197.95533569999753,None,200.0221348999985,201.02234669999962,201.02234669999962,None,z,1,1.1018208999994386,197.95484289999877,None,197.95484289999877,None,197.95484289999877,None,None,197.95484289999877,201.8388018000005,1,0,0.6153846153846154,201.9249978000007,None,201.9249978000007,None,201.9249978000007,None,None,201.9249978000007,None,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0.15,1.37252746624293,2.5736109380813,204.00529789999928,None,204.00529789999928,None,204.00529789999928,None,206.60211250000066,208.67203410000002,206.60519309999728,None,208.67203410000002,209.67199229999824,209.67199229999824,None,b,0,1.5064166000011028,206.60211250000066,None,206.60211250000066,None,206.60211250000066,None,None,206.60211250000066,210.9886418999995,0,1,0.5714285714285714,211.07412439999825,None,211.07412439999825,None,211.07412439999825,None,None,211.07412439999825,None,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.35,1.24205805775432,3.32142038400957,213.15548259999923,None,213.15548259999923,None,213.15548259999923,None,216.50805169999876,218.5886301999999,216.50549879999818,None,218.57217709999895,219.57190939999782,219.57190939999782,None,z,1,2.0947227999968163,216.50805169999876,None,216.50805169999876,None,216.50805169999876,None,None,216.50805169999876,220.75537579999946,1,0,0.6,220.84013559999948,None,220.84013559999948,None,220.84013559999948,None,None,220.84013559999948,None,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.15,3.19624908154748,1.08099245958022,222.92123379999975,None,222.92123379999975,None,222.92123379999975,None,224.01973440000074,226.0887933999984,224.02224189999907,None,226.0887933999984,227.08879259999958,227.08879259999958,None,z,1,1.8130404000003182,224.01973440000074,None,224.01973440000074,None,224.01973440000074,None,None,224.01973440000074,230.22119480000038,1,1,0.625,230.29470980000042,None,230.29470980000042,None,230.29470980000042,None,None,230.29470980000042,None,,,,,,,,,,,,,,,,,,,CBC_P010,002,set1,set4,1,0.7,2023-03-17_17h33.48.514,AV_prob,2022.1.1,60.02541476065331,
