trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_11.started,fixationCross_11.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_6.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [1-4],FB probability,date,expName,psychopyVersion,frameRate,
,,,,44.09661690000212,None,44.09661690000212,None,z,18.629883699999482,44.28481250000186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P003,001,set1,set1,4,0.7,2023-03-15_15h16.00.927,AV_prob,2022.1.1,60.112807694882804,
,,,,,,,,,,,,62.934624299999996,None,t,69.61480819999633,62.934624299999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P003,001,set1,set1,4,0.7,2023-03-15_15h16.00.927,AV_prob,2022.1.1,60.112807694882804,
0,0,0,0,,,,,,,,,,,,,,,132.56816770000296,None,132.56816770000296,None,132.56816770000296,None,0,0,1,0,0.5,1.27860294189526,2.5736109380813,133.46820170000137,None,133.46820170000137,None,133.46820170000137,None,136.14317579999988,138.21809510000094,136.1513575699999,None,138.20143540000208,139.20141890000014,139.20141890000014,140.48505940000177,z,1,2.3723403999974835,136.14317579999988,None,136.14317579999988,None,136.14317579999988,None,None,136.14317579999988,140.4349598000008,1,0,1.0,140.57426490000216,None,140.57426490000216,None,140.57426490000216,None,None,140.57426490000216,None,,,,,,,,,,,,,,,,,,,CBC_P003,001,set1,set1,4,0.7,2023-03-15_15h16.00.927,AV_prob,2022.1.1,60.112807694882804,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,1.37252746624293,1.14263865585167,142.51798170000257,None,142.51798170000257,None,142.51798170000257,None,143.7309559000023,145.80158860000302,143.73508955000034,None,145.78505280000172,146.7849892000013,146.7849892000013,148.16808610000226,z,0,2.0089318999962416,143.7309559000023,None,143.7309559000023,None,143.7309559000023,None,None,143.7309559000023,148.11807990000307,0,0,0.5,148.20406110000113,None,148.20406110000113,None,148.20406110000113,None,None,148.20406110000113,None,,,,,,,,,,,,,,,,,,,CBC_P003,001,set1,set1,4,0.7,2023-03-15_15h16.00.927,AV_prob,2022.1.1,60.112807694882804,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,1.39750191607,1.29306073609301,150.20133150000038,None,150.20133150000038,None,150.20133150000038,None,151.55436420000115,153.6348375000016,151.55177144000263,None,153.6183450000026,154.61841260000074,154.61841260000074,None,z,0,2.1766908999998122,151.55436420000115,None,151.55436420000115,None,151.55436420000115,None,None,151.55436420000115,155.951511700001,0,0,0.3333333333333333,156.04065090000222,None,156.04065090000222,None,156.04065090000222,None,None,156.04065090000222,None,,,,,,,,,,,,,,,,,,,CBC_P003,001,set1,set1,4,0.7,2023-03-15_15h16.00.927,AV_prob,2022.1.1,60.112807694882804,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,3.17660957158895,2.7570014520733,158.034711100001,None,158.034711100001,None,158.034711100001,None,160.82808760000262,162.90136890000213,160.83493203000145,None,162.8851205000028,163.88521930000206,163.88521930000206,167.06810570000016,z,1,2.2927203999970516,160.82808760000262,None,160.82808760000262,None,160.82808760000262,None,None,160.82808760000262,167.01798710000003,1,1,0.5,167.11908700000276,None,167.11908700000276,None,167.11908700000276,None,None,167.11908700000276,None,,,,,,,,,,,,,,,,,,,CBC_P003,001,set1,set1,4,0.7,2023-03-15_15h16.00.927,AV_prob,2022.1.1,60.112807694882804,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,3.26803291533611,2.29713937746779,169.10142290000294,None,169.10142290000294,None,169.10142290000294,None,171.41963320000286,173.48515880000195,171.41846702000186,None,173.48515880000195,174.48502590000135,174.48502590000135,None,z,1,2.25436339999942,171.41963320000286,None,171.41963320000286,None,171.41963320000286,None,None,171.41963320000286,177.70167370000127,1,1,0.6,177.7879568999997,None,177.7879568999997,None,177.7879568999997,None,None,177.7879568999997,None,,,,,,,,,,,,,,,,,,,CBC_P003,001,set1,set1,4,0.7,2023-03-15_15h16.00.927,AV_prob,2022.1.1,60.112807694882804,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,1.07848335619451,0.977134614530179,179.78499310000188,None,179.78499310000188,None,179.78499310000188,None,180.78793280000173,182.8683759000014,180.78525101999986,None,182.85172969999985,183.8518206000008,183.8518206000008,None,b,1,0.9769778000008955,180.78793280000173,None,180.78793280000173,None,180.78793280000173,None,None,180.78793280000173,184.86831840000013,1,1,0.6666666666666666,184.94881420000092,None,184.94881420000092,None,184.94881420000092,None,None,184.94881420000092,None,,,,,,,,,,,,,,,,,,,CBC_P003,001,set1,set1,4,0.7,2023-03-15_15h16.00.927,AV_prob,2022.1.1,60.112807694882804,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0.35,0.595506577165096,1.31360018091897,186.95119980000163,None,186.95119980000163,None,186.95119980000163,None,188.28491040000154,190.3516176000012,188.2848851200004,None,190.3516176000012,191.35173000000214,191.35173000000214,None,b,1,1.207091099997342,188.28491040000154,None,188.28491040000154,None,188.28491040000154,None,None,188.28491040000154,191.88523480000003,1,0,0.7142857142857143,191.97523160000128,None,191.97523160000128,None,191.97523160000128,None,None,191.97523160000128,None,,,,,,,,,,,,,,,,,,,CBC_P003,001,set1,set1,4,0.7,2023-03-15_15h16.00.927,AV_prob,2022.1.1,60.112807694882804,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,0.874984682747311,1.91520730139263,193.96778750000158,None,193.96778750000158,None,193.96778750000158,None,195.9015453000029,197.96817809999993,195.9017253200007,None,197.96817809999993,198.9681195000012,198.9681195000012,None,z,1,1.3213705999951344,195.9015453000029,None,195.9015453000029,None,195.9015453000029,None,None,195.9015453000029,199.78522610000073,1,1,0.75,199.8697237000015,None,199.8697237000015,None,199.8697237000015,None,None,199.8697237000015,None,,,,,,,,,,,,,,,,,,,CBC_P003,001,set1,set1,4,0.7,2023-03-15_15h16.00.927,AV_prob,2022.1.1,60.112807694882804,
