trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,tactile.started,response.keys,allKeys.keys,fixationCross_11.started,fixationCross_11.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,response2.keys,response2.rt,response2.started,response2.stopped,get_keys_8.keys,get_keys_8.started,get_keys_8.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_8.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.durTactile,trials_runs.durVisual,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],tactile set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,4.33462955345931,2.23439856631263,327.84361490000083,None,327.84361490000083,None,327.84361490000083,None,330.07825040000006,330.09491800000086,None,[],332.0841829000001,None,332.0841829000001,None,332.0841829000001,None,z,0.2990838999994594,332.0841829000001,None,None,332.0841829000001,None,z,2.2990838999994594,1,1,0.8620689655172413,336.46046410000054,None,336.46046410000054,None,336.46046410000054,None,None,336.46046410000054,None,,,,,,,,,,,,,,,,,,,,,CBC_P013,2,set1,set2,2,0.7,2023-03-24_16h58.27.647,TV_prob,2022.1.1,59.98019453995338,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,2.39750191607,2.23299083390853,338.5449101000013,None,338.5449101000013,None,338.5449101000013,None,340.77738830000106,340.7943386000008,None,[],342.7757653000008,None,342.7757653000008,None,342.7757653000008,None,z,0.524208599998019,342.7757653000008,None,None,342.7757653000008,None,z,2.524208599998019,1,1,0.8666666666666667,345.21207270000014,None,345.21207270000014,None,345.21207270000014,None,None,345.21207270000014,None,,,,,,,,,,,,,,,,,,,,,CBC_P013,2,set1,set2,2,0.7,2023-03-24_16h58.27.647,TV_prob,2022.1.1,59.98019453995338,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0.5,1.556335756354144,2.93536812882172,347.2936024999999,None,347.2936024999999,None,347.2936024999999,None,350.2283712999999,350.24498540000076,None,[],352.232418900001,None,352.232418900001,None,352.232418900001,None,b,0.2661436999987927,352.232418900001,None,None,352.232418900001,None,b,2.2661436999987927,1,0,0.8709677419354839,353.8284188000016,None,353.8284188000016,None,353.8284188000016,None,None,353.8284188000016,None,,,,,,,,,,,,,,,,,,,,,CBC_P013,2,set1,set2,2,0.7,2023-03-24_16h58.27.647,TV_prob,2022.1.1,59.98019453995338,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,2.94912276105146,1.41191114387976,355.91001570000117,None,355.91001570000117,None,355.91001570000117,None,357.3284052000001,357.34504360000045,None,[],359.33518540000114,None,359.33518540000114,None,359.33518540000114,None,b,0.5593371999984811,359.33518540000114,None,None,359.33518540000114,None,b,2.559337199998481,1,1,0.875,362.33034190000035,None,362.33034190000035,None,362.33034190000035,None,None,362.33034190000035,None,,,,,,,,,,,,,,,,,,,,,CBC_P013,2,set1,set2,2,0.7,2023-03-24_16h58.27.647,TV_prob,2022.1.1,59.98019453995338,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,2.74209998091573,0.977134614530179,364.41244840000036,None,364.41244840000036,None,364.41244840000036,None,365.39511090000104,365.41180340000045,None,[],367.40152920000037,None,367.40152920000037,None,367.40152920000037,None,b,0.26636819999839645,367.40152920000037,None,None,367.40152920000037,None,b,2.2663681999983964,1,1,0.8787878787878788,370.17863450000004,None,370.17863450000004,None,370.17863450000004,None,None,370.17863450000004,None,,,,,,,,,,,,,,,,,,,,,CBC_P013,2,set1,set2,2,0.7,2023-03-24_16h58.27.647,TV_prob,2022.1.1,59.98019453995338,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0.15,1.905730910449904,1.91520730139263,372.2654149000009,None,372.2654149000009,None,372.2654149000009,None,374.1943068000002,374.2111873000014,None,[],376.1926299000006,None,376.1926299000006,None,376.1926299000006,None,z,0.342917199997828,376.1926299000006,None,None,376.1926299000006,None,z,2.342917199997828,1,0,0.8823529411764706,378.1335170000002,None,378.1335170000002,None,378.1335170000002,None,None,378.1335170000002,None,,,,,,,,,,,,,,,,,,,,,CBC_P013,2,set1,set2,2,0.7,2023-03-24_16h58.27.647,TV_prob,2022.1.1,59.98019453995338,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,1.6105816849230599,0.789129602716002,380.22692030000144,None,380.22692030000144,None,380.22692030000144,None,381.0283392000003,381.044833600001,None,[],383.02906130000156,None,383.02906130000156,None,383.02906130000156,None,z,0.25945079999837617,383.02906130000156,None,None,383.02906130000156,None,z,2.259450799998376,1,1,0.8857142857142857,384.67487900000015,None,384.67487900000015,None,384.67487900000015,None,None,384.67487900000015,None,,,,,,,,,,,,,,,,,,,,,CBC_P013,2,set1,set2,2,0.7,2023-03-24_16h58.27.647,TV_prob,2022.1.1,59.98019453995338,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,1.8749846827473111,2.10833202116216,386.77123140000003,None,386.77123140000003,None,386.77123140000003,None,388.8950261000011,388.91163930000056,None,[],390.8971551000013,None,390.8971551000013,None,390.8971551000013,None,b,0.3255759000003309,390.8971551000013,None,None,390.8971551000013,None,b,2.325575900000331,1,1,0.8888888888888888,392.80661080000027,None,392.80661080000027,None,392.80661080000027,None,None,392.80661080000027,None,,,,,,,,,,,,,,,,,,,,,CBC_P013,2,set1,set2,2,0.7,2023-03-24_16h58.27.647,TV_prob,2022.1.1,59.98019453995338,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0.5,3.04482772403364,1.48342455087402,394.88250289999996,None,394.88250289999996,None,394.88250289999996,None,396.37835430000104,396.3950864,None,[],398.3805650000013,None,398.3805650000013,None,398.3805650000013,None,b,0.274529899999834,398.3805650000013,None,None,398.3805650000013,None,b,2.274529899999834,1,0,0.8918918918918919,401.4619999000006,None,401.4619999000006,None,401.4619999000006,None,None,401.4619999000006,None,,,,,,,,,,,,,,,,,,,,,CBC_P013,2,set1,set2,2,0.7,2023-03-24_16h58.27.647,TV_prob,2022.1.1,59.98019453995338,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,4.26803291533611,1.55403782363402,403.54079940000156,None,403.54079940000156,None,403.54079940000156,None,405.0951349000008,405.1118721000004,None,[],407.09753340000134,None,407.09753340000134,None,407.09753340000134,None,z,0.2302360999983648,407.09753340000134,None,None,407.09753340000134,None,z,2.230236099998365,1,1,0.8947368421052632,411.4135911000012,None,411.4135911000012,None,411.4135911000012,None,None,411.4135911000012,None,,,,,,,,,,,,,,,,,,,,,CBC_P013,2,set1,set2,2,0.7,2023-03-24_16h58.27.647,TV_prob,2022.1.1,59.98019453995338,
38,0,38,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,1.2199655720291709,1.31360018091897,413.4951084000004,None,413.4951084000004,None,413.4951084000004,None,414.81152740000124,414.82814270000034,None,[],416.80989880000016,None,416.80989880000016,None,416.80989880000016,None,z,0.3108801999987918,416.80989880000016,None,None,416.80989880000016,None,z,2.310880199998792,1,1,0.8974358974358975,418.07400230000167,None,418.07400230000167,None,418.07400230000167,None,None,418.07400230000167,None,,,,,,,,,,,,,,,,,,,,,CBC_P013,2,set1,set2,2,0.7,2023-03-24_16h58.27.647,TV_prob,2022.1.1,59.98019453995338,
39,0,39,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,3.95666246474662,1.14263865585167,420.134721800001,None,420.134721800001,None,420.134721800001,None,421.2786431000006,421.2953967000014,None,[],423.2843870000015,None,423.2843870000015,None,423.2843870000015,None,b,0.4850522999986424,423.2843870000015,None,None,423.2843870000015,None,b,2.4850522999986424,1,1,0.9,427.2772633000004,None,427.2772633000004,None,427.2772633000004,None,None,427.2772633000004,None,,,,,,,,,,,,,,,,,,,,,CBC_P013,2,set1,set2,2,0.7,2023-03-24_16h58.27.647,TV_prob,2022.1.1,59.98019453995338,
40,0,40,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0.5,1.109698721182561,2.64870493261766,429.3596641000004,None,429.3596641000004,None,429.3596641000004,None,432.0120202,432.0294341999999,None,[],434.0176263000012,None,434.0176263000012,None,434.0176263000012,None,None,,434.0176263000012,None,['b'],434.0176263000012,None,[],[],0,3,0.8780487804878049,435.16143270000066,None,435.16143270000066,None,435.16143270000066,None,None,435.16143270000066,None,[0.26172349999797007],,,,,,,,,,,,,,,,,,,,CBC_P013,2,set1,set2,2,0.7,2023-03-24_16h58.27.647,TV_prob,2022.1.1,59.98019453995338,
41,0,41,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.15,3.27810873521582,1.73294357419019,437.2427806000014,None,437.2427806000014,None,437.2427806000014,None,438.9788203000009,438.99538279999996,None,[],440.9843499000017,None,440.9843499000017,None,440.9843499000017,None,z,0.5394880999992893,440.9843499000017,None,None,440.9843499000017,None,z,2.5394880999992893,1,0,0.8809523809523809,444.2917637999999,None,444.2917637999999,None,444.2917637999999,None,None,444.2917637999999,None,,,,,,,,,,,,,,,,,,,,,CBC_P013,2,set1,set2,2,0.7,2023-03-24_16h58.27.647,TV_prob,2022.1.1,59.98019453995338,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.27879810000013,None,451.2787421000012,None,451.2787421000012,None,None,451.2787421000012,None,,,,,,,,,,,CBC_P013,2,set1,set2,2,0.7,2023-03-24_16h58.27.647,TV_prob,2022.1.1,59.98019453995338,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,b,z,2,2,1,2,0.7857142857142857,0.9285714285714285,0.9285714285714287,,,,,,,,,,,
