trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,response.keys,allKeys.keys,fixationCross_11.started,fixationCross_11.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,response2.keys,response2.rt,response2.started,response2.stopped,get_keys_8.keys,get_keys_8.started,get_keys_8.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,response.rt,allKeys.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.durTactile,trials_runs.durVisual,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],tactile set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0.5,2.91771467486041,2.78012240036799,350.4021298000007,None,350.4021298000007,None,350.4021298000007,None,353.1852560400017,None,[],355.2433182999994,None,355.2433182999994,None,355.2433182999994,None,z,1.1040369000002102,355.2433182999994,None,None,355.2433182999994,None,z,3.10403690000021,1,0,0.7241379310344828,358.2036506000004,None,358.2036506000004,None,358.2036506000004,None,None,358.2036506000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_P036,001,set4,set2,3,0.9,2024-05-16_15h14.30.889,TV_prob,2022.1.1,60.029198202019096,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.15,2.2089046382315303,2.64870493261766,360.283596199999,None,360.283596199999,None,360.283596199999,None,362.93529443999944,None,[],364.991885200001,None,364.991885200001,None,364.991885200001,None,z,0.3211921000001894,364.991885200001,None,None,364.991885200001,None,z,2.3211921000001894,0,0,0.7,367.23584330000085,None,367.23584330000085,None,367.23584330000085,None,None,367.23584330000085,None,,,,,,,,,,,,,,,,,,,,,,CBC_P036,001,set4,set2,3,0.9,2024-05-16_15h14.30.889,TV_prob,2022.1.1,60.029198202019096,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,2.24205805775432,0.971483558655564,369.3156706000009,None,369.3156706000009,None,369.3156706000009,None,370.30152504,None,[],372.35640989999956,None,372.35640989999956,None,372.35640989999956,None,z,0.53550720000203,372.35640989999956,None,None,372.35640989999956,None,z,2.53550720000203,1,1,0.7096774193548387,374.6328677999991,None,374.6328677999991,None,374.6328677999991,None,None,374.6328677999991,None,,,,,,,,,,,,,,,,,,,,,,CBC_P036,001,set4,set2,3,0.9,2024-05-16_15h14.30.889,TV_prob,2022.1.1,60.029198202019096,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0.5,2.11780998338946,3.38809030570968,376.76615709999896,None,376.76615709999896,None,376.76615709999896,None,380.16816103999884,z,['z'],382.22272330000123,None,382.22272330000123,None,382.22272330000123,None,None,,382.22272330000123,None,None,382.22272330000123,None,z,1.850895200001105,1,0,0.71875,384.38250609999886,None,384.38250609999886,None,384.38250609999886,None,None,384.38250609999886,None,1.850895200001105,[1.850895200001105],,,,,,,,,,,,,,,,,,,,CBC_P036,001,set4,set2,3,0.9,2024-05-16_15h14.30.889,TV_prob,2022.1.1,60.029198202019096,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,2.0845750455934002,2.12802719374523,386.4652425999993,None,386.4652425999993,None,386.4652425999993,None,388.6015604399996,None,[],390.6567318000016,None,390.6567318000016,None,390.6567318000016,None,z,0.5572962000005646,390.6567318000016,None,None,390.6567318000016,None,z,2.5572962000005646,1,1,0.7272727272727273,392.78331089999847,None,392.78331089999847,None,392.78331089999847,None,None,392.78331089999847,None,,,,,,,,,,,,,,,,,,,,,,CBC_P036,001,set4,set2,3,0.9,2024-05-16_15h14.30.889,TV_prob,2022.1.1,60.029198202019096,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,2.0784833561945097,1.29306073609301,394.8660702999987,None,394.8660702999987,None,394.8660702999987,None,396.16854404000117,None,[],398.22270819999903,None,398.22270819999903,None,398.22270819999903,None,b,0.23082369999974617,398.22270819999903,None,None,398.22270819999903,None,b,2.230823699999746,1,1,0.7352941176470589,400.3361087000012,None,400.3361087000012,None,400.3361087000012,None,None,400.3361087000012,None,,,,,,,,,,,,,,,,,,,,,,CBC_P036,001,set4,set2,3,0.9,2024-05-16_15h14.30.889,TV_prob,2022.1.1,60.029198202019096,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,3.86983191325091,1.55403782363402,402.3951770999993,None,402.3951770999993,None,402.3951770999993,None,403.95183554000107,None,[],406.0077506999987,None,406.0077506999987,None,406.0077506999987,None,b,0.7529142000021238,406.0077506999987,None,None,406.0077506999987,None,b,2.752914200002124,1,1,0.7428571428571429,409.9188678999999,None,409.9188678999999,None,409.9188678999999,None,None,409.9188678999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_P036,001,set4,set2,3,0.9,2024-05-16_15h14.30.889,TV_prob,2022.1.1,60.029198202019096,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,4.30975216432768,0.977134614530179,411.9989874999992,None,411.9989874999992,None,411.9989874999992,None,412.98534534000066,None,[],415.04028499999913,None,415.04028499999913,None,415.04028499999913,None,b,0.2223176000006788,415.04028499999913,None,None,415.04028499999913,None,b,2.222317600000679,1,1,0.75,419.3850863000007,None,419.3850863000007,None,419.3850863000007,None,None,419.3850863000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_P036,001,set4,set2,3,0.9,2024-05-16_15h14.30.889,TV_prob,2022.1.1,60.029198202019096,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,1.6105816849230599,1.75396267962373,421.4712150000014,None,421.4712150000014,None,421.4712150000014,None,423.2351286399986,None,[],425.2906832000008,None,425.2906832000008,None,425.2906832000008,None,z,0.40723410000282456,425.2906832000008,None,None,425.2906832000008,None,z,2.4072341000028246,1,1,0.7567567567567568,426.93570739999996,None,426.93570739999996,None,426.93570739999996,None,None,426.93570739999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_P036,001,set4,set2,3,0.9,2024-05-16_15h14.30.889,TV_prob,2022.1.1,60.029198202019096,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,2.27860294189526,2.50277407648956,429.00707519999924,None,429.00707519999924,None,429.00707519999924,None,431.51899004000154,None,[],433.5750587000002,None,433.5750587000002,None,433.5750587000002,None,b,0.3211537999995926,433.5750587000002,None,None,433.5750587000002,None,b,2.3211537999995926,1,1,0.7631578947368421,435.8976455000011,None,435.8976455000011,None,435.8976455000011,None,None,435.8976455000011,None,,,,,,,,,,,,,,,,,,,,,,CBC_P036,001,set4,set2,3,0.9,2024-05-16_15h14.30.889,TV_prob,2022.1.1,60.029198202019096,
38,0,38,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,1.671897605000652,2.3497497577282,437.972243799999,None,437.972243799999,None,437.972243799999,None,440.335679540001,None,[],442.39293890000044,None,442.39293890000044,None,442.39293890000044,None,b,0.2446845000013127,442.39293890000044,None,None,442.39293890000044,None,b,2.2446845000013127,1,1,0.7692307692307693,444.1010677999984,None,444.1010677999984,None,444.1010677999984,None,None,444.1010677999984,None,,,,,,,,,,,,,,,,,,,,,,CBC_P036,001,set4,set2,3,0.9,2024-05-16_15h14.30.889,TV_prob,2022.1.1,60.029198202019096,
39,0,39,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.15,2.67601812978374,2.07121332922762,446.1835151999985,None,446.1835151999985,None,446.1835151999985,None,448.2686003399991,b,['b'],450.32514300000184,None,450.32514300000184,None,450.32514300000184,None,None,,450.32514300000184,None,None,450.32514300000184,None,b,1.8708066000035615,1,1,0.775,453.03586469999937,None,453.03586469999937,None,453.03586469999937,None,None,453.03586469999937,None,1.8708066000035615,[1.8708066000035615],,,,,,,,,,,,,,,,,,,,CBC_P036,001,set4,set2,3,0.9,2024-05-16_15h14.30.889,TV_prob,2022.1.1,60.029198202019096,
40,0,40,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,1.905730910449904,1.44889042899439,455.11493079999855,None,455.11493079999855,None,455.11493079999855,None,456.5690804400016,None,[],458.62651990000086,None,458.62651990000086,None,458.62651990000086,None,z,0.5784010999996099,458.62651990000086,None,None,458.62651990000086,None,z,2.57840109999961,1,1,0.7804878048780488,460.5686787000013,None,460.5686787000013,None,460.5686787000013,None,None,460.5686787000013,None,,,,,,,,,,,,,,,,,,,,,,CBC_P036,001,set4,set2,3,0.9,2024-05-16_15h14.30.889,TV_prob,2022.1.1,60.029198202019096,
41,0,41,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0.5,4.19624908154748,2.7570014520733,462.6457341999994,None,462.6457341999994,None,462.6457341999994,None,465.4021852400016,None,[],467.4596089000006,None,467.4596089000006,None,467.4596089000006,None,z,0.2213679000014963,467.4596089000006,None,None,467.4596089000006,None,z,2.2213679000014963,1,0,0.7857142857142857,471.700568799999,None,471.700568799999,None,471.700568799999,None,None,471.700568799999,None,,,,,,,,,,,,,,,,,,,,,,CBC_P036,001,set4,set2,3,0.9,2024-05-16_15h14.30.889,TV_prob,2022.1.1,60.029198202019096,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.68561899999986,None,478.68594320000193,None,478.68594320000193,None,None,478.68594320000193,None,,,,,,,,,,,CBC_P036,001,set4,set2,3,0.9,2024-05-16_15h14.30.889,TV_prob,2022.1.1,60.029198202019096,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,z,b,2,2,1,2,0.7142857142857143,0.7142857142857143,0.9285714285714285,,,,,,,,,,,
