trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,tactile.started,response.keys,allKeys.keys,fixationCross_11.started,fixationCross_11.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,response2.keys,response2.started,response2.stopped,get_keys_8.keys,get_keys_8.started,get_keys_8.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.rt,get_keys_7.started,get_keys_7.stopped,response2.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.durTactile,trials_runs.durVisual,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],tactile set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,2.2089046382315303,2.23439856631263,902.9425259,None,902.9425259,None,902.9425259,None,905.176870870001,905.1938220700004,None,[],907.1832176999997,None,907.1832176999997,None,907.1832176999997,None,z,907.1832176999997,None,None,907.1832176999997,None,z,3.0512092000008124,1,1,0.5172413793103449,909.4284186999994,None,909.4284186999994,None,909.4284186999994,None,None,,909.4284186999994,None,1.0512092000008124,,,,,,,,,,,,,,,,,,,,CBC_P021,001,set4,set1,1,0.9,2023-04-02_15h00.38.402,TV_prob,2022.1.1,60.33324464363708,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,2.3725274662429303,1.73294357419019,911.4143765999997,None,911.4143765999997,None,911.4143765999997,None,913.1604630699994,913.1772200700007,None,[],915.168586400001,None,915.168586400001,None,915.168586400001,None,b,915.168586400001,None,None,915.168586400001,None,b,2.347001000000091,1,1,0.5333333333333333,917.5759388999995,None,917.5759388999995,None,917.5759388999995,None,None,,917.5759388999995,None,0.34700100000009115,,,,,,,,,,,,,,,,,,,,CBC_P021,001,set4,set1,1,0.9,2023-04-02_15h00.38.402,TV_prob,2022.1.1,60.33324464363708,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,3.58943852196035,1.84422310959985,919.5966337000009,None,919.5966337000009,None,919.5966337000009,None,921.4437871700002,921.4603431700007,None,[],923.4459977999995,None,923.4459977999995,None,923.4459977999995,None,b,923.4459977999995,None,None,923.4459977999995,None,b,2.6828256999997393,1,1,0.5483870967741935,927.0476297999994,None,927.0476297999994,None,927.0476297999994,None,None,,927.0476297999994,None,0.6828256999997393,,,,,,,,,,,,,,,,,,,,CBC_P021,001,set4,set1,1,0.9,2023-04-02_15h00.38.402,TV_prob,2022.1.1,60.33324464363708,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.15,3.88444949943153,2.93536812882172,929.0597994,None,929.0597994,None,929.0597994,None,932.0098748700011,932.0262185700003,None,[],934.0055339999999,None,934.0055339999999,None,934.0055339999999,None,z,934.0055339999999,None,None,934.0055339999999,None,z,2.723891100000401,1,1,0.5625,937.9271349999999,None,937.9271349999999,None,937.9271349999999,None,None,,937.9271349999999,None,0.7238911000004009,,,,,,,,,,,,,,,,,,,,CBC_P021,001,set4,set1,1,0.9,2023-04-02_15h00.38.402,TV_prob,2022.1.1,60.33324464363708,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0.35,2.0889201672230797,1.31360018091897,939.9167854000007,None,939.9167854000007,None,939.9167854000007,None,941.2438321700001,941.2610588699999,None,[],943.2504902000001,None,943.2504902000001,None,943.2504902000001,None,b,943.2504902000001,None,None,943.2504902000001,None,b,2.7314626999996108,0,1,0.5454545454545454,945.3763868000005,None,945.3763868000005,None,945.3763868000005,None,None,,945.3763868000005,None,0.7314626999996108,,,,,,,,,,,,,,,,,,,,CBC_P021,001,set4,set1,1,0.9,2023-04-02_15h00.38.402,TV_prob,2022.1.1,60.33324464363708,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,3.04482772403364,3.32142038400957,947.3626614999994,None,947.3626614999994,None,947.3626614999994,None,950.6938926699995,950.7102874700004,None,[],952.6954607000007,None,952.6954607000007,None,952.6954607000007,None,z,952.6954607000007,None,None,952.6954607000007,None,z,3.6060172999987117,1,1,0.5588235294117647,955.7763424999994,None,955.7763424999994,None,955.7763424999994,None,None,,955.7763424999994,None,1.6060172999987117,,,,,,,,,,,,,,,,,,,,CBC_P021,001,set4,set1,1,0.9,2023-04-02_15h00.38.402,TV_prob,2022.1.1,60.33324464363708,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,2.39750191607,3.26446861731854,957.7663639000002,None,957.7663639000002,None,957.7663639000002,None,961.0437248700009,961.0606003700004,None,[],963.0517755000001,None,963.0517755000001,None,963.0517755000001,None,z,963.0517755000001,None,None,963.0517755000001,None,z,3.560876699999426,0,0,0.5428571428571428,965.4648453999998,None,965.4648453999998,None,965.4648453999998,None,None,,965.4648453999998,None,1.560876699999426,,,,,,,,,,,,,,,,,,,,CBC_P021,001,set4,set1,1,0.9,2023-04-02_15h00.38.402,TV_prob,2022.1.1,60.33324464363708,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.15,4.21669271035117,2.50277407648956,967.4740273000007,None,967.4740273000007,None,967.4740273000007,None,969.9775631700004,969.9938944699998,None,[],971.9820490000002,None,971.9820490000002,None,971.9820490000002,None,z,971.9820490000002,None,None,971.9820490000002,None,z,3.657871700001124,1,1,0.5555555555555556,976.2456385000005,None,976.2456385000005,None,976.2456385000005,None,None,,976.2456385000005,None,1.6578717000011238,,,,,,,,,,,,,,,,,,,,CBC_P021,001,set4,set1,1,0.9,2023-04-02_15h00.38.402,TV_prob,2022.1.1,60.33324464363708,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,1.6105816849230599,2.3497497577282,978.2306031000007,None,978.2306031000007,None,978.2306031000007,None,980.5931372700006,980.6099518700003,None,[],982.591584400001,None,982.591584400001,None,982.591584400001,None,z,982.591584400001,None,None,982.591584400001,None,z,2.509091099998841,0,0,0.5405405405405406,984.2455264,None,984.2455264,None,984.2455264,None,None,,984.2455264,None,0.509091099998841,,,,,,,,,,,,,,,,,,,,CBC_P021,001,set4,set1,1,0.9,2023-04-02_15h00.38.402,TV_prob,2022.1.1,60.33324464363708,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,1.905730910449904,1.53162701008885,986.256250800001,None,986.256250800001,None,986.256250800001,None,987.7938737699997,987.8105492700006,None,[],989.7980676999996,None,989.7980676999996,None,989.7980676999996,None,z,989.7980676999996,None,None,989.7980676999996,None,z,2.251854500000263,1,1,0.5526315789473685,991.7472672999993,None,991.7472672999993,None,991.7472672999993,None,None,,991.7472672999993,None,0.2518545000002632,,,,,,,,,,,,,,,,,,,,CBC_P021,001,set4,set1,1,0.9,2023-04-02_15h00.38.402,TV_prob,2022.1.1,60.33324464363708,
38,0,38,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.35,4.1766095715889495,1.88377296598415,993.7580622999994,None,993.7580622999994,None,993.7580622999994,None,995.6440257700006,995.6606612700007,None,[],997.6496157000001,None,997.6496157000001,None,997.6496157000001,None,z,997.6496157000001,None,None,997.6496157000001,None,z,3.297143200001301,1,1,0.5641025641025641,1001.8599082000001,None,1001.8599082000001,None,1001.8599082000001,None,None,,1001.8599082000001,None,1.297143200001301,,,,,,,,,,,,,,,,,,,,CBC_P021,001,set4,set1,1,0.9,2023-04-02_15h00.38.402,TV_prob,2022.1.1,60.33324464363708,
39,0,39,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,3.50182449656669,1.75396267962373,1003.8770853000005,None,1003.8770853000005,None,1003.8770853000005,None,1005.6440403700008,1005.6606969699997,None,[],1007.6508926000006,None,1007.6508926000006,None,1007.6508926000006,None,b,1007.6508926000006,None,None,1007.6508926000006,None,b,2.3651018000000477,1,1,0.575,1011.1652152999995,None,1011.1652152999995,None,1011.1652152999995,None,None,,1011.1652152999995,None,0.36510180000004766,,,,,,,,,,,,,,,,,,,,CBC_P021,001,set4,set1,1,0.9,2023-04-02_15h00.38.402,TV_prob,2022.1.1,60.33324464363708,
40,0,40,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,1.2199655720291709,2.40738395932908,1013.1763023000003,None,1013.1763023000003,None,1013.1763023000003,None,1015.5939210700008,1015.6105704699994,None,[],1017.5993887000004,None,1017.5993887000004,None,1017.5993887000004,None,None,1017.5993887000004,None,None,1017.5993887000004,None,[],[],0,3,0.5609756097560976,1018.8331902999998,None,1018.8331902999998,None,1018.8331902999998,None,['b'],[0.12636279999969702],1018.8331902999998,None,,,,,,,,,,,,,,,,,,,,,CBC_P021,001,set4,set1,1,0.9,2023-04-02_15h00.38.402,TV_prob,2022.1.1,60.33324464363708,
41,0,41,0,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0.5,3.62250581484608,2.68488128149974,1020.8426096000003,None,1020.8426096000003,None,1020.8426096000003,None,1023.5274703700006,1023.5442345700003,None,[],1025.5331697000001,None,1025.5331697000001,None,1025.5331697000001,None,b,1025.5331697000001,None,None,1025.5331697000001,None,b,2.3349568999983603,1,0,0.5714285714285714,1029.1644926999998,None,1029.1644926999998,None,1029.1644926999998,None,None,,1029.1644926999998,None,0.3349568999983603,,,,,,,,,,,,,,,,,,,,CBC_P021,001,set4,set1,1,0.9,2023-04-02_15h00.38.402,TV_prob,2022.1.1,60.33324464363708,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031.0773396999994,None,1036.0773093999996,None,1036.0773093999996,None,None,1036.0773093999996,None,,,,,,,,,,,CBC_P021,001,set4,set1,1,0.9,2023-04-02_15h00.38.402,TV_prob,2022.1.1,60.33324464363708,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,b,z,2,2,1,2,0.42857142857142855,0.5714285714285714,0.7142857142857142,,,,,,,,,,,
