trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_6.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,2.91771467486041,1.31360018091897,322.2453213000001,None,322.2453213000001,None,322.2453213000001,None,323.5791461000001,325.57917399999974,323.5787901599997,None,325.57917399999974,None,b,1,1.2377581999999165,323.5791461000001,None,323.5791461000001,None,323.5791461000001,None,None,323.5791461000001,None,1,1,0.7931034482758621,328.5316845,None,328.5316845,None,328.5316845,None,None,328.5316845,None,,,,,,,,,,,,,,,,,,,CBC_P014,002,set1,set4,0,0.8,2023-03-29_15h35.20.648,AV_prob,2022.1.1,60.05767939527395,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,3.04482772403364,1.08604824075189,330.52856739999993,None,330.52856739999993,None,330.52856739999993,None,331.6401853,333.6454134999997,331.64562555999964,333.6454134999997,333.62874959999976,336.6788098999998,b,1,0.8983826000003319,331.6401853,None,331.6401853,None,331.6401853,None,None,331.6401853,None,1,1,0.8,336.7154215999997,None,336.7154215999997,None,336.7154215999997,None,None,336.7154215999997,None,,,,,,,,,,,,,,,,,,,CBC_P014,002,set1,set4,0,0.8,2023-03-29_15h35.20.648,AV_prob,2022.1.1,60.05767939527395,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.35,4.19624908154748,2.3497497577282,338.7119511999997,None,338.7119511999997,None,338.7119511999997,None,341.07626779999987,343.0786777999999,341.07848885999965,343.0786777999999,343.0786777999999,None,z,1,2.4952440000001843,341.07626779999987,None,341.07626779999987,None,341.07626779999987,None,None,341.07626779999987,None,1,1,0.8064516129032258,347.2983925000001,None,347.2983925000001,None,347.2983925000001,None,None,347.2983925000001,None,,,,,,,,,,,,,,,,,,,CBC_P014,002,set1,set4,0,0.8,2023-03-29_15h35.20.648,AV_prob,2022.1.1,60.05767939527395,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0.15,1.326293484834196,3.26446861731854,349.29519779999987,None,349.29519779999987,None,349.29519779999987,None,352.5801885999997,354.5954188999997,352.57895886000006,None,354.5791644999997,None,z,1,1.774190300000555,352.5801885999997,None,352.5801885999997,None,352.5801885999997,None,None,352.5801885999997,None,1,0,0.8125,355.9353281000001,None,355.9353281000001,None,355.9353281000001,None,None,355.9353281000001,None,,,,,,,,,,,,,,,,,,,CBC_P014,002,set1,set4,0,0.8,2023-03-29_15h35.20.648,AV_prob,2022.1.1,60.05767939527395,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,1.556335756354144,0.789129602716002,357.9286228999997,None,357.9286228999997,None,357.9286228999997,None,358.74725650000005,360.76246819999983,358.74581585999977,360.74567569999977,360.74567569999977,None,b,1,0.8547977000002902,358.74725650000005,None,358.74725650000005,None,358.74725650000005,None,None,358.74725650000005,None,1,1,0.8181818181818182,362.3338464000001,None,362.3338464000001,None,362.3338464000001,None,None,362.3338464000001,None,,,,,,,,,,,,,,,,,,,CBC_P014,002,set1,set4,0,0.8,2023-03-29_15h35.20.648,AV_prob,2022.1.1,60.05767939527395,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.5,4.1766095715889495,2.07121332922762,364.3287917,None,364.3287917,None,364.3287917,None,366.4284677999997,368.42891859999986,366.42892645999973,368.42891859999986,368.42891859999986,None,b,1,1.6361683000000085,366.4284677999997,None,366.4284677999997,None,366.4284677999997,None,None,366.4284677999997,None,1,1,0.8235294117647058,372.63070949999997,None,372.63070949999997,None,372.63070949999997,None,None,372.63070949999997,None,,,,,,,,,,,,,,,,,,,CBC_P014,002,set1,set4,0,0.8,2023-03-29_15h35.20.648,AV_prob,2022.1.1,60.05767939527395,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,1.8749846827473111,1.91520730139263,374.6288213,None,374.6288213,None,374.6288213,None,376.5589626999997,378.5623103999999,376.56218225999964,None,378.5623103999999,None,z,1,0.9694589999999152,376.5589626999997,None,376.5589626999997,None,376.5589626999997,None,None,376.5589626999997,None,1,1,0.8285714285714286,380.45942420000006,None,380.45942420000006,None,380.45942420000006,None,None,380.45942420000006,None,,,,,,,,,,,,,,,,,,,CBC_P014,002,set1,set4,0,0.8,2023-03-29_15h35.20.648,AV_prob,2022.1.1,60.05767939527395,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0.35,2.2089046382315303,2.5736109380813,382.46233719999987,None,382.46233719999987,None,382.46233719999987,None,385.06273510000005,387.0622265999998,385.0621424599999,None,387.0622265999998,None,z,1,0.993683400000009,385.06273510000005,None,385.06273510000005,None,385.06273510000005,None,None,385.06273510000005,None,1,1,0.8333333333333334,389.29515779999997,None,389.29515779999997,None,389.29515779999997,None,None,389.29515779999997,None,,,,,,,,,,,,,,,,,,,CBC_P014,002,set1,set4,0,0.8,2023-03-29_15h35.20.648,AV_prob,2022.1.1,60.05767939527395,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.15,3.88444949943153,3.38809030570968,391.29555259999984,None,391.29555259999984,None,391.29555259999984,None,394.7106996,396.7124739999997,394.71241155999996,396.7124739999997,396.7124739999997,None,z,1,1.3737983000000895,394.7106996,None,394.7106996,None,394.7106996,None,None,394.7106996,None,1,1,0.8378378378378378,400.61197019999986,None,400.61197019999986,None,400.61197019999986,None,None,400.61197019999986,None,,,,,,,,,,,,,,,,,,,CBC_P014,002,set1,set4,0,0.8,2023-03-29_15h35.20.648,AV_prob,2022.1.1,60.05767939527395,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,2.74209998091573,2.68488128149974,402.6123167999997,None,402.6123167999997,None,402.6123167999997,None,405.32894899999997,407.3290561000001,405.32907195999996,None,407.3290561000001,None,b,1,1.4333817000001545,405.32894899999997,None,405.32894899999997,None,405.32894899999997,None,None,405.32894899999997,None,1,1,0.8421052631578947,410.09461110000007,None,410.09461110000007,None,410.09461110000007,None,None,410.09461110000007,None,,,,,,,,,,,,,,,,,,,CBC_P014,002,set1,set4,0,0.8,2023-03-29_15h35.20.648,AV_prob,2022.1.1,60.05767939527395,
38,0,38,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0.5,3.50182449656669,1.2479618399002,412.0957888999999,None,412.0957888999999,None,412.0957888999999,None,413.36252249999984,415.3624180999998,413.36254796000003,415.3624180999998,415.3624180999998,None,b,1,1.2880082000001494,413.36252249999984,None,413.36252249999984,None,413.36252249999984,None,None,413.36252249999984,None,1,0,0.8461538461538461,418.8987556999998,None,418.8987556999998,None,418.8987556999998,None,None,418.8987556999998,None,,,,,,,,,,,,,,,,,,,CBC_P014,002,set1,set4,0,0.8,2023-03-29_15h35.20.648,AV_prob,2022.1.1,60.05767939527395,
39,0,39,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,2.94912276105146,2.23299083390853,420.8956489999998,None,420.8956489999998,None,420.8956489999998,None,423.1420628999997,425.1458811,423.14543116000004,None,425.1292109999997,428.0792659000001,b,1,1.3364928000000873,423.1420628999997,None,423.1420628999997,None,423.1420628999997,None,None,423.1420628999997,None,1,1,0.85,428.1194241999999,None,428.1194241999999,None,428.1194241999999,None,None,428.1194241999999,None,,,,,,,,,,,,,,,,,,,CBC_P014,002,set1,set4,0,0.8,2023-03-29_15h35.20.648,AV_prob,2022.1.1,60.05767939527395,
40,0,40,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0.35,4.30975216432768,2.10833202116216,430.1125436,None,430.1125436,None,430.1125436,None,432.2476823999998,434.2628137999998,432.24597326,434.24592400000006,434.24592400000006,None,z,1,0.8878534999998919,432.2476823999998,None,432.2476823999998,None,432.2476823999998,None,None,432.2476823999998,None,1,0,0.8536585365853658,438.58234549999975,None,438.58234549999975,None,438.58234549999975,None,None,438.58234549999975,None,,,,,,,,,,,,,,,,,,,CBC_P014,002,set1,set4,0,0.8,2023-03-29_15h35.20.648,AV_prob,2022.1.1,60.05767939527395,
41,0,41,0,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0.35,2.67601812978374,2.96222466864387,440.5796004000001,None,440.5796004000001,None,440.5796004000001,None,443.5586756,445.5629158999998,443.5625671599996,None,445.5629158999998,None,z,1,2.240394099999776,443.5586756,None,443.5586756,None,443.5586756,None,None,443.5586756,None,1,0,0.8571428571428571,448.26594,None,448.26594,None,448.26594,None,None,448.26594,None,,,,,,,,,,,,,,,,,,,CBC_P014,002,set1,set4,0,0.8,2023-03-29_15h35.20.648,AV_prob,2022.1.1,60.05767939527395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.2627851,None,455.26269279999974,None,455.26269279999974,None,None,455.26269279999974,None,,,,,,,,,CBC_P014,002,set1,set4,0,0.8,2023-03-29_15h35.20.648,AV_prob,2022.1.1,60.05767939527395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,b,z,2,2,0.7857142857142857,0.7857142857142857,0.9999999999999999,,,,,,,,,,,
