trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_6.rt,get_keys_7.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0.5,4.19624908154748,3.32142038400957,150.35926870000003,None,150.35926870000003,None,150.35926870000003,None,153.71035280000024,155.70887230000017,153.70910712000006,155.70887230000017,155.70887230000017,None,z,1,1.1315472999999656,153.71035280000024,None,153.71035280000024,None,153.71035280000024,None,None,153.71035280000024,None,1,0,0.7777777777777778,159.92601620000005,None,159.92601620000005,None,159.92601620000005,None,None,159.92601620000005,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,1.6105816849230599,2.78012240036799,161.9256174000002,None,161.9256174000002,None,161.9256174000002,None,164.72671850000006,166.7257764000001,164.72587342000026,166.7257764000001,166.7257764000001,None,b,1,2.0308270999998967,164.72671850000006,None,164.72671850000006,None,164.72671850000006,None,None,164.72671850000006,None,1,1,0.8,168.3599003000004,None,168.3599003000004,None,168.3599003000004,None,None,168.3599003000004,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,1.595506577165096,1.48342455087402,170.35853840000027,None,170.35853840000027,None,170.35853840000027,None,171.86179070000026,173.87576750000017,171.85932132,None,173.8591077000001,None,b,0,3.205523899999662,171.86179070000026,None,171.86179070000026,None,171.86179070000026,None,None,171.86179070000026,None,0,0,0.7272727272727273,175.4648159000003,None,175.4648159000003,None,175.4648159000003,None,None,175.4648159000003,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,3.62250581484608,1.29306073609301,177.47575210000014,None,177.47575210000014,None,177.47575210000014,None,178.79307470000003,180.80861000000004,178.7925333199999,180.79177930000014,180.79177930000014,None,z,1,2.539863399999831,178.79307470000003,None,178.79307470000003,None,178.79307470000003,None,None,178.79307470000003,None,1,1,0.75,184.45042220000005,None,184.45042220000005,None,184.45042220000005,None,None,184.45042220000005,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.15,3.95666246474662,2.07121332922762,186.4424428000002,None,186.4424428000002,None,186.4424428000002,None,188.52552920000016,190.52574790000017,188.52512761000017,190.52574790000017,190.52574790000017,None,b,1,1.6756720999997015,188.52552920000016,None,188.52552920000016,None,188.52552920000016,None,None,188.52552920000016,None,1,1,0.7692307692307693,194.51312860000007,None,194.51312860000007,None,194.51312860000007,None,None,194.51312860000007,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.15,2.0889201672230797,1.84422310959985,196.50917210000034,None,196.50917210000034,None,196.50917210000034,None,198.3776127000001,200.39271390000022,198.37598862000033,200.3761746,200.3761746,None,b,1,2.27311009999994,198.3776127000001,None,198.3776127000001,None,198.3776127000001,None,None,198.3776127000001,None,1,1,0.7857142857142857,202.4980416000003,None,202.4980416000003,None,202.4980416000003,None,None,202.4980416000003,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,4.1766095715889495,2.10833202116216,204.49238330000026,None,204.49238330000026,None,204.49238330000026,None,206.62945260000015,208.64160040000024,206.62615572000033,208.6258603000001,208.6258603000001,None,b,1,2.3618494999996074,206.62945260000015,None,206.62945260000015,None,206.62945260000015,None,None,206.62945260000015,None,1,1,0.8,212.82661400000006,None,212.82661400000006,None,212.82661400000006,None,None,212.82661400000006,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0.15,2.27860294189526,2.40738395932908,214.82587570000032,None,214.82587570000032,None,214.82587570000032,None,217.2616736,219.2753788,217.25917151999994,219.2584598000003,219.2584598000003,None,b,1,2.1698575000000346,217.2616736,None,217.2616736,None,217.2616736,None,None,217.2616736,None,1,1,0.8125,221.5486334000002,None,221.5486334000002,None,221.5486334000002,None,None,221.5486334000002,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,1.8749846827473111,1.08099245958022,223.55962100000033,None,223.55962100000033,None,223.55962100000033,None,224.66108460000032,226.67562270000008,224.6594788200003,None,226.65863590000026,None,z,1,1.6955888999996205,224.66108460000032,None,224.66108460000032,None,224.66108460000032,None,None,224.66108460000032,None,1,1,0.8235294117647058,228.56400789999998,None,228.56400789999998,None,228.56400789999998,None,None,228.56400789999998,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,2.0845750455934002,2.23299083390853,230.55980630000022,None,230.55980630000022,None,230.55980630000022,None,232.8099269000004,234.80941570000005,232.80960732000023,234.80941570000005,234.80941570000005,None,z,1,1.9792421999995895,232.8099269000004,None,232.8099269000004,None,232.8099269000004,None,None,232.8099269000004,None,1,1,0.8333333333333334,236.91306710000026,None,236.91306710000026,None,236.91306710000026,None,None,236.91306710000026,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0.5,2.74209998091573,1.08604824075189,238.9261088000003,None,238.9261088000003,None,238.9261088000003,None,240.04058320000013,242.0420353000004,240.04295372000007,None,242.0420353000004,None,z,1,1.510699299999942,240.04058320000013,None,240.04058320000013,None,240.04058320000013,None,None,240.04058320000013,None,1,0,0.8421052631578947,244.79846100000032,None,244.79846100000032,None,244.79846100000032,None,None,244.79846100000032,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,1.2199655720291709,1.73294357419019,246.80939820000003,None,246.80939820000003,None,246.80939820000003,None,248.55782970000018,250.56004210000037,248.55953682,250.56004210000037,250.56004210000037,None,None,0,,248.55782970000018,None,248.55782970000018,None,248.55782970000018,None,['z'],248.55782970000018,None,0,3,0.8,251.80911160000005,None,251.80911160000005,None,251.80911160000005,None,['z'],251.80911160000005,None,[1.3340290000001005],[1.0198735999997552],,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0.35,1.109698721182561,1.14263865585167,253.80947130000004,None,253.80947130000004,None,253.80947130000004,None,254.96057440000004,256.9601939000004,254.95893601000026,None,256.9601939000004,None,b,1,2.237138699999832,254.96057440000004,None,254.96057440000004,None,254.96057440000004,None,None,254.96057440000004,None,1,0,0.8095238095238095,258.09565820000034,None,258.09565820000034,None,258.09565820000034,None,None,258.09565820000034,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,2.23248806235745,2.5736109380813,260.09223169999996,None,260.09223169999996,None,260.09223169999996,None,262.6770647000003,264.67619030000014,262.6752759100003,264.67619030000014,264.67619030000014,None,b,1,1.5625866999998834,262.6770647000003,None,262.6770647000003,None,262.6770647000003,None,None,262.6770647000003,None,1,1,0.8181818181818182,266.92895130000034,None,266.92895130000034,None,266.92895130000034,None,None,266.92895130000034,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,1.556335756354144,2.7570014520733,268.9262491000004,None,268.9262491000004,None,268.9262491000004,None,271.7118031,273.7262141000001,271.70974542,None,273.70954900000015,None,z,1,1.1208971999999449,271.7118031,None,271.7118031,None,271.7118031,None,None,271.7118031,None,1,1,0.8260869565217391,275.27882690000024,None,275.27882690000024,None,275.27882690000024,None,None,275.27882690000024,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,2.67601812978374,1.55403782363402,277.2929962000003,None,277.2929962000003,None,277.2929962000003,None,278.8759739000002,280.87648790000003,278.87645552000026,280.87648790000003,280.87648790000003,None,z,1,2.304979199999707,278.8759739000002,None,278.8759739000002,None,278.8759739000002,None,None,278.8759739000002,None,1,1,0.8333333333333334,283.5760242000001,None,283.5760242000001,None,283.5760242000001,None,None,283.5760242000001,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,2.39750191607,3.27666037293199,285.57558540000036,None,285.57558540000036,None,285.57558540000036,None,288.8745321000001,290.8758273000003,288.8767016200002,290.8758273000003,290.8758273000003,None,z,1,2.1860513999999966,288.8745321000001,None,288.8745321000001,None,288.8745321000001,None,None,288.8745321000001,None,1,1,0.84,293.2781250000003,None,293.2781250000003,None,293.2781250000003,None,None,293.2781250000003,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,4.30975216432768,2.3497497577282,295.2931853,None,295.2931853,None,295.2931853,None,297.66103410000005,299.6764456000001,297.6598808199999,299.6598388000002,299.6598388000002,None,b,1,1.915355599999657,297.66103410000005,None,297.66103410000005,None,297.66103410000005,None,None,297.66103410000005,None,1,1,0.8461538461538461,303.9988321000001,None,303.9988321000001,None,303.9988321000001,None,None,303.9988321000001,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.15,1.671897605000652,2.50277407648956,305.99274760000026,None,305.99274760000026,None,305.99274760000026,None,308.5147468,310.52643030000036,308.5257319200002,310.52643030000036,310.5098342000001,None,b,1,3.3281097999997655,308.5147468,None,308.5147468,None,308.5147468,None,None,308.5147468,None,1,1,0.8518518518518519,312.2082754000003,None,312.2082754000003,None,312.2082754000003,None,None,312.2082754000003,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,1.899747326335302,1.91520730139263,314.2094785000004,None,314.2094785000004,None,314.2094785000004,None,316.14172970000027,318.14354390000017,316.1435663200002,318.14354390000017,318.14354390000017,None,b,1,1.7494801000002553,316.14172970000027,None,316.14172970000027,None,316.14172970000027,None,None,316.14172970000027,None,1,1,0.8571428571428571,320.0613165,None,320.0613165,None,320.0613165,None,None,320.0613165,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.35,2.11780998338946,1.88377296598415,322.05991600000016,None,322.05991600000016,None,322.05991600000016,None,323.9621139000001,325.9766588000002,323.95935841000016,325.96055720000004,325.96055720000004,None,b,1,1.2286266000000978,323.9621139000001,None,323.9621139000001,None,323.9621139000001,None,None,323.9621139000001,None,1,1,0.8620689655172413,328.11180160000004,None,328.11180160000004,None,328.11180160000004,None,None,328.11180160000004,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0.5,1.887650177272661,1.37809841776001,330.10990660000016,None,330.10990660000016,None,330.10990660000016,None,331.50865520000025,333.509955,331.5099346200002,333.509955,333.509955,None,z,1,2.352343699999892,331.50865520000025,None,331.50865520000025,None,331.50865520000025,None,None,331.50865520000025,None,1,1,0.8666666666666667,335.4283725,None,335.4283725,None,335.4283725,None,None,335.4283725,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0.5,1.905730910449904,2.12802719374523,337.42647639999996,None,337.42647639999996,None,337.42647639999996,None,339.56187850000015,341.5766471000002,339.5594937100003,341.5604599000003,341.5604599000003,None,z,1,2.1710385999995196,339.56187850000015,None,339.56187850000015,None,339.56187850000015,None,None,339.56187850000015,None,1,0,0.8709677419354839,343.49561970000013,None,343.49561970000013,None,343.49561970000013,None,None,343.49561970000013,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0.15,2.0784833561945097,2.64870493261766,345.49351939999997,None,345.49351939999997,None,345.49351939999997,None,348.16197720000036,350.17665910000005,348.16040252000016,350.1604051000004,350.1604051000004,None,b,1,2.3012009999997645,348.16197720000036,None,348.16197720000036,None,348.16197720000036,None,None,348.16197720000036,None,1,1,0.875,352.2481193000003,None,352.2481193000003,None,352.2481193000003,None,None,352.2481193000003,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,3.88444949943153,3.26446861731854,354.2598991,None,354.2598991,None,354.2598991,None,357.52758970000014,359.5267022000003,357.5260731100001,359.5267022000003,359.5267022000003,None,b,1,1.1984305999999378,357.52758970000014,None,357.52758970000014,None,357.52758970000014,None,None,357.52758970000014,None,1,1,0.8787878787878788,363.44683510000004,None,363.44683510000004,None,363.44683510000004,None,None,363.44683510000004,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,1.758742575863891,2.93536812882172,365.44329530000005,None,365.44329530000005,None,365.44329530000005,None,368.4113196000003,370.4268705000004,368.41022292,370.41016370000034,370.41016370000034,None,b,1,1.9602937999998176,368.4113196000003,None,368.4113196000003,None,368.4113196000003,None,None,368.4113196000003,None,1,1,0.8823529411764706,372.19383560000006,None,372.19383560000006,None,372.19383560000006,None,None,372.19383560000006,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,2.3725274662429303,1.75396267962373,374.19308530000035,None,374.19308530000035,None,374.19308530000035,None,375.9771495,377.97602830000005,375.97704051999995,377.97602830000005,377.97602830000005,None,z,1,2.015547599999536,375.9771495,None,375.9771495,None,375.9771495,None,None,375.9771495,None,1,1,0.8857142857142857,380.3619313000004,None,380.3619313000004,None,380.3619313000004,None,None,380.3619313000004,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.15,3.50182449656669,1.2479618399002,382.37715320000007,None,382.37715320000007,None,382.37715320000007,None,383.6405315000002,385.6428256000004,383.6435977200001,385.6428256000004,385.6428256000004,None,b,1,1.581139500000063,383.6405315000002,None,383.6405315000002,None,383.6405315000002,None,None,383.6405315000002,None,1,1,0.8888888888888888,389.1629051,None,389.1629051,None,389.1629051,None,None,389.1629051,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,3.86983191325091,2.96222466864387,391.1599692,None,391.1599692,None,391.1599692,None,394.1414903,396.1439400000004,394.1442048199999,396.1439400000004,396.1439400000004,None,z,1,1.958545200000117,394.1414903,400.0108332,394.1414903,400.0108332,394.1414903,400.0108332,None,394.1414903,400.0108332,1,1,0.8918918918918919,400.0454907000003,None,400.0454907000003,None,400.0454907000003,None,None,400.0454907000003,None,,,,,,,,,,,,,,,,,,,,CBC_P016,002,set4,set1,1,0.9,2023-03-31_14h05.04.449,AV_prob,2022.1.1,59.97778422871777,
