trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_11.started,fixationCross_11.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_6.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
,,,,87.02823549999994,None,87.02823549999994,None,b,1.6745741000013368,87.22785449999901,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P039,001,set1,set3,2,0.8,2024-05-17_17h11.25.269,AV_prob,2022.1.1,59.998044063712534,
,,,,,,,,,,,,88.92944989999887,None,t,50.13423800000055,88.92944989999887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P039,001,set1,set3,2,0.8,2024-05-17_17h11.25.269,AV_prob,2022.1.1,59.998044063712534,
0,0,0,0,,,,,,,,,,,,,,,139.09651979999944,None,139.09651979999944,None,139.09651979999944,None,1,2,0,1,0.15,0.109698721182561,1.29306073609301,139.99601229999826,None,139.99601229999826,None,139.99601229999826,None,141.3219726999996,143.39545849999922,141.32870939999884,None,143.37917599999855,144.37964649999958,144.37964649999958,144.497023599999,b,0,2.2527506000005815,141.3219726999996,None,141.3219726999996,None,141.3219726999996,None,None,141.3219726999996,144.44614809999985,0,0,0.0,144.5581078999985,None,144.5581078999985,None,144.5581078999985,None,None,144.5581078999985,None,,,,,,,,,,,,,,,,,,,CBC_P039,001,set1,set3,2,0.8,2024-05-17_17h11.25.269,AV_prob,2022.1.1,59.998044063712534,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0.5,2.62250581484608,1.53162701008885,146.6128439999993,None,146.6128439999993,None,146.6128439999993,None,148.1630247999983,150.22953569999845,148.16276339999968,None,150.22953569999845,151.22880669999904,151.22880669999904,None,b,1,2.113163700001678,148.1630247999983,None,148.1630247999983,None,148.1630247999983,None,None,148.1630247999983,153.79608359999838,1,1,0.5,153.86980210000002,None,153.86980210000002,None,153.86980210000002,None,None,153.86980210000002,None,,,,,,,,,,,,,,,,,,,CBC_P039,001,set1,set3,2,0.8,2024-05-17_17h11.25.269,AV_prob,2022.1.1,59.998044063712534,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,2.86983191325091,1.84422310959985,155.9625716999999,None,155.9625716999999,None,155.9625716999999,None,157.82945569999902,159.89637649999895,157.8300610999995,None,159.89637649999895,160.89629709999826,160.89629709999826,None,b,1,1.2968809000012698,157.82945569999902,None,157.82945569999902,None,157.82945569999902,None,None,157.82945569999902,163.71304539999983,1,1,0.6666666666666666,163.79914889999964,None,163.79914889999964,None,163.79914889999964,None,None,163.79914889999964,None,,,,,,,,,,,,,,,,,,,CBC_P039,001,set1,set3,2,0.8,2024-05-17_17h11.25.269,AV_prob,2022.1.1,59.998044063712534,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0.15,1.94912276105146,1.08099245958022,165.87934479999967,None,165.87934479999967,None,165.87934479999967,None,166.96548669999902,169.0461497999986,166.97864229999868,None,169.0127997999989,170.01239050000004,170.01239050000004,171.9617303999985,b,0,1.1858313000011549,166.96548669999902,None,166.96548669999902,None,166.96548669999902,None,None,166.96548669999902,171.92877399999998,0,1,0.5,171.99876429999858,None,171.99876429999858,None,171.99876429999858,None,None,171.99876429999858,None,,,,,,,,,,,,,,,,,,,CBC_P039,001,set1,set3,2,0.8,2024-05-17_17h11.25.269,AV_prob,2022.1.1,59.998044063712534,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0.35,1.39750191607,3.32142038400957,174.0962041999992,None,174.0962041999992,None,174.0962041999992,None,177.44835109999985,179.52870649999932,177.44627729999957,None,179.51179989999946,180.51290859999972,180.51290859999972,None,z,1,2.5788118000018585,177.44835109999985,None,177.44835109999985,None,177.44835109999985,None,None,177.44835109999985,181.8464004999987,1,0,0.6,181.93762529999913,None,181.93762529999913,None,181.93762529999913,None,None,181.93762529999913,None,,,,,,,,,,,,,,,,,,,CBC_P039,001,set1,set3,2,0.8,2024-05-17_17h11.25.269,AV_prob,2022.1.1,59.998044063712534,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0.5,0.543156518078604,2.10833202116216,184.01270169999952,None,184.01270169999952,None,184.01270169999952,None,186.14297169999918,188.21297199999935,186.14606300000014,None,188.21297199999935,189.21293869999863,189.21293869999863,None,b,1,1.5883342000015546,186.14297169999918,None,186.14297169999918,None,186.14297169999918,None,None,186.14297169999918,189.69525749999957,1,1,0.6666666666666666,189.76898329999858,None,189.76898329999858,None,189.76898329999858,None,None,189.76898329999858,None,,,,,,,,,,,,,,,,,,,CBC_P039,001,set1,set3,2,0.8,2024-05-17_17h11.25.269,AV_prob,2022.1.1,59.998044063712534,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0.5,0.219965572029171,3.38809030570968,191.86275999999998,None,191.86275999999998,None,191.86275999999998,None,195.2688436999997,197.3462447999991,195.27967239999998,None,197.32898029999888,198.32971109999926,198.32971109999926,None,b,1,1.1342408000018622,195.2688436999997,None,195.2688436999997,None,195.2688436999997,None,None,195.2688436999997,198.49619170000005,1,1,0.7142857142857143,198.57939579999947,None,198.57939579999947,None,198.57939579999947,None,None,198.57939579999947,None,,,,,,,,,,,,,,,,,,,CBC_P039,001,set1,set3,2,0.8,2024-05-17_17h11.25.269,AV_prob,2022.1.1,59.998044063712534,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0.35,3.26803291533611,2.5736109380813,200.66284029999952,None,200.66284029999952,None,200.66284029999952,None,203.26413469999898,205.32857799999874,203.26288339999883,None,205.32857799999874,206.32965029999832,206.32965029999832,None,z,1,1.9188622000019677,203.26413469999898,None,203.26413469999898,None,203.26413469999898,None,None,203.26413469999898,209.54697510000005,1,1,0.75,209.6337593999997,None,209.6337593999997,None,209.6337593999997,None,None,209.6337593999997,None,,,,,,,,,,,,,,,,,,,CBC_P039,001,set1,set3,2,0.8,2024-05-17_17h11.25.269,AV_prob,2022.1.1,59.998044063712534,
