trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,Intro_image.started,Intro_image.stopped,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixationCross_9.started,fixationCross_9.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,fixationCross_7.started,fixationCross_7.stopped,cue_yes_8.started,cue_yes_8.stopped,cue_no_8.started,cue_no_8.stopped,trials_runs.visual_stim,trials_runs.audio_stim,trials_runs.correct_comb,trials_runs.rewardAccurate,trials_runs.presentationFrequency,trials_runs.ISI,trials_runs.ITI,fixationCross_8.started,fixationCross_8.stopped,cue_yes_9.started,cue_yes_9.stopped,cue_no_9.started,cue_no_9.stopped,image_3.started,image_3.stopped,sound_3.started,sound_3.stopped,fixationCross_11.started,fixationCross_11.stopped,fixationCross_6.started,fixationCross_6.stopped,response_runs.keys,response_runs.corr,response_runs.rt,response_runs.started,response_runs.stopped,cue_yes_10.started,cue_yes_10.stopped,cue_no_10.started,cue_no_10.stopped,get_keys_6.keys,get_keys_6.started,get_keys_6.stopped,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_3.started,feedback_3.stopped,cue_yes_11.started,cue_yes_11.stopped,cue_no_11.started,cue_no_11.stopped,get_keys_7.keys,get_keys_7.started,get_keys_7.stopped,get_keys_6.rt,fixationCross_10.started,fixationCross_10.stopped,final_image.started,final_image.stopped,final_message.started,final_message.stopped,end_experiment.keys,end_experiment.started,end_experiment.stopped,trials_runs.rewardProb,trials_runs.yesKey,trials_runs.noKey,trials_runs.stimulusDur,trials_runs.feedbackDur,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,participant,session,visual set [set1-4 / set5-8],audio set [set1-4],trial structure [0-3],FB probability,date,expName,psychopyVersion,frameRate,
,,,,44.94039650000013,None,44.94039650000013,None,z,2.027498600000399,45.13300519999939,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P037,001,set3,set4,3,0.9,2024-05-16_13h59.19.719,AV_prob,2022.1.1,59.991637166047056,
,,,,,,,,,,,,47.183062599999175,None,t,52.6661167000002,47.183062599999175,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_P037,001,set3,set4,3,0.9,2024-05-16_13h59.19.719,AV_prob,2022.1.1,59.991637166047056,
0,0,0,0,,,,,,,,,,,,,,,99.86622910000006,None,99.86622910000006,None,99.86622910000006,None,2,2,1,1,0.5,1.74209998091573,3.32142038400957,100.76642199999878,None,100.76642199999878,None,100.76642199999878,None,104.22524199999862,106.29972540000017,104.23256734000024,None,106.28322849999859,107.29861989999881,107.28195079999932,None,z,1,1.1800147000012657,104.22524199999862,None,104.22524199999862,None,104.22524199999862,None,None,104.22524199999862,108.9831420999999,1,1,1.0,109.1494774999992,None,109.1494774999992,None,109.1494774999992,None,None,109.1494774999992,None,,,,,,,,,,,,,,,,,,,CBC_P037,001,set3,set4,3,0.9,2024-05-16_13h59.19.719,AV_prob,2022.1.1,59.991637166047056,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,3.21669271035117,1.91520730139263,111.04951319999964,None,111.04951319999964,None,111.04951319999964,None,113.04048369999873,115.11552609999853,113.04951955999859,None,115.09874309999941,116.09999020000032,116.09999020000032,119.31654960000014,z,1,1.4155325000010635,113.04048369999873,None,113.04048369999873,None,113.04048369999873,None,None,113.04048369999873,119.2665562000002,1,1,1.0,119.34982449999916,None,119.34982449999916,None,119.34982449999916,None,None,119.34982449999916,None,,,,,,,,,,,,,,,,,,,CBC_P037,001,set3,set4,3,0.9,2024-05-16_13h59.19.719,AV_prob,2022.1.1,59.991637166047056,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0.15,1.67601812978374,1.2479618399002,121.34991309999896,None,121.34991309999896,None,121.34991309999896,None,122.61225199999899,124.68316579999919,122.61574321999942,None,124.68316579999919,125.68315119999897,125.68315119999897,None,b,1,0.9795603000002302,122.61225199999899,None,122.61225199999899,None,122.61225199999899,None,None,122.61225199999899,127.29981589999989,1,1,1.0,127.38568359999954,None,127.38568359999954,None,127.38568359999954,None,None,127.38568359999954,None,,,,,,,,,,,,,,,,,,,CBC_P037,001,set3,set4,3,0.9,2024-05-16_13h59.19.719,AV_prob,2022.1.1,59.991637166047056,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,1.91771467486041,1.73294357419019,129.383050299999,None,129.383050299999,None,129.383050299999,None,131.1620783999988,133.23389979999956,131.1663977399996,None,133.21664129999954,134.2165927999995,134.2165927999995,None,b,1,1.8718681000027573,131.1620783999988,None,131.1620783999988,None,131.1620783999988,None,None,131.1620783999988,136.08335780000016,1,1,1.0,136.17152039999928,None,136.17152039999928,None,136.17152039999928,None,None,136.17152039999928,None,,,,,,,,,,,,,,,,,,,CBC_P037,001,set3,set4,3,0.9,2024-05-16_13h59.19.719,AV_prob,2022.1.1,59.991637166047056,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.35,0.905730910449904,1.44889042899439,138.16576309999982,None,138.16576309999982,None,138.16576309999982,None,139.63106199999856,141.69986999999855,139.6331726200002,None,141.69986999999855,142.70003889999862,142.70003889999862,None,z,0,2.1706434000006993,139.63106199999856,None,139.63106199999856,None,139.63106199999856,None,None,139.63106199999856,143.55011729999933,0,0,0.8,143.69225910000023,None,143.69225910000023,None,143.69225910000023,None,None,143.69225910000023,None,,,,,,,,,,,,,,,,,,,CBC_P037,001,set3,set4,3,0.9,2024-05-16_13h59.19.719,AV_prob,2022.1.1,59.991637166047056,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0.35,0.887650177272661,2.40738395932908,145.63259769999968,None,145.63259769999968,None,145.63259769999968,None,148.0522306999992,150.1331537999995,148.04948185999893,None,150.1165130999998,151.116580599999,151.116580599999,None,b,1,1.4493082000008144,148.0522306999992,None,148.0522306999992,None,148.0522306999992,None,None,148.0522306999992,151.9498582999986,1,1,0.8333333333333334,152.04218869999931,None,152.04218869999931,None,152.04218869999931,None,None,152.04218869999931,None,,,,,,,,,,,,,,,,,,,CBC_P037,001,set3,set4,3,0.9,2024-05-16_13h59.19.719,AV_prob,2022.1.1,59.991637166047056,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0.5,0.326293484834196,1.41191114387976,154.0330342999987,None,154.0330342999987,None,154.0330342999987,None,155.46556659999987,157.53307700000005,155.46664052000017,None,157.53307700000005,158.53258579999965,158.53258579999965,None,z,1,1.9894269000014901,155.46556659999987,None,155.46556659999987,None,155.46556659999987,None,None,155.46556659999987,158.79991729999892,1,1,0.8571428571428571,158.88573369999904,None,158.88573369999904,None,158.88573369999904,None,None,158.88573369999904,None,,,,,,,,,,,,,,,,,,,CBC_P037,001,set3,set4,3,0.9,2024-05-16_13h59.19.719,AV_prob,2022.1.1,59.991637166047056,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.5,2.86983191325091,0.977134614530179,160.88266139999905,None,160.88266139999905,None,160.88266139999905,None,161.88133749999906,163.94979419999981,161.88360651999903,None,163.94979419999981,164.95004159999917,164.95004159999917,None,z,1,1.435862600001201,161.88133749999906,167.81672219999928,161.88133749999906,167.81672219999928,161.88133749999906,167.81672219999928,None,161.88133749999906,167.76691399999982,1,1,0.875,167.85127619999912,None,167.85127619999912,None,167.85127619999912,None,None,167.85127619999912,None,,,,,,,,,,,,,,,,,,,CBC_P037,001,set3,set4,3,0.9,2024-05-16_13h59.19.719,AV_prob,2022.1.1,59.991637166047056,
