ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPairNorm,beliefOtherPairNorm,beliefPair,beliefOtherPair,lik,corrLik,rewardPE,update2,rewardPEOP,update2OP,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha12,fit_alpha2,fit_alpha22,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,1,1,0,b,1,0,2,tac,B,63,1,1B,0B,1,0,z,2.03584159999991,0,1,0,0,0B,1B,B10,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.198442562116282,0.501698597281553,-0.5,-0.00297320940869106,-0.5,0.446007192215866,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.998502162597858,0.00594641881738212,0.995472949213429,0.892014384431732,0.863649267489969,0.379380743198171,2.56129038559458,0.5,78.7869239409942
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,2,0,1,b,1,0,3,tac,A,63,1,0A,1A,1,0,b,1.96960989999934,1,0,1,1,0A,1A,A01,2.83321334405622,0.5,0.5,0.5,0.5,0.497026790591309,0.946007192215866,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.207515190955145,0.499774781879631,0.5,0.499251081298929,0.5,-0.497736474606715,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.998502162597858,0.00594641881738212,0.995472949213429,0.892014384431732,0.863649267489969,0.379380743198171,2.56129038559458,0.5,78.7869239409942
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,3,1,2,z,0,1,1,tac,C,9,1,1C,2C,0,1,z,2.35256200000003,0,1,1,1,2C,1C,C12,2.89037175789616,0.999251081298929,0.00226352539328545,0.5,0.5,0.497026790591309,0.946007192215866,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.156056403925678,0.499574513303777,0.5,0.499251081298929,0.5,-0.497736474606715,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.998502162597858,0.00594641881738212,0.995472949213429,0.892014384431732,0.863649267489969,0.379380743198171,2.56129038559458,0.5,78.7869239409942
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,4,1,0,z,0,1,3,tac,A,63,1,1A,0A,0,1,b,2.3510866000006,1,0,0,0,1A,0A,A10,2.94443897916644,0.999251081298929,0.00226352539328545,0.5,0.5,0.497026790591309,0.946007192215866,0.5,0.5,0.5,0.00226352539328545,0.999251081298929,0.5,0.5,0.5,0.5,0.5,1.70031282999455e-06,0.99999829968717,0.00226352539328545,0.999251081298929,0.0864334458312208,0.274567168567733,-0.00226352539328545,-1.34598699922548e-05,-0.000748918701070744,0.000668046254125032,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.998502162597858,0.00594641881738212,0.995472949213429,0.892014384431732,0.863649267489969,0.379380743198171,2.56129038559458,0.5,78.7869239409942
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,5,3,1,b,1,0,0,tac,D,27,1,3D,1D,1,0,b,2.3880551000002,1,0,1,1,3D,1D,D31,2.99573227355399,0.999919127553054,0.00225006552329319,0.5,0.5,0.497026790591309,0.946007192215866,0.5,0.5,0.5,0.00226352539328545,0.999251081298929,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.151876504724099,0.499312364065791,0.5,0.499251081298929,0.5,-0.497736474606715,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.998502162597858,0.00594641881738212,0.995472949213429,0.892014384431732,0.863649267489969,0.379380743198171,2.56129038559458,0.5,78.7869239409942
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,6,0,1,z,0,1,2,tac,B,63,1,0B,1B,0,1,z,2.47158610000042,0,1,1,1,1B,0B,B01,3.04452243772342,0.999919127553054,0.00225006552329319,0.5,0.5,0.497026790591309,0.946007192215866,0.5,0.5,0.5,0.00226352539328545,0.999251081298929,0.5,0.5,0.00226352539328545,0.5,0.999251081298929,0.94661144450495,0.0533885554950499,0.946007192215866,0.497026790591309,0.201230180740529,0.705092034108654,0.0539928077841341,0.0539119353371883,0.497026790591309,-0.494776725068016,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.998502162597858,0.00594641881738212,0.995472949213429,0.892014384431732,0.863649267489969,0.379380743198171,2.56129038559458,0.5,78.7869239409942
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,7,2,3,b,1,0,1,tac,C,63,1,2C,3C,1,0,b,1.70268109999961,1,0,1,1,2C,3C,C23,3.09104245335832,0.999919127553054,0.00225006552329319,0.5,0.5,0.00225006552329321,0.999919127553054,0.5,0.5,0.5,0.00226352539328545,0.999251081298929,0.5,0.5,0.00226352539328545,0.5,0.999251081298929,0.999251081298929,0.000748918701070744,0.999251081298929,0.5,0.381653597436224,0.724481515387232,0.000748918701070744,0.000747796942629117,0.5,-0.497736474606715,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.998502162597858,0.00594641881738212,0.995472949213429,0.892014384431732,0.863649267489969,0.379380743198171,2.56129038559458,0.5,78.7869239409942
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,8,2,0,z,0,1,3,tac,A,27,1,2A,0A,0,1,z,1.97776000000067,0,1,1,1,0A,2A,A20,3.13549421592915,0.999919127553054,0.00225006552329319,0.5,0.5,0.00225006552329321,0.999919127553054,0.5,0.5,0.5,0.00226352539328545,0.999998878241558,0.00226352539328545,0.5,0.00226352539328545,0.5,0.999251081298929,0.999919127553054,8.08724469456568e-05,0.999919127553054,0.5,0.309528658315161,0.725260261350876,8.08724469456568e-05,8.07513131698188e-05,0.5,-0.497736474606715,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.998502162597858,0.00594641881738212,0.995472949213429,0.892014384431732,0.863649267489969,0.379380743198171,2.56129038559458,0.5,78.7869239409942
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,9,3,2,b,1,0,0,tac,D,63,1,3D,2D,1,0,b,2.3479540999997,1,0,1,1,3D,2D,D32,3.17805383034795,0.999999878866224,0.00225006552329319,0.00226352539328545,0.5,0.00225006552329321,0.999919127553054,0.5,0.5,0.5,0.00226352539328545,0.999998878241558,0.00226352539328545,0.5,0.00226352539328545,0.5,0.999251081298929,0.999251081298929,0.000748918701070744,0.999251081298929,0.5,0.228772207363755,0.724868064194627,0.000748918701070744,0.000747796942629117,0.5,-0.497736474606715,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.998502162597858,0.00594641881738212,0.995472949213429,0.892014384431732,0.863649267489969,0.379380743198171,2.56129038559458,0.5,78.7869239409942
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,10,3,1,z,0,1,2,tac,B,27,1,3B,1B,0,1,z,2.67508680000083,0,1,1,1,1B,3B,B31,3.2188758248682,0.999999878866224,0.00225006552329319,0.00226352539328545,0.5,0.00225006552329321,0.999919127553054,0.5,0.5,0.5,0.00226352539328545,0.999998878241558,0.00226352539328545,0.5,0.00226352539328545,0.00226352539328545,0.999998878241558,0.999919127553054,8.08724469457678e-05,0.999919127553054,0.5,0.174965719446042,0.725727909184456,8.08724469457678e-05,8.07513131699297e-05,0.5,-0.497736474606715,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.998502162597858,0.00594641881738212,0.995472949213429,0.892014384431732,0.863649267489969,0.379380743198171,2.56129038559458,0.5,78.7869239409942
