ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,tripletUnsorted,matchingPair,nonMatchingPair,triplet,simpleSurprise,nonMatchPairSurprise
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,1,1,0,b,1,0,2,tac,B,63,1,1B,0B,1,0,z,2.03584159999991,0,1,0,0,0B,1B,B10,B1,B0,B10,2.77258872223978,1.38629436111989
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,2,0,1,b,1,0,3,tac,A,63,1,0A,1A,1,0,b,1.96960989999934,1,0,1,1,0A,1A,A01,A0,A1,A01,2.83321334405622,1.6094379124341
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,3,1,2,z,0,1,1,tac,C,9,1,1C,2C,0,1,z,2.35256200000003,0,1,1,1,2C,1C,C12,C2,C1,C21,2.89037175789616,1.79175946922805
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,4,1,0,z,0,1,3,tac,A,63,1,1A,0A,0,1,b,2.3510866000006,1,0,0,0,1A,0A,A10,A0,A1,A01,2.2512917986065,1.25276296849537
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,5,3,1,b,1,0,0,tac,D,27,1,3D,1D,1,0,b,2.3880551000002,1,0,1,1,3D,1D,D31,D3,D1,D31,2.99573227355399,2.07944154167984
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,6,0,1,z,0,1,2,tac,B,63,1,0B,1B,0,1,z,2.47158610000042,0,1,1,1,1B,0B,B01,B1,B0,B10,2.35137525716348,1.50407739677627
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,7,2,3,b,1,0,1,tac,C,63,1,2C,3C,1,0,b,1.70268109999961,1,0,1,1,2C,3C,C23,C2,C3,C23,3.09104245335832,2.30258509299405
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,8,2,0,z,0,1,3,tac,A,27,1,2A,0A,0,1,z,1.97776000000067,0,1,1,1,0A,2A,A20,A0,A2,A02,3.13549421592915,2.39789527279837
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,9,3,2,b,1,0,0,tac,D,63,1,3D,2D,1,0,b,2.3479540999997,1,0,1,1,3D,2D,D32,D3,D2,D32,3.17805383034795,2.484906649788
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,10,3,1,z,0,1,2,tac,B,27,1,3B,1B,0,1,z,2.67508680000083,0,1,1,1,1B,3B,B31,B1,B3,B13,3.2188758248682,2.56494935746154
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,11,3,2,z,0,1,1,tac,C,63,1,3C,2C,0,1,z,2.92748420000044,0,1,1,1,2C,3C,C32,C2,C3,C23,2.56494935746154,1.94591014905531
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,12,1,3,b,1,0,2,tac,B,27,1,1B,3B,1,0,b,2.14958910000041,1,0,1,1,1B,3B,B13,B1,B3,B13,2.60268968544438,2.01490302054226
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,13,3,2,z,0,1,1,tac,C,63,1,3C,2C,0,1,z,2.56101460000082,0,1,1,1,2C,3C,C32,C2,C3,C23,2.23359222150709,1.67397643357167
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,14,3,2,b,1,0,0,tac,D,63,1,3D,2D,1,0,b,2.64341380000042,1,0,1,1,3D,2D,D32,D3,D2,D32,2.67414864942653,2.14006616349627
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,15,0,3,b,1,0,3,tac,A,9,1,0A,3A,1,0,b,1.83227689999967,1,0,1,1,0A,3A,A03,A0,A3,A03,3.40119738166216,2.89037175789616
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,16,0,1,z,0,1,2,tac,B,63,0,0B,1B,1,0,z,1.93852079999942,0,1,1,0,1B,0B,B01,B1,B0,B10,2.33537491581704,1.84582669049833
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,17,2,3,z,0,1,0,tac,D,63,1,2D,3D,0,1,z,3.17871290000039,0,1,1,1,3D,2D,D23,D3,D2,D32,2.36712361413162,1.89711998488588
CBC_1142,CBC_1142_MSI_TV_v3_Vset6_Tset2_2024-11-06_14h55.07.235.csv,1,18,0,2,z,0,1,1,tac,C,27,1,0C,2C,0,1,z,2.53088070000013,0,1,1,1,2C,0C,C02,C2,C0,C20,3.49650756146648,3.04452243772342
