ID,session,trialNr,visStimLeft,mod2Stim,match,correctKey,frequency,rewardAccurate,stimPair,probFB,surprise,0A belief,1A belief,2A belief,0B belief,1B belief,2B belief,0C belief,1C belief,2C belief,reactionTime,choice,beliefPair,choiceAccurate,reward,rewardPE,update2,sim_percModel,sim_respModel,sim_startBelief,sim_alpha1,sim_alpha12,sim_nonDecisionTime,sim_weight,sim_startingBoundary,sim_startingPoint,lik,corrLik,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha12,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
180,1,1,1,C,0,left,36,1,1C,0.95,2.19722457733622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.06736457039806,1,0.5,0,0,-0.5,-0.470853958300003,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0261345359779588,0.780111055508277,2.80036457039806,5.91580646821134,1.0453174310951,0.5,0.831730484977647,0.499578404426934,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0202097771927288,0.941707916600005,2.78656707661548,4.94256707142901,1.14804673312296,0.5,-31.6926539174933
180,1,2,0,B,0,left,36,1,0B,0.95,2.30258509299405,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0291460416999973,0.5,2.82736457039806,0,0.5,1,1,0.5,-0.0101048885963644,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0261345359779588,0.780111055508277,2.80036457039806,5.91580646821134,1.0453174310951,0.5,0.49001665113621,0.50013937313505,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0202097771927288,0.941707916600005,2.78656707661548,4.94256707142901,1.14804673312296,0.5,-31.6926539174933
180,1,3,1,A,0,left,14,1,1A,0.95,2.39789527279837,0.5,0.5,0.5,0.489895111403636,0.5,0.5,0.5,0.0291460416999973,0.5,2.85136457039806,1,0.5,0,0,-0.5,-0.470853958300003,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0261345359779588,0.780111055508277,2.80036457039806,5.91580646821134,1.0453174310951,0.5,1.09184862123445,0.499860921365084,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0202097771927288,0.941707916600005,2.78656707661548,4.94256707142901,1.14804673312296,0.5,-31.6926539174933
180,1,4,2,C,1,left,50,1,2C,0.95,2.484906649788,0.5,0.0291460416999973,0.5,0.489895111403636,0.5,0.5,0.5,0.0291460416999973,0.5,3.17336457039806,0,0.5,0,0,-0.5,0.470853958300003,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0261345359779588,0.780111055508277,2.80036457039806,5.91580646821134,1.0453174310951,0.5,0.560078198412879,0.499981120433342,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0202097771927288,0.941707916600005,2.78656707661548,4.94256707142901,1.14804673312296,0.5,-31.6926539174933
180,1,5,0,A,1,left,50,1,0A,0.95,2.56494935746154,0.5,0.0291460416999973,0.5,0.489895111403636,0.5,0.5,0.5,0.0291460416999973,0.970853958300003,2.89836457039806,0,0.5,0,0,-0.5,0.470853958300003,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0261345359779588,0.780111055508277,2.80036457039806,5.91580646821134,1.0453174310951,0.5,1.40350441695547,0.500039396655146,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0202097771927288,0.941707916600005,2.78656707661548,4.94256707142901,1.14804673312296,0.5,-31.6926539174933
180,1,6,0,A,1,left,50,1,0A,0.95,1.94591014905531,0.970853958300003,0.0291460416999973,0.5,0.489895111403636,0.5,0.5,0.5,0.0291460416999973,0.970853958300003,2.92936457039806,1,0.970853958300003,1,1,0.0291460416999973,0.000589035008806928,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0261345359779588,0.780111055508277,2.80036457039806,5.91580646821134,1.0453174310951,0.5,4.12177290463366,0.995251887316702,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0202097771927288,0.941707916600005,2.78656707661548,4.94256707142901,1.14804673312296,0.5,-31.6926539174933
180,1,7,2,C,1,left,50,1,2C,0.95,2.01490302054226,0.97144299330881,0.0291460416999973,0.5,0.489895111403636,0.5,0.5,0.5,0.0291460416999973,0.970853958300003,2.89836457039806,1,0.970853958300003,1,1,0.0291460416999973,0.000589035008806928,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0261345359779588,0.780111055508277,2.80036457039806,5.91580646821134,1.0453174310951,0.5,6.0472641411637,0.995237117985238,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0202097771927288,0.941707916600005,2.78656707661548,4.94256707142901,1.14804673312296,0.5,-31.6926539174933
180,1,8,0,B,0,left,36,1,0B,0.95,2.07944154167984,0.97144299330881,0.0291460416999973,0.5,0.489895111403636,0.5,0.5,0.5,0.0291460416999973,0.97144299330881,3.01936457039806,1,0.489895111403636,0,0,-0.489895111403636,-0.461338104712445,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0261345359779588,0.780111055508277,2.80036457039806,5.91580646821134,1.0453174310951,0.5,0.938788361968633,0.471921216038606,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0202097771927288,0.941707916600005,2.78656707661548,4.94256707142901,1.14804673312296,0.5,-31.6926539174933
180,1,9,2,C,1,left,50,1,2C,0.95,1.73460105538811,0.97144299330881,0.0291460416999973,0.5,0.0285570066911904,0.5,0.5,0.5,0.0291460416999973,0.97144299330881,2.98636457039806,1,0.97144299330881,1,1,0.0285570066911904,0.000577130742520223,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0261345359779588,0.780111055508277,2.80036457039806,5.91580646821134,1.0453174310951,0.5,1.85630354738956,0.995273177124999,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0202097771927288,0.941707916600005,2.78656707661548,4.94256707142901,1.14804673312296,0.5,-31.6926539174933
180,1,10,1,B,1,left,50,1,1B,0.95,2.89037175789616,0.97144299330881,0.0291460416999973,0.5,0.0285570066911904,0.5,0.5,0.5,0.0291460416999973,0.97202012405133,3.44036457039806,1,0.5,1,1,0.5,0.0101048885963644,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0261345359779588,0.780111055508277,2.80036457039806,5.91580646821134,1.0453174310951,0.5,0.20630024377934,0.500436655373006,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.0202097771927288,0.941707916600005,2.78656707661548,4.94256707142901,1.14804673312296,0.5,-31.6926539174933
