ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0 belief,1 belief,2 belief,3 belief,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,prob,lik,rewardPE,update2,fitCBCuniVsimpleRW_CBCsimpleSigmoid_startBelief,fitCBCuniVsimpleRW_CBCsimpleSigmoid_alpha1,fitCBCuniVsimpleRW_CBCsimpleSigmoid_beta,fit_CBCuniVsimpleRW_CBCsimpleSigmoid_NLL
CBC_1090,CBC_1090_MSI_TV_v3_Vset5_Tset3_2024-03-10_10h39.49.098.csv,1,1,0,1,z,0,1,0,tac,B,63,1,0,1,0,1,b,2.56552670000019,1,0,0,0,0,1,B01,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-3.01288167094951e-06,0.5,6.02576334189902e-06,1.00015784728106,29.8053505716948
CBC_1090,CBC_1090_MSI_TV_v3_Vset5_Tset3_2024-03-10_10h39.49.098.csv,1,2,0,1,b,1,0,3,tac,A,63,1,0,1,1,0,b,2.02100780000092,1,0,1,1,0,1,A01,2.83321334405622,0.499996987118329,0.5,0.5,0.5,0.499996987118329,0.5,0.499998493554626,0.500001506445374,0.499999246658419,0.499999246658419,0.500001506445374,3.01289074843282e-06,0.5,6.02576334189902e-06,1.00015784728106,29.8053505716948
CBC_1090,CBC_1090_MSI_TV_v3_Vset5_Tset3_2024-03-10_10h39.49.098.csv,1,3,2,3,z,0,1,1,tac,D,63,1,2,3,0,1,z,2.42202780000025,0,1,1,1,3,2,D23,2.89037175789616,0.500001506445374,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.01288167094951e-06,0.5,6.02576334189902e-06,1.00015784728106,29.8053505716948
CBC_1090,CBC_1090_MSI_TV_v3_Vset5_Tset3_2024-03-10_10h39.49.098.csv,1,4,2,1,z,0,1,0,tac,B,9,1,2,1,0,1,z,2.48235980000118,0,1,1,1,1,2,B21,2.94443897916644,0.500001506445374,0.5,0.5,0.500003012881671,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.01288167094951e-06,0.5,6.02576334189902e-06,1.00015784728106,29.8053505716948
CBC_1090,CBC_1090_MSI_TV_v3_Vset5_Tset3_2024-03-10_10h39.49.098.csv,1,5,0,2,b,1,0,3,tac,A,27,1,0,2,1,0,b,2.32494690000112,1,0,1,1,0,2,A02,2.99573227355399,0.500001506445374,0.500003012881671,0.5,0.500003012881671,0.500001506445374,0.5,0.500000753221552,0.499999246778448,0.500000376670223,0.500000376670223,0.499999246778448,3.01287713221469e-06,0.5,6.02576334189902e-06,1.00015784728106,29.8053505716948
CBC_1090,CBC_1090_MSI_TV_v3_Vset5_Tset3_2024-03-10_10h39.49.098.csv,1,6,2,3,b,1,0,2,tac,C,63,1,2,3,1,0,z,2.31479430000036,0,1,0,0,3,2,C23,3.04452243772342,0.500003766098685,0.500003012881671,0.5,0.500003012881671,0.500003012881671,0.5,0.500001506436297,0.499998493563703,0.500000753337042,0.500000753337042,-0.500001506436297,-3.01289074837812e-06,0.5,6.02576334189902e-06,1.00015784728106,29.8053505716948
CBC_1090,CBC_1090_MSI_TV_v3_Vset5_Tset3_2024-03-10_10h39.49.098.csv,1,7,1,3,z,0,1,1,tac,D,27,1,1,3,0,1,z,2.29962020000039,0,1,1,1,3,1,D13,3.09104245335832,0.500003766098685,0.500003012881671,0.5,0.499998493545548,0.499998493545548,0.500003012881671,0.499997740335343,0.500002259664657,0.49999886998933,0.49999886998933,0.500002259664657,3.01289528715397e-06,0.5,6.02576334189902e-06,1.00015784728106,29.8053505716948
CBC_1090,CBC_1090_MSI_TV_v3_Vset5_Tset3_2024-03-10_10h39.49.098.csv,1,8,1,0,z,0,1,3,tac,A,63,1,1,0,0,1,z,2.32163630000105,0,1,1,1,0,1,A10,3.13549421592915,0.500003766098685,0.500003012881671,0.5,0.50000075323063,0.500003766098685,0.500003012881671,0.500000376605954,0.499999623394046,0.5000001883327,0.5000001883327,0.499999623394046,3.01287940161116e-06,0.5,6.02576334189902e-06,1.00015784728106,29.8053505716948
CBC_1090,CBC_1090_MSI_TV_v3_Vset5_Tset3_2024-03-10_10h39.49.098.csv,1,9,2,0,b,1,0,2,tac,C,27,1,2,0,1,0,b,2.27285210000082,1,0,1,1,2,0,C20,3.17805383034795,0.500003389485355,0.500003012881671,0.5,0.50000075323063,0.5,0.500003389485355,0.499998305263067,0.500001694736933,0.499999152497778,0.499999152497778,0.500001694736933,3.0128918830332e-06,0.5,6.02576334189902e-06,1.00015784728106,29.8053505716948
CBC_1090,CBC_1090_MSI_TV_v3_Vset5_Tset3_2024-03-10_10h39.49.098.csv,1,10,2,3,z,0,1,1,tac,D,63,1,2,3,0,1,z,2.28149180000037,0,1,1,1,3,2,D23,2.52572864430826,0.500003389485355,0.500003012881671,0.50000131815495,0.50000075323063,0.50000075323063,0.50000131815495,0.499999717538425,0.500000282461575,0.49999985874692,0.49999985874692,0.500000282461575,3.01288337299611e-06,0.5,6.02576334189902e-06,1.00015784728106,29.8053505716948
