ID,filename,session,trial,visStimLeft,secondStim,mod2Type,frequency,rewardAccurate,yesKey,mod2Stim,stimPair,match,key,reactionTime,choice,choiceAccurate,reward,surprise,0A belief,1A belief,2A belief,0B belief,1B belief,2B belief,0C belief,1C belief,2C belief,beliefPair,lik,corrLik,rewardPE,update2,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha12,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
CBC_1074,CBC_1074_MSI_AV_v1_Vset4_Aset3_2024-03-13_16h24.28.080.csv,1,1,1,2,aud,0.5,1,z,B,1B,1,z,1.38717749999887,1,1,1,2.19722457733622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.308222731217837,0.500825662723636,0.5,0.394341980724834,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.788683961449669,0.047938023012148,0.716535858184379,1.42011156983588,2.3273286659009,0.5,36.2889575675236
CBC_1074,CBC_1074_MSI_AV_v1_Vset4_Aset3_2024-03-13_16h24.28.080.csv,1,2,2,0,aud,0.5,1,z,C,2C,1,z,1.39294829999926,1,1,1,2.30258509299405,0.5,0.5,0.5,0.5,0.894341980724834,0.5,0.5,0.5,0.5,0.5,0.306861874029405,0.500765938675156,0.5,0.394341980724834,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.788683961449669,0.047938023012148,0.716535858184379,1.42011156983588,2.3273286659009,0.5,36.2889575675236
CBC_1074,CBC_1074_MSI_AV_v1_Vset4_Aset3_2024-03-13_16h24.28.080.csv,1,3,0,2,aud,0.36,1,z,B,0B,0,b,1.43050790000052,0,1,1,2.39789527279837,0.5,0.5,0.5,0.5,0.894341980724834,0.5,0.5,0.5,0.894341980724834,0.5,0.297501157334706,0.499740059052057,0.5,-0.394341980724834,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.788683961449669,0.047938023012148,0.716535858184379,1.42011156983588,2.3273286659009,0.5,36.2889575675236
CBC_1074,CBC_1074_MSI_AV_v1_Vset4_Aset3_2024-03-13_16h24.28.080.csv,1,4,1,0,aud,0.36,1,z,C,1C,0,b,1.69795779999913,0,1,1,2.484906649788,0.5,0.5,0.5,0.105658019275166,0.894341980724834,0.5,0.5,0.5,0.894341980724834,0.5,0.236666991820959,0.500055166428413,0.5,-0.394341980724834,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.788683961449669,0.047938023012148,0.716535858184379,1.42011156983588,2.3273286659009,0.5,36.2889575675236
CBC_1074,CBC_1074_MSI_AV_v1_Vset4_Aset3_2024-03-13_16h24.28.080.csv,1,5,0,1,aud,0.5,1,z,A,0A,1,z,1.16580439999962,1,1,1,2.56494935746154,0.5,0.5,0.5,0.105658019275166,0.894341980724834,0.5,0.5,0.105658019275166,0.894341980724834,0.5,0.34206711405507,0.500726902508002,0.5,0.394341980724834,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.788683961449669,0.047938023012148,0.716535858184379,1.42011156983588,2.3273286659009,0.5,36.2889575675236
CBC_1074,CBC_1074_MSI_AV_v1_Vset4_Aset3_2024-03-13_16h24.28.080.csv,1,6,2,2,aud,0.14,1,z,B,2B,0,b,1.76550769999994,0,1,1,2.63905732961526,0.894341980724834,0.5,0.5,0.105658019275166,0.894341980724834,0.5,0.5,0.105658019275166,0.894341980724834,0.5,0.222623372215558,0.499783267707354,0.5,-0.394341980724834,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.788683961449669,0.047938023012148,0.716535858184379,1.42011156983588,2.3273286659009,0.5,36.2889575675236
CBC_1074,CBC_1074_MSI_AV_v1_Vset4_Aset3_2024-03-13_16h24.28.080.csv,1,7,0,0,aud,0.14,1,z,C,0C,0,b,0.869265000001178,0,1,1,2.70805020110221,0.894341980724834,0.5,0.5,0.105658019275166,0.894341980724834,0.105658019275166,0.5,0.105658019275166,0.894341980724834,0.5,0.0922505475008402,0.499271539819582,0.5,-0.394341980724834,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.788683961449669,0.047938023012148,0.716535858184379,1.42011156983588,2.3273286659009,0.5,36.2889575675236
CBC_1074,CBC_1074_MSI_AV_v1_Vset4_Aset3_2024-03-13_16h24.28.080.csv,1,8,1,2,aud,0.5,1,z,B,1B,1,z,1.64203909999924,1,1,1,2.07944154167984,0.894341980724834,0.5,0.5,0.105658019275166,0.894341980724834,0.105658019275166,0.105658019275166,0.105658019275166,0.894341980724834,0.894341980724834,0.512467232124268,0.931406495528966,0.105658019275166,0.0833307852008631,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.788683961449669,0.047938023012148,0.716535858184379,1.42011156983588,2.3273286659009,0.5,36.2889575675236
CBC_1074,CBC_1074_MSI_AV_v1_Vset4_Aset3_2024-03-13_16h24.28.080.csv,1,9,2,1,aud,0.36,1,z,A,2A,0,b,1.14195280000058,0,1,1,2.83321334405622,0.894341980724834,0.5,0.5,0.105658019275166,0.977672765925697,0.105658019275166,0.105658019275166,0.105658019275166,0.894341980724834,0.5,0.340296159162435,0.499460545132795,0.5,-0.394341980724834,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.788683961449669,0.047938023012148,0.716535858184379,1.42011156983588,2.3273286659009,0.5,36.2889575675236
CBC_1074,CBC_1074_MSI_AV_v1_Vset4_Aset3_2024-03-13_16h24.28.080.csv,1,10,0,2,aud,0.36,1,z,B,0B,0,b,2.27437859999918,0,1,1,2.19722457733622,0.894341980724834,0.5,0.105658019275166,0.105658019275166,0.977672765925697,0.105658019275166,0.105658019275166,0.105658019275166,0.894341980724834,0.105658019275166,0.194441790279543,0.931231241996881,0.105658019275166,-0.0833307852008631,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.788683961449669,0.047938023012148,0.716535858184379,1.42011156983588,2.3273286659009,0.5,36.2889575675236
