ID,filename,session,trial,visStimLeft,secondStim,mod2Type,frequency,rewardAccurate,yesKey,mod2Stim,stimPair,match,key,reactionTime,choice,choiceAccurate,reward,simpleSurprise
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,1,0,0,aud,0.5,0,z,A,0A,1,z,2.37234039999748,1,1,0,2.19722457733622
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,2,1,2,aud,0.35,1,z,C,1C,0,z,2.00893189999624,1,0,0,2.30258509299405
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,3,0,1,aud,0.35,1,z,B,0B,0,z,2.17669089999981,1,0,0,2.39789527279837
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,4,2,2,aud,0.5,1,z,C,2C,1,z,2.29272039999705,1,1,1,2.484906649788
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,5,1,1,aud,0.5,1,z,B,1B,1,z,2.25436339999942,1,1,1,2.56494935746154
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,6,2,0,aud,0.35,1,z,A,2A,0,b,0.976977800000896,0,1,1,2.63905732961526
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,7,0,1,aud,0.35,0,z,B,0B,0,b,1.20709109999734,0,1,0,2.01490302054226
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,8,2,2,aud,0.5,1,z,C,2C,1,z,1.32137059999513,1,1,1,2.07944154167984
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,9,0,0,aud,0.5,1,z,A,0A,1,z,1.89920879999772,1,1,1,2.14006616349627
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,10,1,2,aud,0.35,0,z,C,1C,0,b,1.77516289999767,0,1,0,2.19722457733622
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,11,0,0,aud,0.5,1,z,A,0A,1,z,1.58024719999958,1,1,1,1.84582669049833
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,12,1,1,aud,0.5,0,z,B,1B,1,z,1.70590269999957,1,1,0,2.30258509299405
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,13,0,2,aud,0.15,1,z,C,0C,0,b,0.987859799995931,0,1,1,3.04452243772342
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,14,1,0,aud,0.15,0,z,A,1A,0,z,2.31470429999536,1,0,1,3.09104245335832
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,15,0,1,aud,0.35,1,z,B,0B,0,b,1.95615249999537,0,1,1,2.03688192726104
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,16,1,0,aud,0.15,0,z,A,1A,0,z,2.23206759999812,1,0,1,2.484906649788
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,17,2,2,aud,0.5,1,z,C,2C,1,z,1.25042779999785,1,1,1,2.12026353620009
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,18,0,0,aud,0.5,1,z,A,0A,1,b,2.29957359999753,0,0,0,1.87180217690159
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,19,2,2,aud,0.5,1,z,C,2C,1,z,0.869063399997685,1,1,1,1.90954250488444
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,20,1,1,aud,0.5,1,z,B,1B,1,z,1.38397429999895,1,1,1,2.23359222150709
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,21,2,0,aud,0.35,1,z,A,2A,0,b,0.943258599996625,0,1,1,2.67414864942653
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,22,0,1,aud,0.35,0,z,B,0B,0,z,2.41734659999929,1,0,1,2.01490302054226
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,23,2,2,aud,0.5,0,z,C,2C,1,z,0.98101079999833,1,1,0,1.82454929205105
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,24,1,1,aud,0.5,1,z,B,1B,1,z,1.94240239999999,1,1,1,2.07944154167984
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,25,0,0,aud,0.5,0,z,A,0A,1,z,1.39516169999843,1,1,0,1.88706964903238
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,26,1,2,aud,0.35,1,z,C,1C,0,b,1.051369599998,0,1,1,2.42774823594805
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,27,2,1,aud,0.15,1,z,B,2B,0,b,0.932823399998597,0,1,1,3.55534806148941
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,28,1,2,aud,0.35,1,z,C,1C,0,b,0.992562099996576,0,1,1,2.19722457733622
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,29,0,1,aud,0.35,1,z,B,0B,0,b,1.58393519999663,0,1,1,2.00148000021012
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,30,2,2,aud,0.5,1,z,C,2C,1,z,0.861195599998609,1,1,1,1.84582669049833
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,31,0,0,aud,0.5,1,z,A,0A,1,z,0.878480399998807,1,1,1,1.87180217690159
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,32,2,1,aud,0.15,0,z,B,2B,0,b,0.80721359999734,0,1,0,2.99573227355399
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,33,1,2,aud,0.35,1,z,C,1C,0,b,1.30347849999453,0,1,1,2.10413415427021
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,34,2,0,aud,0.35,1,z,A,2A,0,None,NaN,NaN,NaN,NaN,2.63905732961526
CBC_P003,CBC_P003_AV_prob0.7_Vset1_Aset1_2023-03-15_15h16.00.927.csv,1,35,1,1,aud,0.5,1,z,B,1B,1,z,1.3382332000001,1,1,1,2.15176220325946
