ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0 belief,1 belief,2 belief,3 belief,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,prob,lik,rewardPE,update2,fitCBCuniVsimpleRW_CBCsimpleSigmoid_startBelief,fitCBCuniVsimpleRW_CBCsimpleSigmoid_alpha1,fitCBCuniVsimpleRW_CBCsimpleSigmoid_beta,fit_CBCuniVsimpleRW_CBCsimpleSigmoid_NLL
CBC_1033,CBC_1033_MSI_AV_v3_Vset1_Aset1_2023-12-13_14h51.00.395.csv,1,1,0,1,b,1,0,1,aud,A,63,1,0,1,1,0,b,2.08949329999996,1,0,1,1,0,1,A01,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4.8387835200666e-06,0.5,9.6775670401332e-06,1.0000132515078,30.498486988844
CBC_1033,CBC_1033_MSI_AV_v3_Vset1_Aset1_2023-12-13_14h51.00.395.csv,1,2,3,2,z,0,1,0,aud,C,63,1,3,2,0,1,z,2.01392130000022,0,1,1,1,2,3,C32,2.83321334405622,0.50000483878352,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4.8387835200666e-06,0.5,9.6775670401332e-06,1.0000132515078,30.498486988844
CBC_1033,CBC_1033_MSI_AV_v3_Vset1_Aset1_2023-12-13_14h51.00.395.csv,1,3,0,2,b,1,0,1,aud,A,27,1,0,2,1,0,b,1.20797300000049,1,0,1,1,0,2,A02,2.89037175789616,0.50000483878352,0.5,0.50000483878352,0.5,0.50000483878352,0.50000483878352,0.5,0.5,0.5,0.5,0.5,4.8387835200666e-06,0.5,9.6775670401332e-06,1.0000132515078,30.498486988844
CBC_1033,CBC_1033_MSI_AV_v3_Vset1_Aset1_2023-12-13_14h51.00.395.csv,1,4,1,0,b,1,0,3,aud,B,63,1,1,0,1,0,b,1.20005380000021,1,0,1,1,1,0,B10,2.94443897916644,0.50000483878352,0.5,0.50000483878352,0.5,0.5,0.50000483878352,0.499997580619947,0.500002419380053,0.499998790293943,0.499998790293943,0.500002419380053,4.83880693377926e-06,0.5,9.6775670401332e-06,1.0000132515078,30.498486988844
CBC_1033,CBC_1033_MSI_AV_v3_Vset1_Aset1_2023-12-13_14h51.00.395.csv,1,5,0,1,z,0,1,3,aud,B,63,1,0,1,0,1,z,1.27970930000083,0,1,1,1,1,0,B01,2.99573227355399,0.50000483878352,0.500002419426881,0.50000483878352,0.5,0.500002419426881,0.50000483878352,0.49999879033046,0.50000120966954,0.499999395157215,0.499999395157215,0.50000120966954,4.83879522672467e-06,0.5,9.6775670401332e-06,1.0000132515078,30.498486988844
CBC_1033,CBC_1033_MSI_AV_v3_Vset1_Aset1_2023-12-13_14h51.00.395.csv,1,6,3,2,z,0,1,0,aud,C,63,1,3,2,0,1,z,1.44666870000037,0,1,1,1,2,3,C32,2.35137525716348,0.50000483878352,0.500003629125687,0.50000483878352,0.5,0.50000483878352,0.5,0.500002419380053,0.499997580619947,0.500001209706057,0.500001209706057,0.499997580619947,4.83876010635394e-06,0.5,9.6775670401332e-06,1.0000132515078,30.498486988844
CBC_1033,CBC_1033_MSI_AV_v3_Vset1_Aset1_2023-12-13_14h51.00.395.csv,1,7,3,1,b,1,0,2,aud,D,27,1,3,1,1,0,b,1.31131449999975,1,0,1,1,3,1,D31,3.09104245335832,0.50000483878352,0.500003629125687,0.50000725814016,0.5,0.5,0.500003629125687,0.499998185443742,0.500001814556258,0.499999092709848,0.499999092709848,0.500001814556258,4.83880108055644e-06,0.5,9.6775670401332e-06,1.0000132515078,30.498486988844
CBC_1033,CBC_1033_MSI_AV_v3_Vset1_Aset1_2023-12-13_14h51.00.395.csv,1,8,1,2,z,0,1,0,aud,C,9,1,1,2,0,1,z,1.67217550000078,0,1,1,1,2,1,C12,3.13549421592915,0.50000483878352,0.500003629125687,0.50000725814016,0.500003024244822,0.50000725814016,0.500003629125687,0.500001814487481,0.499998185512518,0.500000907255763,0.500000907255763,0.499998185512519,4.83876596024235e-06,0.5,9.6775670401332e-06,1.0000132515078,30.498486988844
CBC_1033,CBC_1033_MSI_AV_v3_Vset1_Aset1_2023-12-13_14h51.00.395.csv,1,9,3,1,z,0,1,3,aud,B,27,1,3,1,0,1,z,1.68694720000076,0,1,1,1,1,3,B31,3.17805383034795,0.50000483878352,0.500003629125687,0.500006653253442,0.500003024244822,0.500003629125687,0.500003024244822,0.50000030243842,0.49999969756158,0.500000151221214,0.500000151221214,0.49999969756158,4.83878059319851e-06,0.5,9.6775670401332e-06,1.0000132515078,30.498486988844
CBC_1033,CBC_1033_MSI_AV_v3_Vset1_Aset1_2023-12-13_14h51.00.395.csv,1,10,3,2,b,1,0,2,aud,D,63,1,3,2,1,0,b,1.58024110000042,1,0,1,1,3,2,D32,3.2188758248682,0.50000483878352,0.500005141219013,0.500006653253442,0.500003024244822,0.500003024244822,0.500006653253442,0.49999818551325,0.50000181448675,0.499999092744603,0.499999092744603,0.50000181448675,4.83880107988377e-06,0.5,9.6775670401332e-06,1.0000132515078,30.498486988844
