ID,filename,session,trial,visStimLeft,secondStim,mod2Type,frequency,rewardAccurate,yesKey,mod2Stim,stimPair,match,key,reactionTime,choice,choiceAccurate,reward,simpleSurprise
CBC_P005,CBC_P005_AV_prob0.9_Vset2_Aset2_2023-03-15_17h40.11.534.csv,1,1,0,1,aud,0.35,0,b,B,0B,0,b,2.35574009999982,1,0,1,2.19722457733622
CBC_P005,CBC_P005_AV_prob0.9_Vset2_Aset2_2023-03-15_17h40.11.534.csv,1,2,2,0,aud,0.5,1,b,C,2C,1,z,0.738455299993802,0,0,0,2.30258509299405
CBC_P005,CBC_P005_AV_prob0.9_Vset2_Aset2_2023-03-15_17h40.11.534.csv,1,3,1,1,aud,0.5,1,b,B,1B,1,z,1.25799189999816,0,0,0,2.39789527279837
CBC_P005,CBC_P005_AV_prob0.9_Vset2_Aset2_2023-03-15_17h40.11.534.csv,1,4,2,0,aud,0.5,1,b,C,2C,1,b,1.17662589999964,1,1,1,1.79175946922805
CBC_P005,CBC_P005_AV_prob0.9_Vset2_Aset2_2023-03-15_17h40.11.534.csv,1,5,1,1,aud,0.5,1,b,B,1B,1,z,1.31621979999909,0,0,0,1.87180217690159
CBC_P005,CBC_P005_AV_prob0.9_Vset2_Aset2_2023-03-15_17h40.11.534.csv,1,6,2,2,aud,0.35,1,b,A,2A,0,z,1.50991959999374,0,1,1,2.63905732961526
CBC_P005,CBC_P005_AV_prob0.9_Vset2_Aset2_2023-03-15_17h40.11.534.csv,1,7,0,1,aud,0.35,1,b,B,0B,0,None,NaN,NaN,NaN,NaN,2.01490302054226
CBC_P005,CBC_P005_AV_prob0.9_Vset2_Aset2_2023-03-15_17h40.11.534.csv,1,8,1,0,aud,0.35,1,b,C,1C,0,b,1.41263389999222,1,0,0,2.77258872223978
CBC_P005,CBC_P005_AV_prob0.9_Vset2_Aset2_2023-03-15_17h40.11.534.csv,1,9,0,2,aud,0.5,1,b,A,0A,1,z,1.32141350000165,0,0,0,2.83321334405622
CBC_P005,CBC_P005_AV_prob0.9_Vset2_Aset2_2023-03-15_17h40.11.534.csv,1,10,2,0,aud,0.5,1,b,C,2C,1,z,1.69742039999983,0,0,0,1.79175946922805
CBC_P005,CBC_P005_AV_prob0.9_Vset2_Aset2_2023-03-15_17h40.11.534.csv,1,11,0,2,aud,0.5,1,b,A,0A,1,z,1.54252509999787,0,0,0,2.2512917986065
CBC_P005,CBC_P005_AV_prob0.9_Vset2_Aset2_2023-03-15_17h40.11.534.csv,1,12,1,0,aud,0.35,1,b,C,1C,0,b,1.19581130000006,1,0,0,2.30258509299405
CBC_P005,CBC_P005_AV_prob0.9_Vset2_Aset2_2023-03-15_17h40.11.534.csv,1,13,2,1,aud,0.15,1,b,B,2B,0,b,1.47797249998985,1,0,0,3.04452243772342
CBC_P005,CBC_P005_AV_prob0.9_Vset2_Aset2_2023-03-15_17h40.11.534.csv,1,14,1,2,aud,0.15,1,b,A,1A,0,z,1.40993579999486,0,1,1,3.09104245335832
