ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,prob,lik,rewardPE,update2,fitCBCsimpleRW_CBCsimpleSigmoid_pwBelief_startBelief,fitCBCsimpleRW_CBCsimpleSigmoid_pwBelief_alpha1,fitCBCsimpleRW_CBCsimpleSigmoid_pwBelief_beta,fit_CBCsimpleRW_CBCsimpleSigmoid_pwBelief_NLL
CBC_1014,CBC_1014_MSI_TV_v3_Vset4_Tset3_2023-06-25_10h42.28.156.csv,1,1,1,0,b,1,0,0,tac,B,63,1,1B,0B,NaN,NaN,None,NaN,NaN,NaN,NaN,NaN,,,B10,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,NaN,0,0,0.5,0.000870345851837817,1,29.1115345832957
CBC_1014,CBC_1014_MSI_TV_v3_Vset4_Tset3_2023-06-25_10h42.28.156.csv,1,2,1,0,z,0,1,2,tac,A,63,1,1A,0A,NaN,NaN,None,NaN,NaN,NaN,NaN,NaN,,,A10,2.83321334405622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,NaN,0,0,0.5,0.000870345851837817,1,29.1115345832957
CBC_1014,CBC_1014_MSI_TV_v3_Vset4_Tset3_2023-06-25_10h42.28.156.csv,1,3,3,2,b,1,0,1,tac,D,63,1,3D,2D,1,0,b,1.32539670000006,1,0,1,1,3D,2D,D32,2.89037175789616,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.000435172925918909,0.5,0.000870345851837817,1,29.1115345832957
CBC_1014,CBC_1014_MSI_TV_v3_Vset4_Tset3_2023-06-25_10h42.28.156.csv,1,4,1,2,b,1,0,0,tac,B,9,1,1B,2B,1,0,z,2.58033430000023,0,1,0,0,2B,1B,B12,2.94443897916644,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500435172925919,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.000435172925918909,0.5,0.000870345851837817,1,29.1115345832957
CBC_1014,CBC_1014_MSI_TV_v3_Vset4_Tset3_2023-06-25_10h42.28.156.csv,1,5,2,0,z,0,1,2,tac,A,27,1,2A,0A,0,1,b,2.73704310000039,1,0,0,0,2A,0A,A20,2.99573227355399,0.5,0.5,0.5,0.5,0.5,0.5,0.499564827074081,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500435172925919,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.000435172925918909,0.5,0.000870345851837817,1,29.1115345832957
CBC_1014,CBC_1014_MSI_TV_v3_Vset4_Tset3_2023-06-25_10h42.28.156.csv,1,6,3,2,z,0,1,3,tac,C,63,1,3C,2C,0,1,b,2.6618911000005,1,0,0,0,3C,2C,C32,3.04452243772342,0.5,0.5,0.499564827074081,0.5,0.5,0.5,0.499564827074081,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500435172925919,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.000435172925918909,0.5,0.000870345851837817,1,29.1115345832957
CBC_1014,CBC_1014_MSI_TV_v3_Vset4_Tset3_2023-06-25_10h42.28.156.csv,1,7,3,1,b,1,0,1,tac,D,27,1,3D,1D,1,0,z,3.22827830000006,0,1,0,0,1D,3D,D31,3.09104245335832,0.5,0.5,0.499564827074081,0.5,0.5,0.5,0.499564827074081,0.5,0.5,0.5,0.5,0.499564827074081,0.5,0.5,0.5,0.500435172925919,0.499564827074081,0.500435172925919,0.499564827074081,0.500435172925919,0.499782413550776,0.499782413550776,-0.499564827074081,-0.000434794174968003,0.5,0.000870345851837817,1,29.1115345832957
CBC_1014,CBC_1014_MSI_TV_v3_Vset4_Tset3_2023-06-25_10h42.28.156.csv,1,8,0,1,b,1,0,2,tac,A,63,1,0A,1A,1,0,b,2.46239510000032,1,0,1,1,0A,1A,A01,3.13549421592915,0.5,0.5,0.499564827074081,0.5,0.5,0.5,0.499564827074081,0.5,0.5,0.5,0.5,0.499564827074081,0.5,0.499130032899113,0.5,0.500435172925919,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.000435172925918909,0.5,0.000870345851837817,1,29.1115345832957
CBC_1014,CBC_1014_MSI_TV_v3_Vset4_Tset3_2023-06-25_10h42.28.156.csv,1,9,0,2,z,0,1,3,tac,C,27,1,0C,2C,0,1,z,2.77261130000034,0,1,1,1,2C,0C,C02,3.17805383034795,0.500435172925919,0.5,0.499564827074081,0.5,0.5,0.5,0.499564827074081,0.5,0.5,0.5,0.5,0.499564827074081,0.5,0.499130032899113,0.5,0.500435172925919,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.000435172925918909,0.5,0.000870345851837817,1,29.1115345832957
CBC_1014,CBC_1014_MSI_TV_v3_Vset4_Tset3_2023-06-25_10h42.28.156.csv,1,10,3,2,b,1,0,1,tac,D,63,1,3D,2D,1,0,b,2.65895420000015,1,0,1,1,3D,2D,D32,2.52572864430826,0.500435172925919,0.5,0.499564827074081,0.5,0.5,0.5,0.499564827074081,0.5,0.5,0.5,0.500435172925919,0.499564827074081,0.5,0.499130032899113,0.5,0.500435172925919,0.500435172925919,0.499564827074081,0.500435172925919,0.499564827074081,0.500217586449224,0.500217586449224,0.499564827074081,0.000434794174968003,0.5,0.000870345851837817,1,29.1115345832957
CBC_1014,CBC_1014_MSI_TV_v3_Vset4_Tset3_2023-06-25_10h42.28.156.csv,1,11,0,1,z,0,1,0,tac,B,63,1,0B,1B,0,1,z,2.79256040000018,0,1,1,1,1B,0B,B01,3.25809653802148,0.500435172925919,0.5,0.499564827074081,0.5,0.5,0.5,0.499564827074081,0.5,0.5,0.5,0.500435172925919,0.499564827074081,0.5,0.499130032899113,0.5,0.500869967100887,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.000435172925918909,0.5,0.000870345851837817,1,29.1115345832957
CBC_1014,CBC_1014_MSI_TV_v3_Vset4_Tset3_2023-06-25_10h42.28.156.csv,1,12,1,0,z,0,1,2,tac,A,63,1,1A,0A,0,1,z,2.57692290000023,0,1,1,1,0A,1A,A10,2.60268968544438,0.500435172925919,0.5,0.499564827074081,0.5,0.5,0.500435172925919,0.499564827074081,0.5,0.5,0.5,0.500435172925919,0.499564827074081,0.5,0.499130032899113,0.5,0.500869967100887,0.500435172925919,0.499564827074081,0.500435172925919,0.499564827074081,0.500217586449224,0.500217586449224,0.499564827074081,0.000434794174968003,0.5,0.000870345851837817,1,29.1115345832957
CBC_1014,CBC_1014_MSI_TV_v3_Vset4_Tset3_2023-06-25_10h42.28.156.csv,1,13,3,2,b,1,0,1,tac,D,63,1,3D,2D,1,0,b,2.35402250000016,1,0,1,1,3D,2D,D32,2.23359222150709,0.500869967100887,0.5,0.499564827074081,0.5,0.5,0.500435172925919,0.499564827074081,0.5,0.5,0.5,0.500435172925919,0.499564827074081,0.5,0.499130032899113,0.5,0.500869967100887,0.500869967100887,0.499130032899113,0.500869967100887,0.499130032899113,0.500434983440705,0.500434983440705,0.499130032899113,0.000434415753661416,0.5,0.000870345851837817,1,29.1115345832957
CBC_1014,CBC_1014_MSI_TV_v3_Vset4_Tset3_2023-06-25_10h42.28.156.csv,1,14,0,2,z,0,1,3,tac,C,27,1,0C,2C,0,1,z,2.66863920000014,0,1,1,1,2C,0C,C02,2.67414864942653,0.500869967100887,0.5,0.499564827074081,0.5,0.5,0.500435172925919,0.499564827074081,0.5,0.5,0.5,0.500435172925919,0.499564827074081,0.5,0.499130032899113,0.5,0.501304382854548,0.500435172925919,0.499564827074081,0.500435172925919,0.499564827074081,0.500217586449224,0.500217586449224,0.499564827074081,0.000434794174968003,0.5,0.000870345851837817,1,29.1115345832957
CBC_1014,CBC_1014_MSI_TV_v3_Vset4_Tset3_2023-06-25_10h42.28.156.csv,1,15,1,0,z,0,1,2,tac,A,63,1,1A,0A,0,1,z,2.91875919999984,0,1,1,1,0A,1A,A10,2.30258509299405,0.500869967100887,0.5,0.499564827074081,0.5,0.5,0.500435172925919,0.499564827074081,0.5,0.5,0.5,0.500869967100887,0.499564827074081,0.5,0.499130032899113,0.5,0.501304382854548,0.500869967100887,0.499130032899113,0.500869967100887,0.499130032899113,0.500434983440705,0.500434983440705,0.499130032899113,0.000434415753661416,0.5,0.000870345851837817,1,29.1115345832957
