ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0 belief,1 belief,2 belief,3 belief,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,prob,lik,rewardPE,update2,fitCBCuniVsimpleRW_CBCsimpleSigmoid_startBelief,fitCBCuniVsimpleRW_CBCsimpleSigmoid_alpha1,fitCBCuniVsimpleRW_CBCsimpleSigmoid_beta,fit_CBCuniVsimpleRW_CBCsimpleSigmoid_NLL
CBC_1117,CBC_1117_MSI_AV_v3_Vset2_Aset3_2024-06-12_14h56.14.456.csv,1,1,1,0,z,0,1,3,aud,A,63,1,1,0,0,1,b,2.43491850000282,1,0,0,0,1,0,A10,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-3.5508938945549e-06,0.5,7.1017877891098e-06,1,30.4985516090322
CBC_1117,CBC_1117_MSI_AV_v3_Vset2_Aset3_2024-06-12_14h56.14.456.csv,1,2,3,2,b,1,0,1,aud,D,63,1,3,2,1,0,z,2.28218080000079,0,1,0,0,2,3,D32,2.83321334405622,0.5,0.499996449106105,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-3.5508938945549e-06,0.5,7.1017877891098e-06,1,30.4985516090322
CBC_1117,CBC_1117_MSI_AV_v3_Vset2_Aset3_2024-06-12_14h56.14.456.csv,1,3,2,0,b,1,0,0,aud,C,27,1,2,0,1,0,b,2.96984540000267,1,0,1,1,2,0,C20,2.89037175789616,0.5,0.499996449106105,0.499996449106105,0.5,0.499996449106105,0.5,0.499998224546748,0.500001775453252,0.499999112273374,0.499999112273374,0.500001775453252,3.55090650344712e-06,0.5,7.1017877891098e-06,1,30.4985516090322
CBC_1117,CBC_1117_MSI_AV_v3_Vset2_Aset3_2024-06-12_14h56.14.456.csv,1,4,1,0,z,0,1,3,aud,A,63,1,1,0,0,1,z,2.71482390000892,0,1,1,1,0,1,A10,2.2512917986065,0.5,0.499996449106105,0.500001775453252,0.5,0.5,0.499996449106105,0.500001775453252,0.499998224546748,0.500000887726626,0.500000887726626,0.499998224546748,3.55088128566268e-06,0.5,7.1017877891098e-06,1,30.4985516090322
CBC_1117,CBC_1117_MSI_AV_v3_Vset2_Aset3_2024-06-12_14h56.14.456.csv,1,5,3,1,z,0,1,2,aud,B,27,1,3,1,0,1,b,2.30840790001093,1,0,0,0,3,1,B31,2.99573227355399,0.500005326334537,0.499996449106105,0.500001775453252,0.5,0.5,0.499996449106105,0.500001775453252,0.499998224546748,0.500000887726626,0.500000887726626,-0.500001775453252,-3.55090650344712e-06,0.5,7.1017877891098e-06,1,30.4985516090322
CBC_1117,CBC_1117_MSI_AV_v3_Vset2_Aset3_2024-06-12_14h56.14.456.csv,1,6,2,3,b,1,0,0,aud,C,63,1,2,3,1,0,z,2.67990440000722,0,1,0,0,3,2,C23,3.04452243772342,0.500005326334537,0.499996449106105,0.500001775453252,0.499998224546748,0.499998224546748,0.500001775453252,0.499998224546748,0.500001775453252,0.499999112273374,0.499999112273374,-0.499998224546748,-3.55088128566267e-06,0.5,7.1017877891098e-06,1,30.4985516090322
CBC_1117,CBC_1117_MSI_AV_v3_Vset2_Aset3_2024-06-12_14h56.14.456.csv,1,7,2,3,z,0,1,1,aud,D,63,0,2,3,1,0,b,2.26971880000201,1,0,0,1,2,3,D23,3.09104245335832,0.500005326334537,0.499996449106105,0.500001775453252,0.499994673665463,0.500001775453252,0.499994673665463,0.500003550906503,0.499996449093496,0.500001775453252,0.500001775453252,0.499996449093497,3.55086867677045e-06,0.5,7.1017877891098e-06,1,30.4985516090322
CBC_1117,CBC_1117_MSI_AV_v3_Vset2_Aset3_2024-06-12_14h56.14.456.csv,1,8,1,0,b,1,0,2,aud,B,63,1,1,0,1,0,b,2.35428580000007,1,0,1,1,1,0,B10,3.13549421592915,0.500005326334537,0.499996449106105,0.50000710177518,0.499994673665463,0.499996449106105,0.500005326334537,0.499995561393665,0.500004438606335,0.499997780696832,0.499997780696832,0.500004438606335,3.55092541659517e-06,0.5,7.1017877891098e-06,1,30.4985516090322
CBC_1117,CBC_1117_MSI_AV_v3_Vset2_Aset3_2024-06-12_14h56.14.456.csv,1,9,0,2,b,1,0,3,aud,A,27,1,0,2,1,0,z,2.61638920000405,0,1,0,0,2,0,A02,3.17805383034795,0.500005326334537,0.499999112319081,0.50000710177518,0.499994673665463,0.50000710177518,0.500005326334537,0.500000887709289,0.499999112290711,0.500000443854644,0.500000443854644,-0.500000887709289,-3.55090019887789e-06,0.5,7.1017877891098e-06,1,30.4985516090322
CBC_1117,CBC_1117_MSI_AV_v3_Vset2_Aset3_2024-06-12_14h56.14.456.csv,1,10,0,3,z,0,1,1,aud,D,9,1,0,3,0,1,z,2.25528720000875,0,1,1,1,3,0,D03,3.2188758248682,0.500005326334537,0.499999112319081,0.49999733680909,0.499994673665463,0.499994673665463,0.500005326334537,0.499994673665463,0.500005326334537,0.499997336832731,0.499997336832731,0.500005326334537,3.55093172105248e-06,0.5,7.1017877891098e-06,1,30.4985516090322
CBC_1117,CBC_1117_MSI_AV_v3_Vset2_Aset3_2024-06-12_14h56.14.456.csv,1,11,3,2,z,0,1,0,aud,C,63,1,3,2,0,1,b,2.70840130001307,1,0,0,0,3,2,C32,3.25809653802148,0.500005326334537,0.499999112319081,0.49999733680909,0.499998224597184,0.499998224597184,0.49999733680909,0.500000443896017,0.499999556103983,0.500000221948009,0.500000221948009,-0.500000443896017,-3.55089704701021e-06,0.5,7.1017877891098e-06,1,30.4985516090322
CBC_1117,CBC_1117_MSI_AV_v3_Vset2_Aset3_2024-06-12_14h56.14.456.csv,1,12,1,0,b,1,0,2,aud,B,63,1,1,0,1,0,b,2.38295860000653,1,0,1,1,1,0,B10,2.60268968544438,0.500005326334537,0.499999112319081,0.49999733680909,0.49999689299897,0.499999112319081,0.500005326334537,0.499996893006063,0.500003106993937,0.499998446503031,0.499998446503031,0.500003106993937,3.5509159597665e-06,0.5,7.1017877891098e-06,1,30.4985516090322
CBC_1117,CBC_1117_MSI_AV_v3_Vset2_Aset3_2024-06-12_14h56.14.456.csv,1,13,3,2,b,1,0,1,aud,D,63,1,3,2,1,0,z,2.27358030001051,0,1,0,0,2,3,D32,2.63905732961526,0.500005326334537,0.500000443922023,0.49999733680909,0.49999689299897,0.49999733680909,0.49999689299897,0.50000022190634,0.49999977809366,0.50000011095317,0.50000011095317,-0.50000022190634,-3.55089547048664e-06,0.5,7.1017877891098e-06,1,30.4985516090322
