ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPairNorm,beliefOtherPairNorm,beliefPair,beliefOtherPair,lik,corrLik,rewardPE,update2,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha12,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,1,1,0,z,0,1,1,tac,A,63,1,1A,0A,0,1,z,2.48527519999971,0,1,1,1,0A,1A,A10,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.144885300680952,0.498819757766444,0.5,0.157156125052754,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.314312250105509,0.160866808500453,0.8910213664816,1.54620036619004,3.00051692398814,0.5,58.496845312333
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,2,3,2,b,1,0,0,tac,D,63,1,3D,2D,1,0,b,1.80769929999951,1,0,1,1,3D,2D,D32,2.83321334405622,0.657156125052754,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.199911861395642,0.500383685359405,0.5,0.157156125052754,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.314312250105509,0.160866808500453,0.8910213664816,1.54620036619004,3.00051692398814,0.5,58.496845312333
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,3,2,0,b,1,0,2,tac,C,27,1,2C,0C,1,0,z,2.6556359999995,0,1,0,0,0C,2C,C20,2.89037175789616,0.657156125052754,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.657156125052754,0.5,0.5,0.5,0.5,0.132624092658429,0.500568549506458,-0.5,-0.0804334042502263,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.314312250105509,0.160866808500453,0.8910213664816,1.54620036619004,3.00051692398814,0.5,58.496845312333
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,4,1,0,z,0,1,1,tac,A,63,1,1A,0A,0,1,z,3.27118399999927,0,1,1,1,0A,1A,A10,2.2512917986065,0.657156125052754,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.419566595749774,0.5,0.5,0.5,0.5,0.5,0.5,0.657156125052754,0.657156125052754,0.342843874947246,0.657156125052754,0.5,0.148157487506597,0.811312152771125,0.342843874947246,0.10776002976956,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.314312250105509,0.160866808500453,0.8910213664816,1.54620036619004,3.00051692398814,0.5,58.496845312333
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,5,3,1,z,0,1,3,tac,B,27,1,3B,1B,0,1,z,2.73431889999938,0,1,1,1,1B,3B,B31,2.99573227355399,0.764916154822315,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.419566595749774,0.5,0.5,0.5,0.5,0.5,0.5,0.657156125052754,0.5,0.5,0.5,0.5,0.126801437459147,0.499493189118016,0.5,0.157156125052754,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.314312250105509,0.160866808500453,0.8910213664816,1.54620036619004,3.00051692398814,0.5,58.496845312333
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,6,2,3,b,1,0,2,tac,C,63,1,2C,3C,1,0,b,3.13196069999958,1,0,1,1,2C,3C,C23,3.04452243772342,0.764916154822315,0.5,0.5,0.5,0.5,0.657156125052754,0.5,0.5,0.419566595749774,0.5,0.5,0.5,0.5,0.5,0.5,0.657156125052754,0.5,0.5,0.5,0.5,0.102150774181536,0.500002536527048,0.5,0.157156125052754,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.314312250105509,0.160866808500453,0.8910213664816,1.54620036619004,3.00051692398814,0.5,58.496845312333
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,7,2,3,z,0,1,0,tac,D,63,0,2D,3D,1,0,z,1.98087609999948,0,1,1,0,3D,2D,D23,3.09104245335832,0.764916154822315,0.5,0.5,0.5,0.5,0.657156125052754,0.5,0.5,0.419566595749774,0.5,0.657156125052754,0.5,0.5,0.5,0.5,0.657156125052754,0.657156125052754,0.342843874947246,0.657156125052754,0.5,0.341119044673065,0.811173746640651,-0.657156125052754,-0.105714608523761,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.314312250105509,0.160866808500453,0.8910213664816,1.54620036619004,3.00051692398814,0.5,58.496845312333
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,8,1,0,b,1,0,3,tac,B,63,1,1B,0B,1,0,b,2.64649959999952,1,0,1,1,1B,0B,B10,3.13549421592915,0.764916154822315,0.5,0.5,0.5,0.5,0.657156125052754,0.5,0.5,0.419566595749774,0.5,0.657156125052754,0.5,0.5,0.5,0.5,0.551441516528993,0.657156125052754,0.342843874947246,0.657156125052754,0.5,0.224203105449248,0.810845433912345,0.342843874947246,0.10776002976956,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.314312250105509,0.160866808500453,0.8910213664816,1.54620036619004,3.00051692398814,0.5,58.496845312333
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,9,0,2,b,1,0,1,tac,A,27,1,0A,2A,1,0,b,1.73370199999954,1,0,1,1,0A,2A,A02,3.17805383034795,0.764916154822315,0.5,0.5,0.5,0.5,0.764916154822315,0.5,0.5,0.419566595749774,0.5,0.657156125052754,0.5,0.5,0.5,0.5,0.551441516528993,0.764916154822315,0.235083845177685,0.764916154822315,0.5,0.524489506363849,0.921285959888917,0.235083845177685,0.0738897323412533,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.314312250105509,0.160866808500453,0.8910213664816,1.54620036619004,3.00051692398814,0.5,58.496845312333
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,10,0,3,z,0,1,0,tac,D,9,1,0D,3D,0,1,b,2.41724759999943,1,0,0,0,0D,3D,D03,3.2188758248682,0.838805887163568,0.5,0.5,0.5,0.5,0.764916154822315,0.5,0.5,0.419566595749774,0.5,0.657156125052754,0.5,0.5,0.5,0.5,0.551441516528993,0.448558483471007,0.551441516528993,0.5,0.551441516528993,0.116468592163905,0.383277265708785,-0.5,-0.0804334042502263,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.314312250105509,0.160866808500453,0.8910213664816,1.54620036619004,3.00051692398814,0.5,58.496845312333
