ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPairNorm,beliefOtherPairNorm,beliefPair,beliefOtherPair,lik,corrLik,rewardPE,update2,rewardPEOP,update2OP,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha12,fit_alpha2,fit_alpha22,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
CBC_1013,CBC_1013_MSI_AV_v3_Vset5_Aset2_2023-06-23_14h24.40.256.csv,1,1,1,3,b,1,0,0,aud,B,27,1,1B,3B,1,0,b,2.79824739999822,1,0,1,1,1B,3B,B13,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.107999128876183,0.499662687171964,0.5,0.0252378437017763,0.5,-0.481599781406837,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0504756874035527,0.0241696439823651,0.963199562813674,0.0207216765223066,0.949126033225954,0.986238085523284,2.33496326130359,0.5,65.3013198112408
CBC_1013,CBC_1013_MSI_AV_v3_Vset5_Aset2_2023-06-23_14h24.40.256.csv,1,2,3,2,z,0,1,1,aud,C,63,1,3C,2C,0,1,b,2.60718030000135,1,0,0,0,3C,2C,C32,2.83321334405622,0.5,0.5,0.5,0.5,0.5,0.525237843701776,0.5,0.0184002185931628,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.128498529572345,0.500096538119729,-0.5,-0.0120848219911825,-0.5,0.0103608382611533,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0504756874035527,0.0241696439823651,0.963199562813674,0.0207216765223066,0.949126033225954,0.986238085523284,2.33496326130359,0.5,65.3013198112408
CBC_1013,CBC_1013_MSI_AV_v3_Vset5_Aset2_2023-06-23_14h24.40.256.csv,1,3,3,2,b,1,0,3,aud,D,63,1,3D,2D,1,0,z,2.43318480000016,0,1,0,0,2D,3D,D32,2.89037175789616,0.5,0.5,0.5,0.5,0.5,0.525237843701776,0.5,0.0184002185931628,0.5,0.5,0.510360838261153,0.487915178008817,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.150370107687117,0.499966715566595,-0.5,-0.0120848219911825,-0.5,0.0103608382611533,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0504756874035527,0.0241696439823651,0.963199562813674,0.0207216765223066,0.949126033225954,0.986238085523284,2.33496326130359,0.5,65.3013198112408
CBC_1013,CBC_1013_MSI_AV_v3_Vset5_Aset2_2023-06-23_14h24.40.256.csv,1,4,0,1,z,0,1,0,aud,B,63,1,0B,1B,0,1,z,2.62709480000194,0,1,1,1,1B,0B,B01,2.94443897916644,0.5,0.5,0.5,0.5,0.5,0.525237843701776,0.5,0.0184002185931628,0.5,0.5,0.510360838261153,0.487915178008817,0.5,0.5,0.487915178008817,0.510360838261153,0.525237843701776,0.474762156298224,0.525237843701776,0.5,0.133318260356313,0.528489205696639,0.474762156298224,0.0239639461923458,0.5,-0.481599781406837,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0504756874035527,0.0241696439823651,0.963199562813674,0.0207216765223066,0.949126033225954,0.986238085523284,2.33496326130359,0.5,65.3013198112408
CBC_1013,CBC_1013_MSI_AV_v3_Vset5_Aset2_2023-06-23_14h24.40.256.csv,1,5,0,3,b,1,0,2,aud,A,9,1,0A,3A,1,0,b,1.73527250000188,1,0,1,1,0A,3A,A03,2.99573227355399,0.5,0.5,0.5,0.5,0.0184002185931628,0.549201789894122,0.5,0.0184002185931628,0.5,0.5,0.510360838261153,0.487915178008817,0.5,0.5,0.487915178008817,0.510360838261153,0.5,0.5,0.5,0.5,0.280184108331098,0.500340775155644,0.5,0.0252378437017763,0.5,-0.481599781406837,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0504756874035527,0.0241696439823651,0.963199562813674,0.0207216765223066,0.949126033225954,0.986238085523284,2.33496326130359,0.5,65.3013198112408
CBC_1013,CBC_1013_MSI_AV_v3_Vset5_Aset2_2023-06-23_14h24.40.256.csv,1,6,3,2,b,1,0,3,aud,D,63,1,3D,2D,1,0,z,3.28556509999908,0,1,0,0,2D,3D,D32,2.35137525716348,0.525237843701776,0.5,0.5,0.0184002185931628,0.0184002185931628,0.549201789894122,0.5,0.0184002185931628,0.5,0.5,0.510360838261153,0.487915178008817,0.5,0.5,0.487915178008817,0.510360838261153,0.477565575704766,0.522434424295234,0.487915178008817,0.510360838261153,0.0660039372768404,0.475084715658733,-0.487915178008817,-0.0117927361460654,-0.489639161738847,0.0101461443222057,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0504756874035527,0.0241696439823651,0.963199562813674,0.0207216765223066,0.949126033225954,0.986238085523284,2.33496326130359,0.5,65.3013198112408
CBC_1013,CBC_1013_MSI_AV_v3_Vset5_Aset2_2023-06-23_14h24.40.256.csv,1,7,0,2,z,0,1,1,aud,C,27,1,0C,2C,0,1,z,2.25848079999923,0,1,1,1,2C,0C,C02,3.09104245335832,0.525237843701776,0.5,0.5,0.0184002185931628,0.0184002185931628,0.549201789894122,0.5,0.0184002185931628,0.5,0.5,0.510360838261153,0.487915178008817,0.5,0.5,0.476122441862752,0.520506982583359,0.510360838261153,0.489639161738847,0.510360838261153,0.5,0.18037438323117,0.512089765381806,0.489639161738847,0.0247148732684676,0.5,-0.481599781406837,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0504756874035527,0.0241696439823651,0.963199562813674,0.0207216765223066,0.949126033225954,0.986238085523284,2.33496326130359,0.5,65.3013198112408
CBC_1013,CBC_1013_MSI_AV_v3_Vset5_Aset2_2023-06-23_14h24.40.256.csv,1,8,0,1,b,1,0,2,aud,A,63,1,0A,1A,1,0,b,1.55469850000009,1,0,1,1,0A,1A,A01,3.13549421592915,0.525237843701776,0.5,0.5,0.0184002185931628,0.0184002185931628,0.549201789894122,0.5,0.0184002185931628,0.0184002185931628,0.5,0.535075711529621,0.487915178008817,0.5,0.5,0.476122441862752,0.520506982583359,0.525237843701776,0.474762156298224,0.525237843701776,0.5,0.339786598032648,0.529371339648793,0.474762156298224,0.0239639461923458,0.5,-0.481599781406837,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0504756874035527,0.0241696439823651,0.963199562813674,0.0207216765223066,0.949126033225954,0.986238085523284,2.33496326130359,0.5,65.3013198112408
CBC_1013,CBC_1013_MSI_AV_v3_Vset5_Aset2_2023-06-23_14h24.40.256.csv,1,9,1,0,b,1,0,0,aud,B,63,1,1B,0B,1,0,b,2.03591600000073,1,0,1,1,1B,0B,B10,3.17805383034795,0.549201789894122,0.0184002185931628,0.5,0.0184002185931628,0.0184002185931628,0.549201789894122,0.5,0.0184002185931628,0.0184002185931628,0.5,0.535075711529621,0.487915178008817,0.5,0.5,0.476122441862752,0.520506982583359,0.984846693775069,0.0151533062249309,0.549201789894122,0.0184002185931628,0.399924988688733,0.903314487123676,0.450798210105878,0.0227543495353854,0.0184002185931629,-0.0177230825046105,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0504756874035527,0.0241696439823651,0.963199562813674,0.0207216765223066,0.949126033225954,0.986238085523284,2.33496326130359,0.5,65.3013198112408
CBC_1013,CBC_1013_MSI_AV_v3_Vset5_Aset2_2023-06-23_14h24.40.256.csv,1,10,1,3,z,0,1,3,aud,D,27,1,1D,3D,0,1,z,2.57845549999911,0,1,1,1,3D,1D,D13,3.2188758248682,0.549201789894122,0.0184002185931628,0.5,0.0184002185931628,0.000677136088552296,0.571956139429508,0.5,0.0184002185931628,0.0184002185931628,0.5,0.535075711529621,0.487915178008817,0.5,0.5,0.476122441862752,0.520506982583359,0.520506982583359,0.479493017416641,0.520506982583359,0.5,0.138061605085703,0.523641602006914,0.479493017416641,0.0242027396593086,0.5,-0.481599781406837,CBCbothPairsAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0504756874035527,0.0241696439823651,0.963199562813674,0.0207216765223066,0.949126033225954,0.986238085523284,2.33496326130359,0.5,65.3013198112408
