trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.rt,response_4.started,response_4.stopped,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
24,0,24,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,4.52047235037039,1.21250262048173,None,322.8149063000001,None,324.03669999999875,None,324.03669999999875,None,324.0485019399999,None,None,,324.03669999999875,None,['z'],326.01514700000007,None,z,3.6571629000009125,0,0,0.48,330.53032099999837,None,None,330.53032099999837,None,[1.6571629000009125],,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
25,0,25,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,4.40017271499661,1.36309078069689,None,332.33190549999927,None,333.7047171999984,None,333.7047171999984,None,333.71545113999997,None,None,,333.7047171999984,None,['b'],335.6809280999987,None,b,3.0646886000013183,0,0,0.46153846153846156,340.0618663999994,None,None,340.0618663999994,None,[1.0646886000013183],,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
26,0,26,0,,,,,,,,,,1,3.0,0.0,z,9.0,1.0,2.792365600763554,1.25920145784721,None,341.8652997999998,None,343.11971959999937,None,343.11971959999937,None,343.1311756799998,None,None,,343.11971959999937,None,['z'],345.09855679999964,None,z,3.035221200001615,1,1,0.48148148148148145,347.8788722999998,None,None,347.8788722999998,None,[1.0352212000016152],,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
27,0,27,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,4.82531807167306,3.40155979865722,None,349.6822981999994,None,353.10193230000004,None,353.10193230000004,None,353.0985342799988,None,None,,353.10193230000004,None,['b'],355.08233029999974,None,b,2.7734301000018604,1,1,0.5,359.90348819999963,None,None,359.90348819999963,None,[0.7734301000018604],,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
28,0,28,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,2.433630701072358,3.4543169006169,None,361.71531890000006,None,365.1871596000001,None,365.1871596000001,None,365.1987064399996,None,None,,365.1871596000001,None,"['b', 'z']",367.1651390999996,None,b,3.598266100001638,0,0,0.4827586206896552,369.57950119999987,None,None,369.57950119999987,None,"[1.5982661000016378, 2.1756622000011703]",,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
29,0,29,0,,,,,,,,,,1,0.0,1.0,b,63.0,1.0,3.73326136168326,1.96568735158996,None,371.3813948999996,None,373.3513789999997,None,373.3513789999997,None,373.3489008799999,None,None,,373.3513789999997,None,['b'],375.3320313999993,None,b,3.828708100001677,1,1,0.5,379.045218199999,None,None,379.045218199999,None,[1.828708100001677],,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
30,0,30,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,2.6391747348430608,1.53122835510861,None,380.8487589999986,None,382.4030776999989,None,382.4030776999989,None,382.3987190799991,None,['z'],[1.8253544000017428],382.4030776999989,None,['b'],384.3829405999986,None,z,1.8253544000017428,1,1,0.5161290322580645,387.0309535999986,None,None,387.0309535999986,None,[0.27418980000038573],,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
31,0,31,0,,,,,,,,,,3,1.0,3.0,z,27.0,1.0,3.6438386551209,1.1243895841892,None,388.83216509999875,None,389.9700635999998,None,389.9700635999998,None,389.9820053399995,None,None,,389.9700635999998,None,['z'],391.9479042999992,None,z,2.3143530000015744,1,1,0.53125,395.5815838999988,None,None,395.5815838999988,None,[0.3143530000015744],,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
32,0,32,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,2.92731383428727,1.25817747924478,None,397.3818388999989,None,398.65384449999874,None,398.65384449999874,None,398.6655102399996,None,None,,398.65384449999874,None,['b'],400.6320522999995,None,b,2.89684600000146,1,1,0.5454545454545454,403.5484304999991,None,None,403.5484304999991,None,[0.8968460000014602],,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
33,0,33,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,2.82320408183943,2.49839527409216,None,405.34902239999974,None,407.8710295000001,None,407.8710295000001,None,407.88212423999863,None,['z'],[1.083114300001398],407.8710295000001,None,None,409.84956729999976,None,z,1.083114300001398,1,1,0.5588235294117647,412.68176029999995,None,None,412.68176029999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
34,0,34,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,2.7134565917469198,1.18065738546375,None,414.48232819999976,None,415.6857483999993,None,415.6857483999993,None,415.68221397999986,None,None,,415.6857483999993,None,"['b', 'z', 'z']",417.66465869999956,None,b,2.591528600001766,0,0,0.5428571428571428,420.36206309999943,None,None,420.36206309999943,None,"[0.5915286000017659, 0.9549123000015243, 1.4565629000026092]",,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
35,0,35,0,,,,,,,,,,2,2.0,1.0,b,9.0,1.0,3.2062024266105302,1.38289892513751,None,422.1653979999992,None,423.5690423999986,None,423.5690423999986,None,423.56629747999904,None,None,,423.5690423999986,None,['b'],425.54862709999907,None,b,3.4464764000003925,1,1,0.5555555555555556,428.7407562999997,None,None,428.7407562999997,None,[1.4464764000003925],,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
36,0,36,0,,,,,,,,,,1,0.0,1.0,b,63.0,1.0,2.91303524001082,1.95130344756745,None,430.54878299999837,None,432.51942899999995,None,432.51942899999995,None,432.5155917799995,None,['z'],[1.4087703000004694],432.51942899999995,None,"['b', 'b', 'b']",434.51829409999846,None,z,1.4087703000004694,0,0,0.5405405405405406,437.4386279999999,None,None,437.4386279999999,None,"[0.0021802000010211486, 0.5281662000015785, 0.9730166000008467]",,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
37,0,37,0,,,,,,,,,,3,1.0,3.0,z,27.0,1.0,2.526044641065533,2.22427187882546,None,439.24953429999914,None,441.4884535000001,None,441.4884535000001,None,441.4989199399984,None,None,,441.4884535000001,None,['z'],443.46561589999874,None,z,2.5157186000014917,1,1,0.5526315789473685,445.9785088999997,None,None,445.9785088999997,None,[0.5157186000014917],,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
38,0,38,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.31929419319838,2.09887870490381,None,447.78230899999835,None,449.90371779999987,None,449.90371779999987,None,449.91557423999944,None,None,,449.90371779999987,None,['b'],451.882809499999,None,b,2.732744900000398,1,1,0.5641025641025641,455.1956397999984,None,None,455.1956397999984,None,[0.732744900000398],,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
39,0,39,0,,,,,,,,,,2,3.0,2.0,z,63.0,0.0,2.678526077912375,2.10421507306074,None,456.9990010999991,None,459.1208047,None,459.1208047,None,459.1329292399983,None,None,,459.1208047,None,['z'],461.0982673999988,None,z,2.68571890000203,1,0,0.575,463.7583031999984,None,None,463.7583031999984,None,[0.6857189000020298],,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
40,0,40,0,,,,,,,,,,1,0.0,2.0,b,27.0,1.0,3.71372710086949,1.64421109900286,None,465.5657891999999,None,467.2206290999984,None,467.2206290999984,None,467.21570267999886,None,None,,467.2206290999984,None,['z'],469.19905259999905,None,z,3.1667384000011225,0,0,0.5609756097560976,472.9029021999995,None,None,472.9029021999995,None,[1.1667384000011225],,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
41,0,41,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,4.12485271162806,2.78346932462847,None,474.715743499999,None,477.5223251999996,None,477.5223251999996,None,477.5324343399985,None,None,,477.5223251999996,None,['b'],479.50001059999886,None,b,2.4255173000019568,0,0,0.5476190476190477,483.61416109999846,None,None,483.61416109999846,None,[0.42551730000195676],,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
42,0,42,0,,,,,,,,,,0,1.0,3.0,b,27.0,1.0,3.76873691643126,0.77703640172831,None,485.4158504999996,None,486.2067739999984,None,486.2067739999984,None,486.21583003999837,None,None,,486.2067739999984,None,['b'],488.18242869999995,None,b,3.2728620000016235,1,1,0.5581395348837209,491.94186850000006,None,None,491.94186850000006,None,[1.2728620000016235],,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
43,0,43,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,2.517541937862754,1.78643585472448,None,493.74915729999884,None,495.55247139999847,None,495.55247139999847,None,495.5498895799985,None,None,,495.55247139999847,None,['z'],497.5323286999992,None,z,3.6461439000013343,1,1,0.5681818181818182,500.0358879999985,None,None,500.0358879999985,None,[1.6461439000013343],,,,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,501.84808749999866,None,,,,,,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.8494035999993,None,None,506.8494035999993,None,,,,,,,,,,,,,CBC_1075,2,3,3,4,6,0.95,2024-03-13_15h01.44.828,MSI_AV_v3,2022.1.1,60.00916940126331,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[1, 0, 2, 3]",0.2727272727272727,0.6363636363636364,0.7272727272727273,0.6363636363636364,25,0,19,,,,,,,,,,,,
