trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,40.51664850000088,None,t,54.13698399999885,40.51664850000088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1036,004,6,2,1,13,0.95,2023-12-06_16h06.44.053,MSI_TV_v3,2022.1.1,59.968720315322514,
,,,,,,,,,,None,94.68534640000144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1036,004,6,2,1,13,0.95,2023-12-06_16h06.44.053,MSI_TV_v3,2022.1.1,59.968720315322514,
0,0,0,0,,,,,,,,,,0,1,3,b,27,1,3.7500315165247198,3.1424449555106,None,94.8849336000003,None,98.00194898000117,98.00194898000117,98.01866278000088,None,[],['z'],[0.46109009999963746],100.01149520000035,None,z,2.4610900999996375,0,0,0.0,None,103.7720229000006,None,103.7720229000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1036,004,6,2,1,13,0.95,2023-12-06_16h06.44.053,MSI_TV_v3,2022.1.1,59.968720315322514,
1,0,1,0,,,,,,,,,,3,3,2,z,63,1,3.02234236141277,1.12425433982333,None,105.568491,None,106.6683726799998,106.6683726799998,106.68521198000016,None,[],['b'],[0.5598484999991342],108.66866800000025,None,b,2.559848499999134,0,0,0.0,None,111.70517240000117,None,111.70517240000117,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1036,004,6,2,1,13,0.95,2023-12-06_16h06.44.053,MSI_TV_v3,2022.1.1,59.968720315322514,
2,0,2,0,,,,,,,,,,1,3,2,b,63,1,2.82320408183943,0.917519910446003,None,113.51835260000007,None,114.41823488000009,114.41823488000009,114.43514798000032,None,[],['b'],[1.3462742999981856],116.41783890000079,None,b,3.3462742999981856,1,1,0.3333333333333333,None,119.25785670000005,None,119.25785670000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1036,004,6,2,1,13,0.95,2023-12-06_16h06.44.053,MSI_TV_v3,2022.1.1,59.968720315322514,
3,0,3,0,,,,,,,,,,0,0,1,z,63,1,2.91303524001082,1.95130344756745,None,121.06890930000009,None,123.00208098000039,123.00208098000039,123.01853878000074,None,[],"['b', 'z']","[1.2442617999986396, 1.3739350999985618]",125.00726530000065,None,b,3.2442617999986396,0,0,0.25,None,127.92422860000079,None,127.92422860000079,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1036,004,6,2,1,13,0.95,2023-12-06_16h06.44.053,MSI_TV_v3,2022.1.1,59.968720315322514,
4,0,4,0,,,,,,,,,,2,0,3,b,9,1,3.35133458220192,1.53243550275999,None,129.73507400000017,None,131.25214748000107,131.25214748000107,131.26879228000107,None,[],['z'],[1.272803899999417],133.2563167999997,None,z,3.272803899999417,0,0,0.2,None,136.61299040000085,None,136.61299040000085,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1036,004,6,2,1,13,0.95,2023-12-06_16h06.44.053,MSI_TV_v3,2022.1.1,59.968720315322514,
5,0,5,0,,,,,,,,,,1,3,2,b,63,1,4.11514536789087,1.25817747924478,None,138.41828160000114,None,139.65139297999994,139.65139297999994,139.6674980800013,None,[],['z'],[0.4083009999994829],141.6473911000012,None,z,2.408300999999483,0,0,0.16666666666666666,None,145.76692860000003,None,145.76692860000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1036,004,6,2,1,13,0.95,2023-12-06_16h06.44.053,MSI_TV_v3,2022.1.1,59.968720315322514,
6,0,6,0,,,,,,,,,,3,0,2,z,27,1,2.592312596923728,2.09887870490381,None,147.56803349999973,None,149.65080498000097,149.65080498000097,149.66738247999965,None,[],"['b', 'z']","[0.6241284999996424, 1.0841698999993241]",151.6480483000014,None,b,2.6241284999996424,0,0,0.14285714285714285,None,154.24277240000083,None,154.24277240000083,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1036,004,6,2,1,13,0.95,2023-12-06_16h06.44.053,MSI_TV_v3,2022.1.1,59.968720315322514,
7,0,7,0,,,,,,,,,,2,0,1,b,63,1,2.629554641171433,1.52290599571961,None,156.05203220000112,None,157.55077008000043,157.55077008000043,157.5680867799998,None,[],['z'],[0.5027131999995618],159.5477619000012,None,z,2.5027131999995618,0,0,0.125,None,162.1855728999999,None,162.1855728999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1036,004,6,2,1,13,0.95,2023-12-06_16h06.44.053,MSI_TV_v3,2022.1.1,59.968720315322514,
8,0,8,0,,,,,,,,,,0,1,0,b,63,1,2.6391747348430608,1.94858485820231,None,163.9855079000008,None,165.91870398000137,165.91870398000137,165.93533997999984,None,[],['b'],[1.3061730999979773],167.91929580000033,None,b,3.3061730999979773,1,1,0.2222222222222222,None,170.5669940000007,None,170.5669940000007,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1036,004,6,2,1,13,0.95,2023-12-06_16h06.44.053,MSI_TV_v3,2022.1.1,59.968720315322514,
9,0,9,0,,,,,,,,,,1,1,3,z,27,1,4.01714354611405,0.761758675042088,None,172.36898620000102,None,173.11785417999963,173.11785417999963,173.1346925800004,None,[],['z'],[0.3468212999996467],175.1135821000007,None,z,2.3468212999996467,1,1,0.3,None,179.13936680000006,None,179.13936680000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1036,004,6,2,1,13,0.95,2023-12-06_16h06.44.053,MSI_TV_v3,2022.1.1,59.968720315322514,
10,0,10,0,,,,,,,,,,3,3,2,z,63,1,3.31929419319838,1.25920145784721,None,180.95205780000106,None,182.1857254800012,182.1857254800012,182.20205117999976,z,['z'],None,,184.22773150000103,None,z,1.7887377999977616,1,1,0.36363636363636365,None,187.54731400000128,None,187.54731400000128,None,1.7887377999977616,[1.7887377999977616],,,,,,,,,,,,,,,,,,,,,CBC_1036,004,6,2,1,13,0.95,2023-12-06_16h06.44.053,MSI_TV_v3,2022.1.1,59.968720315322514,
11,0,11,0,,,,,,,,,,0,1,0,b,63,1,2.92731383428727,1.43470440954152,None,189.35202820000086,None,190.76822178000074,190.76822178000074,190.78428058000063,z,['z'],None,,192.80306870000095,None,z,1.8339194999989559,0,0,0.3333333333333333,None,195.73418520000087,None,195.73418520000087,None,1.8339194999989559,[1.8339194999989559],,,,,,,,,,,,,,,,,,,,,CBC_1036,004,6,2,1,13,0.95,2023-12-06_16h06.44.053,MSI_TV_v3,2022.1.1,59.968720315322514,
