trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,35.24798559999908,None,t,56.84790470000007,35.24798559999908,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1013,2,2,1,0,12,0.95,2023-06-23_14h33.16.590,MSI_TV_v3,2022.1.1,60.02487430908467,
,,,,,,,,,,None,92.12004819999856,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1013,2,2,1,0,12,0.95,2023-06-23_14h33.16.590,MSI_TV_v3,2022.1.1,60.02487430908467,
0,0,0,0,,,,,,,,,,2,0,1,b,63,1,3.7500315165247198,0.917519910446003,None,92.33287719999862,None,93.23282588999828,93.23282588999828,93.24882058999756,None,[],['z'],[0.542018600004667],95.22899649999817,None,z,2.542018600004667,0,0,0.0,None,99.07299579999744,None,99.07299579999744,None,,,,,,,,,,,,,,,,,,,,CBC_1013,2,2,1,0,12,0.95,2023-06-23_14h33.16.590,MSI_TV_v3,2022.1.1,60.02487430908467,
1,0,1,0,,,,,,,,,,1,2,3,b,63,1,2.629554641171433,3.24569326556923,None,100.79903659999763,None,104.01642618999941,104.01642618999941,104.03295728999765,None,[],['z'],[0.5908650000019406],106.01350049999746,None,z,2.5908650000019406,0,0,0.0,None,108.66068099999757,None,108.66068099999757,None,,,,,,,,,,,,,,,,,,,,CBC_1013,2,2,1,0,12,0.95,2023-06-23_14h33.16.590,MSI_TV_v3,2022.1.1,60.02487430908467,
2,0,2,0,,,,,,,,,,2,2,0,z,27,1,3.76873691643126,1.25817747924478,None,110.46666969999933,None,111.69969718999747,111.69969718999747,111.71669018999856,None,[],['b'],[0.38272950000464334],113.69812479999746,None,b,2.3827295000046433,0,0,0.0,None,117.483121199999,None,117.483121199999,None,,,,,,,,,,,,,,,,,,,,CBC_1013,2,2,1,0,12,0.95,2023-06-23_14h33.16.590,MSI_TV_v3,2022.1.1,60.02487430908467,
3,0,3,0,,,,,,,,,,0,0,1,z,63,1,4.12485271162806,2.22427187882546,None,119.28297359999851,None,121.48366468999703,121.48366468999703,121.4995658899974,None,[],['z'],[0.8520736000027682],123.48325489999843,None,z,2.852073600002768,1,1,0.25,None,127.63417349999872,None,127.63417349999872,None,,,,,,,,,,,,,,,,,,,,CBC_1013,2,2,1,0,12,0.95,2023-06-23_14h33.16.590,MSI_TV_v3,2022.1.1,60.02487430908467,
4,0,4,0,,,,,,,,,,3,3,2,b,63,1,4.46924002178158,1.27538462653558,None,129.4330622999987,None,130.68372429000047,130.68372429000047,130.69975299000035,None,[],['z'],[0.9310341000018525],132.68723849999878,None,z,2.9310341000018525,0,0,0.2,None,137.1499463,None,137.1499463,None,,,,,,,,,,,,,,,,,,,,CBC_1013,2,2,1,0,12,0.95,2023-06-23_14h33.16.590,MSI_TV_v3,2022.1.1,60.02487430908467,
5,0,5,0,,,,,,,,,,0,2,1,z,9,1,2.91303524001082,1.95130344756745,None,138.94878249999965,None,140.88344978999922,140.88344978999922,140.89959189000038,None,[],['z'],[0.9967322000011336],142.8859111999991,None,z,2.9967322000011336,1,1,0.3333333333333333,None,145.78345049999916,None,145.78345049999916,None,,,,,,,,,,,,,,,,,,,,CBC_1013,2,2,1,0,12,0.95,2023-06-23_14h33.16.590,MSI_TV_v3,2022.1.1,60.02487430908467,
6,0,6,0,,,,,,,,,,3,3,1,b,27,1,2.592312596923728,0.979776149765883,None,147.58311999999933,None,148.54999528999943,148.54999528999943,148.5664906899987,None,[],['b'],[0.5115780000014638],150.552112399997,None,b,2.511578000001464,1,1,0.42857142857142855,None,153.14270989999932,None,153.14270989999932,None,,,,,,,,,,,,,,,,,,,,CBC_1013,2,2,1,0,12,0.95,2023-06-23_14h33.16.590,MSI_TV_v3,2022.1.1,60.02487430908467,
7,0,7,0,,,,,,,,,,2,0,1,b,63,1,2.92731383428727,2.49839527409216,None,154.9496505999996,None,157.43337678999924,157.43337678999924,157.4498962900001,None,[],['z'],[0.4690310000005411],159.43245000000024,None,z,2.469031000000541,0,0,0.375,None,162.34866449999754,None,162.34866449999754,None,,,,,,,,,,,,,,,,,,,,CBC_1013,2,2,1,0,12,0.95,2023-06-23_14h33.16.590,MSI_TV_v3,2022.1.1,60.02487430908467,
