trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
9,0,9,0,,,,,,,,,,2,3.0,1.0,z,27.0,1.0,4.72585056748869,1.95130344756745,None,777.3664502000001,None,779.30009014,779.30009014,779.31668944,None,[],['z'],[0.6750868000008268],781.3020993,None,z,2.6750868000008268,1,1,0.8,None,786.0240688000004,None,786.0240688000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
10,0,10,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,3.76873691643126,1.94858485820231,None,787.8338463999999,None,789.7671810400005,789.7671810400005,789.78383974,None,[],['z'],[0.9274842000004355],791.7669204000003,None,z,2.9274842000004355,1,1,0.8181818181818182,None,795.5476061999998,None,795.5476061999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
11,0,11,0,,,,,,,,,,2,1.0,3.0,b,27.0,1.0,4.40017271499661,3.1963008326951,None,797.3501338000005,None,800.5336276400002,800.5336276400002,800.5501534399999,None,[],['b'],[0.14958910000041215],802.5363573000004,None,b,2.149589100000412,1,1,0.8333333333333334,None,806.9287036000005,None,806.9287036000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
12,0,12,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,3.6438386551209,1.27538462653558,None,808.7335923,None,809.9838859400005,809.9838859400005,810.0002184399999,None,[],['z'],[0.5610146000008172],811.9807723000004,None,z,2.561014600000817,1,1,0.8461538461538461,None,815.6284507999999,None,815.6284507999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
13,0,13,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,2.82320408183943,3.33124983260532,None,817.4324413000004,None,820.7333482399998,820.7333482399998,820.7504261399998,None,[],['b'],[0.6434138000004168],822.7394321000002,None,b,2.643413800000417,1,1,0.8571428571428571,None,825.5647447000001,None,825.5647447000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
14,0,14,0,,,,,,,,,,3,0.0,3.0,b,9.0,1.0,4.77723667052879,1.38289892513751,None,827.3662072000006,None,828.7338585400001,828.7338585400001,828.7504387400003,b,['b'],None,,830.7800569999999,None,b,1.8322768999996697,1,1,0.8666666666666667,None,835.5626966,None,835.5626966,None,1.8322768999996697,[1.8322768999996697],,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
15,0,15,0,,,,,,,,,,2,0.0,1.0,z,63.0,0.0,2.517541937862754,0.761758675042088,None,837.3670458000006,None,838.10026964,838.10026964,838.1168691399997,z,['z'],None,,840.1282044,None,z,1.9385207999994236,1,0,0.875,None,842.6440768000002,None,842.6440768000002,None,1.9385207999994236,[1.9385207999994236],,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
16,0,16,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,3.73326136168326,1.96568735158996,None,844.4502861000001,None,846.4002134399997,846.4002134399997,846.4169690400003,None,[],['z'],[1.1787129000003915],848.4053370000001,None,z,3.1787129000003915,1,1,0.8823529411764706,None,852.1323360000006,None,852.1323360000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
17,0,17,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,3.35133458220192,3.4543169006169,None,853.9340990000001,None,857.3668770399998,857.3668770399998,857.3837320399997,None,[],['z'],[0.5308807000001252],859.3732354000003,None,z,2.530880700000125,1,1,0.8888888888888888,None,862.7166314000006,None,862.7166314000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
18,0,18,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.526044641065533,1.1243895841892,None,864.5167044,None,865.6171003400003,865.6171003400003,865.6337786399998,b,['b'],None,,867.6614837000006,None,b,1.294406600000002,1,1,0.8947368421052632,None,870.1970793999999,None,870.1970793999999,None,1.294406600000002,[1.294406600000002],,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
19,0,19,0,,,,,,,,,,2,1.0,0.0,b,63.0,1.0,2.433630701072358,1.36309078069689,None,872.0006798000004,None,873.3338789400003,873.3338789400003,873.3504132400002,None,[],['b'],[0.2642101999999795],875.3365236,None,b,2.2642101999999795,1,1,0.9,None,877.7709308000003,None,877.7709308000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
20,0,20,0,,,,,,,,,,0,1.0,3.0,z,27.0,1.0,4.77034425507967,1.53122835510861,None,879.5835925000001,None,881.0994662399997,881.0994662399997,881.1158417400001,None,[],['b'],[0.5705920999998852],883.0976796000004,None,b,2.5705920999998852,0,0,0.8571428571428571,None,887.8571388999999,None,887.8571388999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
21,0,21,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,4.46924002178158,1.90743690794447,None,889.6672021000004,None,891.5499659400001,891.5499659400001,891.56597374,None,[],['b'],[1.3773003000005701],893.5469259000001,None,b,3.37730030000057,0,0,0.8181818181818182,None,898.0023790000005,None,898.0023790000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
22,0,22,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.2759877950103027,1.25920145784721,None,899.8172234000003,None,901.0510017400001,901.0510017400001,901.0676857400002,b,['b'],None,,903.0972295000001,None,b,1.1231386999997994,1,1,0.8260869565217391,None,905.3626119,None,905.3626119,None,1.1231386999997994,[1.1231386999997994],,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
23,0,23,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,3.68371079902891,3.40155979865722,None,907.1670777999998,None,910.5505854399997,910.5505854399997,910.5670419400002,None,[],['b'],[0.44187519999923097],912.5563081999999,None,b,2.441875199999231,0,0,0.7916666666666666,None,916.2370251000002,None,916.2370251000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
24,0,24,0,,,,,,,,,,1,2.0,0.0,b,27.0,1.0,3.3728785608729996,0.979776149765883,None,918.0510724000005,None,919.01774474,919.01774474,919.0342701400003,None,[],['b'],[0.15927300000021205],921.0231916000002,None,b,2.159273000000212,1,1,0.8,None,924.3855887999998,None,924.3855887999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
25,0,25,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,3.02234236141277,3.1424449555106,None,926.2004489999999,None,929.3171347400001,929.3171347400001,929.3337861400004,b,['b'],None,,931.3627522000006,None,b,1.0262504000002082,1,1,0.8076923076923077,None,934.3807373,None,934.3807373,None,1.0262504000002082,[1.0262504000002082],,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
26,0,26,0,,,,,,,,,,2,1.0,3.0,b,27.0,1.0,4.52047235037039,1.60731937853708,None,936.1840828000004,None,937.7669322400005,937.7669322400005,937.7831802400004,None,[],['b'],[0.697305900000174],939.7634766000001,None,b,2.697305900000174,1,1,0.8148148148148148,None,944.2821439999998,None,944.2821439999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
27,0,27,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.678526077912375,0.77703640172831,None,946.0843039000001,None,946.83454384,946.83454384,946.8511512399999,None,[],['b'],[0.41609950000020035],948.8399385000002,None,b,2.4160995000002004,0,0,0.7857142857142857,None,951.5110598000001,None,951.5110598000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
28,0,28,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,4.7533305109883095,2.96653053743745,None,953.3170996999997,None,956.2671486400003,956.2671486400003,956.2837485400004,None,[],['z'],[0.3655615999996371],958.2687852999998,None,z,2.365561599999637,0,0,0.7586206896551724,None,963.0237725000006,None,963.0237725000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
29,0,29,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,2.693348633324513,0.952147612306987,None,964.8343338000004,None,965.7664858400002,965.7664858400002,965.7831552400002,None,[],['b'],[0.47057669999958307],967.7635236000006,None,b,2.470576699999583,0,0,0.7333333333333333,None,970.4573258,None,970.4573258,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
30,0,30,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,2.592312596923728,2.15533949826702,None,972.2672405000003,None,974.4009257400002,974.4009257400002,974.4175410400002,b,['b'],None,,976.4460623000004,None,b,1.820249700000204,0,0,0.7096774193548387,None,979.0424607000004,None,979.0424607000004,None,1.820249700000204,[1.820249700000204],,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
31,0,31,0,,,,,,,,,,0,3.0,0.0,b,9.0,1.0,4.01714354611405,2.22427187882546,None,980.8343682000004,None,983.0344544400003,983.0344544400003,983.0512189400005,None,[],['z'],[0.4786818000002313],985.0396768,None,z,2.4786818000002313,0,0,0.6875,None,989.0562610000006,None,989.0562610000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
32,0,32,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.496959177995529,1.18065738546375,None,990.8678146000002,None,992.03454064,992.03454064,992.0512354399997,None,[],['b'],[1.301430900000014],994.0347581000005,None,b,3.301430900000014,0,0,0.6666666666666666,None,996.5314207000001,None,996.5314207000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
33,0,33,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,3.7500315165247198,1.21250262048173,None,998.3341740000005,None,999.5343313399998,999.5343313399998,999.5508151399998,None,[],['z'],[0.11201649999929941],1001.5315626000001,None,z,2.1120164999992994,1,1,0.6764705882352942,None,1005.2908913000001,None,1005.2908913000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
34,0,34,0,,,,,,,,,,3,0.0,1.0,b,63.0,0.0,4.190022164497369,2.6299100644723,None,1007.1008001999999,None,1009.7177499400003,1009.7177499400003,1009.7344405399998,b,['b'],None,,1011.7379910999998,None,b,1.6176218999999037,1,0,0.6857142857142857,None,1015.9221222000006,None,1015.9221222000006,None,1.6176218999999037,[1.6176218999999037],,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
35,0,35,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,4.11514536789087,1.52290599571961,None,1017.7343449999998,None,1019.2340216399997,1019.2340216399997,1019.2508996400001,None,[],['b'],[0.8914629999999306],1021.2395903000006,None,b,2.8914629999999306,0,0,0.6666666666666666,None,1025.3449047000004,None,1025.3449047000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
36,0,36,0,,,,,,,,,,2,1.0,2.0,b,9.0,1.0,2.629554641171433,1.78643585472448,None,1027.1501573000005,None,1028.9179986400004,1028.9179986400004,1028.9346481399998,None,[],['b'],[0.6014235999991797],1030.9222420000006,None,b,2.6014235999991797,1,1,0.6756756756756757,None,1033.5590296999999,None,1033.5590296999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
37,0,37,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,3.31929419319838,1.64421109900286,None,1035.3678822000002,None,1036.9847241400003,1036.9847241400003,1037.0013490400006,z,['z'],None,,1039.0297824999998,None,z,1.3992708999994647,1,1,0.6842105263157895,None,1042.3462623000005,None,1042.3462623000005,None,1.3992708999994647,[1.3992708999994647],,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
38,0,38,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,4.61004669244928,2.78346932462847,None,1044.1510723000001,None,1046.9178878399998,1046.9178878399998,1046.9346890400002,None,[],['b'],[0.4658871999999974],1048.9237647999998,None,b,2.4658871999999974,1,1,0.6923076923076923,None,1053.5337752000005,None,1053.5337752000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
39,0,39,0,,,,,,,,,,0,1.0,3.0,z,27.0,1.0,2.666404967794728,3.24569326556923,None,1055.3335723,None,1058.55093124,1058.55093124,1058.5678386400004,None,[],['z'],[0.3621800000000803],1060.5498152,None,z,2.3621800000000803,1,1,0.7,None,1063.2180114000003,None,1063.2180114000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
40,0,40,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.792365600763554,1.34668860557497,None,1065.0181168,None,1066.35110954,1066.35110954,1066.3679946399998,b,['b'],None,,1068.3704723,None,b,1.4268136000000595,1,1,0.7073170731707317,None,1071.1646464000005,None,1071.1646464000005,None,1.4268136000000595,[1.4268136000000595],,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
41,0,41,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,3.2062024266105302,2.10421507306074,None,1072.9682191000002,None,1075.0515714399999,1075.0515714399999,1075.0682183400004,None,[],['z'],[0.3901362999995399],1077.0580242000005,None,z,2.39013629999954,1,1,0.7142857142857143,None,1080.2688048999999,None,1080.2688048999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
42,0,42,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,2.92731383428727,1.12425433982333,None,1082.0677953000004,None,1083.16801184,1083.16801184,1083.1846771400005,None,[],['z'],[1.0352069999999003],1085.1744485,None,z,3.0352069999999003,0,0,0.6976744186046512,None,1088.1094021,None,1088.1094021,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
43,0,43,0,,,,,,,,,,2,1.0,0.0,b,63.0,1.0,3.71372710086949,1.25817747924478,None,1089.9181073999998,None,1091.1502971400005,1091.1502971400005,1091.1671135400002,b,['b'],None,,1093.1859180000001,None,b,1.5922096000003876,1,1,0.7045454545454546,None,1096.8986255999998,None,1096.8986255999998,None,1.5922096000003876,[1.5922096000003876],,,,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1098.7008262,None,,,,,,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.6849056,None,None,1103.6849056,1108.6681386999999,,,,,,,,,,,,,CBC_1142,1,6,2,3,23,0.95,2024-11-06_14h55.07.235,MSI_TV_v3,2022.1.1,60.02087526029868,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[3, 2, 1, 0]",0.8181818181818182,0.8181818181818182,0.36363636363636365,0.8181818181818182,29,0,15,,,,,,,,,,,,
