ID;EPIfilename;run;logfile;session;modality;stimType;version
CBC_1033;mr5361_cbc_1033_20231213_145824_4_1_epi_msi_av_44slices_v3.nii;20231213_145824_4_1;CBC_1033_MSI_AV_v3_Vset1_Aset1_2023-12-13_14h51.00.395.csv;2;av;env;v3
CBC_1033;mr5361_cbc_1033_20231213_150847_6_1_epi_msi_tv_44slices_v3.nii;20231213_150847_6_1;CBC_1033_MSI_TV_v3_Vset2_Tset3_2023-12-13_15h01.20.123.csv;3;tv;vib;v3
CBC_1033;mr5361_cbc_1033_20231213_151732_7_1_epi_msi_av_44slices_v3.nii;20231213_151732_7_1;CBC_1033_MSI_AV_v3_Vset6_Aset2_2023-12-13_15h10.11.385.csv;4;av;env;v3
CBC_1034;mr5360_cbc_1034_20231213_140352_3_1_epi_msi_tv_44slices_v3.nii;20231213_140352_3_1;CBC_1034_MSI_TV_v3_Vset1_Tset1_2023-12-13_13h56.17.502.csv;1;tv;vib;v3
CBC_1034;mr5360_cbc_1034_20231213_141254_4_1_epi_msi_av_44slices_v3.nii;20231213_141254_4_1;CBC_1034_MSI_AV_v3_Vset2_Aset3_2023-12-13_14h05.28.139.csv;2;av;env;v3
CBC_1034;mr5360_cbc_1034_20231213_142210_5_1_epi_msi_av_44slices_v3.nii;20231213_142210_5_1;CBC_1034_MSI_AV_v3_Vset3_Aset6_2023-12-13_14h14.49.002.csv;3;av;syll;v3
CBC_1035;mr5625_cbc_1035_20240726_144249_3_1_epi_msi_av_44slices_v3.nii;20240726_144249_3_1;CBC_1035_MSI_AV_v3_Vset5_Aset5_2024-07-26_14h41.41.782.csv;1;av;syll;v3
CBC_1035;mr5625_cbc_1035_20240726_145145_4_1_epi_msi_tv_44slices_v3.nii;20240726_145145_4_1;CBC_1035_MSI_TV_v3_Vset6_Tset2_2024-07-26_14h50.42.748.csv;2;tv;vib;v3
CBC_1035;mr5625_cbc_1035_20240726_162823_9_1_epi_msi_av_44slices_v3.nii;20240726_162823_9_1;CBC_1035_MSI_AV_v3_Vset4_Aset3_2024-07-26_16h27.09.209.csv;3;av;env;v3
CBC_1036;mr5350_cbc_1036_20231206_145925_3_1_epi_msi_tv_44slices_v3.nii;20231206_145925_3_1;CBC_1036_MSI_TV_v3_Vset2_Tset3_2023-12-06_14h51.37.594.csv;1;tv;vib;v3
CBC_1036;mr5350_cbc_1036_20231206_151246_5_1_epi_msi_av_44slices_v3.nii;20231206_151246_5_1;CBC_1036_MSI_AV_v3_Vset1_Aset5_2023-12-06_15h05.28.320.csv;2;av;syll;v3
CBC_1036;mr5350_cbc_1036_20231206_160532_10_1_epi_msi_av_44slices_v3.nii;20231206_160532_10_1;CBC_1036_MSI_AV_v3_Vset3_Aset1_2023-12-06_15h58.00.246.csv;3;av;env;v3
CBC_1036;mr5350_cbc_1036_20231206_161403_11_1_epi_msi_tv_44slices_v3.nii;20231206_161403_11_1;CBC_1036_MSI_TV_v3_Vset6_Tset2_2023-12-06_16h06.44.053.csv;4;tv;vib;v3
CBC_1037;mr5373_cbc_1037_20240104_125238_3_1_epi_msi_av_44slices_v3.nii;20240104_125238_3_1;CBC_1037_MSI_AV_v3_Vset3_Aset2_2024-01-04_12h44.35.607.csv;1;av;env;v3
CBC_1037;mr5373_cbc_1037_20240104_130106_4_1_epi_msi_av_44slices_v3.nii;20240104_130106_4_1;CBC_1037_MSI_AV_v3_Vset2_Aset4_2024-01-04_12h53.32.791.csv;2;av;syll;v3
CBC_1037;mr5373_cbc_1037_20240104_140037_9_1_epi_msi_tv_44slices_v3.nii;20240104_140037_9_1;CBC_1037_MSI_TV_v3_Vset1_Tset3_2024-01-04_13h52.51.148.csv;3;tv;vib;v3
CBC_1038;mr5513_cbc_1038_20240504_093225_3_1_epi_msi_av_44slices_v3.nii;20240504_093225_3_1;CBC_1038_MSI_AV_v3_Vset4_Aset1_2024-05-04_09h31.10.662.csv;1;av;env;v3
CBC_1038;mr5513_cbc_1038_20240504_094057_4_1_epi_msi_tv_44slices_v3.nii;20240504_094057_4_1;CBC_1038_MSI_TV_v3_Vset6_Tset1_2024-05-04_09h40.02.212.csv;2;tv;vib;v3
CBC_1038;mr5513_cbc_1038_20240504_103510_9_1_epi_msi_av_44slices_v3.nii;20240504_103510_9_1;CBC_1038_MSI_AV_v3_Vset5_Aset6_2024-05-04_10h34.21.988.csv;3;av;syll;v3
CBC_1039;mr5401_cbc_1039_20240131_143921_3_1_epi_msi_av_44slices_v1.nii;20240131_143921_3_1;CBC_1039_MSI_AV_v1_Vset4_Aset4_2024-01-31_14h31.20.515.csv;1;av;syll;v1
CBC_1039;mr5401_cbc_1039_20240131_144859_4_1_epi_msi_av_44slices_v1.nii;20240131_144859_4_1;CBC_1039_MSI_AV_v1_Vset6_Aset3_2024-01-31_14h41.16.850.csv;2;av;env;v1
CBC_1039;mr5401_cbc_1039_20240131_160222_11_1_epi_msi_tv_44slices_v1.nii;20240131_160222_11_1;CBC_1039_MSI_TV_v1_Vset2_Aset3_2024-01-31_15h54.46.456.csv;3;tv;vib;v1
CBC_1040;mr5369_cbc_1040_20231220_154626_3_1_epi_msi_tv_44slices_v3.nii;20231220_154626_3_1;CBC_1040_MSI_TV_v3_Vset6_Tset2_2023-12-20_15h38.50.725.csv;1;tv;vib;v3
CBC_1040;mr5369_cbc_1040_20231220_155443_4_1_epi_msi_av_44slices_v3.nii;20231220_155443_4_1;CBC_1040_MSI_AV_v3_Vset5_Aset3_2023-12-20_15h47.19.244.csv;2;av;env;v3
CBC_1040;mr5369_cbc_1040_20231220_171159_9_1_epi_msi_av_44slices_v3.nii;20231220_171159_9_1;CBC_1040_MSI_AV_v3_Vset4_Aset6_2023-12-20_17h04.24.694.csv;3;av;syll;v3
CBC_1041;mr5370_cbc_1041_20231220_150012_3_1_epi_msi_av_44slices_v3.nii;20231220_150012_3_1;CBC_1041_MSI_AV_v3_Vset2_Aset5_2023-12-20_14h52.32.934.csv;1;av;syll;v3
CBC_1041;mr5370_cbc_1041_20231220_150845_4_1_epi_msi_tv_44slices_v3.nii;20231220_150845_4_1;CBC_1041_MSI_TV_v3_Vset1_Tset1_2023-12-20_15h01.19.659.csv;2;tv;vib;v3
CBC_1041;mr5370_cbc_1041_20231220_163155_9_1_epi_msi_av_44slices_v3.nii;20231220_163155_9_1;CBC_1041_MSI_AV_v3_Vset3_Aset3_2023-12-20_16h24.17.405.csv;3;av;env;v3
CBC_1041;mr5370_cbc_1041_20231220_164013_10_1_epi_msi_tv_44slices_v3.nii;20231220_164013_10_1;CBC_1041_MSI_TV_v3_Vset5_Tset2_2023-12-20_16h32.49.956.csv;4;tv;vib;v3
CBC_1042;mr5626_cbc_1042_20240726_154142_4_1_epi_msi_tv_44slices_v3.nii;20240726_154142_4_1;CBC_1042_MSI_TV_v3_Vset6_Tset2_2024-07-26_15h40.22.663.csv;1;tv;vib;v3
CBC_1042;mr5626_cbc_1042_20240726_154959_5_1_epi_msi_av_44slices_v3.nii;20240726_154959_5_1;CBC_1042_MSI_AV_v3_Vset4_Aset5_2024-07-26_15h49.05.781.csv;2;av;syll;v3
CBC_1042;mr5626_cbc_1042_20240726_170720_10_1_epi_msi_av_44slices_v3.nii;20240726_170720_10_1;CBC_1042_MSI_AV_v3_Vset5_Aset2_2024-07-26_17h06.06.006.csv;3;av;env;v3
CBC_1043;mr4566_cbc_1043_20240323_105250_3_1_epi_msi_av_44slices_v3.nii;20240323_105250_3_1;CBC_1043_MSI_AV_v3_Vset3_Aset2_2024-03-23_10h44.40.383.csv;1;av;env;v3
CBC_1043;mr4566_cbc_1043_20240323_110110_4_1_epi_msi_av_44slices_v3.nii;20240323_110110_4_1;CBC_1043_MSI_AV_v3_Vset1_Aset4_2024-03-23_10h53.11.687.csv;2;av;syll;v3
CBC_1043;mr4566_cbc_1043_20240323_121932_9_1_epi_msi_tv_44slices_v3.nii;20240323_121932_9_1;CBC_1043_MSI_TV_v3_Vset2_Tset1_2024-03-23_12h11.17.995.csv;3;tv;vib;v3
CBC_1044;mr5367_cbc_1044_20231219_142518_3_1_epi_msi_av_44slices_v3.nii;20231219_142518_3_1;CBC_1044_MSI_AV_v3_Vset5_Aset1_2023-12-19_14h17.39.039.csv;1;av;env;v3
CBC_1044;mr5367_cbc_1044_20231219_143403_4_1_epi_msi_tv_44slices_v3.nii;20231219_143403_4_1;CBC_1044_MSI_TV_v3_Vset4_Tset2_2023-12-19_14h26.34.109.csv;2;tv;vib;v3
CBC_1044;mr5367_cbc_1044_20231219_153212_9_1_epi_msi_av_44slices_v3.nii;20231219_153212_9_1;CBC_1044_MSI_AV_v3_Vset6_Aset6_2023-12-19_15h24.40.008.csv;3;av;syll;v3
CBC_1045;mr5457_cbc_1045_20240315_153221_3_1_epi_msi_av_44slices_v3.nii;20240315_153221_3_1;CBC_1045_MSI_AV_v3_Vset3_Aset4_2024-03-15_15h23.45.674.csv;1;av;syll;v3
CBC_1045;mr5457_cbc_1045_20240315_155217_6_1_epi_msi_av_44slices_v3.nii;20240315_155217_6_1;CBC_1045_MSI_AV_v3_Vset2_Aset3_2024-03-15_15h44.13.048.csv;2;av;env;v3
CBC_1045;mr5457_cbc_1045_20240315_165245_11_1_epi_msi_tv_44slices_v3.nii;20240315_165245_11_1;CBC_1045_MSI_TV_v3_Vset1_Tset1_2024-03-15_16h44.49.446.csv;3;tv;vib;v3
CBC_1046;mr5392_cbc_1046_20240127_100611_3_1_epi_msi_tv_44slices_v1.nii;20240127_100611_3_1;CBC_1046_MSI_TV_v1_Vset6_Aset3_2024-01-27_09h58.22.092.csv;1;tv;vib;v1
CBC_1046;mr5392_cbc_1046_20240127_101501_4_1_epi_msi_av_44slices_v1.nii;20240127_101501_4_1;CBC_1046_MSI_AV_v1_Vset5_Aset2_2024-01-27_10h07.22.626.csv;2;av;env;v1
CBC_1046;mr5393_cbc_1046_20240127_120744_13_1_epi_msi_av_44slices_v3.nii;20240127_120744_13_1;CBC_1046_MSI_AV_v1_Vset4_Aset6_2024-01-27_12h00.25.193.csv;3;av;syll;v1
CBC_1047;mr5380_cbc_1047_20240121_160730_4_1_epi_msi_av_44slices_v1.nii;20240121_160730_4_1;CBC_1047_MSI_AV_v1_Vset1_Aset5_2024-01-21_15h59.59.907.csv;1;av;syll;v1
CBC_1047;mr5380_cbc_1047_20240121_161527_5_1_epi_msi_tv_44slices_v1.nii;20240121_161527_5_1;CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv;2;tv;vib;v1
CBC_1047;mr5380_cbc_1047_20240121_172328_9_1_epi_msi_av_44slices_v1.nii;20240121_172328_9_1;CBC_1047_MSI_AV_v1_Vset3_Aset1_2024-01-21_17h15.38.801.csv;3;av;env;v1
CBC_1048;mr5381_cbc_1048_20240121_145249_3_1_epi_msi_tv_44slices_v3.nii;20240121_145249_3_1;CBC_1048_MSI_TV_v3_Vset6_Tset3_2024-01-21_14h45.03.891.csv;1;tv;vib;v3
CBC_1048;mr5381_cbc_1048_20240121_150502_5_1_epi_msi_av_44slices_v3.nii;20240121_150502_5_1;CBC_1048_MSI_AV_v3_Vset5_Aset5_2024-01-21_14h56.50.911.csv;2;av;syll;v3
CBC_1048;mr5381_cbc_1048_20240121_164603_12_1_epi_msi_av_44slices_v3.nii;20240121_164603_12_1;CBC_1048_MSI_AV_v3_Vset4_Aset3_2024-01-21_16h38.11.911.csv;3;av;env;v3
CBC_1049;mr5383_cbc_1049_20240123_152242_3_1_epi_msi_av_44slices_v1.nii;20240123_152242_3_1;CBC_1049_MSI_AV_v1_Vset3_Aset1_2024-01-23_15h14.42.182.csv;1;av;env;v1
CBC_1049;mr5383_cbc_1049_20240123_153058_4_1_epi_msi_av_44slices_v1.nii;20240123_153058_4_1;CBC_1049_MSI_AV_v1_Vset1_Aset4_2024-01-23_15h23.03.157.csv;2;av;syll;v1
CBC_1049;mr5383_cbc_1049_20240123_161834_9_1_epi_msi_tv_44slices_v1.nii;20240123_161834_9_1;CBC_1049_MSI_TV_v1_Vset2_Aset3_2024-01-23_16h10.37.518.csv;3;tv;vib;v1
CBC_1050;mr5440_cbc_1050_20240302_133331_3_1_epi_msi_av_44slices_v3.nii;20240302_133331_3_1;CBC_1050_MSI_AV_v3_Vset4_Aset2_2024-03-02_13h25.17.329.csv;1;av;env;v3
CBC_1050;mr5440_cbc_1050_20240302_134200_4_1_epi_msi_tv_44slices_v3.nii;20240302_134200_4_1;CBC_1050_MSI_TV_v3_Vset5_Tset2_2024-03-02_13h34.01.894.csv;2;tv;vib;v3
CBC_1050;mr5440_cbc_1050_20240302_143525_9_1_epi_msi_av_44slices_v3.nii;20240302_143525_9_1;CBC_1050_MSI_AV_v3_Vset6_Aset6_2024-03-02_14h27.16.655.csv;3;av;syll;v3
CBC_1050;mr5440_cbc_1050_20240302_144431_10_1_epi_msi_tv_44slices_v3.nii;20240302_144431_10_1;CBC_1050_MSI_TV_v3_Vset2_Tset3_2024-03-02_14h36.28.161.csv;4;tv;vib;v3
CBC_1051;mr5512_cbc_1051_20240503_161728_3_1_epi_msi_av_44slices_v3.nii;20240503_161728_3_1;CBC_1051_MSI_AV_v3_Vset3_Aset4_2024-05-03_16h16.10.954.csv;1;av;syll;v3
CBC_1051;mr5512_cbc_1051_20240503_162601_4_1_epi_msi_av_44slices_v3.nii;20240503_162601_4_1;CBC_1051_MSI_AV_v3_Vset1_Aset1_2024-05-03_16h25.09.705.csv;2;av;env;v3
CBC_1051;mr5512_cbc_1051_20240503_171413_9_1_epi_msi_tv_44slices_v3.nii;20240503_171413_9_1;CBC_1051_MSI_TV_v3_Vset2_Tset1_2024-05-03_17h13.22.033.csv;3;tv;vib;v3
CBC_1051;mr5512_cbc_1051_20240503_172246_10_1_epi_msi_av_44slices_v3.nii;20240503_172246_10_1;CBC_1051_MSI_AV_v3_Vset4_Aset2_2024-05-03_17h21.50.264.csv;4;av;env;v3
CBC_1052;mr5458_cbc_1052_20240316_094238_3_1_epi_msi_tv_44slices_v3.nii;20240316_094238_3_1;CBC_1052_MSI_TV_v3_Vset6_Tset2_2024-03-16_09h34.30.404.csv;1;tv;vib;v3
CBC_1052;mr5458_cbc_1052_20240316_110815_13_1_epi_msi_av_44slices_v3.nii;20240316_110815_13_1;CBC_1052_MSI_AV_v3_Vset5_Aset6_2024-03-16_11h00.02.582.csv;2;av;syll;v3
CBC_1052;mr5458_cbc_1052_20240316_111701_14_1_epi_msi_av_44slices_v3.nii;20240316_111701_14_1;CBC_1052_MSI_AV_v3_Vset3_Aset3_2024-03-16_11h08.56.685.csv;3;av;env;v3
CBC_1053;mr5449_cbc_1053_20240308_154231_3_1_epi_msi_av_44slices_v3.nii;20240308_154231_3_1;CBC_1053_MSI_AV_v3_Vset1_Aset5_2024-03-08_15h33.40.851.csv;1;av;syll;v3
CBC_1054;mr5441_cbc_1054_20240303_103545_3_1_epi_msi_tv_44slices_v3.nii;20240303_103545_3_1;CBC_1054_MSI_TV_v3_Vset5_Tset2_2024-03-03_10h27.49.019.csv;1;tv;vib;v3
CBC_1054;mr5441_cbc_1054_20240303_104359_4_1_epi_msi_av_44slices_v3.nii;20240303_104359_4_1;CBC_1054_MSI_AV_v3_Vset6_Aset5_2024-03-03_10h36.56.723.csv;2;av;syll;v3
CBC_1054;mr5441_cbc_1054_20240303_115155_9_1_epi_msi_av_44slices_v3.nii;20240303_115155_9_1;CBC_1054_MSI_AV_v3_Vset4_Aset2_2024-03-03_11h43.50.758.csv;3;av;env;v3
CBC_1055;mr5442_cbc_1055_20240303_094137_3_1_epi_msi_av_44slices_v1.nii;20240303_094137_3_1;CBC_1055_MSI_AV_v1_Vset1_Aset1_2024-03-03_09h33.19.069.csv;1;av;env;v1
CBC_1055;mr5442_cbc_1055_20240303_094927_4_1_epi_msi_av_44slices_v1.nii;20240303_094927_4_1;CBC_1055_MSI_AV_v1_Vset2_Aset4_2024-03-03_09h41.48.625.csv;2;av;syll;v1
CBC_1055;mr5442_cbc_1055_20240303_111932_9_1_epi_msi_tv_44slices_v1.nii;20240303_111932_9_1;CBC_1055_MSI_TV_v1_Vset3_Aset3_2024-03-03_11h11.32.283.csv;3;tv;vib;v1
CBC_1056;mr5407_cbc_1056_20240207_145205_3_1_epi_msi_av_44slices_v1.nii;20240207_145205_3_1;CBC_1056_MSI_AV_v1_Vset5_Aset2_2024-02-07_14h44.14.721.csv;1;av;env;v1
CBC_1056;mr5407_cbc_1056_20240207_150024_4_1_epi_msi_tv_44slices_v1.nii;20240207_150024_4_1;CBC_1056_MSI_TV_v1_Vset6_Aset1_2024-02-07_14h52.41.463.csv;2;tv;vib;v1
CBC_1056;mr5407_cbc_1056_20240207_163729_9_1_epi_msi_av_44slices_v1.nii;20240207_163729_9_1;CBC_1056_MSI_AV_v1_Vset4_Aset6_2024-02-07_16h29.31.675.csv;3;av;syll;v1
CBC_1057;mr5408_cbc_1057_20240207_155154_3_1_epi_msi_av_44slices_v1.nii;20240207_155154_3_1;CBC_1057_MSI_AV_v1_Vset1_Aset4_2024-02-07_15h44.00.504.csv;1;av;syll;v1
CBC_1057;mr5408_cbc_1057_20240207_160005_4_1_epi_msi_av_44slices_v1.nii;20240207_160005_4_1;CBC_1057_MSI_AV_v1_Vset3_Aset1_2024-02-07_15h52.15.487.csv;2;av;env;v1
CBC_1057;mr5408_cbc_1057_20240207_171021_9_1_epi_msi_tv_44slices_v1.nii;20240207_171021_9_1;CBC_1057_MSI_TV_v1_Vset2_Aset3_2024-02-07_17h02.19.501.csv;3;tv;vib;v1
CBC_1058;mr5390_cbc_1058_20240126_141510_4_1_epi_msi_tv_44slices_v3.nii;20240126_141510_4_1;CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv;1;tv;vib;v3
CBC_1058;mr5390_cbc_1058_20240126_142322_5_1_epi_msi_av_44slices_v3.nii;20240126_142322_5_1;CBC_1058_MSI_AV_v3_Vset5_Aset3_2024-01-26_14h15.51.953.csv;2;av;env;v3
CBC_1058;mr5390_cbc_1058_20240126_154621_10_1_epi_msi_av_44slices_v3.nii;20240126_154621_10_1;CBC_1058_MSI_AV_v3_Vset6_Aset6_2024-01-26_15h38.19.580.csv;3;av;syll;v3
CBC_1059;mr5391_cbc_1059_20240126_150401_3_1_epi_msi_av_44slices_v3.nii;20240126_150401_3_1;CBC_1059_MSI_AV_v3_Vset2_Aset5_2024-01-26_14h56.07.586.csv;1;av;syll;v3
CBC_1059;mr5391_cbc_1059_20240126_151224_4_1_epi_msi_tv_44slices_v3.nii;20240126_151224_4_1;CBC_1059_MSI_TV_v3_Vset1_Tset3_2024-01-26_15h04.43.497.csv;2;tv;vib;v3
CBC_1059;mr5391_cbc_1059_20240126_162340_9_1_epi_msi_av_44slices_v3.nii;20240126_162340_9_1;CBC_1059_MSI_AV_v3_Vset3_Aset2_2024-01-26_16h15.47.111.csv;3;av;env;v3
CBC_1061;mr5474_cbc_1061_20240326_145612_3_1_epi_msi_av_44slices_v3.nii;20240326_145612_3_1;CBC_1061_MSI_AV_v3_Vset3_Aset2_2024-03-26_14h47.50.837.csv;1;av;env;v3
CBC_1061;mr5474_cbc_1061_20240326_162344_15_1_epi_msi_tv_44slices_v3.nii;20240326_162344_15_1;CBC_1061_MSI_TV_v3_Vset2_Tset3_2024-03-26_16h15.33.511.csv;2;tv;vib;v3
CBC_1061;mr5474_cbc_1061_20240326_163212_16_1_epi_msi_av_44slices_v3.nii;20240326_163212_16_1;CBC_1061_MSI_AV_v3_Vset1_Aset4_2024-03-26_16h24.09.183.csv;3;av;syll;v3
CBC_1062;mr5419_cbc_1062_20240217_114354_3_1_epi_msi_av_44slices_v1.nii;20240217_114354_3_1;CBC_1062_MSI_AV_v1_Vset5_Aset1_2024-02-17_11h35.47.907.csv;1;av;env;v1
CBC_1062;mr5419_cbc_1062_20240217_115156_4_1_epi_msi_tv_44slices_v1.nii;20240217_115156_4_1;CBC_1062_MSI_TV_v1_Vset4_Aset3_2024-02-17_11h44.12.042.csv;2;tv;vib;v1
CBC_1062;mr5419_cbc_1062_20240217_130134_9_1_epi_msi_av_44slices_v1.nii;20240217_130134_9_1;CBC_1062_MSI_AV_v1_Vset6_Aset6_2024-02-17_12h53.36.688.csv;3;av;syll;v1
CBC_1063;mr5420_cbc_1063_20240217_105359_4_1_epi_msi_av_44slices_v1.nii;20240217_105359_4_1;CBC_1063_MSI_AV_v1_Vset1_Aset4_2024-02-17_10h46.10.309.csv;1;av;syll;v1
CBC_1063;mr5420_cbc_1063_20240217_110205_5_1_epi_msi_av_44slices_v1.nii;20240217_110205_5_1;CBC_1063_MSI_AV_v1_Vset2_Aset3_2024-02-17_10h54.14.818.csv;2;av;env;v1
CBC_1063;mr5420_cbc_1063_20240217_122744_10_1_epi_msi_tv_44slices_v1.nii;20240217_122744_10_1;CBC_1063_MSI_TV_v1_Vset3_Aset2_2024-02-17_12h19.50.763.csv;3;tv;vib;v1
CBC_1064;mr5394_cbc_1064_20240128_095921_3_1_epi_msi_tv_44slices_v3.nii;20240128_095921_3_1;CBC_1064_MSI_TV_v3_Vset4_Tset1_2024-01-28_09h51.20.752.csv;1;tv;vib;v3
CBC_1064;mr5394_cbc_1064_20240128_100751_4_1_epi_msi_av_44slices_v3.nii;20240128_100751_4_1;CBC_1064_MSI_AV_v3_Vset5_Aset1_2024-01-28_10h00.06.405.csv;2;av;env;v3
CBC_1064;mr5394_cbc_1064_20240128_110846_9_1_epi_msi_av_44slices_v3.nii;20240128_110846_9_1;CBC_1064_MSI_AV_v3_Vset6_Aset6_2024-01-28_11h00.57.732.csv;3;av;syll;v3
CBC_1064;mr5394_cbc_1064_20240128_111744_10_1_epi_msi_av_44slices_v3.nii;20240128_111744_10_1;CBC_1064_MSI_AV_v3_Vset3_Aset3_2024-01-28_11h09.57.594.csv;4;av;env;v3
CBC_1065;mr5521_cbc_1065_20240510_142754_3_1_epi_msi_av_44slices_v1.nii;20240510_142754_3_1;CBC_1065_MSI_AV_v1_Vset2_Aset5_2024-05-10_14h26.50.422.csv;1;av;syll;v1
CBC_1065;mr5521_cbc_1065_20240510_143712_4_1_epi_msi_tv_44slices_v1.nii;20240510_143712_4_1;CBC_1065_MSI_TV_v1_Vset1_Aset2_2024-05-10_14h36.16.298.csv;2;tv;vib;v1
CBC_1065;mr5521_cbc_1065_20240510_153005_9_1_epi_msi_av_44slices_v1.nii;20240510_153005_9_1;CBC_1065_MSI_AV_v1_Vset3_Aset1_2024-05-10_15h29.15.145.csv;3;av;env;v1
CBC_1066;mr5727_cbc_1066_20240223_141633_3_1_epi_msi_tv_44slices_v3.nii;20240223_141633_3_1;CBC_1066_MSI_TV_v3_Vset4_Tset3_2024-02-23_14h08.31.160.csv;1;tv;vib;v3
CBC_1066;mr5727_cbc_1066_20240223_142450_4_1_epi_msi_av_44slices_v3.nii;20240223_142450_4_1;CBC_1066_MSI_AV_v3_Vset5_Aset5_2024-02-23_14h17.04.015.csv;2;av;syll;v3
CBC_1066;mr5727_cbc_1066_20240223_151740_9_1_epi_msi_av_44slices_v3.nii;20240223_151740_9_1;CBC_1066_MSI_AV_v3_Vset6_Aset2_2024-02-23_15h10.06.061.csv;3;av;env;v3
CBC_1067;mr5447_cbc_1067_20240306_143721_3_1_epi_msi_av_44slices_v3.nii;20240306_143721_3_1;CBC_1067_MSI_AV_v3_Vset2_Aset3_2024-03-06_14h29.00.651.csv;1;av;env;v3
CBC_1067;mr5447_cbc_1067_20240306_144556_4_1_epi_msi_av_44slices_v3.nii;20240306_144556_4_1;CBC_1067_MSI_AV_v3_Vset3_Aset4_2024-03-06_14h37.59.473.csv;2;av;syll;v3
CBC_1067;mr5447_cbc_1067_20240306_160922_9_1_epi_msi_tv_44slices_v3.nii;20240306_160922_9_1;CBC_1067_MSI_TV_v3_Vset1_Tset1_2024-03-06_16h00.53.904.csv;3;tv;vib;v3
CBC_1068;mr5446_cbc_1068_20240306_153021_3_1_epi_msi_av_44slices_v3.nii;20240306_153021_3_1;CBC_1068_MSI_AV_v3_Vset4_Aset3_2024-03-06_15h22.05.706.csv;1;av;env;v3
CBC_1068;mr5446_cbc_1068_20240306_154050_4_1_epi_msi_tv_44slices_v3.nii;20240306_154050_4_1;CBC_1068_MSI_TV_v3_Vset6_Tset1_2024-03-06_15h32.58.127.csv;2;tv;vib;v3
CBC_1068;mr5446_cbc_1068_20240306_164333_8_1_epi_msi_av_44slices_v3.nii;20240306_164333_8_1;CBC_1068_MSI_AV_v3_Vset5_Aset6_2024-03-06_16h35.16.370.csv;3;av;syll;v3
CBC_1069;mr5439_cbc_1069_20240301_154429_4_1_epi_msi_av_44slices_v1.nii;20240301_154429_4_1;CBC_1069_MSI_AV_v1_Vset3_Aset4_2024-03-01_15h36.16.590.csv;1;av;syll;v1
CBC_1069;mr5439_cbc_1069_20240301_155230_5_1_epi_msi_av_44slices_v1.nii;20240301_155230_5_1;CBC_1069_MSI_AV_v1_Vset1_Aset3_2024-03-01_15h44.46.693.csv;2;av;env;v1
CBC_1069;mr5439_cbc_1069_20240301_164106_10_1_epi_msi_tv_44slices_v1.nii;20240301_164106_10_1;CBC_1069_MSI_TV_v1_Vset2_Aset2_2024-03-01_16h33.01.600.csv;3;tv;vib;v1
CBC_1070;mr5431_cbc_1070_20240225_101949_5_1_epi_msi_tv_44slices_v3.nii;20240225_101949_5_1;CBC_1070_MSI_TV_v3_Vset6_Tset2_2024-02-25_10h11.59.938.csv;1;tv;vib;v3
CBC_1070;mr5431_cbc_1070_20240225_102818_6_1_epi_msi_av_44slices_v3.nii;20240225_102818_6_1;CBC_1070_MSI_AV_v3_Vset4_Aset2_2024-02-25_10h20.35.897.csv;2;av;env;v3
CBC_1070;mr5431_cbc_1070_20240225_112952_11_1_epi_msi_av_44slices_v3.nii;20240225_112952_11_1;CBC_1070_MSI_AV_v3_Vset5_Aset6_2024-02-25_11h21.54.151.csv;3;av;syll;v3
CBC_1071;mr5404_cbc_1071_20240202_151948_4_1_epi_msi_av_44slices_v3.nii;20240202_151948_4_1;CBC_1071_MSI_AV_v3_Vset1_Aset5_2024-02-02_15h12.14.660.csv;1;av;syll;v3
CBC_1071;mr5404_cbc_1071_20240202_152837_5_1_epi_msi_tv_44slices_v3.nii;20240202_152837_5_1;CBC_1071_MSI_TV_v3_Vset2_Tset3_2024-02-02_15h20.49.299.csv;2;tv;vib;v3
CBC_1071;mr5404_cbc_1071_20240202_164500_10_1_epi_msi_av_44slices_v3.nii;20240202_164500_10_1;CBC_1071_MSI_AV_v3_Vset3_Aset2_2024-02-02_16h36.55.631.csv;3;av;env;v3
CBC_1072;mr5405_cbc_1072_20240202_142148_3_1_epi_msi_tv_44slices_v3.nii;20240202_142148_3_1;CBC_1072_MSI_TV_v3_Vset5_Tset2_2024-02-02_14h13.45.206.csv;1;tv;vib;v3
CBC_1072;mr5405_cbc_1072_20240202_143019_4_1_epi_msi_av_44slices_v3.nii;20240202_143019_4_1;CBC_1072_MSI_AV_v3_Vset4_Aset5_2024-02-02_14h22.39.717.csv;2;av;syll;v3
CBC_1072;mr5405_cbc_1072_20240202_160741_9_1_epi_msi_av_44slices_v3.nii;20240202_160741_9_1;CBC_1072_MSI_AV_v3_Vset6_Aset2_2024-02-02_15h59.48.628.csv;3;av;env;v3
CBC_1073;mr5438_cbc_1073_20240301_135707_4_1_epi_msi_av_44slices_v3.nii;20240301_135707_4_1;CBC_1073_MSI_AV_v3_Vset3_Aset3_2024-03-01_13h48.50.767.csv;1;av;env;v3
CBC_1073;mr5438_cbc_1073_20240301_141626_8_1_epi_msi_av_44slices_v3.nii;20240301_141626_8_1;CBC_1073_MSI_AV_v3_Vset2_Aset4_2024-03-01_14h08.27.075.csv;2;av;syll;v3
