trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
13,0,13,0,,,,,,,,,,2,3,2,z,63,1,4.53337421950507,1.95130344756745,None,202.66926380000223,None,204.6440743000021,None,204.6440743000021,None,204.6532597200028,None,None,204.6440743000021,None,['b'],[1.249859399998968],206.61947599999985,None,b,3.249859399998968,0,0,0.2857142857142857,211.13347590000194,None,None,211.13347590000194,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
14,0,14,0,,,,,,,,,,0,1,3,b,27,1,2.6391747348430608,2.10421507306074,None,212.93627940000079,None,215.05438450000293,None,215.05438450000293,None,215.05283244000165,None,None,215.05438450000293,None,['b'],[0.175686599999608],217.03664250000293,None,b,2.175686599999608,1,1,0.3333333333333333,219.65568950000306,None,None,219.65568950000306,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
15,0,15,0,,,,,,,,,,1,3,0,z,9,1,2.342239579230602,1.38289892513751,None,221.46962950000307,None,222.87531560000207,None,222.87531560000207,None,222.88643042000038,None,None,222.87531560000207,None,None,,224.85277810000116,None,[],[],0,3,0.3125,227.17278240000087,None,None,227.17278240000087,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
16,0,16,0,,,,,,,,,,3,3,2,b,63,1,2.592312596923728,1.94858485820231,None,228.9864028000011,None,230.95406000000003,None,230.95406000000003,None,230.95284253999998,None,['z'],230.95406000000003,None,None,,232.9508730000016,None,z,1.4330401000006532,0,0,0.29411764705882354,235.54253040000185,None,None,235.54253040000185,None,[1.4330401000006532],,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
17,0,17,0,,,,,,,,,,2,2,0,b,27,1,2.629554641171433,1.25920145784721,None,237.3528619000026,None,238.62764150000294,None,238.62764150000294,None,238.63650992000183,None,None,238.62764150000294,None,['z'],[0.5185509999973874],240.60338260000208,None,z,2.5185509999973874,0,0,0.2777777777777778,243.22236130000238,None,None,243.22236130000238,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
18,0,18,0,,,,,,,,,,1,1,0,z,63,1,4.01714354611405,1.90743690794447,None,245.0367624999999,None,246.95369330000176,None,246.95369330000176,None,246.9527961400032,None,['z'],246.95369330000176,None,None,,248.94900130000315,None,z,1.4382306000006793,1,1,0.3157894736842105,252.95818860000145,None,None,252.95818860000145,None,[1.4382306000006793],,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
19,0,19,0,,,,,,,,,,0,0,1,z,63,0,3.68371079902891,0.952147612306987,None,254.76959400000123,None,255.74080030000187,None,255.74080030000187,None,255.7363951400017,None,None,255.74080030000187,None,['b'],[0.8874293000008038],257.719740200002,None,b,2.8874293000008038,0,1,0.3,261.3915154000024,None,None,261.3915154000024,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
20,0,20,0,,,,,,,,,,3,1,3,z,27,1,3.73326136168326,3.1424449555106,None,263.2032061000027,None,266.3534505000025,None,266.3534505000025,None,266.35291084000124,None,None,266.3534505000025,None,['z'],[0.7922663999997894],268.33645510000133,None,z,2.7922663999997894,1,1,0.3333333333333333,272.0645650000006,None,None,272.0645650000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
21,0,21,0,,,,,,,,,,2,2,3,b,63,1,4.77723667052879,1.25817747924478,None,273.86963710000055,None,275.14113,None,275.14113,None,275.13648984000025,None,None,275.14113,None,['b'],[0.7445890999988478],277.1197518000008,None,b,2.744589099998848,1,1,0.36363636363636365,281.88723089999985,None,None,281.88723089999985,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
22,0,22,0,,,,,,,,,,0,1,0,b,63,1,3.6438386551209,0.761758675042088,None,283.68652870000005,None,284.4745034000007,None,284.4745034000007,None,284.4701392399998,None,None,284.4745034000007,None,['b'],[0.6061093999996956],286.4532756000008,None,b,2.6061093999996956,1,1,0.391304347826087,290.07954430000245,None,None,290.07954430000245,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
23,0,23,0,,,,,,,,,,1,2,0,z,27,1,3.02234236141277,0.80788063606262,None,291.88666569999987,None,292.7003283000013,None,292.7003283000013,None,292.7027472400019,None,['b'],292.7003283000013,None,None,,294.7047485000003,None,b,1.0817368999996688,0,0,0.375,297.72683750000215,None,None,297.72683750000215,None,[1.0817368999996688],,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
24,0,24,0,,,,,,,,,,3,2,3,z,63,1,2.433630701072358,1.64421109900286,None,299.53650350000316,None,301.18893070000195,None,301.18893070000195,None,301.18641484000324,None,None,301.18893070000195,None,['z'],[1.2858546999996179],303.16997750000155,None,z,3.285854699999618,1,1,0.4,305.59403830000156,None,None,305.59403830000156,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
25,0,25,0,,,,,,,,,,2,2,0,b,27,1,2.792365600763554,2.78346932462847,None,307.4033389000033,None,310.2040016000028,None,310.2040016000028,None,310.20314324000134,None,['b'],310.2040016000028,None,None,,312.2048646000003,None,b,1.8357678999964264,1,1,0.4230769230769231,315.00802420000036,None,None,315.00802420000036,None,[1.8357678999964264],,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
26,0,26,0,,,,,,,,,,0,1,0,b,63,1,2.693348633324513,2.6299100644723,None,316.8200015000002,None,319.47285730000294,None,319.47285730000294,None,319.4706878400007,None,['z'],319.47285730000294,None,None,,321.46997490000285,None,z,1.6508858999986842,0,0,0.4074074074074074,324.1568984000005,None,None,324.1568984000005,None,[1.6508858999986842],,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
27,0,27,0,,,,,,,,,,1,0,1,b,63,1,4.11514536789087,1.78643585472448,None,325.97006180000244,None,327.7746270000025,None,327.7746270000025,None,327.786708020002,None,None,327.7746270000025,None,['b'],[0.03916640000170446],329.75342180000007,None,b,2.0391664000017045,1,1,0.42857142857142855,333.86626310000065,None,None,333.86626310000065,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
28,0,28,0,,,,,,,,,,2,3,2,z,63,1,2.678526077912375,1.53243550275999,None,335.66999790000045,None,337.2220359000021,None,337.2220359000021,None,337.2201582400026,None,['b'],337.2220359000021,None,None,,339.22106350000104,None,b,1.6613128000026336,0,0,0.41379310344827586,341.91017280000233,None,None,341.91017280000233,None,[1.6613128000026336],,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
29,0,29,0,,,,,,,,,,3,3,1,b,27,1,2.294664843639333,1.12425433982333,None,343.72019400000136,None,344.85926890000337,None,344.85926890000337,None,344.87009222000125,None,None,344.85926890000337,None,['z'],[0.3932113999981084],346.8374838000018,None,z,2.3932113999981084,0,0,0.4,349.1187067000028,None,None,349.1187067000028,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
30,0,30,0,,,,,,,,,,1,1,0,z,63,1,2.91303524001082,2.49839527409216,None,350.9201361000014,None,353.4400007000004,None,353.4400007000004,None,353.4368815400026,None,['z'],353.4400007000004,None,None,,355.43602550000287,None,z,1.820089899996674,1,1,0.41935483870967744,358.3603464000007,None,None,358.3603464000007,None,[1.820089899996674],,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
31,0,31,0,,,,,,,,,,3,3,2,b,63,1,3.76873691643126,2.40378712856304,None,360.17021569999997,None,362.5889154000033,None,362.5889154000033,None,362.58686194000035,None,None,362.5889154000033,None,['b'],[0.5786324000000604],364.57029330000296,None,b,2.5786324000000604,1,1,0.4375,368.324420500001,None,None,368.324420500001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
32,0,32,0,,,,,,,,,,0,2,1,z,9,1,3.35133458220192,2.96653053743745,None,370.1370213000009,None,373.1224202000012,None,373.1224202000012,None,373.12023264000305,None,['b'],373.1224202000012,None,None,,375.1229269000032,None,b,1.8904512000008253,0,0,0.42424242424242425,378.47585620000245,None,None,378.47585620000245,None,[1.8904512000008253],,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
33,0,33,0,,,,,,,,,,1,1,0,z,63,1,4.72585056748869,3.06992456303453,None,380.28693420000127,None,383.37582530000145,None,383.37582530000145,None,383.3869870200004,None,['z'],383.37582530000145,None,None,,385.37447299999985,None,z,1.1289646000004723,1,1,0.4411764705882353,390.110749200001,None,None,390.110749200001,None,[1.1289646000004723],,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
34,0,34,0,,,,,,,,,,2,2,1,b,9,1,2.496959177995529,1.43470440954152,None,391.919371400003,None,393.3710275000012,None,393.3710275000012,None,393.37018934000076,None,None,393.3710275000012,None,['z'],[0.31324799999856623],395.3534893000033,None,z,2.3132479999985662,0,0,0.42857142857142855,397.8303386000007,None,None,397.8303386000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
35,0,35,0,,,,,,,,,,0,1,0,b,63,1,2.7134565917469198,1.96568735158996,None,399.6370033000021,None,401.62656210000205,None,401.62656210000205,None,401.63703212000183,None,['b'],401.62656210000205,None,None,,403.6245076000014,None,b,1.6125404000013077,1,1,0.4444444444444444,406.3439750000034,None,None,406.3439750000034,None,[1.6125404000013077],,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
36,0,36,0,,,,,,,,,,1,0,1,b,63,0,2.666404967794728,1.36309078069689,None,408.1535844000027,None,409.54321170000185,None,409.54321170000185,None,409.55375392000207,None,['b'],409.54321170000185,None,None,,411.5405808000032,None,b,1.611972999999125,1,0,0.4594594594594595,414.21041049999985,None,None,414.21041049999985,None,[1.611972999999125],,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
37,0,37,0,,,,,,,,,,0,0,1,z,63,1,4.46924002178158,3.4543169006169,None,416.02026770000157,None,419.49114929999996,None,419.49114929999996,None,419.4872527400017,None,None,419.49114929999996,None,['b'],[0.4361867000006896],421.4705188000007,None,b,2.4361867000006896,0,0,0.4473684210526316,425.93641170000046,None,None,425.93641170000046,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
38,0,38,0,,,,,,,,,,3,1,3,z,27,1,3.7500315165247198,3.1963008326951,None,427.73659690000204,None,430.94313690000126,None,430.94313690000126,None,430.9538498200025,None,['b'],430.94313690000126,None,None,,432.9226462000006,None,b,1.7170516999976826,0,0,0.4358974358974359,436.67655000000013,None,None,436.67655000000013,None,[1.7170516999976826],,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
39,0,39,0,,,,,,,,,,2,3,2,z,63,1,4.77034425507967,3.33124983260532,None,438.48740800000087,None,441.8218796000001,None,441.8218796000001,None,441.8195801599999,None,None,441.8218796000001,None,['b'],[0.6174457999986771],443.82037390000187,None,b,2.617445799998677,0,0,0.425,448.5865670000021,None,None,448.5865670000021,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
40,0,40,0,,,,,,,,,,1,0,2,b,27,1,4.52047235037039,0.917519910446003,None,450.3872412000019,None,451.32755090000137,None,451.32755090000137,None,451.3370980200023,None,['z'],451.32755090000137,None,None,,453.3073405000032,None,z,1.0357164999986708,0,0,0.4146341463414634,457.82771310000317,None,None,457.82771310000317,None,[1.0357164999986708],,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
41,0,41,0,,,,,,,,,,3,2,3,z,63,1,4.7533305109883095,0.974903167432984,None,459.6371711000029,None,460.6303266000032,None,460.6303266000032,None,460.63771442000217,None,None,460.6303266000032,None,['b'],[0.11018889999832027],462.6044213000023,None,b,2.1101888999983203,0,0,0.40476190476190477,467.3550857000009,None,None,467.3550857000009,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
42,0,42,0,,,,,,,,,,0,1,3,b,27,1,3.31929419319838,1.34668860557497,None,469.15393960000074,None,470.5256831000006,None,470.5256831000006,None,470.5373527199998,None,None,470.5256831000006,None,['b'],[0.6331990999970003],472.5042159000004,None,b,2.6331990999970003,1,1,0.4186046511627907,475.81537690000187,None,None,475.81537690000187,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
43,0,43,0,,,,,,,,,,2,3,2,z,63,1,4.61004669244928,0.77703640172831,None,477.6206609000001,None,478.42588650000107,None,478.42588650000107,None,478.4375539200017,None,None,478.42588650000107,None,['z'],[1.0642645000007178],480.40419100000145,None,z,3.064264500000718,1,1,0.4318181818181818,485.0040629000032,None,None,485.0040629000032,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,486.8207066000032,None,,,,,,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.8202901000004,None,None,491.8202901000004,None,,,,,,,,,,,,,CBC_1051,002,1,1,6,6,0.95,2024-05-03_16h25.09.705,MSI_AV_v3,2022.1.1,59.99898001786749,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[1, 0, 2, 3]",0.2727272727272727,0.45454545454545453,0.5454545454545454,0.45454545454545453,19,2,23,,,,,,,,,,,,
