trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,27.46461410000029,None,t,71.52000080000016,27.46461410000029,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
,,,,,,,,,,None,99.0040383000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
0,0,0,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,1.899747326,2.128027194,None,99.20426920000045,None,101.30439471,101.30439471,101.32115750999992,None,[],['z'],[0.4689973000004102],103.30472350000036,None,z,2.46899730000041,1,1,1.0,None,105.22925740000028,None,105.22925740000028,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
1,0,1,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,1.595506577,1.554037824,None,107.23782409999967,None,108.77110141000003,108.77110141000003,108.7878342099998,None,[],['z'],[0.4768048000005365],110.76961630000005,None,z,2.4768048000005365,1,1,1.0,None,112.37013560000014,None,112.37013560000014,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
2,0,2,0,,,,,,,,,,2,2.0,1.0,b,9.0,1.0,1.758742576,2.757001452,None,114.37112059999981,None,117.10442270999965,117.10442270999965,117.12107201000026,None,[],['b'],[0.4041925000001356],119.10916069999985,None,b,2.4041925000001356,1,1,1.0,None,120.87163539999983,None,120.87163539999983,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
3,0,3,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,2.117809983,3.388090306,None,122.8714374000001,None,126.23700050999969,126.23700050999969,126.25364710999975,None,[],['b'],[0.6046876999998858],128.23185439999997,None,b,2.604687699999886,1,1,1.0,None,130.34115089999977,None,130.34115089999977,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
4,0,4,0,,,,,,,,,,3,1.0,3.0,z,27.0,1.0,2.818459073,2.648704933,None,132.35466580000048,None,134.98754770999994,134.98754770999994,135.00436571,None,[],['z'],[0.33989590000055614],136.9915093999998,None,z,2.339895900000556,1,1,1.0,None,139.8227877999998,None,139.8227877999998,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
5,0,5,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,1.3262934849999999,2.297139377,None,141.83675589999984,None,144.1038581099997,144.1038581099997,144.1202242100003,None,[],['b'],[0.10577130000001489],146.09983230000034,None,b,2.105771300000015,1,1,1.0,None,147.41868200000044,None,147.41868200000044,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
6,0,6,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,2.278602942,2.573610938,None,149.42048239999986,None,151.96983941000008,151.96983941000008,151.9868052100005,None,[],['z'],[0.27718650000042544],153.96548580000035,None,z,2.2771865000004254,1,1,1.0,None,156.24609059999966,None,156.24609059999966,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
7,0,7,0,,,,,,,,,,0,0.0,2.0,b,27.0,1.0,1.887650177,3.321420384,None,158.25440750000053,None,161.5547433100005,161.5547433100005,161.5713982100001,None,[],['b'],[0.41220740000062506],163.55841130000044,None,b,2.412207400000625,1,1,1.0,None,165.4593259000003,None,165.4593259000003,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
8,0,8,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,2.242058058,3.276660373,None,167.4705296000002,None,170.7213417099997,170.7213417099997,170.73835401000042,z,['z'],None,,172.76103630000034,None,z,1.9911103000004005,1,1,1.0,None,174.98722410000028,None,174.98722410000028,None,1.9911103000004005,[1.9911103000004005],,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
9,0,9,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,3.622505815,1.75396268,None,176.98784679999972,None,178.72152420999964,178.72152420999964,178.7381065100003,None,[],['b'],[0.41406840000036027],180.72361379999984,None,b,2.4140684000003603,1,1,1.0,None,184.34696929999973,None,184.34696929999973,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
10,0,10,0,,,,,,,,,,2,2.0,3.0,b,63.0,0.0,4.196249082,1.142638656,None,186.35494370000015,None,187.47152631000017,187.47152631000017,187.48802301000023,None,[],['b'],[0.43349420000049577],189.47496860000047,None,b,2.4334942000004958,1,0,1.0,None,193.6919852000001,None,193.6919852000001,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
11,0,11,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,3.869831913,1.313600181,None,195.70450820000042,None,196.98780111000042,196.98780111000042,197.00448620999987,None,[],['z'],[0.4926010999997743],198.99044830000003,None,z,2.4926010999997743,1,1,1.0,None,202.86856640000042,None,202.86856640000042,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
12,0,12,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,3.956662465,1.483424551,None,204.87164930000017,None,206.33816230999992,206.33816230999992,206.35494141000027,None,[],['b'],[0.7295112000001609],208.33700419999968,None,b,2.729511200000161,1,1,1.0,None,212.31322569999975,None,212.31322569999975,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
13,0,13,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,2.67601813,1.08099246,None,214.32143900000028,None,215.38800760999993,215.38800760999993,215.4046901100005,None,[],['z'],[0.2801887000005081],217.39024429999972,None,z,2.280188700000508,1,1,1.0,None,220.07669910000004,None,220.07669910000004,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
14,0,14,0,,,,,,,,,,0,3.0,0.0,z,9.0,1.0,2.372527466,2.962224669,None,222.0879371000001,None,225.02139811000006,225.02139811000006,225.03800341000033,None,[],['z'],[0.35356680000040797],227.02408560000003,None,z,2.353566800000408,1,1,1.0,None,229.40402449999965,None,229.40402449999965,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
15,0,15,0,,,,,,,,,,1,1.0,0.0,b,63.0,0.0,4.334629553,1.915207301,None,231.40429779999977,None,233.28831780999963,233.28831780999963,233.30488921000006,b,['b'],None,,235.33048210000015,None,b,1.737170100000185,1,0,1.0,None,239.66492190000008,None,239.66492190000008,None,1.737170100000185,[1.737170100000185],,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
16,0,16,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,2.078483356,0.971483559,None,241.67119900000034,None,242.6216829099999,242.6216829099999,242.63855190999993,None,[],['b'],[0.2953590000006443],244.62610200000017,None,b,2.2953590000006443,1,1,1.0,None,246.71399850000034,None,246.71399850000034,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
17,0,17,0,,,,,,,,,,2,2.0,0.0,b,27.0,1.0,1.109698721,1.411911144,None,248.72171470000012,None,250.1048110100005,250.1048110100005,250.12127161000035,None,[],['b'],[0.417700999999397],252.1078518000004,None,b,2.417700999999397,1,1,1.0,None,253.23303790000045,None,253.23303790000045,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
18,0,18,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,4.21669271,2.349749758,None,255.23816069999975,None,257.5717881100004,257.5717881100004,257.58853821,None,[],['z'],[0.26084520000040357],259.5691036999997,None,z,2.2608452000004036,1,1,1.0,None,263.79429770000024,None,263.79429770000024,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
19,0,19,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,2.208904638,1.732943574,None,265.80540219999966,None,267.5217748099999,267.5217748099999,267.5385417100001,None,[],['z'],[0.0010818999999173684],269.5191458999998,None,z,2.0010818999999174,1,1,1.0,None,271.7276717000004,None,271.7276717000004,None,,,,,,,,,,,,,,,,,,,,CBC_1001,4,3,2,7,0,0.9,2023-06-08_12h53.37.433,MSI_TV_v3,2022.1.1,60.03247757011281,
