trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,3.3728785608729996,1.94858485820231,None,414.93210739999995,None,416.90559440000015,None,416.90559440000015,None,416.91532954000013,None,['b'],416.90559440000015,None,None,,418.89590189999944,None,b,1.7726043999991816,1,1,0.6666666666666666,422.27230659999987,None,None,422.27230659999987,None,[1.7726043999991816],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
9,0,9,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,2.592312596923728,1.38289892513751,None,424.08234059999995,None,425.4854803999997,None,425.4854803999997,None,425.48159372999953,None,None,425.4854803999997,None,['z'],[0.8395003999994515],427.46520989999954,None,z,2.8395003999994515,1,1,0.7,430.04391190000024,None,None,430.04391190000024,None,,,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
10,0,10,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,4.01714354611405,0.917519910446003,None,431.8485805,None,432.78476129999945,None,432.78476129999945,None,432.78203102999987,None,['z'],432.78476129999945,None,None,,434.77969329999996,None,z,1.3734122999994725,1,1,0.7272727272727273,438.8069082000002,None,None,438.8069082000002,None,[1.3734122999994725],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
11,0,11,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,2.82320408183943,1.90743690794447,None,440.6153254999999,None,442.53561230000014,None,442.53561230000014,None,442.53218352999966,None,None,442.53561230000014,None,['b'],[0.9579285999998319],444.5152662999999,None,b,2.957928599999832,1,1,0.75,447.33415270000023,None,None,447.33415270000023,None,,,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
12,0,12,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,2.629554641171433,1.60731937853708,None,449.1487102000001,None,450.7685779000003,None,450.7685779000003,None,450.7655633299996,None,None,450.7685779000003,None,['z'],[0.22610029999941617],452.7487719999999,None,z,2.226100299999416,1,1,0.7692307692307693,455.3720940000003,None,None,455.3720940000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
13,0,13,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,2.517541937862754,3.24569326556923,None,457.1818923000001,None,460.45349910000004,None,460.45349910000004,None,460.4487010299995,None,['b'],460.45349910000004,None,None,,462.4476421999998,None,b,1.0641607999996268,1,1,0.7857142857142857,464.97227790000034,None,None,464.97227790000034,None,[1.0641607999996268],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
14,0,14,0,,,,,,,,,,0,0.0,3.0,b,9.0,1.0,4.82531807167306,0.952147612306987,None,466.78191609999976,None,467.75555389999954,None,467.75555389999954,None,467.7653462400003,None,['b'],467.75555389999954,None,None,,469.75061039999946,None,b,1.9036435999996684,1,1,0.8,474.58624319999944,None,None,474.58624319999944,None,[1.9036435999996684],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
15,0,15,0,,,,,,,,,,1,0.0,1.0,z,63.0,0.0,4.40017271499661,1.21250262048173,None,476.39876379999987,None,477.6392575,None,477.6392575,None,477.6488229400002,None,['z'],477.6392575,None,None,,479.6290429999999,None,z,1.4445157000000108,1,0,0.8125,484.03621060000023,None,None,484.03621060000023,None,[1.4445157000000108],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
16,0,16,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,3.31929419319838,1.43470440954152,None,485.84889229999953,None,487.3050161000001,None,487.3050161000001,None,487.3153664399997,None,['z'],487.3050161000001,None,None,,489.29971860000023,None,z,1.9187464999995427,1,1,0.8235294117647058,492.62089709999964,None,None,492.62089709999964,None,[1.9187464999995427],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
17,0,17,0,,,,,,,,,,3,0.0,2.0,z,27.0,1.0,4.52047235037039,2.10421507306074,None,494.43219580000004,None,496.55333280000013,None,496.55333280000013,None,496.5487474300003,None,None,496.55333280000013,None,['z'],[0.03675269999894226],498.5319830999997,None,z,2.0367526999989423,1,1,0.8333333333333334,503.03586859999996,None,None,503.03586859999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
18,0,18,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,3.73326136168326,2.49839527409216,None,504.8488021000003,None,507.3684942,None,507.3684942,None,507.3651915300002,None,None,507.3684942,None,['b'],[0.5844965999995111],509.3487161000003,None,b,2.584496599999511,1,1,0.8421052631578947,513.0720028999995,None,None,513.0720028999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
19,0,19,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.76873691643126,1.64421109900286,None,514.8820741,None,516.5337176000003,None,516.5337176000003,None,516.5318395299996,None,None,516.5337176000003,None,['b'],[0.47568039999987377],518.5147768999996,None,b,2.4756803999998738,1,1,0.85,522.2654815999995,None,None,522.2654815999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
20,0,20,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,3.35133458220192,1.1243895841892,None,524.0658719000003,None,525.1983703999995,None,525.1983703999995,None,525.1985474299995,None,['z'],525.1983703999995,None,None,,527.1995227999996,None,z,1.1672744999996212,1,1,0.8571428571428571,530.5551816999996,None,None,530.5551816999996,None,[1.1672744999996212],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
21,0,21,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,2.91303524001082,1.25920145784721,None,532.3655443999996,None,533.6329567000002,None,533.6329567000002,None,533.6317061300001,None,['z'],533.6329567000002,None,None,,535.6312255000003,None,z,1.757059499999741,1,1,0.8636363636363636,538.5541068000002,None,None,538.5541068000002,None,[1.757059499999741],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
22,0,22,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,4.61004669244928,3.4543169006169,None,540.3653607999995,None,543.8380535999995,None,543.8380535999995,None,543.8489259400003,None,None,543.8380535999995,None,['b'],[0.7141340999996828],545.8155267000002,None,b,2.714134099999683,1,1,0.8695652173913043,550.4137258000001,None,None,550.4137258000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
23,0,23,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,3.71372710086949,1.36309078069689,None,552.2156507,None,553.6044424000002,None,553.6044424000002,None,553.5987513300001,None,['z'],553.6044424000002,None,None,,555.5997987999999,None,z,1.7956985999999233,1,1,0.875,559.3144722999996,None,None,559.3144722999996,None,[1.7956985999999233],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
24,0,24,0,,,,,,,,,,3,2.0,0.0,b,27.0,1.0,2.666404967794728,1.53243550275999,None,561.1158576999997,None,562.6725355999997,None,562.6725355999997,None,562.68227054,None,None,562.6725355999997,None,['b'],[0.20715440000003582],564.6480890000003,None,b,2.207154400000036,1,1,0.88,567.2929002000001,None,None,567.2929002000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
25,0,25,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,4.46924002178158,1.34668860557497,None,569.0990995000002,None,570.4703282999999,None,570.4703282999999,None,570.4821434400001,None,['b'],570.4703282999999,None,None,,572.4516832999998,None,b,1.6643442000004143,1,1,0.8846153846153846,576.9234938999998,None,None,576.9234938999998,None,[1.6643442000004143],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
26,0,26,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,3.7500315165247198,1.96568735158996,None,578.7324557000002,None,580.7159015999996,None,580.7159015999996,None,580.7154107299998,None,None,580.7159015999996,None,['b'],[1.114059599999564],582.6988369000001,None,b,3.114059599999564,1,1,0.8888888888888888,586.4279698,None,None,586.4279698,None,,,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
27,0,27,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,2.294664843639333,1.25817747924478,None,588.2318549000001,None,589.5016495,None,589.5016495,None,589.4988887300001,None,None,589.5016495,None,['z'],[0.3197167999996964],591.4818865999996,None,z,2.3197167999996964,1,1,0.8928571428571429,593.7749599999997,None,None,593.7749599999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
28,0,28,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,2.678526077912375,0.77703640172831,None,595.5823057999996,None,596.3692959,None,596.3692959,None,596.3656086300002,None,['b'],596.3692959,None,None,,598.3652308000001,None,b,1.0935425999996369,1,1,0.896551724137931,601.0567787,None,None,601.0567787,None,[1.0935425999996369],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
29,0,29,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,2.433630701072358,1.12425433982333,None,602.8650006999997,None,604.0006567999999,None,604.0006567999999,None,603.9989240299997,None,None,604.0006567999999,None,['z'],[1.2296504999994795],605.9820768999998,None,z,3.2296504999994795,1,1,0.9,608.3963926999995,None,None,608.3963926999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
30,0,30,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,2.92731383428727,1.53122835510861,None,610.1988529,None,611.7552155000003,None,611.7552155000003,None,611.7656484399995,None,['z'],611.7552155000003,None,None,,613.7485115999998,None,z,1.5555903999993461,1,1,0.9032258064516129,616.6725621999994,None,None,616.6725621999994,None,[1.5555903999993461],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
31,0,31,0,,,,,,,,,,2,3.0,0.0,b,9.0,1.0,2.792365600763554,2.40378712856304,None,618.4814509999997,None,620.8861168000003,None,620.8861168000003,None,620.8978668300001,None,['b'],620.8861168000003,None,None,,622.8841401999998,None,b,1.1067939999993541,1,1,0.90625,625.6855551999997,None,None,625.6855551999997,None,[1.1067939999993541],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
32,0,32,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,4.72585056748869,0.979776149765883,None,627.4988338000003,None,628.4849745000001,None,628.4849745000001,None,628.4980216299996,None,['z'],628.4849745000001,None,None,,630.4846062999995,None,z,1.3880764999994426,1,1,0.9090909090909091,635.2214400000003,None,None,635.2214400000003,None,[1.3880764999994426],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
33,0,33,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,3.68371079902891,3.1963008326951,None,637.0325123000002,None,640.2525819000002,None,640.2525819000002,None,640.2488339300003,None,['z'],640.2525819000002,None,None,,642.2483755000003,None,z,1.7620818999994299,1,1,0.9117647058823529,645.9401544000002,None,None,645.9401544000002,None,[1.7620818999994299],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
34,0,34,0,,,,,,,,,,0,0.0,1.0,b,63.0,0.0,2.6391747348430608,2.96653053743745,None,647.7488909000003,None,650.7374369999998,None,650.7374369999998,None,650.7489268399995,None,None,650.7374369999998,None,['b'],[0.12446839999938675],652.7160551999996,None,b,2.1244683999993867,1,0,0.9142857142857143,655.3509771999998,None,None,655.3509771999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
35,0,35,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,2.2759877950103027,2.22427187882546,None,657.1657894,None,659.3848987000001,None,659.3848987000001,None,659.3979970300002,None,None,659.3848987000001,None,['z'],[0.6170385999994323],661.3654669999996,None,z,2.6170385999994323,1,1,0.9166666666666666,663.6239554000003,None,None,663.6239554000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
36,0,36,0,,,,,,,,,,1,1.0,2.0,b,9.0,1.0,3.6438386551209,2.15533949826702,None,665.43235,None,667.6047073,None,667.6047073,None,667.6157078400001,None,['b'],667.6047073,None,None,,669.5843126999998,None,b,0.9699922999998307,1,1,0.918918918918919,673.2368237999999,None,None,673.2368237999999,None,[0.9699922999998307],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
37,0,37,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,4.7533305109883095,1.18065738546375,None,675.0490575000003,None,676.2542801999998,None,676.2542801999998,None,676.2654857400003,None,['z'],676.2542801999998,None,None,,678.2528528000003,None,z,1.8471976000000723,1,1,0.9210526315789473,683.0234246999999,None,None,683.0234246999999,None,[1.8471976000000723],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
38,0,38,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,4.53337421950507,1.95130344756745,None,684.8315959000001,None,686.8039192999995,None,686.8039192999995,None,686.7990901299995,None,['b'],686.8039192999995,None,None,,688.8020549000003,None,b,1.7778654999992796,1,1,0.9230769230769231,693.3404629999995,None,None,693.3404629999995,None,[1.7778654999992796],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
39,0,39,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,3.26539063535182,0.80788063606262,None,695.1479891999998,None,695.9701685999999,None,695.9701685999999,None,695.9659341299998,None,None,695.9701685999999,None,['z'],[0.5226738000001205],697.9489194999996,None,z,2.5226738000001205,1,1,0.925,701.2149858000002,None,None,701.2149858000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
40,0,40,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,2.693348633324513,2.09887870490381,None,703.0157847999999,None,705.1281527000001,None,705.1281527000001,None,705.1324158299999,None,['b'],705.1281527000001,None,None,,707.1303885999996,None,b,1.1304365999994843,1,1,0.926829268292683,709.8245980000002,None,None,709.8245980000002,None,[1.1304365999994843],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
41,0,41,0,,,,,,,,,,3,0.0,2.0,z,27.0,1.0,4.77723667052879,3.33124983260532,None,711.6326387999998,None,714.9882065000002,None,714.9882065000002,None,714.9992715400003,None,['z'],714.9882065000002,None,None,,716.9871790999996,None,z,1.7962686999999278,1,1,0.9285714285714286,721.7754292999998,None,None,721.7754292999998,None,[1.7962686999999278],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
42,0,42,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,2.496959177995529,2.78346932462847,None,723.5823687000002,None,726.3881144999996,None,726.3881144999996,None,726.3833740300001,None,['b'],726.3881144999996,None,None,,728.3676023999997,None,b,0.9253287999999884,1,1,0.9302325581395349,730.8649169,None,None,730.8649169,None,[0.9253287999999884],,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
43,0,43,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.02234236141277,1.52290599571961,None,732.6659602999998,None,734.1988523,None,734.1988523,None,734.1988520299997,None,None,734.1988523,None,['b'],[0.3583010000002105],736.1814030999994,None,b,2.3583010000002105,1,1,0.9318181818181818,739.1846957999996,None,None,739.1846957999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,740.9982645999999,None,,,,,,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.9995327999995,None,None,745.9995327999995,None,,,,,,,,,,,,,CBC_1144,3,6,2,3,1,0.95,2024-10-16_15h00.07.136,MSI_AV_v3,2022.1.1,59.97454680238224,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[0, 1, 3, 2]",0.7272727272727273,1.0,1.0,1.0,39,0,5,,,,,,,,,,,,
