ID,session,trialNr,mod2Stim,visStimLeft,visStimRight,correctKey,frequency,rewardAccurate,probFB,stimPairLeft,stimPairRight,leftCorrect,rightCorrect,pCorrectLeft,pCorrectRight,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,reactionTime,choice,choiceLeft,choiceRight,chosenPair,otherPair,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,choiceAccurate,reward,rewardPE,update2,sim_percModel,sim_respModel,sim_startBelief,sim_alpha1,sim_nonDecisionTime,sim_weight,sim_startingBoundary,sim_startingPoint,lik,corrLik,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
177,1,1,B,0,1,l,63,1,1,0B,1B,0,1,0,1,B01,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.11954893298749,0,0,1,1B,0B,0.5,0.5,0.5,0.5,1,1,0.5,0.0819626072457922,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0680732545689186,0.437548932987486,3.00126007628802,2.10245032306151,0.5,0.337508295307551,0.500538293665747,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.163925214491584,0.491412058956335,1.78202616384919,2.19166047988998,0.5,67.0024126722246
177,1,2,D,2,3,l,63,1,1,2D,3D,0,1,0,1,D23,2.83321334405622,0.5,0.5,0.5,0.5,0.5,0.581962607245792,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.961548932987486,1,1,0,2D,3D,0.5,0.5,0.5,0.5,0,0,-0.5,-0.0819626072457922,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0680732545689186,0.437548932987486,3.00126007628802,2.10245032306151,0.5,0.378182223575244,0.500090630335683,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.163925214491584,0.491412058956335,1.78202616384919,2.19166047988998,0.5,67.0024126722246
177,1,3,B,1,3,a,27,1,1,1B,3B,1,0,1,0,B13,2.89037175789616,0.5,0.5,0.5,0.5,0.5,0.581962607245792,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.418037392754208,0.5,1.10754893298749,0,0,1,3B,1B,0.5,0.581962607245792,0.462123179351626,0.537876820648374,0,0,-0.5,-0.0819626072457922,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0680732545689186,0.437548932987486,3.00126007628802,2.10245032306151,0.5,0.292460247047477,0.42695369246703,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.163925214491584,0.491412058956335,1.78202616384919,2.19166047988998,0.5,67.0024126722246
177,1,4,C,3,2,l,63,1,1,3C,2C,0,1,0,1,C32,2.94443897916644,0.5,0.5,0.5,0.5,0.5,0.581962607245792,0.5,0.418037392754208,0.5,0.5,0.5,0.5,0.5,0.5,0.418037392754208,0.5,1.54354893298749,0,0,1,2C,3C,0.5,0.5,0.5,0.5,1,1,0.5,0.0819626072457922,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0680732545689186,0.437548932987486,3.00126007628802,2.10245032306151,0.5,0.22128507598874,0.498869699683704,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.163925214491584,0.491412058956335,1.78202616384919,2.19166047988998,0.5,67.0024126722246
177,1,5,C,2,0,a,27,1,1,2C,0C,1,0,1,0,C20,2.99573227355399,0.5,0.5,0.5,0.5,0.5,0.581962607245792,0.5,0.418037392754208,0.5,0.5,0.581962607245792,0.5,0.5,0.5,0.418037392754208,0.5,2.04054893298749,1,1,0,2C,0C,0.581962607245792,0.5,0.537876820648374,0.462123179351626,1,1,0.418037392754208,0.0685268692727363,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0680732545689186,0.437548932987486,3.00126007628802,2.10245032306151,0.5,0.152103722106533,0.5728946863598,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.163925214491584,0.491412058956335,1.78202616384919,2.19166047988998,0.5,67.0024126722246
177,1,6,A,3,0,l,9,1,1,3A,0A,0,1,0,1,A30,3.04452243772342,0.5,0.5,0.5,0.5,0.5,0.581962607245792,0.5,0.418037392754208,0.5,0.5,0.650489476518528,0.5,0.5,0.5,0.418037392754208,0.5,2.37754893298749,0,0,1,0A,3A,0.5,0.5,0.5,0.5,1,1,0.5,0.0819626072457922,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0680732545689186,0.437548932987486,3.00126007628802,2.10245032306151,0.5,0.0942083178747154,0.50004340722474,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.163925214491584,0.491412058956335,1.78202616384919,2.19166047988998,0.5,67.0024126722246
177,1,7,C,3,2,l,63,1,1,3C,2C,0,1,0,1,C32,2.39789527279837,0.581962607245792,0.5,0.5,0.5,0.5,0.581962607245792,0.5,0.418037392754208,0.5,0.5,0.650489476518528,0.5,0.5,0.5,0.418037392754208,0.5,1.58654893298749,0,0,1,2C,3C,0.650489476518528,0.5,0.56540236985649,0.43459763014351,1,1,0.349510523481472,0.0572935875287662,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0680732545689186,0.437548932987486,3.00126007628802,2.10245032306151,0.5,0.265831346647761,0.62469504015226,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.163925214491584,0.491412058956335,1.78202616384919,2.19166047988998,0.5,67.0024126722246
177,1,8,A,0,1,a,63,1,1,0A,1A,1,0,1,0,A01,3.13549421592915,0.581962607245792,0.5,0.5,0.5,0.5,0.581962607245792,0.5,0.418037392754208,0.5,0.5,0.707783064047295,0.5,0.5,0.5,0.418037392754208,0.5,1.05554893298749,1,1,0,0A,1A,0.581962607245792,0.5,0.537876820648374,0.462123179351626,1,1,0.418037392754208,0.0685268692727363,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0680732545689186,0.437548932987486,3.00126007628802,2.10245032306151,0.5,0.409831394287225,0.572831322894412,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.163925214491584,0.491412058956335,1.78202616384919,2.19166047988998,0.5,67.0024126722246
177,1,9,D,3,2,a,63,1,1,3D,2D,1,0,1,0,D32,3.17805383034795,0.650489476518528,0.5,0.5,0.5,0.5,0.581962607245792,0.5,0.418037392754208,0.5,0.5,0.707783064047295,0.5,0.5,0.5,0.418037392754208,0.5,2.01754893298749,1,1,0,3D,2D,0.5,0.418037392754208,0.544640124624933,0.455359875375067,1,1,0.5,0.0819626072457922,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0680732545689186,0.437548932987486,3.00126007628802,2.10245032306151,0.5,0.158998863635026,0.585431856809004,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.163925214491584,0.491412058956335,1.78202616384919,2.19166047988998,0.5,67.0024126722246
177,1,10,C,2,3,a,63,1,1,2C,3C,1,0,1,0,C23,3.2188758248682,0.650489476518528,0.5,0.5,0.5,0.5,0.581962607245792,0.5,0.418037392754208,0.5,0.5,0.707783064047295,0.5,0.5,0.5,0.418037392754208,0.581962607245792,1.95554893298749,0,0,1,3C,2C,0.5,0.707783064047295,0.413981628724362,0.586018371275637,0,0,-0.5,-0.0819626072457922,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0680732545689186,0.437548932987486,3.00126007628802,2.10245032306151,0.5,0.0970749548941182,0.338480333703584,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.163925214491584,0.491412058956335,1.78202616384919,2.19166047988998,0.5,67.0024126722246
