ID,filename,session,trial,visStimLeft,secondStim,mod2Type,frequency,rewardAccurate,yesKey,mod2Stim,stimPair,match,key,reactionTime,choice,choiceAccurate,reward,surprise,0A belief,1A belief,2A belief,0B belief,1B belief,2B belief,0C belief,1C belief,2C belief,beliefPair,lik,corrLik,rewardPE,update2,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha12,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
CBC_P013,CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv,1,1,2,0,aud,0.5,0,b,C,2C,1,b,2.36754179999843,1,1,0,2.19722457733622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.15969048181032,0.500468769280827,-0.5,-0.000992594795702906,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.552649036811757,0.00198518959140581,0.904206483228702,1.20560922842431,2.59325537221762,0.5,61.2330770521106
CBC_P013,CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv,1,2,1,1,aud,0.5,1,b,B,1B,1,b,2.3070372000002,1,1,1,2.30258509299405,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.499007405204297,0.5,0.166706943486097,0.499888354576738,0.5,0.276324518405878,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.552649036811757,0.00198518959140581,0.904206483228702,1.20560922842431,2.59325537221762,0.5,61.2330770521106
CBC_P013,CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv,1,3,0,0,aud,0.15,1,b,C,0C,0,b,2.0339542999991,1,0,0,2.39789527279837,0.5,0.5,0.5,0.5,0.776324518405878,0.5,0.5,0.5,0.499007405204297,0.5,0.202957812221277,0.499656440461576,-0.5,-0.000992594795702906,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.552649036811757,0.00198518959140581,0.904206483228702,1.20560922842431,2.59325537221762,0.5,61.2330770521106
CBC_P013,CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv,1,4,2,2,aud,0.35,1,b,A,2A,0,b,1.31866519999858,1,0,0,2.484906649788,0.5,0.5,0.5,0.5,0.776324518405878,0.5,0.499007405204297,0.5,0.499007405204297,0.5,0.255358961997491,0.500577050990191,-0.5,-0.000992594795702906,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.552649036811757,0.00198518959140581,0.904206483228702,1.20560922842431,2.59325537221762,0.5,61.2330770521106
CBC_P013,CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv,1,5,1,0,aud,0.35,0,b,C,1C,0,z,2.19229850000011,0,1,0,2.56494935746154,0.5,0.5,0.499007405204297,0.5,0.776324518405878,0.5,0.499007405204297,0.5,0.499007405204297,0.5,0.181496842467541,0.500674081515682,-0.5,0.000992594795702906,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.552649036811757,0.00198518959140581,0.904206483228702,1.20560922842431,2.59325537221762,0.5,61.2330770521106
CBC_P013,CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv,1,6,2,2,aud,0.35,1,b,A,2A,0,b,2.65721519999897,1,0,0,1.94591014905531,0.5,0.5,0.499007405204297,0.5,0.776324518405878,0.5,0.499007405204297,0.500992594795703,0.499007405204297,0.499007405204297,0.128705441908351,0.498668443569615,-0.499007405204297,-0.000990624306845993,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.552649036811757,0.00198518959140581,0.904206483228702,1.20560922842431,2.59325537221762,0.5,61.2330770521106
CBC_P013,CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv,1,7,1,1,aud,0.5,1,b,B,1B,1,b,2.31758439999976,1,1,1,2.01490302054226,0.5,0.5,0.498016780897451,0.5,0.776324518405878,0.5,0.499007405204297,0.500992594795703,0.499007405204297,0.776324518405878,0.286898016301269,0.849285460481499,0.223675481594122,0.123614039461397,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.552649036811757,0.00198518959140581,0.904206483228702,1.20560922842431,2.59325537221762,0.5,61.2330770521106
CBC_P013,CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv,1,8,0,2,aud,0.5,1,b,A,0A,1,b,2.46644460000061,1,1,1,2.77258872223978,0.5,0.5,0.498016780897451,0.5,0.899938557867275,0.5,0.499007405204297,0.500992594795703,0.499007405204297,0.5,0.148537955562137,0.500434988420735,0.5,0.276324518405878,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.552649036811757,0.00198518959140581,0.904206483228702,1.20560922842431,2.59325537221762,0.5,61.2330770521106
CBC_P013,CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv,1,9,1,1,aud,0.5,1,b,B,1B,1,b,2.29271399999925,1,1,1,1.73460105538811,0.776324518405878,0.5,0.498016780897451,0.5,0.899938557867275,0.5,0.499007405204297,0.500992594795703,0.499007405204297,0.899938557867275,0.308476886934742,0.92428964970609,0.100061442132725,0.0552988596166456,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.552649036811757,0.00198518959140581,0.904206483228702,1.20560922842431,2.59325537221762,0.5,61.2330770521106
CBC_P013,CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv,1,10,2,0,aud,0.5,0,b,C,2C,1,b,2.46991030000027,1,1,0,2.19722457733622,0.776324518405878,0.5,0.498016780897451,0.5,0.955237417483921,0.5,0.499007405204297,0.500992594795703,0.499007405204297,0.499007405204297,0.14740682238682,0.497885289008776,-0.499007405204297,-0.000990624306845993,CBCsimpleAsymRW,CBCdriftDiffusionLR,0.5,0.552649036811757,0.00198518959140581,0.904206483228702,1.20560922842431,2.59325537221762,0.5,61.2330770521106
