ID,mask,file,task,hemisphere,label,beta
CBC_1001,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.416465371932951
CBC_1002,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.385875835100394
CBC_1003,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.304027834997064
CBC_1005,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.0508501768765794
CBC_1006,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.0375292824414289
CBC_1007,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.394283349472286
CBC_1013,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.45468790939829
CBC_1014,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.126868999121977
CBC_1015,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.409010201874619
CBC_1016,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.214674731779691
CBC_1017,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.301669723464171
CBC_1019,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.0138617713299206
CBC_1020,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.139158502218285
CBC_1024,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.61486409540047
CBC_1027,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.522500987026092
CBC_1029,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.427986024985964
CBC_1032,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.676534693987524
CBC_1033,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.274352608580534
CBC_1036,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.00738423852821172
CBC_1037,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.0413677198021683
CBC_1039,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.357089092057583
CBC_1040,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.04960178616391
CBC_1046,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.0229308804827317
CBC_1047,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.0900712442531231
CBC_1049,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.515576738837341
CBC_1051,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.140879593859058
CBC_1055,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.0444319402979178
CBC_1056,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.0425571856677566
CBC_1057,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.215676672374292
CBC_1058,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.251304792921076
CBC_1062,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.26503362067818
CBC_1063,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.593164794188687
CBC_1065,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.420481782675113
CBC_1069,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.117242076282097
CBC_1072,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.52493745469549
CBC_1074,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.321719105912782
CBC_1075,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.0207122974775708
CBC_1077,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.0793776315263538
CBC_1080,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.364759206915455
CBC_1083,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.188263829362469
CBC_1084,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.346890943397576
CBC_1086,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.442207874915182
CBC_1095,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.0518500043419202
CBC_1098,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.668795198505934
CBC_1101,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.392809869505436
CBC_1102,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.589473898362076
CBC_1104,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,0.129734076946155
CBC_1105,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,1.39296654730593
CBC_1106,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,1.20459319861387
CBC_1107,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-1.09178281315753
CBC_1109,AC,SPE_AC_cluster2_-18_-63_44_roi.mat,AV,bilateral,superior parietal lobe,-0.257767656277409
