ID,mask,file,task,hemisphere,label,beta
CBC_1001,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,-0.0177611907904651
CBC_1002,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.371217508550822
CBC_1003,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.298024206475436
CBC_1005,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,-0.197088724946549
CBC_1006,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.0722356908527126
CBC_1007,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.381767192461928
CBC_1013,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.0460279442096101
CBC_1014,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,-0.0894682462117182
CBC_1015,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,-0.315703247944109
CBC_1016,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,-0.19727987373028
CBC_1017,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.0213608184705693
CBC_1019,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.0515602978368676
CBC_1020,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.261984167209105
CBC_1024,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,-0.164079361657063
CBC_1027,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.154779991850957
CBC_1029,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.243138317230525
CBC_1032,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.0917590605911116
CBC_1033,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.568458227701227
CBC_1036,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.177282104699225
CBC_1037,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.0225676589543519
CBC_1039,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,-0.118572870787397
CBC_1040,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,-0.0925937988103394
CBC_1046,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,-0.0182209973590293
CBC_1047,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,-0.018553814435205
CBC_1049,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.345789802651069
CBC_1051,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.32602426199229
CBC_1055,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.159278544809761
CBC_1056,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.129082344861068
CBC_1057,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,-1.19671411000273
CBC_1058,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,-0.28528288079073
CBC_1062,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,-0.315856442968154
CBC_1063,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.105970382545908
CBC_1065,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,-0.329757621866079
CBC_1069,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.259880375164619
CBC_1072,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,-0.0718411473858373
CBC_1074,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.0883609894915466
CBC_1075,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.423584728765162
CBC_1077,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.274365011427399
CBC_1080,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,-0.14362939159892
CBC_1083,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.388367422924501
CBC_1084,A,SPE_A_cluster2_-27_5_57_roi.mat,AV,left,superior frontal gyrus,0.160616928839603
