ID,mask,file,task,hemisphere,label,beta
CBC_1001,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,-0.221273735824728
CBC_1002,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,1.18567316325899
CBC_1003,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,-0.574070456330728
CBC_1005,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,-0.393969489987157
CBC_1006,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,0.342689004835586
CBC_1007,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,-0.344961042461335
CBC_1013,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,-0.312351115807363
CBC_1014,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,-0.182637675287743
CBC_1015,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,0.0484227759432343
CBC_1016,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,-0.161869979463237
CBC_1017,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,-0.293010835910854
CBC_1019,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,0.203366259276895
CBC_1020,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,0.0753595694630104
CBC_1024,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,-0.00485576138146278
CBC_1027,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,0.381299584118065
CBC_1029,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,-0.224703922192415
CBC_1032,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,-0.555085490252549
CBC_1033,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,0.259300022130498
CBC_1036,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,0.0347413686291553
CBC_1037,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,-0.140525134478784
CBC_1039,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,-0.547004909555102
CBC_1040,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,0.307400453851025
CBC_1046,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,0.663825494521315
CBC_1047,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,0.473402340096887
CBC_1049,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,-0.615221415143827
CBC_1051,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,0.282406812734534
CBC_1055,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,0.0272988129946951
CBC_1056,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,-0.0890663484375301
CBC_1057,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,0.362409014406071
CBC_1058,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,0.676898753842061
CBC_1062,AC,SPE_AC_cluster6_2_43_2_roi.mat,AV,bilateral,anterior cingualte gyrus,1.16691845269253
