ID,mask,file,task,hemisphere,label,beta
CBC_1001,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.0217452841528338
CBC_1002,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.133635024628766
CBC_1003,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.550742451071048
CBC_1005,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.130373996442457
CBC_1006,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.369353690959835
CBC_1007,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.485437551478833
CBC_1013,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.100539621909131
CBC_1014,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.170690549171624
CBC_1015,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.763469686939172
CBC_1016,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.0529624301828636
CBC_1017,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.844205736571172
CBC_1019,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.0709289559919623
CBC_1020,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.0532423360969542
CBC_1024,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.0304434936979706
CBC_1027,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.0638778994768757
CBC_1029,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.0638991790809994
CBC_1032,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.49954917296792
CBC_1033,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.129357409763915
CBC_1036,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.0236355154559129
CBC_1037,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.253553066574214
CBC_1039,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.458953038049692
CBC_1040,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.0673805382657921
CBC_1046,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.0682659155703923
CBC_1047,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.0277295469679564
CBC_1049,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.197823916132401
CBC_1051,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.0805792292275891
CBC_1055,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.0413128694840096
CBC_1056,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.0979235581435566
CBC_1057,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.234115565597719
CBC_1058,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.470453803034644
CBC_1062,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.39241928594713
CBC_1063,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.179072467082569
CBC_1065,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.529924000606494
CBC_1069,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.282307327314332
CBC_1072,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.103931912970156
CBC_1074,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.104493280699196
CBC_1075,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.437554576640599
CBC_1077,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.0907846184647668
CBC_1080,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.182770134342894
CBC_1083,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.641717175744708
CBC_1084,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.412968970896801
CBC_1086,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.319050184177289
CBC_1095,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.377788078094238
CBC_1098,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.0146245194548767
CBC_1101,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.549447782792686
CBC_1102,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.0986396820005489
CBC_1104,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.0981328029449457
CBC_1105,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.38606398178332
CBC_1106,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,1.08418155851782
CBC_1107,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.529640801996807
CBC_1109,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.267854566540916
CBC_1116,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.0586136418434926
CBC_1133,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.591531208559952
CBC_1142,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.117399095879169
CBC_1143,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.293365687720358
CBC_1144,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,-0.378337737668847
CBC_1149,AC,SPE_AC_cluster1_-44_18_28_roi.mat,AV,left,inferior frontal gyurs,0.786473248725749
CBC_1001,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.159817548459379
CBC_1002,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.160487860475922
CBC_1003,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.313332033821668
CBC_1005,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.595135350290981
CBC_1006,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.566661290661204
CBC_1007,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.150807783009559
CBC_1013,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.340417632156373
CBC_1014,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.00441834687207765
CBC_1015,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.0675682696940367
CBC_1016,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.551829870419238
CBC_1017,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.183467630473983
CBC_1019,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.112773779423824
CBC_1020,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.348478512429854
CBC_1024,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.0876779681165438
CBC_1027,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.485823167752789
CBC_1029,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.29468910378835
CBC_1032,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.0169655735200891
CBC_1033,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.139625584630443
CBC_1036,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.805553153843817
CBC_1037,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.423637539373922
CBC_1039,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.29595549040078
CBC_1040,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.325649071297332
CBC_1046,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.527672864345245
CBC_1047,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.575937273460478
CBC_1049,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.461906548863611
CBC_1051,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.16947023494447
CBC_1055,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.0477314995754052
CBC_1056,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.474315069835749
CBC_1057,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.538024294632717
CBC_1058,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.247533780759523
CBC_1062,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.00107591070462965
CBC_1063,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.0135507861326936
CBC_1065,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.717710500057622
CBC_1069,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.116360411934975
CBC_1072,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.268367451075291
CBC_1074,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.227822055165178
CBC_1075,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.22361221265452
CBC_1077,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.447998867400853
CBC_1080,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.469750815041933
CBC_1083,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.305151064381393
CBC_1084,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.172975351124987
CBC_1086,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,1.35404010560011
CBC_1095,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.0534037033990815
CBC_1098,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.857254580186038
CBC_1101,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.700882399122667
CBC_1102,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.902228984416948
CBC_1104,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.0238359538289414
CBC_1105,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.149443677548398
CBC_1106,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.823387276937033
CBC_1107,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.0539331229170026
CBC_1109,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.111656203659424
CBC_1116,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.50087480336373
CBC_1133,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.30832002492611
CBC_1142,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.334009689328039
CBC_1143,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,0.240016664134399
CBC_1144,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.0348131137722336
CBC_1149,AC,SPE_AC_cluster1_-44_18_28_roi.mat,TV,left,inferior frontal gyurs,-0.20776827021162
