ID,mask,file,task,hemisphere,label,beta
CBC_1001,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.123810396436119
CBC_1002,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.108011774358164
CBC_1003,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.094954342534716
CBC_1005,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.0301734466123337
CBC_1006,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.394984489078777
CBC_1007,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.0535648032662536
CBC_1013,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.176971333161669
CBC_1014,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.078377603930229
CBC_1015,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.0791128728127462
CBC_1016,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.424545891458571
CBC_1017,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.475759681650666
CBC_1019,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.417923393650302
CBC_1020,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.319377484601373
CBC_1024,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.554532506268235
CBC_1027,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.0124266887996878
CBC_1029,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.0822505571156806
CBC_1032,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.282067871955754
CBC_1033,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.128083716649699
CBC_1036,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.0481988719350175
CBC_1037,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.151640132755267
CBC_1039,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.150758751827883
CBC_1040,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.259794459951527
CBC_1046,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.232413019783972
CBC_1047,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.176104096821227
CBC_1049,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.0839030856796252
CBC_1051,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.140185825085665
CBC_1055,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.361062793172291
CBC_1056,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.0819052256460924
CBC_1057,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.749913842490462
CBC_1058,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.0683645395298317
CBC_1062,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.194253976962743
CBC_1063,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.186698370423584
CBC_1065,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.158940874295324
CBC_1069,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.216824759681261
CBC_1072,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.0269553861752558
CBC_1074,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.500775428071973
CBC_1075,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,0.0147455774280474
CBC_1077,AC,SPE_AC_cluster5_-0_-32_56_roi.mat,AV,bilateral,middle cingulate gyrus,-0.404422845947859
