ID,mask,file,task,hemisphere,label,beta
CBC_1001,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.00718243745841595
CBC_1002,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.0825269848122738
CBC_1003,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.69768625354593
CBC_1005,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.0822794195513855
CBC_1006,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.488189705016042
CBC_1007,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.501030548659034
CBC_1013,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.00659942040589313
CBC_1014,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.140736141799383
CBC_1015,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.834662113239166
CBC_1016,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.142388436663119
CBC_1017,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,1.14280872152223
CBC_1019,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.260648220736655
CBC_1020,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.0745004330061129
CBC_1024,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.0253136747076189
CBC_1027,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.0455296683128233
CBC_1029,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.0414809203746821
CBC_1032,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.375311112093957
CBC_1033,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.0632865402227772
CBC_1036,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.0529413912107477
CBC_1037,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.221394718396212
CBC_1039,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.616531425436201
CBC_1040,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.00715858639745578
CBC_1046,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.0473932580942533
CBC_1047,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.0011304197639442
CBC_1049,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.232712937610747
CBC_1051,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.0686605823584088
CBC_1055,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.057892589563177
CBC_1056,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.103859106573359
CBC_1057,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.241171945678388
CBC_1058,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.448141820931922
CBC_1062,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.33409061963544
CBC_1063,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.427064354481843
CBC_1065,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.548646831174231
CBC_1069,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.000785659771487083
CBC_1072,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.127803440851521
CBC_1074,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.110310456584349
CBC_1075,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.330659857396956
CBC_1077,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.0547863125972759
CBC_1080,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.182501985131038
CBC_1083,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.550133914755987
CBC_1084,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.495397872241541
CBC_1086,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.294608560935218
CBC_1095,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.315398714483496
CBC_1098,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.0276141755153022
CBC_1101,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.553255780472468
CBC_1102,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.171008143419958
CBC_1104,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.0635690387441586
CBC_1105,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.458040110537381
CBC_1106,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,1.0900860100004
CBC_1107,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.607087713606481
CBC_1109,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.210539881652996
CBC_1116,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.00295581732834928
CBC_1133,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.741042168223755
CBC_1142,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.0965189919198201
CBC_1143,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.0305864661117073
CBC_1144,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,-0.317481177476272
CBC_1149,A,SPE_A_cluster3_-42_23_26_roi.mat,AV,left,middle frontal gyrus,0.736250007443198
CBC_1001,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.0827328222719534
CBC_1002,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.16167664751659
CBC_1003,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.0967658913630851
CBC_1005,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.584770346452864
CBC_1006,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.544605796725857
CBC_1007,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.207815288245954
CBC_1013,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.262418776390501
CBC_1014,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.0104856020804985
CBC_1015,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.032339570693021
CBC_1016,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.546748893112152
CBC_1017,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.215542484086595
CBC_1019,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.111532635407403
CBC_1020,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.322394786785482
CBC_1024,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.0399517231232627
CBC_1027,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.372949672937001
CBC_1029,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.174666559956916
CBC_1032,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.0718348679624912
CBC_1033,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.240246231556174
CBC_1036,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.596977357770058
CBC_1037,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.304931439297338
CBC_1039,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.297951795555879
CBC_1040,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.190150285463677
CBC_1046,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.54966663067006
CBC_1047,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.429911240687177
CBC_1049,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.307796917528556
CBC_1051,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.0410879426770168
CBC_1055,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.130225139078898
CBC_1056,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.361282971984561
CBC_1057,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.5598532322853
CBC_1058,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.281981958884154
CBC_1062,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.127607958598957
CBC_1063,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.101337441149761
CBC_1065,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.624306280742685
CBC_1069,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.0941027750816605
CBC_1072,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.200378969805027
CBC_1074,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.252301414927254
CBC_1075,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.230081664281733
CBC_1077,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.335652342625118
CBC_1080,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.37997642805105
CBC_1083,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.194931117795854
CBC_1084,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.112491772477671
CBC_1086,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,1.49040795369589
CBC_1095,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.0794694375611582
CBC_1098,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.671068069455893
CBC_1101,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.847871332732575
CBC_1102,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.926191673729502
CBC_1104,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.205718750271017
CBC_1105,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.353837407206324
CBC_1106,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.899011824261434
CBC_1107,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.0228169093574453
CBC_1109,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.196763642267095
CBC_1116,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.257072909021931
CBC_1133,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.029055080796125
CBC_1142,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.398663184867365
CBC_1143,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.238369911732838
CBC_1144,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,0.0289357552610536
CBC_1149,A,SPE_A_cluster3_-42_23_26_roi.mat,TV,left,middle frontal gyrus,-0.153709885214609
